# heliocentricLat[deg] normalizedFlux[unitless] normalizedFluxUnc[unitless]
-3.891456096760098848e+00 9.367236749683730546e-01 5.382112131941569483e-02
-3.890488604700226283e+00 1.035008925592982409e+00 6.763366437897311290e-02
-3.889847264225775092e+00 1.013213128213968695e+00 1.104770651491459232e-03
-3.889846344994440930e+00 1.028762102719139371e+00 1.104925681251632021e-03
-3.889846329294101235e+00 1.019231651294061347e+00 1.104873872260117356e-03
-3.889844457527878330e+00 1.041370675068929996e+00 1.105005580590397640e-03
-3.888369440341747030e+00 1.023994844256818304e+00 6.690709341685580069e-02
-3.886365911266504547e+00 9.968000208255047845e-01 6.479116920927469048e-02
-3.885995898895526768e+00 9.592006411107895092e-01 7.467500755949317559e-02
-3.884726868113573595e+00 1.017667417780750316e+00 4.829960528070671028e-02
-3.884194361609524471e+00 9.807395771105857918e-01 6.441932200594567039e-04
-3.884193408588327401e+00 9.680126218382458791e-01 6.439362458797514644e-04
-3.884193392775140641e+00 9.692397930364694547e-01 6.437287044355803839e-04
-3.884192491042563145e+00 9.867968526194544898e-01 6.442491127340159744e-04
-3.882545660501740326e+00 8.989462717594751684e-01 8.000649216975231704e-04
-3.882544683745323688e+00 9.226486381868563846e-01 8.002431049235075606e-04
-3.878045620099499935e+00 9.882565352631443867e-01 5.157878851758222055e-02
-3.870867054490048087e+00 1.054951635465008586e+00 7.891659905841361860e-04
-3.870867020329826769e+00 1.066604688560329306e+00 7.892736196801605417e-04
-3.870866098325387750e+00 1.082343264993622656e+00 7.895038211387657000e-04
-3.870865176348853520e+00 1.053153677952690437e+00 7.892310733917147362e-04
-3.870030553534305362e+00 9.940818323657831801e-01 1.320762704751559042e-03
-3.870003722008158231e+00 1.156757150232155418e+00 5.055041133029346961e-02
-3.868729158676919688e+00 1.061308026017409478e+00 5.400701730852489751e-02
-3.868066564975631394e+00 1.009449829560924883e+00 1.267505690055536300e-03
-3.867387222698016824e+00 1.078738366376514657e+00 4.995694248949728716e-02
-3.867379912052179680e+00 9.971611462699329076e-01 1.068126776506078263e-01
-3.867168410653885502e+00 1.016552388242609517e+00 1.168099097512311944e-03
-3.867167471072121998e+00 1.014100630220139188e+00 1.168101352397560300e-03
-3.867167419965394259e+00 1.010881144527480568e+00 1.168056172488532570e-03
-3.866435531568432449e+00 1.023487309880758644e+00 3.789583109973722330e-02
-3.862947964306377546e+00 9.777787755997638941e-01 4.918542396132315198e-02
-3.861492132363809393e+00 1.003753666398528699e+00 6.559544272963015177e-02
-3.859909584517674741e+00 1.004736642231410348e+00 8.840796049230877128e-04
-3.859908623513391035e+00 1.024993035080252080e+00 8.843185330365800840e-04
-3.859907661910387144e+00 1.025445154567387274e+00 8.842674951924107268e-04
-3.859906718997049513e+00 1.039061260452310842e+00 8.844551290197657113e-04
-3.856830441604758519e+00 1.077173337117565577e+00 1.168495707032102433e-03
-3.856829433369310944e+00 1.095906260218221906e+00 1.168610948415702141e-03
-3.856828529675156325e+00 1.112020520118929490e+00 1.168695409522809954e-03
-3.856827573819610500e+00 1.107061008278289238e+00 1.168687676894401926e-03
-3.854990271333794905e+00 9.884256380509369722e-01 4.829307799433287668e-02
-3.854823759231136737e+00 9.721277137819143155e-01 3.417290683824823067e-02
-3.854089341946859371e+00 9.908753609903809823e-01 3.482330415612143459e-02
-3.853973246516692708e+00 1.059431944690932603e+00 6.600209380130823977e-02
-3.853670795214362510e+00 9.965659671767262973e-01 1.101703524092785547e-03
-3.853669815913572272e+00 9.958124019943419558e-01 1.101699255861692114e-03
-3.853668861101342102e+00 1.036318468320977404e+00 1.102062163284296681e-03
-3.853270316241163229e+00 9.905408839495020157e-01 9.439199440899563587e-02
-3.853266927823192134e+00 1.053914376344506909e+00 6.549188835038598222e-02
-3.849416543652620426e+00 9.953122949196484548e-01 1.197392405527982102e-03
-3.849415583260318297e+00 1.007259141145649739e+00 1.197522716408248823e-03
-3.849414658498256259e+00 1.005234515362757319e+00 1.197482932371447340e-03
-3.849414622949951958e+00 9.866079441510573478e-01 1.197257332719942708e-03
-3.845072153910531032e+00 9.794340533693713935e-01 1.263315567002746935e-03
-3.844969160313806533e+00 9.646661943890538771e-01 4.666954648502383285e-02
-3.844161166831387089e+00 9.907646848154096908e-01 1.320938793097561383e-03
-3.843405448938174818e+00 1.040070999583297295e+00 6.240094290154311885e-02
-3.843405430202181616e+00 1.062523492907952338e+00 6.366438610953328858e-02
-3.843322156388846889e+00 1.061772517318613440e+00 8.183132177907811609e-04
-3.843322122810237218e+00 1.059033109304401865e+00 8.182407320325842072e-04
-3.843321183674176744e+00 1.064884507735228247e+00 8.184858523558801932e-04
-3.842435262994331246e+00 1.030839952491011235e+00 1.091016900018082622e-03
-3.842434319673776688e+00 1.028435072137561468e+00 1.091008520395285106e-03
-3.842434269643759670e+00 1.029649191895020799e+00 1.091050820352379869e-03
-3.842433329394665087e+00 1.011214549416950437e+00 1.090936112924151616e-03
-3.840615643900774590e+00 1.018356248398962549e+00 3.217335911888108413e-02
-3.840332927596359802e+00 9.969524403368377197e-01 1.073453179322447770e-01
-3.840314521499991862e+00 1.022061253508699918e+00 1.267574865685168559e-03
-3.833353528047302117e+00 1.011356424827517531e+00 1.008792955407098596e-03
-3.833352547842579838e+00 1.015865348427034354e+00 1.008796091381547249e-03
-3.833352529014934174e+00 1.000872048766953570e+00 1.008681158934802372e-03
-3.833350581927879031e+00 1.001259123784801419e+00 1.008725372852036601e-03
-3.832769912540521240e+00 9.859119196991921186e-01 6.423770342042818549e-02
-3.829119917776901083e+00 9.459661812218362886e-01 1.063679462938154708e-03
-3.829119900020043321e+00 9.431790111124027653e-01 1.063513749847997802e-03
-3.829119882184782053e+00 9.552815229450435375e-01 1.063732451574642005e-03
-3.829118972123787934e+00 9.533806297616141956e-01 1.063714183693254076e-03
-3.825421020108886960e+00 9.981387692959329261e-01 9.486226019436534707e-02
-3.824375919496541432e+00 9.766175882600773850e-01 5.077835684741154043e-02
-3.822623753739111230e+00 9.867370476081549491e-01 8.079723003954366158e-04
-3.822623737827735901e+00 9.744180916742757326e-01 8.060066509610019610e-04
-3.822622847129760526e+00 9.856926819869541445e-01 8.079091930951852333e-04
-3.822621853246500834e+00 9.829335454540786277e-01 8.078742061441635718e-04
-3.822260600267433972e+00 9.713302720747587493e-01 7.763783658975180468e-02
-3.818950029298518789e+00 9.771406240098247098e-01 1.263222557075192442e-03
-3.818481911853667476e+00 1.019776505844774750e+00 9.184386255768959943e-04
-3.818480948181691925e+00 9.831428672675884828e-01 9.180891259042299381e-04
-3.818479966654706459e+00 1.019071268872369984e+00 9.184284939254246452e-04
-3.818479003311272102e+00 1.027021249979122253e+00 9.184539850834690707e-04
-3.818232463505427443e+00 9.922492745661208868e-01 1.321047162648592834e-03
-3.817511349467378245e+00 9.805342959954997939e-01 1.320794192273377693e-03
-3.814243104966602793e+00 1.019951465807103386e+00 3.778132034112055559e-02
-3.811989171302057500e+00 1.083886799935633194e+00 5.014166799707654720e-02
-3.811092329087588659e+00 1.005117815866083841e+00 6.569199499251572594e-02
-3.807859314222446834e+00 1.024046675579798338e+00 5.137747850001028044e-02
-3.807123828277934496e+00 9.380080703324205071e-01 9.971071250662981444e-04
-3.807123810604024161e+00 9.380132555479734346e-01 9.970748162741785957e-04
-3.807123792917052274e+00 9.455457800942411728e-01 9.972184111772450493e-04
-3.807122833978830112e+00 9.449388528206903448e-01 9.972254407513789914e-04
-3.807096361990288003e+00 1.094128814955955376e+00 7.051584405144085878e-04
-3.807096344029255786e+00 1.082642010742843164e+00 7.050355557368536861e-04
-3.807094464823840063e+00 1.101519393152579740e+00 7.051166289719110018e-04
-3.805055347532545706e+00 1.104736516607503383e+00 9.297182852394261787e-02
-3.802285466322688823e+00 1.046145655674537212e+00 6.534003750872902083e-02
-3.802285448335695595e+00 1.045773083878316578e+00 6.548296689437091422e-02
-3.801946521243047883e+00 9.828993771538435675e-01 4.796259327976073322e-02
-3.801152249058441956e+00 1.027969587095444837e+00 1.241565142799986926e-03
-3.801151332335536370e+00 1.027863291691389014e+00 1.241574418566541299e-03
-3.801150334042905143e+00 1.034967659709194576e+00 1.241593643853444121e-03
-3.801149351836413448e+00 1.017355790623029499e+00 1.241455457504319184e-03
-3.796756787235537001e+00 9.790001507345742482e-01 7.321682758762972087e-02
-3.795980580263246917e+00 1.004209356682900678e+00 7.494000800731619172e-02
-3.794030135197848264e+00 1.113247981404151155e+00 7.944921086274341375e-04
-3.794029220927311208e+00 1.114011475242019378e+00 7.943170148585202350e-04
-3.794028200782417315e+00 1.089114498344672111e+00 7.932281001957237768e-04
-3.793495346261297474e+00 9.871790748925198811e-01 1.263451920533082123e-03
-3.792767399636075343e+00 9.804792472033185824e-01 1.263561217888519578e-03
-3.792244262056755577e+00 1.018843342390405082e+00 1.322767169361049574e-03
-3.791521533894045781e+00 1.007477976790691843e+00 1.322842636085076826e-03
-3.790859580823322528e+00 9.636690278134646404e-01 4.649686157637723805e-02
-3.790859563091979023e+00 9.380657681055295516e-01 4.520208220358970519e-02
-3.787856337980942012e+00 9.996444670875266336e-01 4.583340299775743448e-02
-3.787593354389451328e+00 1.003384135942947175e+00 3.170626068090293126e-02
-3.785447787666213593e+00 1.008629902353854968e+00 6.590856337036855861e-02
-3.784734440076714002e+00 1.006146835115320437e+00 6.574284163240314005e-02
-3.784081799904782439e+00 9.478249463602648195e-01 5.432961874503131755e-02
-3.784037619586974266e+00 9.549219279649027170e-01 7.454137066247605581e-02
-3.783327078318050596e+00 9.466269596447505208e-01 5.419648967468220641e-02
-3.782603997472841151e+00 9.902028316887825365e-01 7.750238558174724068e-02
-3.781075266143282931e+00 9.876344836616760547e-01 6.442700966069479784e-02
-3.780348603220960779e+00 1.031951991738330410e+00 1.104731219149730770e-03
-3.780348587369066760e+00 1.027176404495116380e+00 1.104707977006384994e-03
-3.780346745710381651e+00 1.024365126178810481e+00 1.104656370260518076e-03
-3.780345781981396147e+00 1.009695601029316769e+00 1.104509705209024469e-03
-3.777538904625175498e+00 9.816683267352698250e-01 4.638714378761682466e-02
-3.777065656873282773e+00 9.072656642548342365e-01 8.003041013618501743e-04
-3.777064691631309756e+00 8.996377182153610930e-01 8.002207881048724108e-04
-3.776952457199050706e+00 9.478695954030119664e-01 6.430974763380946455e-04
-3.776950565318406561e+00 9.765489346188691577e-01 6.435350494320069741e-04
-3.776950547519087653e+00 9.719773233633864917e-01 6.434257202783721973e-04
-3.776950529600985096e+00 9.572882215640625692e-01 6.433301886907057555e-04
-3.776208293531685634e+00 9.746755688793410366e-01 6.434774564499571962e-04
-3.776208241878001193e+00 1.017169816309307695e+00 6.442117186580859512e-04
-3.776206383737774619e+00 9.905899080484296126e-01 6.438594930713036112e-04
-3.776205455525807331e+00 1.020567061821263222e+00 6.442046934598500904e-04
-3.770422771771775761e+00 9.878390301035542276e-01 5.142652112520127577e-02
-3.770420598479253815e+00 1.001806776894216044e+00 8.047775291829432909e-02
-3.766197294229964854e+00 1.006167523307285983e+00 1.322754784265305463e-03
-3.765795361834255228e+00 9.879202824046851017e-01 1.263873899431911538e-03
-3.763528759996886741e+00 1.049081417153263640e+00 7.890463257363892037e-04
-3.763527842796923650e+00 1.044095886413109797e+00 7.890169462193914914e-04
-3.763526894584834803e+00 1.036376584479659302e+00 7.889505121421586109e-04
-3.763526877994770370e+00 1.041453775206821808e+00 7.890136187598457453e-04
-3.760578874221149892e+00 1.020807241841405366e+00 5.175034208259640667e-02
-3.759743359754875947e+00 1.016262899673955111e+00 6.644098705727766174e-02
-3.759184425179264544e+00 1.143179924205518505e+00 4.982093721532249164e-02
-3.758313653665342979e+00 1.008968821111946079e+00 6.595296333202925465e-02
-3.757797415976246835e+00 1.070775071315980931e+00 4.948353786236749097e-02
-3.757032021202043381e+00 1.050500275582672227e+00 4.849739876598969934e-02
-3.756747510394018441e+00 1.045255688892519297e+00 1.168640619552157494e-03
-3.756745558295685683e+00 1.030867714124252155e+00 1.168597032092390763e-03
-3.756744641862833411e+00 1.028586558504359649e+00 1.168555887221872083e-03
-3.756744608120900164e+00 1.028514687935191185e+00 1.168551554720144480e-03
-3.755836803386500389e+00 1.035260218565073220e+00 1.267529849306028595e-03
-3.755836785570802139e+00 1.046009813529730881e+00 1.267664684793139238e-03
-3.755639125493835717e+00 1.005299557622235662e+00 1.065678540184926970e-01
-3.754765455053910461e+00 1.082454203302384954e+00 8.856419179629354283e-04
-3.754764466971153958e+00 1.062130766206214050e+00 8.849532116367799959e-04
-3.754763495994840383e+00 1.067562904195096252e+00 8.849686313273583127e-04
-3.754762575797382596e+00 1.050317587483088788e+00 8.847612867201802263e-04
-3.754707097117783388e+00 1.016979846873682813e+00 5.095675918895251760e-02
-3.752077178761914933e+00 1.080851121083515887e+00 9.073625736396095931e-02
-3.751437706007007655e+00 1.101672610152925724e+00 1.169033968678333387e-03
-3.751437671768808713e+00 1.094029802553455166e+00 1.168906893351278958e-03
-3.751436741557319543e+00 1.100324120320316235e+00 1.169041303688946390e-03
-3.749288012455422869e+00 9.670238207366922412e-01 3.400152036635416264e-02
-3.748546426222647110e+00 9.743224096362979036e-01 3.426574440109184105e-02
-3.747099041318239898e+00 9.870908386575870663e-01 4.804493558607872417e-02
-3.745160091158598714e+00 1.041645936755326574e+00 1.102012962304025831e-03
-3.745160074991357391e+00 1.051047132410927620e+00 1.102133161383205776e-03
-3.740644146188838004e+00 9.969549584018917443e-01 9.374304912732658868e-02
-3.740092085176091707e+00 1.023798453454306978e+00 1.322801934881621521e-03
-3.739931899817743766e+00 1.017056066844137741e+00 7.573516383085257542e-02
-3.738137976545684360e+00 1.001288721253055014e+00 1.197030038030865752e-03
-3.738137942868686281e+00 9.912253588080184308e-01 1.196991774978393205e-03
-3.738136989801430943e+00 9.945833654855584793e-01 1.197008496252340492e-03
-3.738135086062976953e+00 9.993034224765171558e-01 1.196966730915666362e-03
-3.736367702321189199e+00 1.034404564092725076e+00 1.090879892262144489e-03
-3.736366770316351449e+00 1.016540759884575484e+00 1.090803638679212597e-03
-3.736365783950097441e+00 1.032367870118785724e+00 1.090864013738973484e-03
-3.735065410085647297e+00 1.064235705994047265e+00 8.179001808382613432e-04
-3.735064442641389260e+00 1.081730051544101956e+00 8.179086058429040594e-04
-3.735063510867500991e+00 1.066978975749276914e+00 8.178714479880756349e-04
-3.735050294978432550e+00 1.007394943066787674e+00 3.183009163647881196e-02
-3.733202685148503175e+00 1.005472913589431583e+00 4.607539285929198453e-02
-3.732303834405524601e+00 1.000000000000000000e+00 7.868914256567906274e-02
-3.731583501014144932e+00 1.001113237088289365e+00 7.856623173813193084e-02
-3.729118579229425023e+00 9.725343303596494238e-01 6.359454050813380388e-02
-3.728499095621452319e+00 1.016161024744955954e+00 1.009078517995471878e-03
-3.728499026527314797e+00 1.041251792921663588e+00 1.009165175752410474e-03
-3.728384665954246557e+00 9.794658696404245912e-01 6.397096667878382492e-02
-3.728297743983541412e+00 1.011607784533177679e+00 1.069573133024040862e-01
-3.727789491599507787e+00 1.037873965029365797e+00 1.267540240582764807e-03
-3.722679876439080271e+00 9.332860686253278137e-01 1.063955358880226860e-03
-3.722678889015295756e+00 9.312813875112914141e-01 1.063923721646923030e-03
-3.722677969729073055e+00 9.373753767798020942e-01 1.064038560370844568e-03
-3.722676982994932882e+00 9.241439407330100941e-01 1.063907163154197838e-03
-3.719038869484428744e+00 1.066841411007246609e+00 8.591707808574430838e-02
-3.716189971847841722e+00 9.840237589840957755e-01 5.109822377216004935e-02
-3.716189954032207421e+00 9.792387620157794181e-01 5.078550693536321159e-02
-3.714988643144892411e+00 9.722845060776067472e-01 8.077164835288035746e-04
-3.714987638663097336e+00 9.609074193132268737e-01 8.075130000174622060e-04
-3.714985786375088139e+00 9.650911234209635925e-01 8.075442838323250395e-04
-3.714985768489301066e+00 9.678273488190047846e-01 8.075595793567394605e-04
-3.714596896057662079e+00 9.971237984009028166e-01 1.263874403551033419e-03
-3.713278836100659230e+00 9.958977854505528526e-01 9.339406101040241548e-02
-3.713130841612181765e+00 1.001158486397212943e+00 1.263795902563179425e-03
-3.712496040321429991e+00 9.994259796330323686e-01 9.418493201230386525e-02
-3.711700496889096090e+00 9.370643887085048362e-01 9.180383448134431332e-04
-3.711699558081244632e+00 9.604041452551663749e-01 9.181593664842574269e-04
-3.711698550742151159e+00 9.182854313259494194e-01 9.178957662458463477e-04
-3.708156686898361976e+00 9.981130912079311246e-01 6.528274777684420216e-02
-3.707195331975615016e+00 1.020363896080047628e+00 5.179338288739641916e-02
-3.706882671971932552e+00 9.655857348032200749e-01 3.580099414595500767e-02
-3.700258049603283972e+00 1.047203951234938701e+00 7.044967035694697051e-04
-3.700256098149008466e+00 1.085715988680481692e+00 7.050583520416230099e-04
-3.700255156974900483e+00 1.057924507092240285e+00 7.046381448795747526e-04
-3.700255140803416332e+00 1.070136706244987135e+00 7.048589653492032909e-04
-3.699555639083082603e+00 1.106934358848775668e+00 9.361941207988398739e-02
-3.699555620824075408e+00 1.124000255421740535e+00 9.482731681695009962e-02
-3.698533425777411843e+00 9.980328415338372006e-01 1.060739401812103577e-01
-3.697663832766407310e+00 9.769188779401718481e-01 9.977443479580847159e-04
-3.697662895273626571e+00 9.452415472403767893e-01 9.972019106761589088e-04
-3.696739184824532121e+00 1.040710947425208310e+00 1.241852653474481878e-03
-3.696736211792332139e+00 1.019459928827581185e+00 1.241710223165844564e-03
-3.694277456610300714e+00 9.531117075143559214e-01 3.353696421611017386e-02
-3.692627023008796971e+00 1.042634388824502212e+00 1.267651667920687139e-03
-3.687708745866767224e+00 9.990279297410997739e-01 1.322824617189426524e-03
-3.687281658531352146e+00 1.054361321035151011e+00 7.934765150891173995e-04
-3.687280682624519024e+00 1.061779289533685278e+00 7.931929804132751595e-04
-3.687279706001116431e+00 1.045211916637634353e+00 7.933689525353687481e-04
-3.687279669381415381e+00 1.045893621890531477e+00 7.933781351754829684e-04
-3.686979844183987609e+00 1.001521395647378743e+00 1.323041543856424366e-03
-3.683581139682880590e+00 1.021526106290709279e+00 7.590391100134449842e-02
-3.682275333637939685e+00 1.006667961524061461e+00 6.582703526809570438e-02
-3.680765508221826465e+00 9.824738951720223268e-01 3.105254492527733876e-02
-3.676695485371928473e+00 1.012892750201718872e+00 4.639154113306672572e-02
-3.674858590748790732e+00 9.055096806228517536e-01 5.172020840266415564e-02
-3.674858573022005803e+00 9.204071892093510510e-01 5.263332560146392197e-02
-3.672261691125195071e+00 1.047703101949886584e+00 1.267708873650668939e-03
-3.671046854994298947e+00 9.821010013794734261e-01 1.027570388604940460e-01
-3.670506045158905550e+00 9.155242331547158718e-01 8.005531122136058837e-04
-3.670505993865589733e+00 9.190637817703372070e-01 8.004707732833212311e-04
-3.670504920104884938e+00 9.368089782998323400e-01 8.010644467609082022e-04
-3.670503941616643395e+00 9.352742380209214668e-01 8.007555214570059388e-04
-3.669744444959791352e+00 1.025583720008649058e+00 1.104736414246040074e-03
-3.669743489294755801e+00 1.035514732309782859e+00 1.104854637533195022e-03
-3.669742513970698727e+00 1.032746745205486594e+00 1.104767299273430462e-03
-3.669741510149128860e+00 1.015857860633337051e+00 1.104531102184225450e-03
-3.667836267487397439e+00 1.012313414670934497e+00 6.441109928223550741e-04
-3.667835363298611817e+00 1.096600119848013088e+00 6.455398214951831720e-04
-3.667835345284519377e+00 1.027743192125639471e+00 6.444940162032352727e-04
-3.667835311092133566e+00 1.084037186206835202e+00 6.452052640045844020e-04
-3.666836027245953922e+00 9.759560104609369402e-01 4.605167006649886485e-02
-3.666671535858263997e+00 1.118634693608108854e+00 9.054055152265474971e-02
-3.666068187706981174e+00 9.910341399750264291e-01 4.669726518185426251e-02
-3.665942494022522702e+00 1.086486734199947346e+00 8.771893342764792989e-02
-3.661705732970618410e+00 9.914904970673931173e-01 1.264014071202487852e-03
-3.660701139768754775e+00 1.007417154038169560e+00 1.322996067393718755e-03
-3.660233350604401359e+00 1.004517520211673842e+00 1.264248571261266090e-03
-3.657556169487016895e+00 9.847873389345919160e-01 9.136986944708003211e-02
-3.656335906331153573e+00 1.003973841559817837e+00 6.572265023217546687e-02
-3.652778578272820376e+00 1.016181941292145119e+00 5.138544378467328755e-02
-3.652778560361394700e+00 1.019869969967180046e+00 5.163718532727782501e-02
-3.648585050643713856e+00 1.029512520125310582e+00 6.462989209010561176e-02
-3.648550775355535958e+00 1.094815782521822545e+00 8.856993932303824923e-04
-3.648549795475563684e+00 1.064008863580714115e+00 8.853780485990401898e-04
-3.648548848601499639e+00 1.082922799758316179e+00 8.856620122064966152e-04
-3.647864983712574727e+00 1.015484969346096555e+00 6.391212265170581608e-02
-3.647124894688832608e+00 1.140095988640717817e+00 4.961849871126935291e-02
-3.646342400659098537e+00 1.165387530812079575e+00 5.064941427194891849e-02
-3.646187597040887685e+00 1.034504073093700072e+00 4.771162584472843360e-02
-3.646027646859697935e+00 1.015654346552274490e+00 5.082387175216369207e-02
-3.646027628947436483e+00 1.012305735618082680e+00 5.059055819412150434e-02
-3.645214865129831949e+00 1.041810816946398655e+00 1.168616813313586326e-03
-3.645214848988895362e+00 1.031756587312572471e+00 1.168506448283656001e-03
-3.645213940824118204e+00 1.042653450627515133e+00 1.168675011905872000e-03
-3.645212927989871954e+00 1.043917080533709241e+00 1.168649294363782384e-03
-3.645089513030582040e+00 1.083659509308990465e+00 1.169219539959018240e-03
-3.645089478526379878e+00 1.090183697138187302e+00 1.169283799243071593e-03
-3.645089460032351347e+00 1.086250766372301335e+00 1.169211680593555116e-03
-3.643491020069560715e+00 9.847730215455537950e-01 1.038487741422128019e-01
-3.643216504563279390e+00 1.056351698144452289e+00 1.267809191305220963e-03
-3.642702493209529102e+00 9.959636086892080797e-01 1.044806472813786663e-01
-3.641996062476326568e+00 9.536431484494790611e-01 3.354746575517754403e-02
-3.638003524205821293e+00 9.801145922415885892e-01 4.758488033651830929e-02
-3.637131634543574243e+00 1.020020396784176775e+00 6.143843240280320861e-02
-3.636408133825900002e+00 1.022837694694368471e+00 6.168845676453059423e-02
-3.635412719026790196e+00 1.054192275961315817e+00 1.102179721233534707e-03
-3.635412702218053127e+00 1.031891902317860987e+00 1.101831317589224181e-03
-3.635411793856222484e+00 1.040039497036915339e+00 1.101863634136921594e-03
-3.634366229392264724e+00 9.997377859329258376e-01 1.323084088573553418e-03
-3.630338849355913666e+00 1.014972605799552952e+00 6.642143126242712470e-02
-3.629615689854210903e+00 1.003384746765914715e+00 6.564440343075891859e-02
-3.629330587919250561e+00 1.035758079538268595e+00 1.091392752765809595e-03
-3.629329628744482505e+00 1.018009932960161068e+00 1.091192427496838003e-03
-3.629328669384434214e+00 1.039050015314266773e+00 1.091398713753346725e-03
-3.629328651029745778e+00 9.958984556301473390e-01 1.090982805758013152e-03
-3.628510957033407980e+00 1.013419703868319699e+00 7.497646663519136334e-02
-3.627326816624417472e+00 9.955924482969039646e-01 7.876310539566844238e-02
-3.626968526544326110e+00 1.000904666869367521e+00 3.163094901690099991e-02
-3.626599283340453894e+00 9.914019571098054984e-01 7.822258901546016996e-02
-3.625925473495350548e+00 9.700636289702725401e-01 4.661784302628162874e-02
-3.625723262815607750e+00 9.993052498258114813e-01 1.197071155941654193e-03
-3.625723228653700669e+00 9.976862349815248665e-01 1.197051543259452155e-03
-3.625722282229608684e+00 1.006999597356868614e+00 1.197146616743848327e-03
-3.625707198941019005e+00 1.031377992562546142e+00 8.174981630286533470e-04
-3.625707180879575109e+00 1.005469743062442856e+00 8.170744045492996490e-04
-3.625705260982753142e+00 9.995767010644501793e-01 8.169680028939079342e-04
-3.625704319101800799e+00 1.017309191589954809e+00 8.172138767864844640e-04
-3.623673155909772348e+00 9.971264926870259115e-01 9.301051737602855640e-02
-3.622581828719082520e+00 1.038797606758758318e+00 1.009423594212781805e-03
-3.622580879377201857e+00 1.018084438214515330e+00 1.009301366317916964e-03
-3.622579883189696925e+00 1.078105281690699968e+00 1.009757085905182289e-03
-3.622578901050841793e+00 1.007243991691637586e+00 1.009123675705811841e-03
-3.622210730795241140e+00 9.860916046219097009e-01 6.463492467554661502e-02
-3.619874716066941112e+00 1.001438892029812733e+00 4.584457270570770765e-02
-3.615673499594652007e+00 1.046709803561688190e+00 1.267689298729190051e-03
-3.615251746801470656e+00 9.437588033805857091e-01 1.064278623368192884e-03
-3.615250748629919908e+00 9.350975912482603070e-01 1.064238911589975283e-03
-3.615250730623146502e+00 9.304112245074084298e-01 1.064209272305043519e-03
-3.615249451253815582e+00 9.599023330234079943e-01 1.064506043346657863e-03
-3.613496086181593014e+00 9.963582698911972457e-01 1.047959296850292238e-01
-3.612179812873713036e+00 9.406103371179593831e-01 4.426152536907262264e-02
-3.611407799484223524e+00 9.345961029457696689e-01 4.391896872193738754e-02
-3.606203801381652418e+00 9.672990915175716520e-01 8.076060033177150186e-04
-3.606203765122790728e+00 9.638675730509775885e-01 8.075804653106992761e-04
-3.606201875574266413e+00 9.552796904810419987e-01 8.075848785934392924e-04
-3.606200893768344518e+00 9.672730497717281217e-01 8.075601323037287635e-04
-3.604284376286213565e+00 9.930806377227754389e-01 6.503221273661601021e-02
-3.603917412791794117e+00 9.011661198668144968e-01 9.180537331983464923e-04
-3.603916639824037205e+00 8.981357519758395025e-01 9.179469270683992578e-04
-3.603916614831632614e+00 8.939025491319400052e-01 9.180299278950819529e-04
-3.603914914155811999e+00 8.862948960616221505e-01 9.179185027493120055e-04
-3.600018165261478664e+00 9.515457206947948166e-01 3.531384080608331033e-02
-3.599973967400057262e+00 1.000539569002210527e+00 9.303790883321769178e-02
-3.599267431936499229e+00 9.534388377121273406e-01 3.540110736834145566e-02
-3.594464006095729136e+00 -1.434187137894516297e-03 1.315212929619381755e-03
-3.592396662355175962e+00 1.052003306922807635e+00 7.044964188989486084e-04
-3.592396625779798569e+00 1.043863115515929696e+00 7.046645592098009980e-04
-3.592393726452339120e+00 1.099377404878315367e+00 7.050637641027163432e-04
-3.592393673487970229e+00 1.035466237810153123e+00 7.044232512274912041e-04
-3.591268168540245664e+00 9.666048849656643238e-01 1.241587301581116142e-03
-3.591267141095798365e+00 9.495466542624694251e-01 1.241497648698127376e-03
-3.591265156072454001e+00 9.778712916202577654e-01 1.241697404301297459e-03
-3.591254974464100691e+00 9.922239027169058589e-01 4.952300486748034691e-02
-3.591254956430836920e+00 9.921987220289241183e-01 4.945736618899434361e-02
-3.591087790114164235e+00 1.031222611231514596e+00 4.751417708888885233e-02
-3.584926598820445509e+00 9.835755270662700500e-01 5.939883001803199225e-02
-3.584199850158918288e+00 9.983822829092711126e-01 6.037139772508681029e-02
-3.582248192265979903e+00 9.758175116409825156e-01 4.743655775579475042e-02
-3.581201476740131007e+00 9.964691233894302780e-01 1.264275906654760851e-03
-3.579508264913375370e+00 1.005115783657019479e+00 7.933321198600530892e-04
-3.579508248376490620e+00 9.819106177064287344e-01 7.931233217469057725e-04
-3.579507279086418414e+00 9.998978475730396775e-01 7.932727971941724680e-04
-3.579507225448351093e+00 1.026367376847780566e+00 7.932731706505233814e-04
-3.572921446376030818e+00 9.781256367314496991e-01 3.091852900526324138e-02
-3.572140630366019920e+00 9.542448502030812518e-01 4.573568707651456261e-02
-3.571470895958845038e+00 9.702116444284043517e-01 8.977727231450390033e-02
-3.570786384844592654e+00 1.008767747035253848e+00 7.479399985634191395e-02
-3.570678120394733757e+00 9.792443634360163962e-01 9.008712742022566278e-02
-3.569479917636245947e+00 9.778206927637530521e-01 6.401645470647501779e-02
-3.565337035018123046e+00 9.115734571908965522e-01 5.200452090511248349e-02
-3.564314744107330402e+00 9.931978200295872306e-01 4.542646254944677359e-02
-3.562896113307321588e+00 9.216906566458025196e-01 8.003835253168853662e-04
-3.562895172698438362e+00 9.229142553150011530e-01 8.003413453940869072e-04
