# heliocentricLat[deg] normalizedFlux[unitless]
-7.300952570957400134e+00 9.510748410767598804e-01
-7.300952521744941137e+00 9.727156330889564773e-01
-7.300952498277538005e+00 9.333362444639246025e-01
-7.300952497821048048e+00 9.704255148629549188e-01
-7.300448124001458261e+00 9.337437736587648196e-01
-7.300448119330592789e+00 9.352204435581864539e-01
-7.300448110571154281e+00 9.178918272325919947e-01
-7.300448110325802986e+00 9.172034301997408212e-01
-7.299139014248747337e+00 9.718488993773359841e-01
-7.299139013509091889e+00 9.857533486860318162e-01
-7.299138968436467145e+00 9.700487314733194921e-01
-7.297624595068620934e+00 9.174540991232783549e-01
-7.297624594781302321e+00 9.188299039825827963e-01
-7.296347270624205628e+00 9.277429405435047016e-01
-7.296330920108492712e+00 9.846384277267703489e-01
-7.296225121374456890e+00 9.562704754119993877e-01
-7.296214027816647629e+00 9.487465749499484069e-01
-7.296170493619646535e+00 9.307568871257745347e-01
-7.295948071418359326e+00 9.622962785449128420e-01
-7.295855403792257832e+00 9.198242658824750118e-01
-7.295417119256166316e+00 9.031157820074243725e-01
-7.295417119064597777e+00 9.082273856671649881e-01
-7.294997112557685348e+00 9.888960611756119068e-01
-7.294996922679526818e+00 1.001119376547457973e+00
-7.294996920403803209e+00 9.843179608431837924e-01
-7.294955985590906522e+00 9.486026008895966921e-01
-7.294824028170344477e+00 8.994817288822939405e-01
-7.294270808560901820e+00 9.612558824652005507e-01
-7.294249237468074298e+00 9.739435334131063549e-01
-7.293553513867096605e+00 9.649787014360466930e-01
-7.293553487277804059e+00 9.655549882440007670e-01
-7.293553486805223862e+00 9.751151149390627770e-01
-7.293553486275579090e+00 9.554225020658475565e-01
-7.293178160994612469e+00 8.979562201336048766e-01
-7.293040245587753212e+00 9.448041761223144874e-01
-7.293040245291359192e+00 9.527468266386360796e-01
-7.293040237141747539e+00 9.440021961144163809e-01
-7.293040228832276206e+00 9.504706728144376449e-01
-7.292482026922448846e+00 9.246817605811107343e-01
-7.292482026254106131e+00 9.086375939021802406e-01
-7.292482025003883095e+00 9.074031267854241189e-01
-7.292481989093424488e+00 8.988473104310207296e-01
-7.292178372846629841e+00 8.973002702602476122e-01
-7.291779434306231877e+00 1.012967206929890063e+00
-7.291779388988422816e+00 1.023965385140188422e+00
-7.291779340187590108e+00 1.025678895569944959e+00
-7.291779292224487286e+00 1.023742754198175842e+00
-7.291759283911776635e+00 9.988155573066980208e-01
-7.291759234554232805e+00 1.002349617876867605e+00
-7.291759186429232820e+00 1.000360860301405586e+00
-7.291759139330702411e+00 1.008558800516887288e+00
-7.291301644905277435e+00 9.658573829882243222e-01
-7.291301644021944917e+00 9.632290395285861839e-01
-7.291007500328952062e+00 9.030003647391188215e-01
-7.290972911499536302e+00 8.994846603347858016e-01
-7.290234826866869966e+00 9.856806859683520106e-01
-7.290234826434702775e+00 9.714389188985625978e-01
-7.290234792036983436e+00 9.472590282737055611e-01
-7.290234791626583721e+00 9.267326577260589504e-01
-7.288605885023311082e+00 9.690534976693319091e-01
-7.288556032114789751e+00 1.009997087602261034e+00
-7.288556030709493427e+00 9.912901779487220955e-01
-7.288556029131672886e+00 1.013857633344757980e+00
-7.288555946938905628e+00 9.912662384251598180e-01
-7.287678339843997044e+00 9.951611301192737624e-01
-7.287678274308739823e+00 1.004450086142216536e+00
-7.287678271899363125e+00 9.917538581075956428e-01
-7.287119800092951571e+00 9.519943224946563198e-01
-7.287043423939297604e+00 9.706111750098841418e-01
-7.287032877920728069e+00 9.652232829492153332e-01
-7.287028222566566349e+00 9.759077669423207313e-01
-7.286573016190352803e+00 1.065051311603276041e+00
-7.286390992871996097e+00 9.555059511932113558e-01
-7.286072175762271286e+00 1.062198213817314496e+00
-7.285792948825208448e+00 1.654130228462309367e-03
-7.285338086457517903e+00 9.717417118299731538e-01
-7.285338085221058080e+00 9.770728167010075405e-01
-7.285208383658931197e+00 9.603990606640776528e-01
-7.285197915397113810e+00 9.775230418690113998e-01
-7.285139236331633406e+00 1.025257085123201906e+00
-7.285139235151474324e+00 9.876275889929070351e-01
-7.285139173527815259e+00 1.035053956855017665e+00
-7.285139172939036456e+00 1.000000000000000000e+00
-7.285021126096959954e+00 8.931486850181540316e-01
-7.285021124143607807e+00 8.759041604438055906e-01
-7.285021016815925066e+00 8.735002118732345666e-01
-7.285020961656460514e+00 9.142322946699784625e-01
-7.284867646482178216e+00 1.064559438199186303e+00
-7.284822699179502870e+00 1.064578632328235352e+00
-7.284572078592558952e+00 9.022571798720953051e-01
-7.284565877098205355e+00 9.616209666294709413e-01
-7.284518158463681559e+00 9.596819213307847818e-01
-7.284233282927014663e+00 9.036242548877816416e-01
-7.283937963311884367e+00 1.068244814150046018e+00
-7.283897019972616960e+00 9.850625827454686512e-01
-7.283414602507809477e+00 9.603010898742522228e-01
-7.282873007037167667e+00 9.260801844757677870e-01
-7.282786572766055677e+00 1.069359204566063148e+00
-7.282785088022603937e+00 1.019739329394247163e+00
-7.282785022735517089e+00 1.050022545056535694e+00
-7.282785020967332379e+00 1.023434362309831425e+00
-7.282784989803001707e+00 1.010975615321538124e+00
-7.282755516155501319e+00 1.059308359386749609e+00
-7.282724349440962364e+00 1.047058521356216465e+00
-7.282460035917904584e+00 9.994721390039034148e-01
-7.282460023548436467e+00 1.013625305729178416e+00
-7.282459998704354120e+00 1.017197574672718874e+00
-7.282459998240823573e+00 1.005637561378954548e+00
-7.282339791614222513e+00 9.598743519336182528e-01
-7.281499233085810374e+00 9.733123359371685934e-01
-7.281303958458868131e+00 9.949717097805516053e-01
-7.281303956991376225e+00 9.940061749295655558e-01
-7.281108820510032942e+00 9.744339160579614800e-01
-7.281072396464791652e+00 9.719624504100289331e-01
-7.281003083912138685e+00 8.984289940225912430e-01
-7.280831737164549011e+00 1.177223284334726561e+00
-7.280831735301600105e+00 1.122756372992232521e+00
-7.280831685111656348e+00 1.119924146904639928e+00
-7.280831632919711360e+00 1.147118891456476053e+00
-7.280245896164870167e+00 9.856210245501986211e-01
-7.279853050533191094e+00 1.026523578108524459e+00
-7.279853043513031530e+00 1.012447234453309974e+00
-7.279853043378242461e+00 1.020424265412218201e+00
-7.279853035983739673e+00 1.019883429192530278e+00
-7.279810283221620715e+00 1.009767400063597664e+00
-7.279810075857871432e+00 1.030188445333127367e+00
-7.279810074116110918e+00 9.894615251041557480e-01
-7.279728562093169764e+00 9.707665344391771534e-01
-7.279365970873337588e+00 9.727546397479258644e-01
-7.279365969366480726e+00 9.667721486368090478e-01
-7.278823284594952980e+00 8.927113342974880572e-01
-7.278760670247058862e+00 9.252020545506161042e-01
-7.278748996382532255e+00 1.053444434974756483e+00
-7.278510819491680550e+00 9.546189385818191209e-01
-7.277754329572115211e+00 1.044764688363585936e+00
-7.277754278377900121e+00 1.043440647025421164e+00
-7.277622141736867611e+00 9.884681942311073222e-01
-7.277090336635902545e+00 9.629837118138069307e-01
-7.276601189609102960e+00 1.101480489701938570e+00
-7.276601116256105506e+00 1.118755693290574005e+00
-7.276601047010193390e+00 1.104062434529675674e+00
-7.276601044295102128e+00 1.113214512007136836e+00
-7.275510654054812676e+00 9.615440247947890651e-01
-7.275243326940025845e+00 8.657298058345356262e-01
-7.275243251911398978e+00 8.559254921827718077e-01
-7.275243175585636379e+00 8.470041769743453797e-01
-7.275243102074927748e+00 8.553822351890171261e-01
-7.274994132697050198e+00 1.024823296510793291e+00
-7.274985859537644650e+00 1.026200957683263137e+00
-7.274963264542638086e+00 1.031726320237479344e+00
-7.274961912948690212e+00 1.043055713540668616e+00
-7.274961691857846802e+00 1.036205371418519761e+00
-7.274961636956787991e+00 1.034175961280850542e+00
-7.274816819931595013e+00 1.051381729653724673e+00
-7.274788925863475697e+00 9.710615979389961572e-01
-7.274736852844258195e+00 9.741513904589030881e-01
-7.274717317313682763e+00 1.063727973928608739e+00
-7.274603251205853383e+00 1.007087481075644275e+00
-7.274345858626021233e+00 9.798338069007920259e-01
-7.274305240616603996e+00 1.053139642238639428e+00
-7.274075398091334854e+00 1.026371279371228962e+00
-7.273802489415263750e+00 1.054708796515281044e+00
-7.273755248118499495e+00 1.076329260929572706e+00
