# heliocentricLat[deg] normalizedFlux[unitless] normalizedFluxUnc[unitless]
-6.441942773368478647e+00 1.100416919144911354e+00 9.009539419662453141e-02
-6.441716985317941457e+00 1.081238587597963985e+00 9.146274031508958013e-02
-6.440415701672695725e+00 9.701190569246579409e-01 6.842871147697993095e-02
-6.440415168385306366e+00 9.727004851355331994e-01 6.861611249524066092e-02
-6.440414635160750301e+00 9.868643584457134077e-01 6.963360604416550526e-02
-6.434811801061785630e+00 1.025787506662276360e+00 6.180303467449645149e-02
-6.434420661317863832e+00 1.053542115011760538e+00 6.355362779320805622e-02
-6.433969723444781685e+00 9.823756581968676738e-01 8.200261056684449157e-02
-6.433969206207085456e+00 9.669572331318508907e-01 8.089047388497691560e-02
-6.433968770436135465e+00 9.846530923554359660e-01 8.179005566051544829e-02
-6.433544013297971986e+00 1.093478067071266935e+00 6.732198716359125146e-02
-6.432826502753743014e+00 9.970908418670454409e-01 1.006870644074022991e-01
-6.431594602517981762e+00 1.027027243260846934e+00 5.580816588984291449e-02
-6.430191420072028485e+00 1.037954476732742437e+00 5.712404359654112834e-02
-6.429470200613480735e+00 9.468704925333177869e-01 6.353372971195239693e-02
-6.429469714737639841e+00 9.468391583254659460e-01 6.344174559563318938e-02
-6.429469210950538027e+00 9.840979895063745042e-01 6.599790035763408724e-02
-6.429469201480773499e+00 9.661904352734509427e-01 6.476655578431168847e-02
-6.428880330796511444e+00 9.972261234932534579e-01 6.765570087095507112e-02
-6.428533505602420206e+00 9.662349490569830390e-01 6.264974495139885580e-02
-6.428415688000505668e+00 9.620296590720651686e-01 9.204024704361066234e-02
-6.428193587262306607e+00 1.697712275549593869e-03 8.517691977263858790e-04
-6.428108069992072515e+00 9.670195928683844588e-01 6.266626514959294791e-02
-6.427553753158069760e+00 9.236077872393010368e-01 7.542241258725433661e-02
-6.427552697211776689e+00 9.160808279384246022e-01 7.465707541343660769e-02
-6.427552678735557024e+00 8.784266342067812428e-01 7.144453517923528285e-02
-6.427465304544695002e+00 1.103356963617974751e+00 1.062230138270835178e-01
-6.427464800555201307e+00 1.104316626727690931e+00 1.072321741324688688e-01
-6.427464790931709082e+00 1.081246440250583474e+00 1.043928543860496577e-01
-6.427464276592935732e+00 1.090997016594082325e+00 1.056360792579443542e-01
-6.427404598048819473e+00 1.033245647402053713e+00 9.055986220809728038e-02
-6.427404107070955774e+00 9.962171026772775884e-01 8.704893490298107328e-02
-6.425765588113967475e+00 9.903537100199019116e-01 1.262131505785519525e-01
-6.425405643463879990e+00 9.475876760187154080e-01 1.036292194768560493e-01
-6.425404626995846691e+00 9.647904501077848582e-01 1.058268979761564366e-01
-6.425404598791328858e+00 9.576136781230993877e-01 1.053546351458977959e-01
-6.424620749327655922e+00 9.940596267961688826e-01 4.945201365850370595e-02
-6.424620739704089090e+00 1.000224873775567236e+00 4.966133143737561095e-02
-6.424356197900813470e+00 9.766279922877606490e-01 4.623736250409659493e-02
-6.423098861710895946e+00 9.795910865512007515e-01 1.187176854485288424e-01
-6.423098340197832101e+00 9.868469274396391988e-01 1.206455259202266067e-01
-6.423097800413954950e+00 9.840928410273327431e-01 1.196110462712583061e-01
-6.423097780716986449e+00 9.859174440393032590e-01 1.202005820041113088e-01
-6.423019157814792379e+00 1.046356601319506918e+00 5.352331015967038558e-02
-6.422353302065265446e+00 1.009029869408005542e+00 5.321631593473031413e-02
-6.422001650271399242e+00 1.020034169701705240e+00 6.386676999706429603e-02
-6.421581924439050404e+00 8.097873126135173294e-01 4.835807678291632189e-02
-6.421581897994308896e+00 8.176016768630095521e-01 4.882186688764220128e-02
-6.421580929759122647e+00 8.313371677166278007e-01 4.965260022337479595e-02
-6.421580920699684114e+00 8.424384091826083720e-01 5.031093581986482988e-02
-6.421078574370350012e+00 9.840167072246714941e-01 5.431990917235388072e-02
-6.420687278843676182e+00 1.081282602413361271e+00 5.772851903548863184e-02
-6.420456451827901923e+00 1.009648517027101455e+00 4.743683665628782575e-02
-6.418633827894350219e+00 9.973499761717060652e-01 1.014618499648889949e-01
-6.418226803876633468e+00 1.009734120754467890e+00 1.022158603609314154e-01
-6.417698361250293360e+00 9.925978478241468395e-01 5.444561512107676249e-02
-6.417286557049072471e+00 9.812879710068707073e-01 5.375937344490280129e-02
-6.417197564451906366e+00 9.602313650869179762e-01 1.038852439717061066e-01
-6.413581846500017392e+00 9.706427621846014375e-01 6.291736268888187267e-02
-6.413152816604057449e+00 9.833946634679090470e-01 6.378207035813059089e-02
-6.412775662646455821e+00 1.015140292148376089e+00 7.648299075407023750e-02
-6.412775641999200360e+00 1.019818665787031842e+00 7.652423258264838546e-02
-6.412775124370974744e+00 1.017312982318760994e+00 7.618443511074102226e-02
-6.412775094634063144e+00 1.017189152419840426e+00 7.648102161769597396e-02
-6.412059578008350691e+00 1.066165354548644695e+00 8.844573792275517432e-02
-6.411395308293663220e+00 1.057683023730913829e+00 8.928989058612339658e-02
-6.411243166113544945e+00 1.017316813606609083e+00 5.962156404729816034e-02
-6.410846566912878686e+00 9.803317400939925985e-01 5.731280804062399703e-02
-6.409625854324912275e+00 9.688855833804849160e-01 6.994478604345710782e-02
-6.409625824781915782e+00 9.545132876286073209e-01 6.887500867088092171e-02
-6.409625303409143271e+00 9.678517426585806493e-01 6.989109515552600904e-02
-6.409624722835735255e+00 9.611961734381657685e-01 6.937198606899336317e-02
-6.409020702980047446e+00 9.799167306967626612e-01 6.280645729615155770e-02
-6.408729508749391179e+00 9.830119767578934242e-01 5.515912971735605075e-02
-6.408729499253865036e+00 9.999594657997081804e-01 5.604066536703415646e-02
-6.408603190122191151e+00 9.676937669933459718e-01 6.195248188642767800e-02
-6.405566448510397137e+00 9.393121858028533611e-01 5.659791008015983144e-02
-6.405566438519297634e+00 9.421101712971012843e-01 5.670071365814546155e-02
-6.404024895665667572e+00 1.056626623748774918e+00 6.382583947893580301e-02
-6.403914622353149788e+00 9.494401384905858388e-01 6.758831425193181919e-02
-6.403495857471420472e+00 1.085557251964255787e+00 6.668011165421998399e-02
-6.403103596005169429e+00 1.015584998157482266e+00 1.035715045070528667e-01
-6.400184921688613748e+00 9.360999407387526894e-01 4.811469794928677213e-02
-6.400184409284449316e+00 9.870896661459341859e-01 5.073773232056596333e-02
-6.400184391623418456e+00 9.695743019045306443e-01 4.983151972521442791e-02
-6.400184181161651331e+00 9.382157662983209301e-01 4.822114459770854289e-02
-6.397726444754693986e+00 1.105143235456238493e+00 6.993222590527176097e-02
-6.397725903442027295e+00 1.139712328014186760e+00 7.222991866348876799e-02
-6.397725874164629012e+00 1.143864664215751947e+00 7.227159866390839293e-02
-6.397514752620874212e+00 1.047480118277729799e+00 2.071981013233893942e-01
-6.397514198771786731e+00 1.046591448955802361e+00 2.044804443107899328e-01
-6.397514178639493565e+00 1.049882430395070232e+00 2.024600336698973158e-01
-6.397513028725289708e+00 1.057033247412969557e+00 2.012772436679616528e-01
-6.396943963930234567e+00 1.081790597949062960e+00 8.950522472464456092e-02
-6.396522482116283825e+00 1.076613904608179961e+00 8.954884275709693031e-02
-6.396127163969525853e+00 1.005411706886626844e+00 8.199876953857182516e-02
-6.395221295680705076e+00 9.661229038915468692e-01 4.778358242562433245e-02
-6.394967408242790086e+00 9.535983733486693703e-01 4.520996622824369204e-02
-6.394501149092446823e+00 1.174571120515209843e+00 1.344935020251101787e-01
-6.394500581397839056e+00 1.148202062632187381e+00 1.318398894071981797e-01
-6.394500045972825397e+00 1.199278835298328350e+00 1.365612140951007192e-01
-6.394499467733896658e+00 1.168236521774225212e+00 1.333974295223021300e-01
-6.393929482750039028e+00 1.032190850150742634e+00 5.291408239600874086e-02
-6.393745015624361372e+00 1.009740069592381939e+00 5.312217929301432662e-02
-6.392689179808988875e+00 9.583027411346658475e-01 7.641926051103424544e-02
-6.392688681687865859e+00 9.541032853772409839e-01 7.622946546161089854e-02
-6.392688173257987216e+00 9.393783729343800903e-01 7.519599285955419488e-02
-6.392688153584508370e+00 9.221996988300669162e-01 7.396168346258810700e-02
-6.391777220209802657e+00 1.079635916831706455e+00 5.750393742499207428e-02
-6.390320254737829941e+00 9.920066659484155780e-01 5.190166753513264508e-02
-6.390162703826359092e+00 9.699802012766508552e-01 4.552082507218751378e-02
-6.389915457024397227e+00 9.822096681215414238e-01 5.145707854507715340e-02
-6.383585046864056700e+00 9.512025008403127702e-01 9.176226647476283527e-02
-6.383351699891976594e+00 1.055645576206277747e+00 7.974979176250641955e-02
-6.383350671523661646e+00 1.036931144444468433e+00 7.853324465622814332e-02
-6.383350181806720869e+00 1.021702809937935053e+00 7.725057912014181294e-02
-6.383350162661934668e+00 1.031871925302798809e+00 7.808475540251408331e-02
-6.383046008795346005e+00 9.360781803886167873e-01 1.007643215617823468e-01
-6.380563381261987743e+00 9.804072865859558839e-01 6.915147105831148666e-02
-6.380562840894318022e+00 1.025300361731613208e+00 7.231950281051108265e-02
-6.380562820871065632e+00 9.988057992713462729e-01 7.044869126289139694e-02
-6.380117394124486196e+00 1.043388516966132995e+00 8.790532153779381797e-02
-6.378295093086858714e+00 9.876356234465792916e-01 6.344584623984776683e-02
-6.375324944696656004e+00 9.417815263835497275e-01 6.739958042886455558e-02
-6.374166946574701953e+00 1.023513146073063540e+00 1.038666123415729614e-01
-6.373928461204465989e+00 1.024212458406531079e+00 5.659660173721334925e-02
-6.373666133614960039e+00 1.019041135102939366e+00 8.423629854057353150e-02
-6.373666114116364412e+00 1.010315514412638782e+00 8.331427141890028476e-02
-6.373665618008403477e+00 1.012165904188095711e+00 8.387081839077492607e-02
-6.372870069741537691e+00 9.952399879038683617e-01 6.770189765408027305e-02
-6.372669702366950517e+00 1.024732650930042954e+00 5.554220290819945199e-02
-6.372253848417558153e+00 1.007846483120313330e+00 5.455810773766196775e-02
-6.371705028440647567e+00 9.922837911304067671e-01 1.260157504288429431e-01
-6.371666934379357272e+00 1.077464655505115054e+00 6.625969672535859945e-02
-6.371662480672764417e+00 1.049509650512052916e+00 6.539014818331337353e-02
-6.371246155105242615e+00 1.041896831718053917e+00 6.499389674230809932e-02
-6.370820306152690904e+00 1.000414813621813170e+00 1.264532520152900907e-01
-6.369748707588873238e+00 9.657003871508035298e-01 7.917771280533814071e-02
-6.369748134619045210e+00 9.340950923706289322e-01 7.689656417267773381e-02
-6.369747599367219237e+00 9.970381735934812362e-01 8.224312116669908745e-02
-6.369747589964482870e+00 9.645724322245381455e-01 7.924503379822435412e-02
-6.369259317985072499e+00 9.793135123330435343e-01 9.525978354963073047e-02
-6.368836488001686114e+00 9.791177196953037010e-01 9.471623025144437769e-02
-6.368413572380167587e+00 9.737432811134497657e-01 9.445697312819575919e-02
-6.368153385931112354e+00 9.032535231337915915e-01 6.047476836248912718e-02
-6.368152844859229056e+00 9.262461154913058659e-01 6.197390901698197896e-02
-6.368152836089276292e+00 9.394747580532105680e-01 6.287809027589930100e-02
-6.366794943685780694e+00 1.095088232533696804e+00 9.036696297973917380e-02
-6.366742002646050835e+00 9.811388953086299658e-01 1.333800016366162300e-01
-6.366224562787730079e+00 9.298340810366348963e-01 6.022039873140550004e-02
-6.365729286798608832e+00 9.941844870392285705e-01 4.926579390896102667e-02
-6.365298552846519797e+00 -3.632154809134474551e-03 1.308089948363169372e-03
-6.365207540149892651e+00 1.011199343158078134e+00 8.729240111984258588e-02
-6.365207022315789942e+00 1.000433701948438614e+00 8.715167231137437021e-02
-6.365207013496612554e+00 9.992645796146529813e-01 8.678589570048951540e-02
-6.365206495664782693e+00 9.941044427758406465e-01 8.607662609691110744e-02
-6.364867050147767991e+00 9.936831457424736280e-01 8.062472345452419142e-02
-6.364692492329447226e+00 1.098028033888095445e+00 1.048073113059272976e-01
-6.364691951126912883e+00 1.114919185678539648e+00 1.067239153680073771e-01
-6.364691942226606614e+00 1.118099528816138610e+00 1.073347216651344554e-01
-6.364651331772452458e+00 9.669324518571879024e-01 4.571530079666564356e-02
-6.364473748629462690e+00 1.006470016625244712e+00 5.566439053659544278e-02
-6.363920366395470651e+00 1.096524025536265823e+00 5.584676388391097285e-02
-6.363842474650104997e+00 1.016760870609415335e+00 5.355758804122918298e-02
-6.363505656651410547e+00 1.100214217632347058e+00 5.615562609012148682e-02
-6.363471946059669371e+00 8.098987933183758869e-01 4.835889882011099733e-02
-6.363471918643158531e+00 8.206105463456749849e-01 4.899961422059857796e-02
-6.363470887692245448e+00 8.114260755348859933e-01 4.845065614575288365e-02
-6.362243063549914091e+00 9.738365209572177328e-01 1.055447675632277954e-01
-6.362243043389729458e+00 9.774909299198454304e-01 1.053053088025907302e-01
-6.362241427608187117e+00 9.737186072634521627e-01 1.058494863767764083e-01
-6.361979001058912786e+00 9.983761274556285370e-01 6.265526332410048527e-02
-6.361958227956256096e+00 1.103608513932847757e+00 5.864152722890343672e-02
-6.359637202640134213e+00 9.760510571908108668e-01 1.179437097119865191e-01
-6.359637173296079027e+00 9.740061668712877152e-01 1.173494363477120828e-01
-6.359636089204180109e+00 1.014530979055826121e+00 1.218738130878020270e-01
-6.358916725687362437e+00 9.741409972707864018e-01 4.566359119129409505e-02
-6.358700657454907201e+00 1.023351638674157460e+00 1.053942614871885147e-01
-6.357425035785194467e+00 9.898835072611105179e-01 5.416305393830563725e-02
-6.355684093447672822e+00 9.862661020069801721e-01 9.615749633980195943e-02
-6.353272701076931206e+00 1.002266871752169886e+00 5.888524690359821234e-02
-6.352864074882241141e+00 9.804407826070383747e-01 5.774632217000127271e-02
-6.351337392740468601e+00 1.062521869754959214e+00 8.861138688930604579e-02
-6.350868750082927505e+00 1.043234793779584724e+00 7.909370087547862305e-02
-6.350868730104264337e+00 1.031251955529098208e+00 7.835275978609666792e-02
-6.350868176439771418e+00 1.035012031335134974e+00 7.814113137396533348e-02
-6.350868155175766638e+00 1.057482622900187019e+00 8.000431936404271693e-02
-6.350475254738976894e+00 1.062925598157146378e+00 8.888019409388053793e-02
-6.350144810547633689e+00 1.009069180969488277e+00 8.294645706653808181e-02
-6.347938691207072992e+00 9.712476732633600340e-01 6.232220457607579728e-02
-6.347791804407105332e+00 1.036164595229642771e+00 6.281776058470908697e-02
-6.347538265043794148e+00 9.831940019153886379e-01 7.105022607150381087e-02
-6.347537697109227217e+00 1.003321345629062833e+00 7.256911907616872548e-02
-6.347537159777802529e+00 9.695405855829530850e-01 7.003694056684045544e-02
-6.347536561406307065e+00 9.927722870582801340e-01 7.177275849278838549e-02
-6.347276090469952337e+00 9.956220338232510958e-01 5.572917666659745611e-02
-6.346842592417230478e+00 9.974540866819090468e-01 5.576294830352059029e-02
-6.346678917303209211e+00 9.668474245581767379e-01 6.937631160095183991e-02
-6.346562444076457865e+00 9.446210888936886763e-01 5.704943755985562859e-02
-6.345346180368542477e+00 1.028903351323106286e+00 5.693227936029404690e-02
-6.343961962217330885e+00 1.031189791027810054e+00 1.054218116662482829e-01
-6.343583393825299233e+00 1.003210720247678100e+00 6.860788635300600624e-02
-6.342970782286758258e+00 1.024642729741989111e+00 6.747763059022202081e-02
-6.342566834763642802e+00 1.037349406615361236e+00 6.850397182236293847e-02
-6.341496510778734219e+00 1.051980660951128410e+00 7.401366337339433665e-02
-6.341495360356859123e+00 1.081951896369595545e+00 7.610305357145846772e-02
-6.341494778354746842e+00 1.058833127326169965e+00 7.448081561690661490e-02
-6.341030580171415743e+00 1.075827185146814191e+00 6.726950702760947642e-02
-6.341030569601479705e+00 1.060029014559055627e+00 6.620324539944294484e-02
-6.340692504376885807e+00 9.964012804854837091e-01 5.121815156455194334e-02
-6.340197512893542608e+00 1.141874852838642651e+00 6.997648340896686636e-02
-6.339451144235837887e+00 1.022720297030287329e+00 2.073610571314095097e-01
-6.339451123566610669e+00 1.037242596831120967e+00 2.151853282079716212e-01
-6.339449487367419422e+00 1.051032651107249416e+00 2.159442611617826413e-01
-6.339449455774531117e+00 1.042911922171158023e+00 2.088106012138251089e-01
-6.339155834472639306e+00 9.931748290090134379e-01 1.249484221111618887e-01
-6.338589534291759087e+00 9.719083560171114522e-01 9.558801742949511737e-02
-6.338160438659624418e+00 9.685528184966528675e-01 9.473511869009318409e-02
-6.338076183181459378e+00 1.100039445782233782e+00 6.993006572787903441e-02
-6.338076173586942197e+00 1.108943787357025812e+00 7.060444516858994934e-02
-6.338075614875865682e+00 1.105239528235515412e+00 7.058557936726253534e-02
-6.338075067306272459e+00 1.121846091981291815e+00 7.153207794830852839e-02
-6.334889270887465784e+00 9.408191838810319174e-01 4.635630655062564220e-02
-6.334286642674296530e+00 9.385926923148664169e-01 6.077841786199643381e-02
-6.334286191719402659e+00 1.016650888828459331e+00 5.335326934111073865e-02
-6.333792874293238562e+00 9.592574769458832584e-01 7.620660042075536045e-02
-6.333792356055579553e+00 9.843595145057878470e-01 7.790309070680175030e-02
-6.333792346880176005e+00 9.662857210802102692e-01 7.661904669160621295e-02
-6.333791329169950579e+00 9.093055018533487965e-01 7.237577884457994937e-02
-6.333568389797375353e+00 1.013272459754341659e+00 8.351277033375754943e-02
-6.333388471748381932e+00 1.026037952591104307e+00 4.844152305114701046e-02
-6.332501100394573257e+00 1.069900551618211404e+00 1.242176085680963271e-01
-6.332500516687961323e+00 1.124110753310284316e+00 1.294333530488303574e-01
-6.332500506052518574e+00 1.104764272226955502e+00 1.279113293194888146e-01
-6.332499348035805831e+00 1.113699299366165851e+00 1.285902036681530192e-01
-6.331069388611743953e+00 1.023003764768412260e+00 5.338146231459890007e-02
-6.331069378759987210e+00 1.000858287056503260e+00 5.229533756754040086e-02
-6.330819913075876215e+00 1.009279306186157799e+00 6.341207944089168047e-02
-6.327840945863471234e+00 1.023288595888579566e+00 1.048716796066981177e-01
-6.327137916125732175e+00 9.885619696667298228e-01 4.628705665677703557e-02
-6.326134806643034736e+00 9.717627670874344759e-01 5.310659258453329784e-02
-6.322800808005462514e+00 9.779087347731851843e-01 5.774009954321283195e-02
-6.322467864624555567e+00 1.058143956248736250e+00 7.980400939648944758e-02
-6.322467366020360302e+00 1.084325936169751037e+00 8.170977640595693259e-02
-6.322466819100934110e+00 1.067129880886690030e+00 8.034650753748590057e-02
-6.319205340304881346e+00 1.070611411895982856e+00 9.000130722075123935e-02
-6.318785106930874917e+00 1.087794920665215548e+00 7.674026433845183848e-02
-6.318784498630358293e+00 1.058789938225122018e+00 7.473357033754909895e-02
-6.318783365687789200e+00 1.074519330847829357e+00 7.581437917322088327e-02
-6.318783354925045614e+00 1.058843540518823456e+00 7.472156125120581194e-02
-6.318122932735525055e+00 9.253200358093934819e-01 5.990644280153329532e-02
-6.317978642046878868e+00 1.030401897724158689e+00 6.239091329691172361e-02
-6.317746171523840104e+00 1.010073854598840359e+00 8.281056309456694131e-02
-6.317293461219005479e+00 1.032295700989785736e+00 8.661893161910229344e-02
-6.317171701902417169e+00 9.628533055823863540e-01 6.945708536948740075e-02
-6.316846884837826970e+00 1.028572734533136579e+00 8.647780971113003257e-02
-6.315925678909842134e+00 9.978780359114005627e-01 5.529027670226434321e-02
-6.314241118137971398e+00 9.698952279665897791e-01 6.650664005844780791e-02
-6.312261476268433924e+00 1.017882301695864022e+00 5.503102236736187591e-02
-6.311430025728960835e+00 1.048242701339659133e+00 8.606770083795690918e-02
-6.310063387560379766e+00 1.017299439456026189e+00 8.425392439104098519e-02
-6.310063377194762957e+00 1.006930524694375162e+00 8.322691759792003041e-02
-6.310062805859611323e+00 9.992604240632564361e-01 8.292738431695083345e-02
-6.310062255335069814e+00 1.015401136690013972e+00 8.443709018027611979e-02
-6.308684398547257821e+00 1.099063052737458746e+00 6.743147161481706509e-02
-6.307779337869166447e+00 1.138702198027277790e+00 6.166861701096585519e-02
-6.306695052823743097e+00 9.704502516239505994e-01 1.291781840611851417e-01
-6.306036845321005835e+00 1.041820786346970396e+00 5.775445378509881655e-02
-6.304867558861734445e+00 9.425200861068560032e-01 6.304541591585323401e-02
-6.304867538557414441e+00 9.255406057865674940e-01 6.187172204908977097e-02
-6.304867009863271754e+00 9.315395107632574723e-01 6.229616567019023027e-02
-6.304865942286052238e+00 9.141726464698999299e-01 6.112241576784883251e-02
-6.303960519922336303e+00 9.838988006009373732e-01 4.856993889673915515e-02
-6.303444635477384317e+00 8.291468221151879758e-01 4.950981553622895576e-02
-6.303208676674506350e+00 1.138829504046809271e+00 5.787675390524758823e-02
-6.302986447880256193e+00 1.006495080639898232e+00 5.288610978977167920e-02
-6.302253458416930521e+00 1.014238040279934472e+00 8.293431273463654219e-02
-6.301645899886575641e+00 1.112552713607538157e+00 5.897755985506310944e-02
-6.301220139148291821e+00 1.084285422907715457e+00 5.734504567730512592e-02
-6.301031000567093976e+00 1.000136258541117096e+00 8.530664858436816378e-02
-6.301030485994961516e+00 9.848297178679700226e-01 8.450594190135123085e-02
-6.301029912345613937e+00 9.888461258877202509e-01 8.459644543726947685e-02
-6.301029368227134775e+00 9.893053916892237121e-01 8.514558162622272441e-02
-6.300715809915611310e+00 1.026413521019517106e+00 5.341842578735868374e-02
-6.300290718467879358e+00 1.030796330399836203e+00 5.371715993741736639e-02
-6.300046189718032430e+00 1.010513612873726208e+00 6.356245060608409214e-02
-6.299906061536433732e+00 1.050681044150871823e+00 9.915047919948617727e-02
-6.299906052359146358e+00 1.040019405205501180e+00 9.786532024515882944e-02
-6.299609527277936216e+00 1.023991003649027842e+00 6.448370090050470349e-02
-6.298293879421750674e+00 9.870538262396563178e-01 1.237880791745966796e-01
-6.297821599311522078e+00 1.021449426518378667e+00 1.059745750593139302e-01
-6.297056354270827327e+00 9.686348729908417221e-01 1.037243896496440748e-01
-6.297055790711637790e+00 9.626312367085166910e-01 1.033927695565283467e-01
-6.297055771132712643e+00 9.587660128316914943e-01 1.023584962352537264e-01
-6.297054673444147710e+00 9.622424441331562939e-01 1.024199106053528957e-01
-6.295720723855704470e+00 1.003030012369367618e+00 4.691225974308010915e-02
-6.295230881025097425e+00 9.774654385326682071e-01 5.335248355787767377e-02
-6.294119557266782294e+00 9.762994115980651033e-01 1.159090200174015817e-01
-6.294119001324528284e+00 9.731069554700818580e-01 1.151894668672989591e-01
-6.294118981542503377e+00 9.949939460916866762e-01 1.184770540609463296e-01
-6.293132612398206760e+00 9.668887207245098203e-01 5.723162314935886785e-02
-6.291303369580441007e+00 9.787780882017179662e-01 9.732741560324177643e-02
-6.291303358991773287e+00 9.759352683366464554e-01 9.624831473421475991e-02
-6.288368990764340971e+00 1.055320998327206272e+00 8.919052824914859567e-02
-6.288082722649444456e+00 9.390945620510200431e-01 9.972331788716984335e-02
-6.287701068525832326e+00 1.062356228607405084e+00 6.448515894787291980e-02
-6.287481704672672755e+00 1.055040543886325732e+00 8.940562643425184475e-02
-6.287205748209414580e+00 9.640448011775651915e-01 6.935927590950247135e-02
-6.287101161499129454e+00 1.053228262020391881e+00 8.019527869687535782e-02
-6.287100569704807462e+00 1.036488135177789704e+00 7.926825984529144165e-02
-6.287099428515984023e+00 1.030118073882907215e+00 7.860751877368046814e-02
-6.287099407916110216e+00 1.052922576403376054e+00 8.070457718494780663e-02
-6.286652625524812521e+00 1.013579718238805549e+00 8.376079842483279136e-02
-6.286098676934356533e+00 9.538847935986431992e-01 5.774213796470695215e-02
-6.285669347960537223e+00 9.492516524216215723e-01 5.739547106310009805e-02
-6.285650855742788146e+00 1.006389660408433251e+00 5.583671403360852825e-02
-6.285407518859197573e+00 9.301281999749854146e-01 6.022315454086561715e-02
-6.285341564079988785e+00 1.017699494099906232e+00 8.504812518844760694e-02
-6.284949434763975162e+00 9.303483733947142120e-01 6.022799690289971919e-02
-6.284447683193626233e+00 9.558534301777213971e-01 6.571827511164322899e-02
-6.283925463581143234e+00 1.019469863080041394e+00 6.769784104050999285e-02
-6.283881681243297379e+00 9.797545377122197641e-01 5.470617505634254446e-02
-6.283587868721162373e+00 1.010572794937143692e+00 7.321411411190265062e-02
-6.283586699653405105e+00 9.819565601980558833e-01 7.118636233413086489e-02
-6.283586688860173908e+00 1.011174071604177938e+00 7.321438830525735242e-02
-6.283586104357921087e+00 9.902204172143891370e-01 7.165818133231384446e-02
-6.283092911027606142e+00 1.032844076923341792e+00 6.839603975233485289e-02
-6.280266839593693362e+00 1.030822771948778360e+00 5.565931524589198126e-02
-6.279523959334394334e+00 1.059404699873940592e+00 2.303685224231378226e-01
-6.279523936859266797e+00 1.058839373525760186e+00 2.275002043869170931e-01
-6.279523347898416041e+00 1.047171279575441760e+00 2.221640813632862199e-01
-6.279522128613402643e+00 1.040978749206845189e+00 2.181343308573845674e-01
-6.277558163610120978e+00 1.075265038691255892e+00 7.566308162089427358e-02
-6.277558153745787628e+00 1.027235210273997001e+00 7.229746263565470232e-02
-6.277558142667055030e+00 1.054217378733722121e+00 7.421246076856649609e-02
-6.276615171172660546e+00 1.144886681354339020e+00 6.213329624512278077e-02
-6.276526807494879456e+00 1.083348046394496222e+00 6.940146019932096066e-02
-6.276526222971786417e+00 1.081642308941090480e+00 6.950688832915363768e-02
-6.276525065435313522e+00 1.074269212246196092e+00 6.892635539834490732e-02
-6.275788402416329070e+00 1.122673311264391183e+00 6.864100263977526706e-02
-6.272965428750195471e+00 7.297172414035947297e-01 3.582462164260227788e-02
-6.272939754874674811e+00 9.934447815088760514e-01 7.802449426137321453e-02
-6.272938124201035137e+00 1.001223448893612034e+00 7.908619055319772440e-02
-6.272915986928039977e+00 1.004602156393646251e+00 5.259060577248926560e-02
-6.272085292149772506e+00 9.457715788017461156e-01 4.651300111386142550e-02
-6.271666916096089395e+00 1.828872590584051765e-03 9.299946770713278911e-04
-6.271450594253451527e+00 1.045823511613731327e+00 8.886255943102126797e-02
-6.270751058141900813e+00 1.123104363884230406e+00 5.925816271337894930e-02
-6.270751047844660420e+00 1.101632030312125421e+00 5.799067464576929815e-02
-6.268856344444721174e+00 9.409606758987595354e-01 6.091257299656609864e-02
-6.268598452836640078e+00 1.023172391987563934e+00 1.201078063940029528e-01
-6.268597282377094793e+00 1.021539074309687045e+00 1.195871581228371144e-01
-6.268597260485201161e+00 1.042176507748921566e+00 1.216678456027615873e-01
-6.265634571593960978e+00 1.028260749031755905e+00 1.061604418060546062e-01
-6.263420037062719103e+00 9.913234692777753709e-01 5.404169137754056412e-02
-6.263350479248400049e+00 9.814596765680493329e-01 4.585406598530535754e-02
-6.259709236935847798e+00 1.067943318199374270e+00 8.027274919004721843e-02
-6.259708683319418654e+00 1.109847444536568917e+00 8.335211993982108436e-02
-6.259707615484368937e+00 1.081221968385168930e+00 8.133903595357067084e-02
-6.256783287590694798e+00 9.764547717686140604e-01 7.081040886888265162e-02
-6.256530973549245367e+00 1.047442129985977077e+00 6.365930075248027453e-02
-6.255353657618734964e+00 1.035411003248416728e+00 5.752367808229805202e-02
-6.255307378140750885e+00 1.051398460313260230e+00 8.862215094133481241e-02
-6.255100908632598156e+00 1.103805701968981090e+00 7.800430213317846584e-02
-6.255100336922761350e+00 1.063849231076880564e+00 7.515431874847469662e-02
-6.255100314816751883e+00 1.108088093171002209e+00 7.825435614700551601e-02
-6.255099743147841451e+00 1.060671939330603442e+00 7.488490006860991366e-02
-6.254628016244478950e+00 9.506918981651827361e-01 6.553735345301711646e-02
-6.254221328834240978e+00 1.006202804359513703e+00 8.337372011186708343e-02
-6.253740185516877936e+00 1.039794978266435965e+00 6.923879220316210559e-02
-6.252176844031606784e+00 9.142623203696393919e-01 5.918438546012330659e-02
-6.251967471794166897e+00 1.034947388931900747e+00 8.666520913903728862e-02
-6.251711627775920377e+00 9.400224454635170979e-01 6.085553847637174829e-02
-6.251010006471869218e+00 9.896553717942151440e-01 5.519061959618022650e-02
-6.250691021063308206e+00 1.013958977792386307e+00 1.054559489691510171e-01
-6.249101407207954040e+00 1.035814849191941223e+00 5.585666265425297261e-02
-6.248667415371935263e+00 9.918726486548310461e-01 1.231701558019300952e-01
