# heliocentricLat[deg] normalizedFlux[unitless] normalizedFluxUnc[unitless] avgTimeOfObservation[JD]
-7.279810175807964967e+00 1.222632373322839472e+00 2.048887739011269749e-01 2.453440794247999787e+06
-7.279810072175159519e+00 1.229455840849693615e+00 2.052808933965540039e-01 2.453440544342999812e+06
-7.279728561077901006e+00 9.716834782741686771e-01 2.083499056263354854e-01 2.454898794321000110e+06
-7.279365969366482503e+00 9.623445239681968078e-01 1.880903964812890850e-01 2.454535045363000128e+06
-7.278760670247060638e+00 8.197901899930282177e-01 1.640964380838620396e-01 2.454527295731999911e+06
-7.278748997307276980e+00 9.225963536090595607e-01 1.919222832963199399e-01 2.454893545806000009e+06
-7.278510819491677886e+00 9.447702899936925025e-01 6.886292461954056365e-02 2.459648544664999936e+06
-7.278206398941963862e+00 9.844413495745032439e-01 2.087095048632929273e-01 2.454899044189999811e+06
-7.277754432083646030e+00 8.591743899821556729e-01 1.543317959637178771e-01 2.453066545640000142e+06
-7.277754380810855572e+00 8.591608375786435881e-01 1.545264323096965653e-01 2.453066795735999942e+06
-7.277754329572115211e+00 8.576944628557913175e-01 1.546145268370339998e-01 2.453067045665000100e+06
-7.277754278377900121e+00 8.498328121898390819e-01 1.542301982637186153e-01 2.453067295375000220e+06
-7.277622141736864059e+00 1.096991758033646791e+00 8.051044076798277715e-02 2.459643545458000153e+06
-7.276601189609104736e+00 1.270220046258009106e+00 1.523280327828733793e-01 2.452708294600000139e+06
-7.276601117609574843e+00 1.251054499058495306e+00 1.510336533527606717e-01 2.452708044567000121e+06
-7.276601045656889255e+00 1.266434817500841303e+00 1.516973990478767131e-01 2.452707794697000179e+06
-7.276600973649195225e+00 1.230288308470220304e+00 1.494725763015547493e-01 2.452707544637000188e+06
-7.276542449386726119e+00 9.876205608848742656e-01 2.088400015066857185e-01 2.454899294238000177e+06
-7.276431993578049706e+00 8.288744489140977834e-01 1.642820116323146784e-01 2.454527045721999835e+06
-7.275663630034301832e+00 8.883763128754684768e-01 1.910936036245073633e-01 2.454893086744999979e+06
-7.275464458562160175e+00 9.638847987658188954e-01 6.991791912851812174e-02 2.459649044534000102e+06
-7.275243325520973414e+00 6.470862944311338572e-01 1.439905439600992487e-01 2.453431544714999851e+06
-7.275243250492003710e+00 6.529820586110595126e-01 1.444381006537233114e-01 2.453431794695999939e+06
-7.275243175585632827e+00 6.543043288258680867e-01 1.446118527511202345e-01 2.453432044267000165e+06
-7.275243100649475991e+00 6.729775718422260633e-01 1.458606077179940008e-01 2.453432293938000221e+06
-7.274994132697056415e+00 1.020067051992886498e+00 1.662897612267185132e-01 2.455261620786000043e+06
-7.274968000214146358e+00 1.033803554558488713e+00 1.691282137386161399e-01 2.455261660536000039e+06
-7.274961691857845025e+00 9.794685412963369808e-01 1.152846833912522378e-01 2.452702545278999954e+06
-7.274961664890343904e+00 9.939524991756932826e-01 1.161702094502411881e-01 2.452702795289999805e+06
-7.274961637915879464e+00 9.863313240258375636e-01 1.159154300700716844e-01 2.452703045361999888e+06
-7.274961610950696489e+00 9.903035629596939060e-01 1.162632985949042103e-01 2.452703295346000232e+06
-7.274957029425197952e+00 1.080577012496593436e+00 1.682490594518616100e-01 2.455261045322000049e+06
-7.274816820139141882e+00 1.051597107620525717e+00 1.698232749764431726e-01 2.455261834702000022e+06
-7.274736851553877948e+00 9.669802582992647055e-01 2.083905477503412151e-01 2.454899543233000208e+06
-7.274708495152523824e+00 1.080014660926345016e+00 1.681330257634252590e-01 2.455260795347000007e+06
-7.274672447906749717e+00 9.863421622359009877e-01 1.886648044186734763e-01 2.454535544952000026e+06
-7.274501759167611326e+00 1.061191231137053492e+00 1.702557388452061726e-01 2.455262067970999982e+06
-7.274394704259171895e+00 1.091707476562450818e+00 8.018486977095705404e-02 2.459643044147999957e+06
-7.274318110315592278e+00 1.097373050303728226e+00 1.686693540000268610e-01 2.455260545365999918e+06
-7.274309579629038680e+00 1.157899664757167546e+00 3.621659406887525745e-02 2.460007045326999854e+06
-7.274075398091334854e+00 1.048475415848664438e+00 1.698832946439257363e-01 2.455262295758000109e+06
-7.273785785074763588e+00 1.109125747668833428e+00 1.690024411160713502e-01 2.455260295477999840e+06
-7.273754702303968145e+00 9.291343714868804948e-01 8.496570649318402335e-02 2.459281043341999874e+06
-7.273515243198647617e+00 9.133356847566630465e-01 8.439904795346268862e-02 2.459280543184000067e+06
-7.273474924087921067e+00 1.038622506056517514e+00 1.696225335514315591e-01 2.455262545342000201e+06
-7.273448454230797111e+00 8.968024092141209103e-01 1.912389994480827859e-01 2.454892795016999822e+06
-7.273429203921465636e+00 9.113697090360851627e-01 8.158046696755406890e-02 2.459281543297000229e+06
-7.273124077113947372e+00 9.727725676211326222e-01 2.085748412770335736e-01 2.454899751556000207e+06
-7.273111444275091486e+00 1.072427315738263109e+00 1.675790784131218070e-01 2.455260045407999773e+06
-7.272733325169659757e+00 1.016647562596614707e+00 1.689302730658571450e-01 2.455262794993000105e+06
-7.272710758433040823e+00 8.990125270483902975e-01 8.388984740413128749e-02 2.459280043785999995e+06
-7.272651002284617583e+00 1.114118404009346364e+00 1.927099317129664091e-01 2.453076293879999779e+06
-7.272650894800152699e+00 1.112451891035613594e+00 1.922400978646577607e-01 2.453076043819999788e+06
-7.272650787394432825e+00 1.149491030266456937e+00 1.954540389306300696e-01 2.453075793939999770e+06
-7.272650679930105611e+00 1.124371837988458633e+00 1.927447661493953135e-01 2.453075543924999889e+06
-7.272538866841510519e+00 9.542804080976703407e-01 8.313660656866907195e-02 2.459282043384999968e+06
-7.272294988509617752e+00 1.058476622429336045e+00 1.669938973486398970e-01 2.455259795448000077e+06
-7.272118252168054298e+00 1.138548531782726636e+00 3.588741613298992300e-02 2.460015545274999924e+06
-7.271850714716546094e+00 1.001391850868639910e+00 1.684806968035823527e-01 2.455263045123000164e+06
-7.271849338429555942e+00 9.862909761235950645e-01 7.115680185646652833e-02 2.459649544007000048e+06
-7.271393794106947972e+00 8.993525394799021244e-01 1.912618426481278167e-01 2.454892545001999941e+06
-7.271341229466460554e+00 9.045403806690546222e-01 8.403979725062497852e-02 2.459279544213000219e+06
-7.271340052684007738e+00 8.643861067297204936e-01 1.650292340956080461e-01 2.454526545741000213e+06
-7.271336346312951449e+00 1.058388884769652982e+00 1.669019251139135795e-01 2.455259545411999803e+06
-7.271085034822132975e+00 9.596107058802888501e-01 8.336737955472356409e-02 2.459282545981000178e+06
-7.270701241279162730e+00 9.861175682319296421e-01 2.089657192458657387e-01 2.454900043114999775e+06
-7.270596730837781685e+00 1.088253894843324465e+00 7.995282624366631397e-02 2.459642544077000115e+06
-7.270235438082644386e+00 1.062480007560314466e+00 1.669571200870052230e-01 2.455259295438999776e+06
-7.270100342804676430e+00 1.235838436380725769e+00 1.511937975684691515e-01 2.452709295644000173e+06
-7.270100250738193992e+00 1.251013794928043987e+00 1.518559082705056296e-01 2.452709044706000015e+06
-7.270100159006030793e+00 1.260026259354065203e+00 1.521639049792755105e-01 2.452708794679999817e+06
-7.270100067260257148e+00 1.250153969724139724e+00 1.513922110411711763e-01 2.452708544617000036e+06
-7.269662940071280666e+00 9.799676423668843839e-01 1.679041339872236194e-01 2.455263545072999783e+06
-7.269410506239895042e+00 9.857949878805770672e-01 1.887022383440846718e-01 2.454536044153000228e+06
-7.269406701761191414e+00 9.007495152192838139e-01 8.388195062655778855e-02 2.459279045528999995e+06
-7.269265185641456739e+00 1.137177790379984454e+00 3.555431795164140651e-02 2.460006544987999834e+06
-7.269195179799049278e+00 9.117569169265234974e-01 1.915023752954018443e-01 2.454892295018999837e+06
-7.269065590598141391e+00 1.000491279206923600e+00 8.490775877521182513e-02 2.459283045957999770e+06
-7.268992186414140910e+00 1.030172273598519705e+00 1.657541757251042858e-01 2.455259045437000226e+06
-7.268803019219424399e+00 8.540335521909200311e-01 1.370560210669792833e-01 2.452342295814000070e+06
-7.268802982041511207e+00 8.765812369008310068e-01 1.386203748356439058e-01 2.452342045808999799e+06
-7.268802944862979842e+00 8.888224601923365720e-01 1.393784427430914130e-01 2.452341795793000143e+06
-7.268802907687542003e+00 9.029111933336804174e-01 1.402810597392505909e-01 2.452341545814000070e+06
-7.268691620074501536e+00 9.120056611891764753e-01 1.407879583321617611e-01 2.452341295804999769e+06
-7.268691602635977134e+00 9.096092813961883516e-01 1.403871570098805532e-01 2.452341045808000024e+06
-7.268691585196061844e+00 9.079966765630789194e-01 1.400502174390904353e-01 2.452340795795000158e+06
-7.268691567757813665e+00 9.118994473017163482e-01 1.401449043300110886e-01 2.452340545808000024e+06
-7.268576730551222553e+00 8.944233666173699859e-01 1.656846324030877560e-01 2.454526295723999850e+06
-7.268471498362108818e+00 9.625290928780191324e-01 2.084411321545341644e-01 2.454900295799999963e+06
-7.268358015456786170e+00 9.853320884277100289e-01 1.681796018431112316e-01 2.455263794933999889e+06
-7.268081765756264190e+00 8.880811939121525667e-01 1.556471679259252006e-01 2.453065544641000219e+06
-7.268081694662077652e+00 8.754400191948598087e-01 1.549263011476746665e-01 2.453065794639000203e+06
-7.268081623578862782e+00 8.695544026412479477e-01 1.546955812177241707e-01 2.453066044602000155e+06
-7.268081552606906470e+00 8.640701150097953587e-01 1.544923103615669924e-01 2.453066294174000155e+06
-7.267787646673990132e+00 9.685350356201890554e-01 1.141966124733357069e-01 2.452701543945999816e+06
-7.267787599927665099e+00 9.706150426786559482e-01 1.144318452794192004e-01 2.452701793816000223e+06
-7.267787553198900241e+00 9.677911037203775768e-01 1.144211255954333400e-01 2.452702043587000109e+06
-7.267787498218766018e+00 9.640072709196827461e-01 1.143852895132450587e-01 2.452702337470000144e+06
-7.267665990962284717e+00 9.999492036582363630e-01 7.193986126061731323e-02 2.459650043734999839e+06
-7.267606536302465337e+00 1.018892629652333737e+00 1.652894897926197315e-01 2.455258795448000077e+06
-7.266912573470105663e+00 9.930402655106753684e-01 1.685414833120623124e-01 2.455264045049000066e+06
-7.266907251116597521e+00 9.166526845866400652e-01 8.437560986525044493e-02 2.459278545591000002e+06
-7.266830584986952779e+00 1.116655120815679636e+00 3.521529286302586131e-02 2.460016045270000119e+06
-7.266662448077222614e+00 1.023213731426292350e+00 1.630798336045902186e-01 2.452343295816999860e+06
-7.266662334282739444e+00 9.984952342368764722e-01 1.606446553195549076e-01 2.452342795837000012e+06
-7.266662277375087520e+00 9.844107560429585790e-01 1.593154851592899490e-01 2.452342545803000219e+06
-7.266566724594179405e+00 9.771535047217476677e-01 1.885346169180477927e-01 2.454536295613999944e+06
-7.266481982832977415e+00 9.909433981864389507e-01 8.459399719733133594e-02 2.459283545338000171e+06
-7.266448074997339468e+00 9.188019791594759234e-01 1.916200528056444807e-01 2.454892003775000107e+06
-7.266329968707716525e+00 9.038662183120476090e-01 1.388998884090171249e-01 2.452339795808000024e+06
-7.266329966399061036e+00 9.077887869733871629e-01 1.394080735271433225e-01 2.452340045793999918e+06
-7.266329964089756288e+00 9.041145778495320862e-01 1.393314431950767041e-01 2.452340295830999967e+06
-7.266228419896579638e+00 1.062440152139676686e+00 7.860414305548867053e-02 2.459642044819999952e+06
-7.266078410152579714e+00 1.022275295095696590e+00 1.653225460386346934e-01 2.455258545458000153e+06
-7.266016302727106080e+00 9.685468316986133308e-01 1.889472931054880234e-01 2.453794555066000205e+06
-7.265326744362011979e+00 1.021299129253914639e+00 1.696520671700774696e-01 2.455264295010999776e+06
-7.264407736212871392e+00 9.981419586654317611e-01 1.644401923505302288e-01 2.455258295361999888e+06
-7.264365839951305581e+00 9.152205193020949148e-01 1.915134870030912040e-01 2.454891795055999886e+06
-7.263843020622759994e+00 9.276947603666324538e-01 8.471015745119789275e-02 2.459278045981000178e+06
-7.263646107540583152e+00 1.109729900339298858e+00 3.468261688742668714e-02 2.460006045022999868e+06
-7.263600658481124128e+00 1.026805042497686671e+00 1.699491944141565403e-01 2.455264544991000090e+06
-7.263587137717080644e+00 9.709700824251141782e-01 2.087569102729244230e-01 2.454900795431999955e+06
-7.263334522664585791e+00 9.832108035853105443e-01 8.434820040079041292e-02 2.459284045648000203e+06
-7.263150958799125867e+00 6.626710654476063445e-01 1.445526415890340532e-01 2.453430545475999825e+06
-7.263150863898340859e+00 6.547002900021934302e-01 1.441695271010519086e-01 2.453430795502000023e+06
-7.263150769045241262e+00 6.595266992722349508e-01 1.445524511779104626e-01 2.453431045402999967e+06
-7.263150674433614284e+00 6.501655754267812171e-01 1.440832898944967022e-01 2.453431294666999951e+06
-7.262615359040715646e+00 8.915996600739033440e-01 1.656239899708869256e-01 2.454525795731000137e+06
-7.262594463328584382e+00 9.875560381367978202e-01 1.640173003217927639e-01 2.455258043527000118e+06
-7.262269102603018389e+00 1.025682649405144087e+00 1.642527047194118905e-01 2.452344295839999802e+06
-7.262269025992715399e+00 1.026261223696173230e+00 1.640548174888577238e-01 2.452344045801000204e+06
-7.262268872799934272e+00 1.016391959065282347e+00 1.627727000536247637e-01 2.452343545826000161e+06
-7.261735088763040302e+00 9.370672718607582219e-01 1.919679165893319883e-01 2.454891545061999932e+06
-7.261734453601381922e+00 1.040624013931790826e+00 1.705586320536462419e-01 2.455264794939000160e+06
-7.261720565774466785e+00 8.962197953073631762e-01 1.373101362482991306e-01 2.452338545808000024e+06
-7.261720543716208454e+00 8.837844788688411501e-01 1.365792853671221885e-01 2.452338795795000158e+06
-7.261720521657247573e+00 8.922573801217539291e-01 1.374112232991199223e-01 2.452339045787999872e+06
-7.261720499594849443e+00 8.913158766119854137e-01 1.375397493511039959e-01 2.452339295818000101e+06
-7.261716600278479206e+00 1.069580444162002264e+00 1.896885148186746584e-01 2.453077295735999942e+06
-7.261716472003050704e+00 1.100448055850362428e+00 1.923334197210014029e-01 2.453077043542999774e+06
-7.261716344822048974e+00 1.110724870559125499e+00 1.930094615123987278e-01 2.453076793502999935e+06
-7.261716217672193885e+00 1.085438372076450664e+00 1.902924329184913499e-01 2.453076543525000103e+06
-7.261333591337077564e+00 1.179166156111344899e+00 1.487626902018136243e-01 2.452710295063999947e+06
-7.261333480073078661e+00 1.163598505255922344e+00 1.476883690040841079e-01 2.452710045409000013e+06
-7.261333368778994490e+00 1.194679593929131256e+00 1.492503156801840147e-01 2.452709795692000072e+06
-7.261333257350764292e+00 1.226345587998083797e+00 1.508553406572692157e-01 2.452709545675999951e+06
