# t_obs[JD] flux[norm] flux_unc[norm]
2452225.0000000000 1.0003997026 0.0000962519
2452226.0000000000 1.0005870632 0.0001006604
2452227.0000000000 1.0007678110 0.0000969867
2452228.0000000000 1.0007788322 0.0001006604
2452229.0000000000 1.0007656068 0.0000977214
2452230.0000000000 1.0006796413 0.0000999256
2452231.0000000000 1.0005591428 0.0000999256
2452232.0000000000 1.0005363656 0.0000984561
2452233.0000000000 1.0006487819 0.0001006604
2452234.0000000000 1.0007780975 0.0000969867
2452235.0000000000 1.0009279859 0.0001013951
2452236.0000000000 1.0010844871 0.0000962519
2452237.0000000000 1.0010837524 0.0000999256
2452238.0000000000 1.0010609752 0.0000991909
2452239.0000000000 1.0009301902 0.0001013951
2452240.0000000000 1.0007369516 0.0001013951
2452241.0000000000 1.0005510605 0.0000991909
2452242.0000000000 1.0003578220 0.0001021299
2452243.0000000000 1.0002071988 0.0000984561
2452244.0000000000 1.0002064640 0.0001006604
2452245.0000000000 1.0002299759 0.0001006604
2452246.0000000000 1.0003122676 0.0001072731
2452247.0000000000 1.0004180713 0.0001072731
2452248.0000000000 1.0005268139 0.0001080079
2452249.0000000000 1.0006443735 0.0001065384
2452250.0000000000 1.0007810365 0.0001043341
2452251.0000000000 1.0009456199 0.0001109469
2452252.0000000000 1.0010844871 0.0001124163
2452253.0000000000 1.0010080734 0.0001204986
2452254.0000000000 1.0009272512 0.0001219681
2452255.0000000000 1.0008912486 0.0001227028
2452256.0000000000 1.0008853706 0.0001168248
2452257.0000000000 1.0008927181 0.0001197638
2452258.0000000000 1.0009147605 0.0001293155
2452259.0000000000 1.0009750098 0.0001293155
2452260.0000000000 1.0010940388 0.0001160901
2452261.0000000000 1.0012020467 0.0001035994
2452262.0000000000 1.0011109380 0.0001124163
2452263.0000000000 1.0010073387 0.0001182943
2452264.0000000000 1.0008280603 0.0001153553
2452265.0000000000 1.0006296785 0.0001050689
2452266.0000000000 1.0004952197 0.0001035994
2452267.0000000000 1.0004254187 0.0001087426
2452268.0000000000 1.0004290925 0.0001072731
2452269.0000000000 1.0006091056 0.0001035994
2452270.0000000000 1.0008082221 0.0000962519
2452271.0000000000 1.0009955827 0.0001013951
2452272.0000000000 1.0011976382 0.0000991909
2452273.0000000000 1.0013071156 0.0000999256
2452274.0000000000 1.0013886725 0.0001006604
2452275.0000000000 1.0013894073 0.0001013951
2452276.0000000000 1.0012784604 0.0001006604
2452277.0000000000 1.0012189459 0.0000962519
2452278.0000000000 1.0012453968 0.0001013951
2452279.0000000000 1.0013005029 0.0000991909
2452280.0000000000 1.0013225453 0.0001043341
2452281.0000000000 1.0013585479 0.0001013951
2452282.0000000000 1.0012292324 0.0001043341
2452283.0000000000 1.0010220336 0.0001058036
2452284.0000000000 1.0008699409 0.0001035994
2452285.0000000000 1.0007825060 0.0001013951
2452286.0000000000 1.0007523813 0.0000977214
2452287.0000000000 1.0008765536 0.0001013951
2452288.0000000000 1.0010161556 0.0000991909
2452289.0000000000 1.0010058692 0.0001035994
2452290.0000000000 1.0009742750 0.0001013951
2452291.0000000000 1.0010073387 0.0001043341
2452292.0000000000 1.0010918346 0.0001072731
2452293.0000000000 1.0011653093 0.0001072731
2452294.0000000000 1.0012049857 0.0001094774
2452295.0000000000 1.0012564180 0.0001043341
2452296.0000000000 1.0012711130 0.0001058036
2452297.0000000000 1.0013049113 0.0000991909
2452298.0000000000 1.0013005029 0.0001013951
2452299.0000000000 1.0013071156 0.0000984561
2452300.0000000000 1.0013262190 0.0000991909
2452301.0000000000 1.0013644259 0.0000991909
2452302.0000000000 1.0013298928 0.0000977214
2452303.0000000000 1.0011102033 0.0001013951
2452304.0000000000 1.0009250470 0.0000969867
2452305.0000000000 1.0008324688 0.0001013951
2452306.0000000000 1.0007780975 0.0000977214
2452307.0000000000 1.0008515722 0.0001013951
2452308.0000000000 1.0009838267 0.0000991909
2452309.0000000000 1.0011660441 0.0000962519
2452310.0000000000 nan nan
2452311.0000000000 nan nan
2452312.0000000000 nan nan
2452313.0000000000 1.0012409883 0.0000962519
2452314.0000000000 1.0011844128 0.0001006604
2452315.0000000000 1.0011395932 0.0000962519
2452316.0000000000 1.0010257073 0.0000991909
2452317.0000000000 1.0008985960 0.0000984561
2452318.0000000000 1.0009030045 0.0000984561
2452319.0000000000 1.0010455455 0.0001013951
2452320.0000000000 1.0011675136 0.0000999256
2452321.0000000000 1.0011880865 0.0001035994
2452322.0000000000 1.0012123332 0.0000984561
2452323.0000000000 1.0011102033 0.0001065384
2452324.0000000000 1.0010080734 0.0001109469
2452325.0000000000 1.0010117471 0.0001116816
2452326.0000000000 1.0010808134 0.0001058036
2452327.0000000000 1.0011528186 0.0001013951
2452328.0000000000 1.0012270281 0.0001006604
2452329.0000000000 1.0012777257 0.0000962519
2452330.0000000000 1.0011844128 0.0000999256
2452331.0000000000 1.0011131423 0.0000962519
2452332.0000000000 1.0010815481 0.0000999256
2452333.0000000000 1.0010808134 0.0000969867
2452334.0000000000 1.0011307762 0.0000991909
2452335.0000000000 1.0012196806 0.0000991909
2452336.0000000000 1.0012637655 0.0000977214
2452337.0000000000 1.0012262934 0.0000999256
2452338.0000000000 1.0012079247 0.0000962519
2452339.0000000000 1.0011785348 0.0001006604
2452340.0000000000 1.0011711873 0.0000969867
2452341.0000000000 1.0011403279 0.0001006604
2452342.0000000000 1.0011248982 0.0000977214
2452343.0000000000 1.0010161556 0.0000991909
2452344.0000000000 1.0008559807 0.0000991909
2452345.0000000000 1.0007398906 0.0000977214
2452346.0000000000 1.0006803761 0.0001006604
2452347.0000000000 1.0006495167 0.0000962519
2452348.0000000000 1.0006855193 0.0001006604
2452349.0000000000 1.0007413601 0.0000969867
2452350.0000000000 1.0007876492 0.0001006604
2452351.0000000000 1.0008464290 0.0000984561
2452352.0000000000 1.0009235775 0.0000991909
2452353.0000000000 1.0010227684 0.0001006604
2452354.0000000000 1.0010977126 0.0000984561
2452355.0000000000 1.0011013863 0.0001013951
2452356.0000000000 1.0011013863 0.0000969867
2452357.0000000000 1.0009852962 0.0001013951
2452358.0000000000 1.0008794926 0.0000969867
2452359.0000000000 1.0008647977 0.0001006604
2452360.0000000000 1.0008963918 0.0000999256
2452361.0000000000 1.0008831663 0.0000999256
2452362.0000000000 1.0008302645 0.0001006604
2452363.0000000000 1.0007178482 0.0000977214
2452364.0000000000 1.0004401137 0.0001035994
2452365.0000000000 1.0001873606 0.0000999256
2452366.0000000000 1.0000815570 0.0001035994
2452367.0000000000 1.0000117560 0.0000984561
2452368.0000000000 1.0001858911 0.0001006604
2452369.0000000000 1.0004665646 0.0000991909
2452370.0000000000 1.0006678854 0.0000984561
2452371.0000000000 1.0007905882 0.0000999256
2452372.0000000000 1.0008684714 0.0000969867
2452373.0000000000 1.0007876492 0.0001013951
2452374.0000000000 1.0007105007 0.0000984561
2452375.0000000000 1.0005929411 0.0001043341
2452376.0000000000 1.0004805248 0.0001035994
2452377.0000000000 1.0004312967 0.0001050689
2452378.0000000000 1.0004180713 0.0001035994
2452379.0000000000 1.0004437874 0.0001021299
2452380.0000000000 1.0005165274 0.0001058036
2452381.0000000000 1.0005951454 0.0001050689
2452382.0000000000 1.0006634769 0.0001109469
2452383.0000000000 1.0007340126 0.0001087426
2452384.0000000000 1.0007310736 0.0001094774
2452385.0000000000 1.0007251957 0.0001035994
2452386.0000000000 1.0006862541 0.0001043341
2452387.0000000000 1.0006348217 0.0001050689
2452388.0000000000 1.0006238005 0.0001043341
2452389.0000000000 1.0006634769 0.0001080079
2452390.0000000000 1.0007053575 0.0001058036
2452391.0000000000 1.0007193177 0.0001087426
2452392.0000000000 1.0007494423 0.0001035994
2452393.0000000000 1.0008258561 0.0001050689
2452394.0000000000 1.0009272512 0.0001006604
2452395.0000000000 1.0009397419 0.0001021299
2452396.0000000000 1.0009037393 0.0001021299
2452397.0000000000 1.0008427552 0.0000999256
2452398.0000000000 1.0007215219 0.0001006604
2452399.0000000000 1.0006296785 0.0000962519
2452400.0000000000 1.0006017581 0.0001006604
2452401.0000000000 1.0005907369 0.0000962519
2452402.0000000000 1.0005532648 0.0000999256
2452403.0000000000 1.0005150579 0.0000984561
2452404.0000000000 1.0005135884 0.0000999256
2452405.0000000000 1.0005400393 0.0001035994
2452406.0000000000 1.0005650207 0.0001006604
2452407.0000000000 1.0005738377 0.0001021299
2452408.0000000000 1.0005833894 0.0000984561
2452409.0000000000 1.0005459173 0.0001021299
2452410.0000000000 1.0005091799 0.0000969867
2452411.0000000000 1.0004290925 0.0000999256
2452412.0000000000 1.0003387185 0.0000999256
2452413.0000000000 1.0002836125 0.0000999256
2452414.0000000000 1.0002593658 0.0001013951
2452415.0000000000 1.0002534878 0.0001006604
2452416.0000000000 1.0002821430 0.0001050689
2452417.0000000000 1.0003196151 0.0001021299
2452418.0000000000 1.0003673737 0.0001043341
2452419.0000000000 1.0004268882 0.0001006604
2452420.0000000000 1.0005393046 0.0001035994
2452421.0000000000 1.0006833151 0.0001035994
2452422.0000000000 1.0007611983 0.0001035994
2452423.0000000000 1.0007707500 0.0001050689
2452424.0000000000 1.0007641373 0.0001021299
2452425.0000000000 1.0006855193 0.0001021299
2452426.0000000000 1.0006149836 0.0000962519
2452427.0000000000 1.0005312224 0.0001006604
2452428.0000000000 1.0004570129 0.0000977214
2452429.0000000000 1.0004900765 0.0000999256
2452430.0000000000 1.0005826547 0.0000999256
2452431.0000000000 1.0006392302 0.0000991909
2452432.0000000000 1.0006502514 0.0001021299
2452433.0000000000 1.0006487819 0.0000991909
2452434.0000000000 1.0005708987 0.0001035994
2452435.0000000000 1.0005106494 0.0000977214
2452436.0000000000 1.0005437131 0.0001021299
2452437.0000000000 1.0006069013 0.0000991909
2452438.0000000000 1.0006414345 0.0001021299
2452439.0000000000 1.0006649464 0.0001021299
2452440.0000000000 1.0006803761 0.0000999256
2452441.0000000000 1.0006767023 0.0001013951
2452442.0000000000 1.0006884583 0.0000969867
2452443.0000000000 1.0007156439 0.0001006604
2452444.0000000000 1.0007494423 0.0000962519
2452445.0000000000 1.0006825803 0.0000999256
2452446.0000000000 1.0005995539 0.0000977214
2452447.0000000000 1.0005033020 0.0000999256
2452448.0000000000 1.0004019068 0.0001013951
2452449.0000000000 1.0003783949 0.0000999256
2452450.0000000000 1.0004841985 0.0001035994
2452451.0000000000 1.0005958801 0.0000984561
2452452.0000000000 1.0006972753 0.0001021299
2452453.0000000000 1.0008030789 0.0000977214
2452454.0000000000 1.0008008746 0.0001006604
2452455.0000000000 1.0007788322 0.0000984561
2452456.0000000000 1.0007222567 0.0000991909
2452457.0000000000 1.0006436387 0.0000991909
2452458.0000000000 1.0005775114 0.0000969867
2452459.0000000000 1.0005216706 0.0001006604
2452460.0000000000 1.0004856680 0.0000962519
2452461.0000000000 1.0004952197 0.0001006604
2452462.0000000000 1.0005238749 0.0000969867
2452463.0000000000 1.0005877979 0.0000999256
2452464.0000000000 1.0006752328 0.0000977214
2452465.0000000000 1.0006634769 0.0000984561
2452466.0000000000 1.0005635512 0.0000999256
2452467.0000000000 1.0004401137 0.0000969867
2452468.0000000000 1.0002402624 0.0001006604
2452469.0000000000 1.0000529018 0.0000969867
2452470.0000000000 0.9999279948 0.0001006604
2452471.0000000000 0.9998155784 0.0000962519
2452472.0000000000 0.9997942707 0.0000991909
2452473.0000000000 0.9998082309 0.0000984561
2452474.0000000000 0.9998324776 0.0000984561
2452475.0000000000 0.9998677455 0.0001006604
2452476.0000000000 0.9999191778 0.0000984561
2452477.0000000000 1.0000264509 0.0001035994
2452478.0000000000 1.0001197638 0.0000991909
2452479.0000000000 1.0001072731 0.0001035994
2452480.0000000000 1.0000727400 0.0000999256
2452481.0000000000 0.9999390160 0.0001021299
2452482.0000000000 0.9997538596 0.0001006604
2452483.0000000000 0.9996620162 0.0000991909
2452484.0000000000 0.9996892019 0.0001006604
2452485.0000000000 0.9997663503 0.0000962519
2452486.0000000000 1.0000235119 0.0001006604
2452487.0000000000 1.0002762650 0.0000962519
2452488.0000000000 1.0004033763 0.0001006604
2452489.0000000000 1.0005047714 0.0000969867
2452490.0000000000 1.0005356308 0.0000991909
2452491.0000000000 1.0005297529 0.0000991909
2452492.0000000000 1.0005356308 0.0000977214
2452493.0000000000 1.0005473868 0.0000991909
2452494.0000000000 1.0005650207 0.0000962519
2452495.0000000000 1.0005701640 0.0001006604
2452496.0000000000 1.0005804504 0.0000969867
2452497.0000000000 1.0005179969 0.0001013951
2452498.0000000000 1.0004437874 0.0000984561
2452499.0000000000 1.0002387929 0.0000999256
2452500.0000000000 0.9999441592 0.0000991909
2452501.0000000000 0.9996847934 0.0000977214
2452502.0000000000 0.9994827378 0.0001006604
2452503.0000000000 0.9993438706 0.0000977214
2452504.0000000000 0.9995216795 0.0001013951
2452505.0000000000 0.9997296130 0.0000977214
2452506.0000000000 1.0000558408 0.0001006604
2452507.0000000000 1.0004188060 0.0000977214
2452508.0000000000 1.0005481215 0.0000984561
2452509.0000000000 1.0005047714 0.0001021299
2452510.0000000000 1.0004680341 0.0001050689
2452511.0000000000 1.0004305620 0.0001131511
2452512.0000000000 1.0004180713 0.0001153553
2452513.0000000000 1.0004966892 0.0001204986
2452514.0000000000 1.0005922064 0.0001190291
2452515.0000000000 1.0005811852 0.0001212333
2452516.0000000000 1.0005415088 0.0001197638
2452517.0000000000 1.0004805248 0.0001160901
2452518.0000000000 1.0003974983 0.0001094774
2452519.0000000000 1.0003335753 0.0001021299
2452520.0000000000 1.0002946337 0.0001013951
2452521.0000000000 1.0002843472 0.0000962519
2452522.0000000000 1.0004048458 0.0001013951
2452523.0000000000 1.0005517953 0.0001021299
2452524.0000000000 1.0006752328 0.0001050689
2452525.0000000000 1.0007964662 0.0001021299
2452526.0000000000 1.0007369516 0.0001013951
2452527.0000000000 1.0004783205 0.0001021299
2452528.0000000000 1.0002645091 0.0000984561
2452529.0000000000 1.0001506232 0.0001035994
2452530.0000000000 1.0000742095 0.0000984561
2452531.0000000000 1.0002248327 0.0001035994
2452532.0000000000 1.0004195408 0.0001006604
2452533.0000000000 1.0005253444 0.0001043341
2452534.0000000000 1.0005951454 0.0001043341
2452535.0000000000 1.0005723682 0.0001043341
2452536.0000000000 1.0004239492 0.0001065384
2452537.0000000000 1.0003115329 0.0001035994
2452538.0000000000 1.0002858167 0.0001021299
2452539.0000000000 1.0002799388 0.0000962519
2452540.0000000000 1.0003409228 0.0001006604
2452541.0000000000 1.0004232145 0.0000984561
2452542.0000000000 1.0005069757 0.0001006604
2452543.0000000000 1.0005980844 0.0001006604
2452544.0000000000 1.0006458429 0.0000991909
2452545.0000000000 1.0006208615 0.0001013951
2452546.0000000000 1.0005980844 0.0000969867
2452547.0000000000 1.0005437131 0.0001006604
2452548.0000000000 1.0005018325 0.0000969867
2452549.0000000000 1.0005062409 0.0001006604
2452550.0000000000 1.0005312224 0.0000991909
2452551.0000000000 1.0005606123 0.0001006604
2452552.0000000000 1.0005951454 0.0001013951
2452553.0000000000 1.0005958801 0.0001013951
2452554.0000000000 1.0005253444 0.0001058036
2452555.0000000000 1.0004680341 0.0001050689
2452556.0000000000 1.0004254187 0.0001116816
2452557.0000000000 1.0003960288 0.0001116816
2452558.0000000000 1.0004276230 0.0001146206
2452559.0000000000 1.0004856680 0.0001116816
2452560.0000000000 1.0005187316 0.0001138858
2452561.0000000000 1.0005393046 0.0001197638
2452562.0000000000 1.0005444478 0.0001227028
2452563.0000000000 1.0005069757 0.0001278460
2452564.0000000000 1.0004886070 0.0001271113
2452565.0000000000 1.0005282834 0.0001285808
2452566.0000000000 1.0005797157 0.0001256418
2452567.0000000000 1.0004944850 0.0001204986
2452568.0000000000 1.0003673737 0.0001109469
2452569.0000000000 1.0002424666 0.0001065384
2452570.0000000000 1.0001182943 0.0001058036
2452571.0000000000 1.0000484933 0.0001006604
2452572.0000000000 1.0001006604 0.0001035994
2452573.0000000000 1.0001763394 0.0000999256
2452574.0000000000 1.0003592915 0.0001065384
2452575.0000000000 1.0005620817 0.0001094774
2452576.0000000000 1.0006759676 0.0001065384
2452577.0000000000 1.0007619330 0.0000984561
2452578.0000000000 1.0007465033 0.0000977214
2452579.0000000000 1.0006193920 0.0001013951
2452580.0000000000 1.0005018325 0.0001006604
2452581.0000000000 1.0003820686 0.0001035994
2452582.0000000000 1.0002740608 0.0000984561
2452583.0000000000 1.0001998513 0.0001021299
2452584.0000000000 1.0001396020 0.0001013951
2452585.0000000000 1.0002343844 0.0001043341
2452586.0000000000 1.0004077848 0.0001021299
2452587.0000000000 1.0005650207 0.0000991909
2452588.0000000000 1.0007016837 0.0000999256
2452589.0000000000 1.0007707500 0.0000984561
2452590.0000000000 1.0005922064 0.0001043341
2452591.0000000000 1.0004188060 0.0001043341
2452592.0000000000 1.0003372490 0.0001116816
2452593.0000000000 1.0002806735 0.0001138858
2452594.0000000000 1.0002938990 0.0001204986
2452595.0000000000 1.0003482703 0.0001271113
2452596.0000000000 1.0003423923 0.0001241723
2452597.0000000000 1.0002432014 0.0001124163
2452598.0000000000 1.0001565012 0.0001013951
2452599.0000000000 1.0001065384 0.0001043341
2452600.0000000000 1.0000800875 0.0001013951
2452601.0000000000 1.0002659786 0.0001021299
2452602.0000000000 1.0005135884 0.0000984561
2452603.0000000000 1.0006884583 0.0000991909
2452604.0000000000 1.0008243866 0.0001006604
2452605.0000000000 1.0008868401 0.0001021299
2452606.0000000000 1.0008104264 0.0001058036
2452607.0000000000 1.0007560551 0.0001021299
2452608.0000000000 1.0007413601 0.0001035994
2452609.0000000000 1.0007465033 0.0000984561
2452610.0000000000 1.0007589940 0.0001021299
2452611.0000000000 1.0007854449 0.0000991909
2452612.0000000000 1.0008074874 0.0001006604
2452613.0000000000 1.0008317340 0.0001035994
2452614.0000000000 1.0008868401 0.0001006604
2452615.0000000000 1.0009897047 0.0001021299
2452616.0000000000 1.0010866914 0.0000977214
2452617.0000000000 1.0010521582 0.0001013951
2452618.0000000000 1.0010220336 0.0000969867
