# t_obs[JD] firstOrderFlux[norm] firstOrderFluxUnc[norm] centralOrderFlux[norm] centralOrderFluxUnc[norm]
2450222.0000000000 1.2421265674 0.0036959666 0.6885221418 0.0091158553
2450223.0000000000 1.2229557392 0.0027760874 0.6654452448 0.0124585061
2450224.0000000000 1.2044572388 0.0054287557 0.6172826224 0.0157219563
2450225.0000000000 1.1789356427 0.0043157809 0.5706401382 0.0146672784
2450226.0000000000 1.1682719473 0.0023960480 0.5457427399 0.0038966040
2450227.0000000000 1.1610807237 0.0031193778 0.5350873505 0.0024963672
2450228.0000000000 1.1580489766 0.0023567777 0.5318435800 0.0018204952
2450229.0000000000 1.1596475968 0.0018515819 0.5313736018 0.0010707251
2450230.0000000000 1.1603454221 0.0020457864 0.5309919436 0.0018532492
2450231.0000000000 1.1606042390 0.0020362584 0.5345364038 0.0020335206
2450232.0000000000 1.1599513345 0.0023857855 0.5347900097 0.0016922500
2450233.0000000000 1.1583632522 0.0085590812 0.5377709624 0.0027688661
2450234.0000000000 1.1647548444 0.0020927342 0.5476975961 0.0031306407
2450235.0000000000 1.1817372558 0.0048964379 0.5745693013 0.0114737809
2450236.0000000000 1.1926280622 0.0047303725 0.6002046854 0.0094211320
2450237.0000000000 1.2035604557 0.0017584702 0.6179545781 0.0021537168
2450238.0000000000 1.2101628292 0.0031324020 0.6281648264 0.0060951002
2450239.0000000000 1.2252603566 0.0028795181 0.6449083735 0.0017394534
2450240.0000000000 1.2299544605 0.0040633419 0.6606666634 0.0106632720
2450241.0000000000 1.2336817233 0.0028974369 0.6806872212 0.0193528708
2450242.0000000000 1.2484052150 0.0029647898 0.7371801066 0.0194310146
2450243.0000000000 1.2381831201 0.0041424617 0.7019939386 0.0143585136
2450244.0000000000 1.2287469897 0.0032722143 0.6831623186 0.0176294109
2450245.0000000000 1.2146425355 0.0043089157 0.6529919613 0.0060272634
2450246.0000000000 1.2037773042 0.0041738851 0.6467468031 0.0129801261
2450247.0000000000 1.1924515718 0.0036238321 0.6260419271 0.0049470428
2450248.0000000000 1.1930667104 0.0021611818 0.6265362936 0.0040667096
2450249.0000000000 1.1893980635 0.0023648295 0.6095591283 0.0071874121
2450250.0000000000 1.1784680574 0.0029172769 0.5901879571 0.0058404865
2450251.0000000000 1.1720300189 0.0028510612 0.5760378451 0.0047796379
2450252.0000000000 1.1688772966 0.0028739948 0.5770822550 0.0061595210
2450253.0000000000 1.1702559606 0.0017013517 0.5831329181 0.0042334009
2450254.0000000000 1.1770889979 0.0022998640 0.6001524525 0.0132425618
2450255.0000000000 1.1877675256 0.0028601795 0.6066923454 0.0052269399
2450256.0000000000 1.1953239279 0.0018520269 0.6161159733 0.0037857149
2450257.0000000000 1.1967614974 0.0017177802 0.6177809708 0.0028230240
2450258.0000000000 1.2012035085 0.0034281797 0.6306593971 0.0307845775
2450259.0000000000 1.2184480988 0.0061918714 0.6532041339 0.0123545445
2450260.0000000000 1.2341739726 0.0021815515 0.6689957967 0.0060101640
2450261.0000000000 1.2411660689 0.0016880309 0.6911660046 0.0068039418
2450262.0000000000 1.2425872027 0.0028350847 0.7023539833 0.0046558620
2450263.0000000000 1.2464328698 0.0017324642 0.7121268036 0.0086258016
2450264.0000000000 1.2477363269 0.0025520840 0.7132383152 0.0052019318
2450265.0000000000 1.2562978378 0.0023443327 0.7350600642 0.0074360226
2450266.0000000000 1.2578231016 0.0025112316 0.7481303025 0.0228941029
2450267.0000000000 1.2595803570 0.0023802340 0.7361725204 0.0044612274
2450268.0000000000 1.2451480661 0.0041854401 0.7126579664 0.0073705781
2450269.0000000000 1.2369645392 0.0028247515 0.6985582081 0.0077403593
2450270.0000000000 1.2319693180 0.0034752617 0.6869583914 0.0069243396
2450271.0000000000 1.2165046907 0.0019358577 0.6693902249 0.0049633091
2450272.0000000000 1.2183412354 0.0026776008 0.7122858842 0.0451932168
2450273.0000000000 1.2408054175 0.0062678623 0.9642052290 0.1771581453
2450274.0000000000 1.2416118648 0.0131034070 1.4166940160 1.3598169169
2450275.0000000000 1.2338029104 0.0055140698 1.1280597385 0.3951105907
2450276.0000000000 1.2262529848 0.0037383799 0.9986282053 0.1451156336
2450277.0000000000 1.2121454581 0.0039275626 0.8326099717 0.1554200375
2450278.0000000000 1.2023812299 0.0034080006 0.7527615166 0.0275271152
2450279.0000000000 1.1788211584 0.0066187102 0.6919826928 0.0724929772
2450280.0000000000 1.1592410642 0.0025067819 0.5736901079 0.0151871822
2450281.0000000000 1.1565758943 0.0020661702 0.5510943206 0.0036109712
2450282.0000000000 1.1553321479 0.0021975987 0.5475103164 0.0028116749
2450283.0000000000 1.1458441539 0.0033800735 0.5359261932 0.0020086065
2450284.0000000000 1.1451969068 0.0027935118 0.5357243180 0.0029391092
2450285.0000000000 1.1400320392 0.0017435320 0.5313798014 0.0025662737
2450286.0000000000 1.1383975389 0.0023137640 0.5309648015 0.0013267058
2450287.0000000000 1.1428670674 0.0026011720 0.5424237818 0.0053612113
2450288.0000000000 1.1514326113 0.0039743339 0.5613206294 0.0081366062
2450289.0000000000 1.1524317445 0.0015521668 0.5729980604 0.0061639735
2450290.0000000000 1.1729424608 0.0078371852 0.6198167853 0.0229572370
2450291.0000000000 1.1986738424 0.0033725514 0.7123880934 0.0225133431
2450292.0000000000 1.2141810667 0.0041539533 0.7811274368 0.0190051154
2450293.0000000000 1.2253379579 0.0024809172 0.7967080422 0.0109057948
2450294.0000000000 1.2287945309 0.0036139156 0.8082018728 0.0241642701
2450295.0000000000 1.2398408294 0.0030063132 0.8453065211 0.0202516289
2450296.0000000000 1.2320462977 0.0029131733 0.8254866877 0.0113020671
2450297.0000000000 1.2342315503 0.0027918379 0.8291286757 0.0118465311
2450298.0000000000 1.2374106106 0.0030597661 0.8310377668 0.0192538747
2450299.0000000000 1.2335348692 0.0021193547 0.8306056720 0.0265815796
2450300.0000000000 1.2277478495 0.0030888162 0.8300599976 0.0286400573
2450301.0000000000 1.2130917954 0.0063231657 0.7903944053 0.0328259364
2450302.0000000000 1.2030100707 0.0036448092 0.8228649616 0.1672229820
2450303.0000000000 1.2013524744 0.0048609746 0.7788309800 0.0515462190
2450304.0000000000 1.1896717905 0.0042149353 0.7218701964 0.0323493139
2450305.0000000000 1.1816918548 0.0018407402 0.6881747372 0.0162361528
2450306.0000000000 1.1797212965 0.0020545657 0.6760142306 0.0147139869
2450307.0000000000 1.1735016039 0.0039348728 0.6479909330 0.0147448103
2450308.0000000000 1.1610801516 0.0022782865 0.6132634241 0.0183165103
2450309.0000000000 1.1628281827 0.0018497667 0.5971968817 0.0052418656
2450310.0000000000 1.1596613132 0.0016774999 0.6034647293 0.0064832471
2450311.0000000000 1.1554021776 0.0015727837 0.5893822510 0.0077787656
2450312.0000000000 1.1490962315 0.0021722001 0.5764273332 0.0051983688
2450313.0000000000 1.1543792491 0.0021868559 0.5638906093 0.0053243636
2450314.0000000000 1.1430088079 0.0025346031 0.5499555744 0.0026768667
2450315.0000000000 1.1506938982 0.0030315705 0.5659523015 0.0071269986
2450316.0000000000 1.1594577997 0.0028465056 0.6071424748 0.0191651709
2450317.0000000000 1.1725373125 0.0051822143 0.6735198379 0.0348488960
2450318.0000000000 1.1910541555 0.0068461674 1.1263719179 0.4174713306
2450319.0000000000 1.2141178740 0.0050010976 0.9575516274 0.0471455469
2450320.0000000000 1.2359731753 0.0038534505 0.8968385339 0.0168678047
2450321.0000000000 1.2496945531 0.0023968744 0.8845917394 0.0391273830
2450322.0000000000 1.2531638395 0.0022853990 0.8576010517 0.0276364512
2450323.0000000000 1.2525483548 0.0021115218 0.8455397692 0.0093696740
2450324.0000000000 1.2595876248 0.0027077669 0.8451119781 0.0333381466
2450325.0000000000 1.2562477610 0.0022822771 0.8268205196 0.0066999675
2450326.0000000000 1.2605258961 0.0025176942 0.8343215588 0.0054882249
2450327.0000000000 1.2650594861 0.0021563154 0.8830345664 0.0798049036
2450328.0000000000 1.2590869493 0.0042790886 0.8388249349 0.0223177450
2450329.0000000000 1.2447549673 0.0031981304 0.8126962914 0.0074909651
2450330.0000000000 1.2285719966 0.0038594399 0.7882749575 0.0129912799
2450331.0000000000 1.2127288556 0.0031188269 0.7585132758 0.0288690541
2450332.0000000000 1.2041109678 0.0032302176 0.7324093851 0.0137747137
2450333.0000000000 1.1847187284 0.0038664040 0.6883613896 0.0154086249
2450334.0000000000 1.1788035927 0.0040423789 0.6453296513 0.0232437298
2450335.0000000000 1.1581116608 0.0038357011 0.5816333071 0.0131273953
2450336.0000000000 1.1440573680 0.0035049475 0.5515067129 0.0070943655
2450337.0000000000 1.1367666760 0.0021258526 0.5405362196 0.0018213683
2450338.0000000000 1.1295206011 0.0018748474 0.5328131179 0.0013715756
2450339.0000000000 1.1303505470 0.0015533817 0.5332460439 0.0023000815
2450340.0000000000 1.1258379695 0.0022134763 0.5239425078 0.0019741738
2450341.0000000000 1.1255186155 0.0039869555 0.5260974965 0.0053134132
2450342.0000000000 1.1340700970 0.0043478964 0.5428296652 0.0087769699
2450343.0000000000 1.1446218296 0.0024061058 0.5734736489 0.0079948269
2450344.0000000000 1.1563348691 0.0039264749 0.6105400445 0.0093258996
2450345.0000000000 1.1652178034 0.0025060756 0.6386885449 0.0082712571
2450346.0000000000 1.1735726436 0.0031558300 0.6643960191 0.0061422537
2450347.0000000000 1.1742456989 0.0022809493 0.6677762947 0.0041609890
2450348.0000000000 1.1841751239 0.0021978318 0.6860743556 0.0067123004
2450349.0000000000 1.1869831573 0.0016989008 0.6881958062 0.0032797973
2450350.0000000000 1.1861770914 0.0025724184 0.6832658739 0.0018867255
2450351.0000000000 1.1887525822 0.0016810385 0.6878530695 0.0025844779
2450352.0000000000 1.1966898785 0.0026613912 0.6967936582 0.0025933800
2450353.0000000000 1.1942671111 0.0031007032 0.6892504997 0.0089415299
2450354.0000000000 1.1836003857 0.0026053038 0.6737676759 0.0027113465
2450355.0000000000 1.1858841037 0.0028651448 0.6892010554 0.0112987384
2450356.0000000000 1.1845399142 0.0027395363 0.6839022798 0.0050419294
2450357.0000000000 1.1734771164 0.0023190683 0.6684620505 0.0040358927
2450358.0000000000 1.1684637504 0.0019840839 0.6601961278 0.0037481942
2450359.0000000000 1.1665830336 0.0018480716 0.6477781060 0.0064461148
2450360.0000000000 1.1569092118 0.0029113581 0.6177282057 0.0075094581
2450361.0000000000 1.1487227325 0.0024410394 0.5909319749 0.0091459724
2450362.0000000000 1.1338761326 0.0033952166 0.5579386566 0.0089475670
2450363.0000000000 1.1274405026 0.0021562801 0.5359613691 0.0050156632
2450364.0000000000 1.1182814471 0.0026028600 0.5213277267 0.0024471094
2450365.0000000000 1.1133731221 0.0021201034 0.5129983656 0.0038004634
2450366.0000000000 1.1102231685 0.0016233690 0.5052589716 0.0024823274
2450367.0000000000 1.1070024930 0.0015277712 0.5004039383 0.0010628833
2450368.0000000000 1.1018123398 0.0024463720 0.4983299478 0.0021445613
2450369.0000000000 1.1050000593 0.0018878151 0.5076709431 0.0022167027
2450370.0000000000 1.1032097985 0.0033324759 0.5192056519 0.0100612291
2450371.0000000000 1.1232057909 0.0033653330 0.5568948654 0.0094032350
2450372.0000000000 1.1333829086 0.0025327596 0.5897917628 0.0065063545
2450373.0000000000 1.1342711950 0.0023030635 0.6014257515 0.0047296462
2450374.0000000000 1.1401664695 0.0017925846 0.6081914530 0.0010913219
2450375.0000000000 1.1494286238 0.0039762479 0.6215456589 0.0069164157
2450376.0000000000 1.1573135408 0.0029475702 0.6395595765 0.0198734846
2450377.0000000000 1.1671154008 0.0027177610 0.6461708919 0.0058338513
2450378.0000000000 1.1666264216 0.0050099970 0.6333319525 0.0112404961
2450379.0000000000 1.1588650931 0.0019509090 0.6184621979 0.0015481123
2450380.0000000000 1.1640940505 0.0026530074 0.6219961954 0.0023184405
2450381.0000000000 1.1674880240 0.0022813801 0.6213877850 0.0041787800
2450382.0000000000 1.1645974452 0.0018929923 0.6203206717 0.0016713164
2450383.0000000000 1.1617795590 0.0025333318 0.6199855034 0.0055950077
2450384.0000000000 1.1652302555 0.0024700825 0.6222991611 0.0052822737
2450385.0000000000 1.1528964834 0.0023069270 0.6049713571 0.0036906712
2450386.0000000000 1.1480858328 0.0018882813 0.5947919155 0.0024274480
2450387.0000000000 1.1429465616 0.0015984931 0.5858878803 0.0033666349
2450388.0000000000 1.1312580448 0.0034062843 0.5591916511 0.0104082091
2450389.0000000000 1.1220547889 0.0017395414 0.5317565174 0.0050555194
2450390.0000000000 1.1155643994 0.0016164473 0.5148048741 0.0032249823
2450391.0000000000 1.1129503163 0.0022381545 0.5087571437 0.0015200687
2450392.0000000000 1.1099570061 0.0012493121 0.5030755530 0.0014468745
2450393.0000000000 1.1022830187 0.0028520783 0.4950741112 0.0037188183
2450394.0000000000 1.1051175030 0.0052653742 0.4966896347 0.0075617689
2450395.0000000000 1.1136171349 0.0014338685 0.5071948272 0.0018569636
2450396.0000000000 1.1194009481 0.0019112714 0.5173611242 0.0022428552
2450397.0000000000 1.1190422532 0.0019704029 0.5330017825 0.0290741280
2450398.0000000000 1.1273881728 0.0048831736 0.5524931392 0.0118871860
2450399.0000000000 1.1484715225 0.0046384262 0.5885953672 0.0155225227
2450400.0000000000 1.1673741683 0.0051360576 0.6270075035 0.0086559670
2450401.0000000000 1.1825275147 0.0034433016 0.6581598873 0.0199472773
2450402.0000000000 1.1989575140 0.0040903791 0.6767445071 0.0077321120
2450403.0000000000 1.2067621882 0.0023360266 0.6841734340 0.0045269746
2450404.0000000000 1.2145645175 0.0019054726 0.6964859740 0.0082175499
2450405.0000000000 1.2200195052 0.0022736461 0.6969744436 0.0046150149
2450406.0000000000 1.2189215534 0.0030004933 0.6911045795 0.0035330448
2450407.0000000000 1.2149218987 0.0017027219 0.6876605727 0.0044551214
2450408.0000000000 1.2137132695 0.0016691726 0.6873007464 0.0028849662
2450409.0000000000 1.2061380796 0.0021550299 0.6878413614 0.0084813963
2450410.0000000000 1.2123413436 0.0035768984 0.7682258351 0.0366542276
2450411.0000000000 1.2144331243 0.0030822759 0.9788826537 0.0677727980
2450412.0000000000 1.2228714917 0.0047426127 1.1458214973 0.1824629040
2450413.0000000000 1.2311106115 0.0055049444 1.2353079564 0.2694511315
2450414.0000000000 1.2260822013 0.0034584093 1.0500971841 0.0804810107
2450415.0000000000 1.2217837177 0.0020193354 1.1131350813 0.0931752265
2450416.0000000000 1.2127691148 0.0061648201 1.1040509990 0.0896836274
2450417.0000000000 1.1839188991 0.0068713117 0.9383550303 0.2708723565
2450418.0000000000 1.1731839733 0.0033221356 1.0099683162 0.3705106738
2450419.0000000000 1.1736886041 0.0021184577 0.9871494398 0.1876665275
2450420.0000000000 1.1682527077 0.0029236548 0.8581167827 0.0807939436
2450421.0000000000 1.1513059150 0.0056053027 0.7035238948 0.0713930995
2450422.0000000000 1.1324495885 0.0041896921 0.5768109282 0.0261503723
2450423.0000000000 1.1132207659 0.0030362533 0.5233305094 0.0063829716
2450424.0000000000 1.1095853223 0.0020259817 0.5214841045 0.0019991119
2450425.0000000000 1.1083825272 0.0016845135 0.5295582755 0.0047833565
2450426.0000000000 1.1251325656 0.0064496359 0.5658704106 0.0153964273
2450427.0000000000 1.1541550410 0.0066549647 0.6511623688 0.0408722924
2450428.0000000000 1.1816337686 0.0053419160 0.7088614561 0.0227285805
2450429.0000000000 1.2113953595 0.0072744188 0.8008895649 0.0456146980
2450430.0000000000 1.2413342038 0.0046084932 0.8796337888 0.0375197071
2450431.0000000000 1.2608860389 0.0029909512 0.9237064888 0.0334392121
2450432.0000000000 1.2726671800 0.0030021036 0.9045351702 0.0122733921
2450433.0000000000 1.2914476569 0.0080122560 0.9531156056 0.0446687724
2450434.0000000000 1.3253534188 0.0048671406 1.0644570862 0.0635311826
2450435.0000000000 1.3316218533 0.0027219635 1.0147954560 0.0163209328
2450436.0000000000 1.3328613407 0.0050675534 1.0279703953 0.0249521139
2450437.0000000000 1.3231349419 0.0052991566 1.0572716496 0.1379002618
2450438.0000000000 1.2978364026 0.0050342372 0.9189149312 0.0231275657
2450439.0000000000 1.2929560189 0.0021064011 0.9084993729 0.0092519779
2450440.0000000000 1.2778289681 0.0054008074 0.8713820457 0.0158424977
2450441.0000000000 1.2547132870 0.0062605239 0.8425080042 0.0307552199
2450442.0000000000 1.2328279539 0.0032291935 0.8216263188 0.0876926019
2450443.0000000000 1.2137858984 0.0074305466 0.7337735056 0.0267765647
2450444.0000000000 1.1802194576 0.0056467837 0.6571261499 0.0147231079
2450445.0000000000 1.1632129189 0.0017510329 0.6237461236 0.0037728502
2450446.0000000000 1.1620527773 0.0017086266 0.6148316131 0.0037591975
2450447.0000000000 1.1585827352 0.0024712691 0.6237602928 0.0031527114
2450448.0000000000 1.1519701981 0.0014697556 0.6202728599 0.0064077064
2450449.0000000000 1.1497103743 0.0022356189 0.5993699923 0.0072163796
2450450.0000000000 1.1387043772 0.0020585139 0.5794770680 0.0044804175
2450451.0000000000 1.1360664282 0.0031005761 0.5767173416 0.0032507961
2450452.0000000000 1.1481320955 0.0036556439 0.5916474512 0.0078784381
2450453.0000000000 1.1604949389 0.0017112117 0.6176144473 0.0073545744
2450454.0000000000 1.1729204807 0.0028707529 0.6544583194 0.0159660907
2450455.0000000000 1.1737711777 0.0025371952 0.6623057704 0.0022135524
2450456.0000000000 1.1762214979 0.0021167272 0.6699677337 0.0031077794
2450457.0000000000 1.1835313801 0.0025128773 0.6777132973 0.0045781341
2450458.0000000000 1.1947887426 0.0018771288 0.6907188005 0.0032266996
2450459.0000000000 1.1984873295 0.0019902923 0.7028993543 0.0058071541
2450460.0000000000 1.2011935920 0.0025155188 0.7065738414 0.0024592635
2450461.0000000000 1.2030794365 0.0014308526 0.7088951984 0.0030909682
2450462.0000000000 1.2045307860 0.0036996464 0.7052906296 0.0039173711
2450463.0000000000 1.2065892151 0.0020381160 0.7061537105 0.0039883688
2450464.0000000000 1.2100204742 0.0022211891 0.7209004423 0.0043141327
2450465.0000000000 1.2018615337 0.0018950406 0.6979917158 0.0077769807
2450466.0000000000 1.1916920864 0.0038855660 0.6757997041 0.0061706568
2450467.0000000000 1.1892367444 0.0017454531 0.6720151555 0.0037003016
2450468.0000000000 1.1894180024 0.0021187826 0.6624169277 0.0060877526
2450469.0000000000 1.1807871681 0.0046710785 0.6477404271 0.0245420798
2450470.0000000000 1.1711902201 0.0031239688 0.6265299472 0.0069218587
2450471.0000000000 1.1543972103 0.0042044396 0.6113918059 0.0088917164
2450472.0000000000 1.1456095702 0.0027509642 0.5991241800 0.0042071026
2450473.0000000000 1.1437737105 0.0024097856 0.5918213083 0.0058409077
2450474.0000000000 1.1382432475 0.0018724813 0.5862679521 0.0022548311
2450475.0000000000 1.1428547919 0.0029554313 0.5952206417 0.0047186198
2450476.0000000000 1.1384465986 0.0023167163 0.5951418745 0.0059966856
2450477.0000000000 1.1394642510 0.0021943638 0.5911462497 0.0018405116
2450478.0000000000 1.1424033032 0.0017227314 0.6110979571 0.0249798553
2450479.0000000000 1.1415784285 0.0016216739 0.6057208282 0.0056821837
2450480.0000000000 1.1378725243 0.0025967081 0.5975265051 0.0032130749
2450481.0000000000 1.1349606718 0.0020202819 0.5976541595 0.0044791218
2450482.0000000000 1.1519056068 0.0068198224 0.7056616030 0.0757940110
2450483.0000000000 1.1672047479 0.0022234352 0.7487418319 0.0362894429
2450484.0000000000 1.1726262993 0.0021609346 0.7605125533 0.0407518345
2450485.0000000000 1.1722425025 0.0021291934 0.7012305847 0.0133298013
2450486.0000000000 1.1750650503 0.0015564823 0.6942373961 0.0098614601
2450487.0000000000 1.1918773068 0.0041631210 0.7536466078 0.0162707446
2450488.0000000000 1.1971933086 0.0024936165 0.7370451368 0.0146984159
2450489.0000000000 1.1824071398 0.0043689018 0.7099697587 0.0130866687
2450490.0000000000 1.1640923200 0.0037624012 0.6509349538 0.0160178500
2450491.0000000000 1.1471545256 0.0030108053 0.6166256942 0.0049284721
2450492.0000000000 1.1400837687 0.0033531846 0.6032791673 0.0061096750
2450493.0000000000 1.1293080045 0.0017759794 0.5883275693 0.0022856971
2450494.0000000000 1.1279330274 0.0016250500 0.5859866927 0.0014559634
2450495.0000000000 1.1275031798 0.0010923014 0.5827597100 0.0024736099
2450496.0000000000 1.1256583148 0.0018621058 0.5778972541 0.0023859519
2450497.0000000000 1.1221821420 0.0029559751 0.5749888669 0.0065739492
2450498.0000000000 1.1330795029 0.0018718386 0.5975699304 0.0039957734
2450499.0000000000 1.1290228356 0.0021387073 0.6040234853 0.0451572054
2450500.0000000000 1.1346861679 0.0027209747 0.6468362271 0.0663317311
2450501.0000000000 1.1349919114 0.0025047478 0.6282984049 0.0129578625
2450502.0000000000 1.1496780469 0.0023576747 0.6373127283 0.0065979969
2450503.0000000000 1.1528943998 0.0026035734 0.7096481123 0.0916396962
2450504.0000000000 1.1558192624 0.0025461935 0.6516042008 0.0046915447
2450505.0000000000 1.1610555864 0.0026355547 0.6522324518 0.0085070764
2450506.0000000000 1.1585597593 0.0022307030 0.6447422659 0.0045252650
2450507.0000000000 1.1595656800 0.0022123463 0.6423284548 0.0023937679
2450508.0000000000 1.1540999354 0.0025238038 0.6376110523 0.0031997627
2450509.0000000000 1.1516858343 0.0019204038 0.6362118284 0.0019396926
2450510.0000000000 1.1511974978 0.0019975955 0.6392361064 0.0036094642
2450511.0000000000 1.1606626925 0.0036077001 0.6547727809 0.0089262628
2450512.0000000000 1.1740886317 0.0023492486 0.6875928880 0.0126079844
2450513.0000000000 1.1851929317 0.0034519537 0.7355754498 0.0224872646
2450514.0000000000 1.1961016217 0.0019305322 0.7899464525 0.0236349228
2450515.0000000000 1.1889250821 0.0021506014 0.7569890911 0.0102625951
2450516.0000000000 1.1913170124 0.0020698289 0.7519915485 0.0058224695
2450517.0000000000 1.1860558407 0.0025110833 0.8017686848 0.0550734437
2450518.0000000000 1.1846065961 0.0032988630 0.7356947323 0.0102591071
2450519.0000000000 1.1797414896 0.0022166971 0.7152084126 0.0118667070
2450520.0000000000 1.1744288004 0.0022158848 0.6959078445 0.0114614098
2450521.0000000000 1.1709382049 0.0020218852 0.6784241853 0.0040389105
2450522.0000000000 1.1670127470 0.0026487625 0.6804562365 0.0154381613
2450523.0000000000 1.1716938550 0.0018468779 0.6884097128 0.0060384907
2450524.0000000000 1.1680020062 0.0029325118 0.6841792726 0.0120690180
2450525.0000000000 1.1646641200 0.0020790814 0.6994676117 0.0169826195
2450526.0000000000 1.1617322509 0.0021319621 0.6728973449 0.0063445243
2450527.0000000000 1.1458193768 0.0028980231 0.6485199041 0.0073893064
2450528.0000000000 1.1353530078 0.0054809160 0.6198935197 0.0183085647
2450529.0000000000 1.1119307851 0.0037953007 0.5656673076 0.0101855279
2450530.0000000000 1.1018080879 0.0019473775 0.5520143201 0.0030750002
2450531.0000000000 1.0977363904 0.0019427724 0.5499470221 0.0045672158
2450532.0000000000 1.1006763608 0.0023854535 0.5566940023 0.0035595095
2450533.0000000000 1.0973918498 0.0018328155 0.5549432912 0.0051042397
2450534.0000000000 1.0936417453 0.0021046989 0.5587662349 0.0045769163
2450535.0000000000 1.1020883975 0.0044359368 0.6505891421 0.0619377991
2450536.0000000000 1.1165259645 0.0018391157 0.6588440202 0.0510363435
2450537.0000000000 1.1271311217 0.0039032447 0.6800803491 0.0262707483
2450538.0000000000 1.1318886726 0.0016672020 0.6622441123 0.0195151070
2450539.0000000000 1.1391625828 0.0052757286 0.6751398524 0.0307879726
2450540.0000000000 1.1643154617 0.0041403005 0.7844631192 0.2232750571
2450541.0000000000 1.1809862955 0.0050291448 0.8454317037 0.0504776154
2450542.0000000000 1.2016557388 0.0032732243 0.8583317692 0.0940191969
2450543.0000000000 1.2020602867 0.0020948602 0.7868178259 0.0103549992
2450544.0000000000 1.2080341372 0.0026533252 0.8146903888 0.0303243046
2450545.0000000000 1.2070636586 0.0075806638 0.7984109340 0.0274565243
2450546.0000000000 1.1944454662 0.0068723711 0.8674540076 0.2583107307
2450547.0000000000 1.1866407779 0.0018076994 0.7455069658 0.0116640174
2450548.0000000000 1.1860453733 0.0034147599 0.7799329529 0.0609688497
2450549.0000000000 1.1760409321 0.0051384802 0.7350454650 0.0205102879
2450550.0000000000 1.1613445059 0.0024849643 0.6943556907 0.0075827067
2450551.0000000000 1.1569523032 0.0022974131 0.6871577139 0.0136678466
2450552.0000000000 1.1610534040 0.0034605141 0.7386402267 0.0426253427
2450553.0000000000 1.1581212524 0.0032753997 0.7916561177 0.0581431496
2450554.0000000000 1.1543687252 0.0035926701 0.8021052233 0.0902311824
2450555.0000000000 1.1426462071 0.0051320882 0.7298586194 0.0344551470
2450556.0000000000 1.1142647139 0.0059475620 0.6460785232 0.0292306814
2450557.0000000000 1.1024312077 0.0026858574 0.5734857776 0.0155234315
2450558.0000000000 1.0966226175 0.0020472767 0.5547543353 0.0062340470
2450559.0000000000 1.0930159415 0.0075824649 0.5442263620 0.0063529071
2450560.0000000000 1.0934880401 0.0021482424 0.5523447447 0.0076687973
2450561.0000000000 1.0999982413 0.0014999147 0.5687567619 0.0057416034
2450562.0000000000 1.0899971550 0.0032939613 0.5614676760 0.0030230681
2450563.0000000000 1.0991897104 0.0024922321 0.5680827482 0.0039559840
2450564.0000000000 1.0985910427 0.0022878286 0.5696874641 0.0026567804
2450565.0000000000 1.1111047591 0.0036252588 0.6040840395 0.0266939643
2450566.0000000000 1.1356448866 0.0057213197 0.6498344694 0.0267388551
2450567.0000000000 1.1489988114 0.0019607760 0.6654445343 0.0041474245
2450568.0000000000 1.1505690596 0.0022981477 0.6745492146 0.0115914058
2450569.0000000000 1.1622421013 0.0032217632 0.7140463585 0.0120048164
2450570.0000000000 1.1595953306 0.0033302157 0.6882520299 0.0099092021
2450571.0000000000 1.1574826222 0.0026074580 0.6698204772 0.0076130800
2450572.0000000000 1.1508086298 0.0021909948 0.6602229071 0.0070660368
2450573.0000000000 1.1458384611 0.0019448701 0.6747369297 0.0132492887
2450574.0000000000 1.1556153322 0.0028810790 0.7033650103 0.0300290884
2450575.0000000000 1.1537568709 0.0026060172 0.6761062627 0.0089954513
2450576.0000000000 1.1453467980 0.0026306529 0.6664780136 0.0241779735
2450577.0000000000 1.1423255253 0.0033014057 0.6534105802 0.0080150257
2450578.0000000000 1.1317516785 0.0019565453 0.6347826194 0.0061533530
2450579.0000000000 1.1271241363 0.0015613064 0.6451746992 0.0189350226
2450580.0000000000 1.1293394844 0.0015315499 0.6407832935 0.0099658155
2450581.0000000000 1.1219838480 0.0038417259 0.6679044093 0.0883353448
2450582.0000000000 1.1263179221 0.0029861271 0.6687241729 0.0274780868
2450583.0000000000 1.1291844160 0.0031448188 0.6654258402 0.0353272553
2450584.0000000000 1.1253998934 0.0021459822 0.6348507103 0.0108080600
2450585.0000000000 1.1230595655 0.0023676759 0.6233785876 0.0110687750
2450586.0000000000 1.1253618097 0.0024513020 0.6548836422 0.0299334434
2450587.0000000000 1.1273045115 0.0035201824 0.6464287453 0.0162725021
2450588.0000000000 1.1364647324 0.0020985894 0.6778601604 0.0265044592
2450589.0000000000 1.1406943164 0.0043917224 0.7329573834 0.1100386874
2450590.0000000000 1.1653160499 0.0081097467 1.0050604512 0.3591028575
2450591.0000000000 1.1731832952 0.0043084142 0.8683603790 0.0284677870
2450592.0000000000 1.1866729429 0.0024938778 0.8554620853 0.0286345712
2450593.0000000000 1.1975772820 0.0023030282 0.8401265194 0.0226617398
2450594.0000000000 1.2033395530 0.0039469365 0.8905913774 0.1022411050
2450595.0000000000 1.2175885588 0.0039647141 0.9691081964 0.0499353217
2450596.0000000000 1.2321217731 0.0051304283 1.0620824181 0.1753718703
2450597.0000000000 1.2189254875 0.0044349409 0.9211913867 0.0753770172
