# date[JD] transmitted_flux_171[arb.units] transmitted_flux_171_unc[arb.units] transmitted_flux_195[arb.units] transmitted_flux_195_unc[arb.units] transmitted_flux_284[arb.units] transmitted_flux_284_unc[arb.units] transmitted_flux_304[arb.units] transmitted_flux_304_unc[arb.units] transmitted_flux_sumEITBands[arb.units] transmitted_flux_sumEITBands_unc[arb.units]
2.457895000000000000e+06 1.063475973771196349e-14 3.190427921313589916e-15 8.069546217211522084e-15 2.420863865163456467e-15 1.273189377999003235e-16 3.819568133997010198e-17 2.059328123061287767e-15 6.177984369183864485e-16 2.089095301578467308e-14 6.267285904735403501e-15
2.457896000000000000e+06 1.065528517309084589e-14 3.196585551927253608e-15 8.104538962742392835e-15 2.431361688822717220e-15 1.287468920662244826e-16 3.862406761986733493e-17 2.063175764198617608e-15 6.189527292595852430e-16 2.095174679209807763e-14 6.285524037629422974e-15
2.457897000000000000e+06 1.072311606592201009e-14 3.216934819776602789e-15 8.220108807018039109e-15 2.466032642105411259e-15 1.335800691825959186e-16 4.007402075477877434e-17 2.075985070914295051e-15 6.227955212742884364e-16 2.115279001303693888e-14 6.345837003911081191e-15
2.457898000000000000e+06 1.076839190205217618e-14 3.230517570615653011e-15 8.297382399710394474e-15 2.489214719913117632e-15 1.366101653604378791e-16 4.098304960813135634e-17 2.084374040268261270e-15 6.253122120804785389e-16 2.128675850739127000e-14 6.386027552217381315e-15
2.457899000000000000e+06 1.084447335364303092e-14 3.253342006092909356e-15 8.427213193527311214e-15 2.528163958058192970e-15 1.417558082578291885e-16 4.252674247734875161e-17 2.098516289395445309e-15 6.295548868186336716e-16 2.151195864482361824e-14 6.453587593447085945e-15
2.457900000000000000e+06 1.089781616195578493e-14 3.269344848586735873e-15 8.518201573783167028e-15 2.555460472134949320e-15 1.453947168598159517e-16 4.361841505794478797e-17 2.108456277913641808e-15 6.325368833740924831e-16 2.166986873051240683e-14 6.500960619153722365e-15
2.457901000000000000e+06 1.093538423948740591e-14 3.280615271846220985e-15 8.582295296637115843e-15 2.574688588991133964e-15 1.478978624170014666e-16 4.436935872510043629e-17 2.115408251019625314e-15 6.346224753058877125e-16 2.178098564956114144e-14 6.534295694868344325e-15
2.457902000000000000e+06 1.080885724022675095e-14 3.242657172068024734e-15 8.366069064823112192e-15 2.509820719446932869e-15 1.398727266560903790e-16 4.196181799682711369e-17 2.092326549032252707e-15 6.276979647096758122e-16 2.140712558073820384e-14 6.422137674221460837e-15
2.457903000000000000e+06 1.077572159739939027e-14 3.232716479219817001e-15 8.309852689387174427e-15 2.492955806816152407e-15 1.371600303337434214e-16 4.114800910012302765e-17 2.085781038040630787e-15 6.257343114121889404e-16 2.130851535516094284e-14 6.392554606548281591e-15
2.457904000000000000e+06 1.069204495914226600e-14 3.207613487742679090e-15 8.167160365614788395e-15 2.450148109684436045e-15 1.313801556941694182e-16 3.941404670825082299e-17 2.070128875686263806e-15 6.210386627058790630e-16 2.106071435613748912e-14 6.318214306841246105e-15
2.457905000000000000e+06 1.067880627052657446e-14 3.203641881157972655e-15 8.144422923308147553e-15 2.443326876992445291e-15 1.306204906860724042e-16 3.918614720582171263e-17 2.067778795020905274e-15 6.203336385062715625e-16 2.102162847954170204e-14 6.306488543862510611e-15
2.457906000000000000e+06 1.089530108238685483e-14 3.268590324716056291e-15 8.513088018597705879e-15 2.553926405579311764e-15 1.458088944093212412e-16 4.374266832279636744e-17 2.108427448649884176e-15 6.325282345949652527e-16 2.166262544404376408e-14 6.498787633213128750e-15
2.457907000000000000e+06 1.072625389525156182e-14 3.217876168575468310e-15 8.224754854889012100e-15 2.467426456466703236e-15 1.347555266389717191e-16 4.042665799169151942e-17 2.077347000843024756e-15 6.232041002529073281e-16 2.116311127762256869e-14 6.348933383286769820e-15
2.457908000000000000e+06 1.062998746553296020e-14 3.188996239659888377e-15 8.061170969428014134e-15 2.418351290828403846e-15 1.272943837575153232e-16 3.818831512725459080e-17 2.058682345368831648e-15 6.176047036106492579e-16 2.087713516408732496e-14 6.263140549226196225e-15
2.457909000000000000e+06 1.062792556724088555e-14 3.188377670172264718e-15 8.057796179372435907e-15 2.417338853811730693e-15 1.269804395077015299e-16 3.809413185231045775e-17 2.058159163800250689e-15 6.174477491400751672e-16 2.087086134992127311e-14 6.261258404976381301e-15
2.457910000000000000e+06 1.064959720689635362e-14 3.194879162068906165e-15 8.094312248715586109e-15 2.428293674614676148e-15 1.289974488409485790e-16 3.869923465228457862e-17 2.062636335301171509e-15 6.187909005903514329e-16 2.093554323975406275e-14 6.280662971926218509e-15
2.457911000000000000e+06 1.069425761741918789e-14 3.208277285225755658e-15 8.170933594387868957e-15 2.451280078316360845e-15 1.315360261257719982e-16 3.946080783773158713e-17 2.070545421631545520e-15 6.211636264894635180e-16 2.106727265956437600e-14 6.320181797869311694e-15
2.457912000000000000e+06 1.061728034777360296e-14 3.185184104332080810e-15 8.039225102890795355e-15 2.411767530867238370e-15 1.268131959938297717e-16 3.804395879814893275e-17 2.056632049321481880e-15 6.169896147964446627e-16 2.083995069597970807e-14 6.251985208793912264e-15
2.457913000000000000e+06 1.059228120859727751e-14 3.177684362579183885e-15 7.997023899287434583e-15 2.399107169786230296e-15 1.245011633804070688e-16 3.735034901412211694e-17 2.051477580438362905e-15 6.154432741315088124e-16 2.076528385170348335e-14 6.229585155511045006e-15
2.457914000000000000e+06 1.060013334979627818e-14 3.180040004938883296e-15 8.010275686272513557e-15 2.403082705881754304e-15 1.252413968315886982e-16 3.757241904947659836e-17 2.053108292214455879e-15 6.159324876643367636e-16 2.078875872511483688e-14 6.236627617534450906e-15
2.457915000000000000e+06 1.071660343992211577e-14 3.214981031976634416e-15 8.209098294379063450e-15 2.462729488313718877e-15 1.329952010947201686e-16 3.989856032841605675e-17 2.074656010577949476e-15 6.223968031733850795e-16 2.113335294597384761e-14 6.340005883792155545e-15
2.457916000000000000e+06 1.075004455896973643e-14 3.225013367690920613e-15 8.266155351872266941e-15 2.479846605561679293e-15 1.352646591353948174e-16 4.057939774061842921e-17 2.080878251374476060e-15 6.242634754123428969e-16 2.123234282135187023e-14 6.369702846405562015e-15
2.457917000000000000e+06 1.080190875142607027e-14 3.240572625427821001e-15 8.354594574464263166e-15 2.506378372339278871e-15 1.388560909163029288e-16 4.165682727489087371e-17 2.090587346864341011e-15 6.271762040593021652e-16 2.138594676367097856e-14 6.415784029101292936e-15
2.457918000000000000e+06 1.076998737119296139e-14 3.230996211357888103e-15 8.300163943181806210e-15 2.490049182954542494e-15 1.366389365307826214e-16 4.099168095923478890e-17 2.084605676811688248e-15 6.253817030435066320e-16 2.129139592771724121e-14 6.387418778315170785e-15
2.457919000000000000e+06 1.072637295079230217e-14 3.217911885237690414e-15 8.225692684043039211e-15 2.467707805212911211e-15 1.337700360901837776e-16 4.013101082705512341e-17 2.076565810916941646e-15 6.229697432750825530e-16 2.116240148184246809e-14 6.348720444552739795e-15
2.457920000000000000e+06 1.069543572149856207e-14 3.208630716449568305e-15 8.172606496451302047e-15 2.451781948935391403e-15 1.320964834910400477e-16 3.962894504731200816e-17 2.071158190671697553e-15 6.213474572015091278e-16 2.107129689211259831e-14 6.321389067633780283e-15
2.457921000000000000e+06 1.060069403219368330e-14 3.180208209658105304e-15 8.011247992770040629e-15 2.403374397831012189e-15 1.252578371684988386e-16 3.757735115054965033e-17 2.053195312221022072e-15 6.159585936663068978e-16 2.079039517435324572e-14 6.237118552305973875e-15
2.457922000000000000e+06 1.062642021123025104e-14 3.187926063369075471e-15 8.055269167351032484e-15 2.416580750205310297e-15 1.268157065648106887e-16 3.804471196944321031e-17 2.057827410031258836e-15 6.173482230093777296e-16 2.086633249517735362e-14 6.259899748553205297e-15
2.457923000000000000e+06 1.063671115277881916e-14 3.191013345833645670e-15 8.072799240877128020e-15 2.421839772263137775e-15 1.275653436487490326e-16 3.826960309462470856e-17 2.059784862266667198e-15 6.179354586800000017e-16 2.089686059957136297e-14 6.269058179871408260e-15
2.457924000000000000e+06 1.068149080618081335e-14 3.204447241854243925e-15 8.149213128514974051e-15 2.444763938554492846e-15 1.305791683938630700e-16 3.917375051815892841e-17 2.068095868208547937e-15 6.204287604625641051e-16 2.102937897129819954e-14 6.308813691389460335e-15
2.457925000000000000e+06 1.069555121066782499e-14 3.208665363200346945e-15 8.173095528116767585e-15 2.451928658435030749e-15 1.316876771020843601e-16 3.950630313062531171e-17 2.070838297752250356e-15 6.212514893256751067e-16 2.107117271363893084e-14 6.321351814091678463e-15
2.457926000000000000e+06 1.079648831713389788e-14 3.238946495140169681e-15 8.345928133072452155e-15 2.503778439921734858e-15 1.376609427446896698e-16 4.129828282340691572e-17 2.088900956088749049e-15 6.266702868266248133e-16 2.136897834903978656e-14 6.410693504711936600e-15
2.457927000000000000e+06 1.069109405954283933e-14 3.207328217862851483e-15 8.165692641876812787e-15 2.449707792563044309e-15 1.311020416141641796e-16 3.933061248424924895e-17 2.069777331235429115e-15 6.209331993706285569e-16 2.105766607426924854e-14 6.317299822280773142e-15
2.457928000000000000e+06 1.065613041766242507e-14 3.196839125298727283e-15 8.105915667762157584e-15 2.431774700328646960e-15 1.289060336911633591e-16 3.867181010734902005e-17 2.063416646399218881e-15 6.190249939197658614e-16 2.095436876551496205e-14 6.286310629654488459e-15
2.457929000000000000e+06 1.059216528415013290e-14 3.177649585245039475e-15 7.996805328278921578e-15 2.399041598483676158e-15 1.245194922425867414e-16 3.735584767277602612e-17 2.051477121771626665e-15 6.154431365314881769e-16 2.076496722644326754e-14 6.229490167932981050e-15
2.457930000000000000e+06 1.056941552266735536e-14 3.170824656800206687e-15 7.958053265529575946e-15 2.387415979658872863e-15 1.228925482068624093e-16 3.686776446205872402e-17 2.047176786941391474e-15 6.141530360824175212e-16 2.069753812334518460e-14 6.209261437003556010e-15
2.457931000000000000e+06 1.059847473495281938e-14 3.179542420485845971e-15 8.007655405617258888e-15 2.402296621685177509e-15 1.248324528986067574e-16 3.744973586958202354e-17 2.052556882622140652e-15 6.157670647866420971e-16 2.078351947609082328e-14 6.235055842827247458e-15
2.457932000000000000e+06 1.056589462139190104e-14 3.169768386417570944e-15 7.951988650154882102e-15 2.385596595046463684e-15 1.227335936993760774e-16 3.682007810981282321e-17 2.046586794574436537e-15 6.139760383723309611e-16 2.068720365982059717e-14 6.206161097946178203e-15
2.457933000000000000e+06 1.048518622822776104e-14 3.145555868468328865e-15 7.814297905054928752e-15 2.344289371516477995e-15 1.172381614230421307e-16 3.517144842691264045e-17 2.031554895375209811e-15 6.094664686125630419e-16 2.044827719008094339e-14 6.134483157024282228e-15
2.457934000000000000e+06 1.042223960743121842e-14 3.126671882229365527e-15 7.706980882760983481e-15 2.312094264828295044e-15 1.128614551728626051e-16 3.385843655185877292e-17 2.019757584793859945e-15 6.059272754381577665e-16 2.026183953015892904e-14 6.078551859047677449e-15
2.457935000000000000e+06 1.038697948885980718e-14 3.116093846657941681e-15 7.646787576868730428e-15 2.294036273060618971e-15 1.105068021375781741e-16 3.315204064127345716e-17 2.013227778439931894e-15 6.039683335319793906e-16 2.015750164630604795e-14 6.047250493891813437e-15
2.457936000000000000e+06 1.038914258802615500e-14 3.116742776407846659e-15 7.650468188492161976e-15 2.295140456547647646e-15 1.106730190031764451e-16 3.320190570095293105e-17 2.013646279610314715e-15 6.040938838830944540e-16 2.016393007513180864e-14 6.049179022539540858e-15
2.457937000000000000e+06 1.039762670535965343e-14 3.119288011607895554e-15 7.664944441501950394e-15 2.299483332450584803e-15 1.112509196342928508e-16 3.337527589028784539e-17 2.015227116095401936e-15 6.045681348286207780e-16 2.018904918259129873e-14 6.056714754777389461e-15
2.457938000000000000e+06 1.042315478585233945e-14 3.126946435755701442e-15 7.708362628349574410e-15 2.312508788504871534e-15 1.131768937446839790e-16 3.395306812340518014e-17 2.020135409790514204e-15 6.060406229371541427e-16 2.026482971773710677e-14 6.079448915321131874e-15
2.457939000000000000e+06 1.055914711821545320e-14 3.167744135464636038e-15 7.940338547551198481e-15 2.382101564265359387e-15 1.224118956961844711e-16 3.672356870885534504e-17 2.045444786539265915e-15 6.136334359617797547e-16 2.066734234800210470e-14 6.200202704400630148e-15
2.457940000000000000e+06 1.052252606925166933e-14 3.156757820775501192e-15 7.877831286836714533e-15 2.363349386051015307e-15 1.200157228322538479e-16 3.600471684967615437e-17 2.038701989801582364e-15 6.116105969404747487e-16 2.055907506872222251e-14 6.167722520616667069e-15
2.457941000000000000e+06 1.052641217917335364e-14 3.157923653752006250e-15 7.884416375595426981e-15 2.365324912678627542e-15 1.203476494180765656e-16 3.610429482542296229e-17 2.039481114431088066e-15 6.118443343293264396e-16 2.057065731861794346e-14 6.171197195585382405e-15
2.457942000000000000e+06 1.072113499619029074e-14 3.216340498857086908e-15 8.216775428163987980e-15 2.465032628449196552e-15 1.333783944231611200e-16 4.001351832694833352e-17 2.075560748401817908e-15 6.226682245205454711e-16 2.114684956717925837e-14 6.344054870153777511e-15
2.457943000000000000e+06 1.078109479211363540e-14 3.234328437634090306e-15 8.318695578397215358e-15 2.495608673519163897e-15 1.379959220545285641e-16 4.139877661635856924e-17 2.087167144827310926e-15 6.261501434481935539e-16 2.132495343739268742e-14 6.397486031217806856e-15
2.457944000000000000e+06 1.093394632339294753e-14 3.280183897017884181e-15 8.579588096355312531e-15 2.573876428906593602e-15 1.480289211840294196e-16 4.440867635520882095e-17 2.115302900183897823e-15 6.345908700551693468e-16 2.177686624111618679e-14 6.533059872334855247e-15
2.457945000000000000e+06 1.083674781887738430e-14 3.251024345663214816e-15 8.413793029178050365e-15 2.524137908753415189e-15 1.415614370596358180e-16 4.246843111789074170e-17 2.097348877232286894e-15 6.292046631696859105e-16 2.148945116234735614e-14 6.446835348704207316e-15
2.457946000000000000e+06 1.081927555338479484e-14 3.245782666015438296e-15 8.384150807964038576e-15 2.515245242389211652e-15 1.401267104068948216e-16 4.203801312206844032e-17 2.093892634905397542e-15 6.281677904716193217e-16 2.143744570666112302e-14 6.431233711998336434e-15
2.457947000000000000e+06 1.083253179308234757e-14 3.249759537924704430e-15 8.406663822720532099e-15 2.521999146816159866e-15 1.411846546731637434e-16 4.235539640194912057e-17 2.096489908716298768e-15 6.289469726148896501e-16 2.147687017919234115e-14 6.443061053757702660e-15
2.457948000000000000e+06 1.091045336316064202e-14 3.273136008948192134e-15 8.539560504850783975e-15 2.561868151455235272e-15 1.465028635989610340e-16 4.395085907968830897e-17 2.111013505891962384e-15 6.333040517675886165e-16 2.170753023750234597e-14 6.512259071250703474e-15
2.457949000000000000e+06 1.114128388387809500e-14 3.342385165163428656e-15 8.935845309294690014e-15 2.680753592788406531e-15 1.622244036364381451e-16 4.866732109093145461e-17 2.154126006880483953e-15 6.462378020641450083e-16 2.239347960368970247e-14 6.718043881106911373e-15
2.457950000000000000e+06 1.102124707916342514e-14 3.306374123749027699e-15 8.728636507036896850e-15 2.618590952111069134e-15 1.539159341471620184e-16 4.617478024414859444e-17 2.131543047202652849e-15 6.394629141607957759e-16 2.203534256755013641e-14 6.610602770265040766e-15
2.457951000000000000e+06 1.115157005864948578e-14 3.345471017594846444e-15 8.950574057894517495e-15 2.685172217368354696e-15 1.631772258364796829e-16 4.895316775094389747e-17 2.156107840132427104e-15 6.468323520397279340e-16 2.242142918251290903e-14 6.726428754753873971e-15
2.457952000000000000e+06 1.106665172287203169e-14 3.319995516861609508e-15 8.806156135163579188e-15 2.641846840549073914e-15 1.568342011692404726e-16 4.705026035077213315e-17 2.139847723630003279e-15 6.419543170890007273e-16 2.216948978283485261e-14 6.650846934850455784e-15
2.457953000000000000e+06 1.104800079517330516e-14 3.314400238551991312e-15 8.773960797567394500e-15 2.632188239270217877e-15 1.561921962605050179e-16 4.685765887815149059e-17 2.136882543210304619e-15 6.410647629630914645e-16 2.211503633221151198e-14 6.634510899663453438e-15
2.457954000000000000e+06 1.079312461494271499e-14 3.237937384482814104e-15 8.339319909640853724e-15 2.501795972892256038e-15 1.388890256190809574e-16 4.166670768572428598e-17 2.089472330596469154e-15 6.268416991789410814e-16 2.136080588079911930e-14 6.408241764239735158e-15
2.457955000000000000e+06 1.058043559511689539e-14 3.174130678535068382e-15 7.976483467812513915e-15 2.392945040343754096e-15 1.241650151015083428e-16 3.724950453045249668e-17 2.049656985442529284e-15 6.148970956327587656e-16 2.073074106347344558e-14 6.219222319042033043e-15
2.457956000000000000e+06 1.042679025300557575e-14 3.128037075901672725e-15 7.714534127434679945e-15 2.314360238230404694e-15 1.134568037404778644e-16 3.403704112214336302e-17 2.020838253437397730e-15 6.062514760312195557e-16 2.027561943761813193e-14 6.082685831285439579e-15
2.457957000000000000e+06 1.046264695795909405e-14 3.138794087387728057e-15 7.775808915640858597e-15 2.332742674692257500e-15 1.157617430640719713e-16 3.472852291922159017e-17 2.027405209738745457e-15 6.082215629216236372e-16 2.038162282640276620e-14 6.114486847920830335e-15
2.457958000000000000e+06 1.048936376960849053e-14 3.146809130882546528e-15 7.821367923462950974e-15 2.346410377038884898e-15 1.176111339556389494e-16 3.528334018669167988e-17 2.032406284831890688e-15 6.097218854495670290e-16 2.046074911185896767e-14 6.138224733557690615e-15
2.457959000000000000e+06 1.042248944279838425e-14 3.126746832839515432e-15 7.707255800807951041e-15 2.312176740242385233e-15 1.130823245526218995e-16 3.392469736578656123e-17 2.019970663561676068e-15 6.059911990685027809e-16 2.026279823172063161e-14 6.078839469516189324e-15
2.457960000000000000e+06 1.036905555072503469e-14 3.110716665217509854e-15 7.616166927518747501e-15 2.284850078255625039e-15 1.093543890843946896e-16 3.280631672531840810e-17 2.009945794551552513e-15 6.029837383654656159e-16 2.010452266187972997e-14 6.031356798563918202e-15
2.457961000000000000e+06 1.032465326001433247e-14 3.097395978004299584e-15 7.540454194070464411e-15 2.262136258221139165e-15 1.062789288925936778e-16 3.188367866777809716e-17 2.001633061070738250e-15 6.004899183212213960e-16 1.997301944404812945e-14 5.991905833214438519e-15
2.457962000000000000e+06 1.033790410829373514e-14 3.101371232488120465e-15 7.563095180726942671e-15 2.268928554218083669e-15 1.071343095094678031e-16 3.214029285284033723e-17 2.004062846151734505e-15 6.012188538455202528e-16 2.001219644468188346e-14 6.003658933404563935e-15
2.457963000000000000e+06 1.035838752605393743e-14 3.107516257816180913e-15 7.598015365631037054e-15 2.279404609689310564e-15 1.085639820058533685e-16 3.256919460175601056e-17 2.007906487100198749e-15 6.023719461300593289e-16 2.007287336079102564e-14 6.021862008237307692e-15
2.457964000000000000e+06 1.040000773505601028e-14 3.120002320516803083e-15 7.669055873334753258e-15 2.300716762000425662e-15 1.113445351619889362e-16 3.340336054859667962e-17 2.015614567327848063e-15 6.046843701983542414e-16 2.019602271088059898e-14 6.058806813264180325e-15
2.457965000000000000e+06 1.045706099054344409e-14 3.137118297163032833e-15 7.766317521217450613e-15 2.329895256365235342e-15 1.153212084589261995e-16 3.459636253767784505e-17 2.026314991558901832e-15 6.078944974676704903e-16 2.036501471177872269e-14 6.109504413533616017e-15
2.457966000000000000e+06 1.057557420735194464e-14 3.172672262205584022e-15 7.968147844573422981e-15 2.390444353372026816e-15 1.239039282314891072e-16 3.717117846944673339e-17 2.048809166886480794e-15 6.146427500659441987e-16 2.071643514704333860e-14 6.214930544113000950e-15
2.457967000000000000e+06 1.071076352215035030e-14 3.213229056645105249e-15 8.198616601474058104e-15 2.459584980442217983e-15 1.333421567332752658e-16 4.000264701998257110e-17 2.074179018203228764e-15 6.222537054609683332e-16 2.111690129856091123e-14 6.335070389568273526e-15
2.457968000000000000e+06 1.064431071711009906e-14 3.193293215133029638e-15 8.085802043288975873e-15 2.425740612986692604e-15 1.280260942977197048e-16 3.840782828931590650e-17 2.061153362603910495e-15 6.183460087811734247e-16 2.091929221730070609e-14 6.275787665190211512e-15
2.457969000000000000e+06 1.064217063872779752e-14 3.192651191618339572e-15 8.082170955988226535e-15 2.424651286796467645e-15 1.278441145726744877e-16 3.835323437180235249e-17 2.060725071070751633e-15 6.182175213212257266e-16 2.091291078035945148e-14 6.273873234107834341e-15
2.457970000000000000e+06 1.064572556186666770e-14 3.193717668560000861e-15 8.088292421510198363e-15 2.426487726453059036e-15 1.280095189384100805e-16 3.840285568152302046e-17 2.061324493214587399e-15 6.183973479643762196e-16 2.092335199552985964e-14 6.277005598658959156e-15
2.457971000000000000e+06 1.062420472379840953e-14 3.187261417139522306e-15 8.051554658531166632e-15 2.415466397559349989e-15 1.265810301889407310e-16 3.797430905668221683e-17 2.057346533573223988e-15 6.172039600719672160e-16 2.085968694609174021e-14 6.257906083827522221e-15
2.457972000000000000e+06 1.059689015835162315e-14 3.179067047505486473e-15 8.004982203216741035e-15 2.401494660965022074e-15 1.246778380354347358e-16 3.740335141063042322e-17 2.052223421695942696e-15 6.156670265087830062e-16 2.077877362129974059e-14 6.233632086389922333e-15
2.457973000000000000e+06 1.057295827988167880e-14 3.171887483964503719e-15 7.964170253509945240e-15 2.389251076052983099e-15 1.230331770799499033e-16 3.690995312398497099e-17 2.047754059371691077e-15 6.143262178115072245e-16 2.070791576984326500e-14 6.212374730952979814e-15
2.457974000000000000e+06 1.052087764445072987e-14 3.156263293335218646e-15 7.875199245832215904e-15 2.362559773749664850e-15 1.196479481246345664e-16 3.589438443739036993e-17 2.038185495748821595e-15 6.114556487246461827e-16 2.055391033415640031e-14 6.166173100246920566e-15
2.457975000000000000e+06 1.051699811712763581e-14 3.155099435138290507e-15 7.868690802989343757e-15 2.360607240896803522e-15 1.192386436384344724e-16 3.577159309153033555e-17 2.037344511799357868e-15 6.112033535398072619e-16 2.054227207555477632e-14 6.162681622666431004e-15
2.457976000000000000e+06 1.050699728558244385e-14 3.152099185674732682e-15 7.851541212761165772e-15 2.355462363828350836e-15 1.186770346177397030e-16 3.560311038532190351e-17 2.035579345469459758e-15 6.106738036408377500e-16 2.051279487843081138e-14 6.153838463529243098e-15
2.457977000000000000e+06 1.051694204319022814e-14 3.155082612957068283e-15 7.868593991524287136e-15 2.360578197457286456e-15 1.192322598149239912e-16 3.576967794447718998e-17 2.037331913996488825e-15 6.111995741989466869e-16 2.054210020852593038e-14 6.162630062557778641e-15
2.457978000000000000e+06 1.052466500075655075e-14 3.157399500226965618e-15 7.881748516861935973e-15 2.364524555058580792e-15 1.197868915814489937e-16 3.593606747443469810e-17 2.038793618772410436e-15 6.116380856317231308e-16 2.056499402797234800e-14 6.169498208391703610e-15
2.457979000000000000e+06 1.051314721852908735e-14 3.153944165558725891e-15 7.862099660321758772e-15 2.358629898096528578e-15 1.190078837038435478e-16 3.570236511115307050e-17 2.036653325435065727e-15 6.109959976305196985e-16 2.053090808798975612e-14 6.159272426396926677e-15
2.457980000000000000e+06 1.059516010829018734e-14 3.178548032487056279e-15 8.001373029149072641e-15 2.400411908744721871e-15 1.255537931722589029e-16 3.766613795167765979e-17 2.052716745596683886e-15 6.158150236790052052e-16 2.077480367620820358e-14 6.232441102862460442e-15
2.457981000000000000e+06 1.064357282128719834e-14 3.193071846386159659e-15 8.084249535527608765e-15 2.425274860658281919e-15 1.283332120057504363e-16 3.849996360172513460e-17 2.061303414503022328e-15 6.183910243509065997e-16 2.091745898332357580e-14 6.275237694997072740e-15
2.457982000000000000e+06 1.071783971537640881e-14 3.215351914612922644e-15 8.211283044922439815e-15 2.463384913476732576e-15 1.329707738102319489e-16 3.989123214306958466e-17 2.074797233182033180e-15 6.224391699546097961e-16 2.113689076729111955e-14 6.341067230187334760e-15
2.457983000000000000e+06 1.059118843872498100e-14 3.177356531617494064e-15 7.994918002761657391e-15 2.398475400828496744e-15 1.247755277190000342e-16 3.743265831570001272e-17 2.051560221210756449e-15 6.154680663632268557e-16 2.076244219041639411e-14 6.228732657124917602e-15
2.457984000000000000e+06 1.069035898691821371e-14 3.207107696075464114e-15 8.164231860041279710e-15 2.449269558012383834e-15 1.311542636250584277e-16 3.934627908751752708e-17 2.069747175641616736e-15 6.209241526924849026e-16 2.105549228622616800e-14 6.316647685867849768e-15
2.457985000000000000e+06 1.102846372218759832e-14 3.308539116656279418e-15 8.740574557163491186e-15 2.622172367149047356e-15 1.548055931539641618e-16 4.644167794618925225e-17 2.133179820005217642e-15 6.399539460015655686e-16 2.205702369251026954e-14 6.617107107753080072e-15
2.457986000000000000e+06 1.118913345379251094e-14 3.356740036137752572e-15 9.014812808221322712e-15 2.704443842466396025e-15 1.653262633667650107e-16 4.959787901002949704e-17 2.162722664552654415e-15 6.488167993657964034e-16 2.253199518993325150e-14 6.759598556979974503e-15
2.457987000000000000e+06 1.101064692385795159e-14 3.303194077157385476e-15 8.710252730917347597e-15 2.613075819275204279e-15 1.534712611601277165e-16 4.604137834803831372e-17 2.129800534084909437e-15 6.389401602254725747e-16 2.200417145002033298e-14 6.601251435006099737e-15
2.457988000000000000e+06 1.084684212114731592e-14 3.254052636344194539e-15 8.430419820785238716e-15 2.529125946235570826e-15 1.431128869199484515e-16 4.293386607598452804e-17 2.099936713538774171e-15 6.299810140616322512e-16 2.152031154239127420e-14 6.456093462717382576e-15
2.457989000000000000e+06 1.079699170568625380e-14 3.239097511705876378e-15 8.346020126476944689e-15 2.503806037943084117e-15 1.387497886502369275e-16 4.162493659507107208e-17 2.089860617083654883e-15 6.269581851250965437e-16 2.137162223789709203e-14 6.411486671369127451e-15
2.457990000000000000e+06 1.071244265977114327e-14 3.213732797931342585e-15 8.201570197874544092e-15 2.460471059362363464e-15 1.328817914119238077e-16 3.986453742357713862e-17 2.074006882074698778e-15 6.222020646224094164e-16 2.112090153113231145e-14 6.336270459339693276e-15
2.457991000000000000e+06 1.075172965862646314e-14 3.225518897587938863e-15 8.268488757716130738e-15 2.480546627314838827e-15 1.360511086840504735e-16 4.081533260521514821e-17 2.081734921163654153e-15 6.245204763490960683e-16 2.123800444619029799e-14 6.371401333857089554e-15
2.457992000000000000e+06 1.079117080430653490e-14 3.237351241291959917e-15 8.336108549299687891e-15 2.500832564789906604e-15 1.383576186848537748e-16 4.150728560545613490e-17 2.088777714711939167e-15 6.266333144135817896e-16 2.135441468700302017e-14 6.406324406100904630e-15
2.457993000000000000e+06 1.089340175619227525e-14 3.268020526857681944e-15 8.510656714965921928e-15 2.553197014489776500e-15 1.451158231261942043e-16 4.353474693785825882e-17 2.107652112477560315e-15 6.322956337432681931e-16 2.165682640676195434e-14 6.497047922028585512e-15
2.457994000000000000e+06 1.093637403240537566e-14 3.280912209721612462e-15 8.583500466284585694e-15 2.575050139885375235e-15 1.487089466796963038e-16 4.461268400390889361e-17 2.116202020857957610e-15 6.348606062573873028e-16 2.178478546622761150e-14 6.535435639868283449e-15
2.457995000000000000e+06 1.115352182143791546e-14 3.346056546431373927e-15 8.954394491943494449e-15 2.686318347583048256e-15 1.628625825795350531e-16 4.885877477386051592e-17 2.156127986980162120e-15 6.468383960940485769e-16 2.242690688294110732e-14 6.728072064882331251e-15
2.457996000000000000e+06 1.106431458893691535e-14 3.319294376681074368e-15 8.801765543999476131e-15 2.640529663199842682e-15 1.574472184184237236e-16 4.723416552552711216e-17 2.140051694754479493e-15 6.420155084263437297e-16 2.216357904610929512e-14 6.649073713832787904e-15
2.457997000000000000e+06 1.108626632351153391e-14 3.325879897053460884e-15 8.839338142975972359e-15 2.651801442892791944e-15 1.587451350451965818e-16 4.762354051355897085e-17 2.143979930158371908e-15 6.431939790475112765e-16 2.222832953169107454e-14 6.668498859507322835e-15
2.457998000000000000e+06 1.118485487003033112e-14 3.355456461009098785e-15 9.007285732808823321e-15 2.702185719842647312e-15 1.658021534460621572e-16 4.974064603381863731e-17 2.162623782927207362e-15 6.487871348781621691e-16 2.252056653921242382e-14 6.756169961763727618e-15
