#t_obs[JD] flux[W/m^2] flux_unc[W/m^2]
2453361.000000 1361.426000 0.171000
2453362.000000 1361.532000 0.163000
2453363.000000 1361.592000 0.166000
2453364.000000 1361.651000 0.165000
2453365.000000 1361.639000 0.163000
2453366.000000 1361.599000 0.156000
2453367.000000 1361.562000 0.152000
2453368.000000 1361.524000 0.156000
2453369.000000 1361.493000 0.153000
2453370.000000 1361.459000 0.156000
2453371.000000 1361.431000 0.151000
2453372.000000 1361.373000 0.157000
2453373.000000 1361.314000 0.158000
2453374.000000 1361.295000 0.158000
2453375.000000 1361.302000 0.152000
2453376.000000 1361.317000 0.146000
2453377.000000 1361.341000 0.146000
2453378.000000 1361.347000 0.141000
2453379.000000 1361.261000 0.143000
2453380.000000 1361.155000 0.136000
2453381.000000 1360.863000 0.145000
2453382.000000 1360.511000 0.149000
2453383.000000 1360.148000 0.151000
2453384.000000 1359.763000 0.144000
2453385.000000 1359.524000 0.139000
2453386.000000 1359.578000 0.145000
2453387.000000 1359.706000 0.144000
2453388.000000 1360.296000 0.152000
2453389.000000 1360.908000 0.151000
2453390.000000 1361.219000 0.157000
2453391.000000 1361.437000 0.157000
2453392.000000 1361.501000 0.147000
2453393.000000 1361.438000 0.137000
2453394.000000 1361.396000 0.135000
2453395.000000 1361.383000 0.138000
2453396.000000 1361.377000 0.134000
2453397.000000 1361.377000 0.141000
2453398.000000 1361.381000 0.136000
2453399.000000 1361.299000 0.141000
2453400.000000 1361.189000 0.137000
2453401.000000 1361.141000 0.137000
2453402.000000 1361.152000 0.139000
2453403.000000 1361.162000 0.135000
2453404.000000 1361.167000 0.141000
2453405.000000 1361.184000 0.135000
2453406.000000 1361.291000 0.141000
2453407.000000 1361.411000 0.134000
2453408.000000 1361.439000 0.138000
2453409.000000 1361.431000 0.137000
2453410.000000 1361.368000 0.136000
2453411.000000 1361.237000 0.141000
2453412.000000 1361.117000 0.141000
2453413.000000 1361.024000 0.156000
2453414.000000 1360.941000 0.164000
2453415.000000 1360.935000 0.162000
2453416.000000 1360.944000 0.152000
2453417.000000 1360.954000 0.157000
2453418.000000 1360.964000 0.164000
2453419.000000 1361.012000 0.164000
2453420.000000 1361.113000 0.159000
2453421.000000 1361.204000 0.149000
2453422.000000 1361.258000 0.152000
2453423.000000 1361.305000 0.145000
2453424.000000 1361.287000 0.144000
2453425.000000 1361.257000 0.136000
2453426.000000 1361.229000 0.138000
2453427.000000 1361.204000 0.139000
2453428.000000 1361.164000 0.137000
2453429.000000 1361.098000 0.138000
2453430.000000 1361.049000 0.131000
2453431.000000 1361.064000 0.137000
2453432.000000 1361.086000 0.133000
2453433.000000 1361.124000 0.137000
2453434.000000 1361.168000 0.134000
2453435.000000 1361.218000 0.137000
2453436.000000 1361.274000 0.148000
2453437.000000 1361.301000 0.151000
2453438.000000 1361.265000 0.141000
2453439.000000 1361.219000 0.134000
2453440.000000 1361.114000 0.144000
2453441.000000 1361.008000 0.145000
2453442.000000 1360.972000 0.142000
2453443.000000 1360.959000 0.134000
2453444.000000 1360.999000 0.136000
2453445.000000 1361.075000 0.137000
2453446.000000 1361.139000 0.134000
2453447.000000 1361.183000 0.139000
2453448.000000 1361.224000 0.133000
2453449.000000 1361.242000 0.138000
2453450.000000 1361.257000 0.135000
2453451.000000 1361.208000 0.141000
2453452.000000 1361.138000 0.137000
2453453.000000 1361.097000 0.142000
2453454.000000 1361.081000 0.158000
2453455.000000 1361.078000 0.164000
2453456.000000 1361.107000 0.152000
2453457.000000 1361.132000 0.136000
2453458.000000 1361.133000 0.141000
2453459.000000 1361.129000 0.136000
2453460.000000 1361.101000 0.141000
2453461.000000 1361.062000 0.138000
2453462.000000 1361.044000 0.141000
2453463.000000 1361.049000 0.151000
2453464.000000 1361.076000 0.157000
2453465.000000 1361.167000 0.161000
2453466.000000 1361.257000 0.155000
2453467.000000 1361.291000 0.153000
2453468.000000 1361.314000 0.146000
2453469.000000 1361.315000 0.151000
2453470.000000 1361.305000 0.155000
2453471.000000 1361.293000 0.157000
2453472.000000 1361.272000 0.159000
2453473.000000 1361.259000 0.154000
2453474.000000 1361.257000 0.157000
2453475.000000 1361.255000 0.151000
2453476.000000 1361.209000 0.154000
2453477.000000 1361.155000 0.148000
2453478.000000 1361.115000 0.147000
2453479.000000 1361.082000 0.142000
2453480.000000 1361.061000 0.136000
2453481.000000 1361.056000 0.137000
2453482.000000 1361.048000 0.131000
2453483.000000 1361.029000 0.137000
2453484.000000 1361.004000 0.133000
2453485.000000 1360.942000 0.142000
2453486.000000 1360.864000 0.145000
2453487.000000 1360.673000 0.146000
2453488.000000 1360.392000 0.145000
2453489.000000 1360.172000 0.143000
2453490.000000 1360.078000 0.147000
2453491.000000 1360.037000 0.143000
2453492.000000 1360.331000 0.145000
2453493.000000 1360.644000 0.138000
2453494.000000 1360.878000 0.142000
2453495.000000 1361.082000 0.139000
2453496.000000 1361.159000 0.138000
2453497.000000 1361.103000 0.139000
2453498.000000 1361.014000 0.136000
2453499.000000 1360.851000 0.141000
2453500.000000 1360.699000 0.134000
2453501.000000 1360.642000 0.139000
2453502.000000 1360.595000 0.133000
2453503.000000 1360.642000 0.136000
2453504.000000 1360.719000 0.134000
2453505.000000 1360.799000 0.134000
2453506.000000 1360.879000 0.137000
2453507.000000 1360.945000 0.136000
2453508.000000 1360.981000 0.141000
2453509.000000 1361.011000 0.137000
2453510.000000 1361.033000 0.143000
2453511.000000 1361.053000 0.138000
2453512.000000 1361.069000 0.141000
2453513.000000 1361.082000 0.138000
2453514.000000 1361.046000 0.136000
2453515.000000 1360.951000 0.136000
2453516.000000 1360.865000 0.132000
2453517.000000 1360.823000 0.141000
2453518.000000 1360.805000 0.142000
2453519.000000 1361.014000 0.145000
2453520.000000 1361.265000 0.139000
2453521.000000 1361.347000 0.139000
2453522.000000 1361.342000 0.136000
2453523.000000 1361.274000 0.134000
2453524.000000 1361.115000 0.137000
2453525.000000 1360.982000 0.133000
2453526.000000 1360.929000 0.141000
2453527.000000 1360.868000 0.136000
2453528.000000 1360.701000 0.141000
2453529.000000 1360.498000 0.136000
2453530.000000 1360.371000 0.138000
2453531.000000 1360.272000 0.137000
2453532.000000 1360.274000 0.134000
2453533.000000 1360.451000 0.137000
2453534.000000 1360.596000 0.134000
2453535.000000 1360.703000 0.138000
2453536.000000 1360.786000 0.134000
2453537.000000 1360.746000 0.138000
2453538.000000 1360.663000 0.134000
2453539.000000 1360.692000 0.135000
2453540.000000 1360.799000 0.136000
2453541.000000 1360.889000 0.134000
2453542.000000 1360.961000 0.137000
2453543.000000 1361.018000 0.132000
2453544.000000 1361.019000 0.141000
2453545.000000 1361.016000 0.141000
2453546.000000 1361.082000 0.146000
2453547.000000 1361.171000 0.144000
2453548.000000 1361.227000 0.142000
2453549.000000 1361.253000 0.139000
2453550.000000 1361.221000 0.133000
2453551.000000 1361.052000 0.137000
2453552.000000 1360.878000 0.131000
2453553.000000 1360.709000 0.137000
2453554.000000 1360.534000 0.132000
2453555.000000 1360.509000 0.136000
2453556.000000 1360.531000 0.134000
2453557.000000 1360.573000 0.134000
2453558.000000 1360.639000 0.137000
2453559.000000 1360.709000 0.134000
2453560.000000 1360.806000 0.144000
2453561.000000 1360.889000 0.143000
2453562.000000 1360.911000 0.144000
2453563.000000 1360.916000 0.137000
2453564.000000 1360.951000 0.139000
2453565.000000 1360.995000 0.135000
2453566.000000 1361.011000 0.133000
2453567.000000 1360.991000 0.136000
2453568.000000 1360.968000 0.131000
2453569.000000 1360.938000 0.137000
2453570.000000 1360.909000 0.132000
2453571.000000 1360.933000 0.138000
2453572.000000 1360.965000 0.134000
2453573.000000 1361.015000 0.138000
2453574.000000 1361.075000 0.138000
2453575.000000 1361.113000 0.136000
2453576.000000 1361.125000 0.139000
2453577.000000 1361.137000 0.135000
2453578.000000 1361.153000 0.142000
2453579.000000 1361.168000 0.139000
2453580.000000 1361.167000 0.141000
2453581.000000 1361.162000 0.134000
2453582.000000 1361.152000 0.136000
2453583.000000 1361.138000 0.136000
2453584.000000 1361.099000 0.135000
2453585.000000 1361.016000 0.141000
2453586.000000 1360.933000 0.136000
2453587.000000 1360.859000 0.141000
2453588.000000 1360.791000 0.133000
2453589.000000 1360.818000 0.138000
2453590.000000 1360.868000 0.136000
2453591.000000 1360.902000 0.136000
2453592.000000 1360.923000 0.136000
2453593.000000 1360.923000 0.133000
2453594.000000 1360.888000 0.138000
2453595.000000 1360.845000 0.133000
2453596.000000 1360.796000 0.139000
2453597.000000 1360.744000 0.135000
2453598.000000 1360.781000 0.141000
2453599.000000 1360.839000 0.139000
2453600.000000 1360.846000 0.141000
2453601.000000 1360.805000 0.142000
2453602.000000 1360.781000 0.139000
2453603.000000 1360.799000 0.142000
2453604.000000 1360.823000 0.137000
2453605.000000 1360.913000 0.142000
2453606.000000 1361.011000 0.137000
2453607.000000 1361.148000 0.141000
2453608.000000 1361.307000 0.136000
2453609.000000 1361.391000 0.135000
2453610.000000 1361.406000 0.136000
2453611.000000 1361.396000 0.132000
2453612.000000 1361.311000 0.139000
2453613.000000 1361.227000 0.135000
2453614.000000 1361.141000 0.139000
2453615.000000 1361.056000 0.133000
2453616.000000 1361.018000 0.137000
2453617.000000 1360.996000 0.136000
2453618.000000 1360.999000 0.136000
2453619.000000 1361.031000 0.139000
2453620.000000 1361.024000 0.136000
2453621.000000 1360.908000 0.141000
2453622.000000 1360.769000 0.135000
2453623.000000 1360.547000 0.141000
2453624.000000 1360.298000 0.137000
2453625.000000 1360.193000 0.139000
2453626.000000 1360.149000 0.138000
2453627.000000 1360.264000 0.136000
2453628.000000 1360.616000 0.139000
2453629.000000 1360.941000 0.134000
2453630.000000 1361.209000 0.139000
2453631.000000 1361.446000 0.134000
2453632.000000 1361.392000 0.138000
2453633.000000 1361.273000 0.134000
2453634.000000 1361.202000 0.136000
2453635.000000 1361.162000 0.135000
2453636.000000 1361.137000 0.133000
2453637.000000 1361.131000 0.137000
2453638.000000 1361.122000 0.132000
2453639.000000 1361.094000 0.138000
2453640.000000 1361.066000 0.134000
2453641.000000 1361.058000 0.137000
2453642.000000 1361.052000 0.133000
2453643.000000 1361.028000 0.135000
2453644.000000 1360.986000 0.135000
2453645.000000 1360.961000 0.132000
2453646.000000 1360.968000 0.138000
2453647.000000 1360.982000 0.134000
2453648.000000 1361.045000 0.141000
2453649.000000 1361.111000 0.135000
2453650.000000 1361.157000 0.138000
2453651.000000 1361.199000 0.134000
2453652.000000 1361.212000 0.134000
2453653.000000 1361.192000 0.137000
2453654.000000 1361.187000 0.134000
2453655.000000 1361.214000 0.139000
2453656.000000 1361.235000 0.134000
2453657.000000 1361.209000 0.141000
2453658.000000 1361.177000 0.135000
2453659.000000 1361.142000 0.138000
2453660.000000 1361.107000 0.135000
2453661.000000 1361.093000 0.134000
2453662.000000 1361.104000 0.136000
2453663.000000 1361.114000 0.132000
2453664.000000 1361.122000 0.137000
2453665.000000 1361.128000 0.131000
2453666.000000 1361.111000 0.136000
2453667.000000 1361.089000 0.132000
2453668.000000 1361.068000 0.136000
2453669.000000 1361.049000 0.136000
2453670.000000 1361.036000 0.136000
2453671.000000 1361.033000 0.139000
2453672.000000 1361.029000 0.135000
2453673.000000 1361.024000 0.141000
2453674.000000 1361.023000 0.136000
2453675.000000 1361.064000 0.141000
2453676.000000 1361.111000 0.135000
2453677.000000 1361.137000 0.137000
2453678.000000 1361.152000 0.135000
2453679.000000 1361.161000 0.133000
2453680.000000 1361.157000 0.137000
2453681.000000 1361.161000 0.132000
2453682.000000 1361.187000 0.137000
2453683.000000 1361.211000 0.132000
2453684.000000 1361.185000 0.137000
2453685.000000 1361.148000 0.133000
2453686.000000 1361.071000 0.136000
2453687.000000 1360.963000 0.137000
2453688.000000 1360.824000 0.136000
2453689.000000 1360.632000 0.141000
2453690.000000 1360.458000 0.135000
2453691.000000 1360.392000 0.139000
2453692.000000 1360.332000 0.133000
2453693.000000 1360.405000 0.137000
2453694.000000 1360.504000 0.134000
2453695.000000 1360.641000 0.136000
2453696.000000 1360.804000 0.136000
2453697.000000 1360.921000 0.133000
2453698.000000 1360.961000 0.137000
2453699.000000 1360.991000 0.132000
2453700.000000 1361.016000 0.138000
2453701.000000 1361.042000 0.135000
2453702.000000 1361.121000 0.137000
2453703.000000 1361.221000 0.133000
2453704.000000 1361.142000 0.136000
2453705.000000 1360.934000 0.138000
2453706.000000 1360.799000 0.135000
2453707.000000 1360.819000 0.139000
2453708.000000 1360.861000 0.135000
2453709.000000 1361.014000 0.139000
2453710.000000 1361.177000 0.134000
2453711.000000 1361.241000 0.139000
2453712.000000 1361.268000 0.141000
2453713.000000 1361.233000 0.141000
2453714.000000 1361.131000 0.142000
2453715.000000 1361.042000 0.137000
2453716.000000 1360.982000 0.139000
2453717.000000 1360.926000 0.133000
2453718.000000 1360.912000 0.141000
2453719.000000 1360.902000 0.139000
2453720.000000 1360.903000 0.142000
2453721.000000 1360.908000 0.141000
2453722.000000 1360.901000 0.138000
2453723.000000 1360.885000 0.139000
2453724.000000 1360.876000 0.134000
2453725.000000 1360.903000 0.138000
2453726.000000 1360.932000 0.131000
2453727.000000 1360.991000 0.138000
2453728.000000 1361.053000 0.136000
2453729.000000 1361.135000 0.138000
2453730.000000 1361.229000 0.141000
2453731.000000 1361.265000 0.141000
2453732.000000 1361.221000 0.139000
2453733.000000 1361.174000 0.136000
2453734.000000 1361.122000 0.141000
2453735.000000 1361.081000 0.135000
2453736.000000 1361.141000 0.144000
2453737.000000 1361.227000 0.153000
2453738.000000 1361.244000 0.161000
2453739.000000 1361.221000 0.161000
2453740.000000 1361.169000 0.151000
2453741.000000 1361.065000 0.142000
2453742.000000 1360.984000 0.134000
2453743.000000 1361.009000 0.145000
2453744.000000 1361.041000 0.156000
2453745.000000 1361.038000 0.151000
2453746.000000 1361.025000 0.144000
2453747.000000 1361.001000 0.147000
2453748.000000 1360.965000 0.146000
2453749.000000 1360.951000 0.139000
2453750.000000 1360.979000 0.139000
2453751.000000 1361.006000 0.138000
2453752.000000 1361.032000 0.157000
2453753.000000 1361.051000 0.181000
2453754.000000 1360.981000 0.185000
2453755.000000 1360.875000 0.178000
2453756.000000 1360.868000 0.171000
2453757.000000 1360.941000 0.161000
2453758.000000 1361.018000 0.147000
2453759.000000 1361.104000 0.142000
2453760.000000 1361.182000 0.136000
2453761.000000 1361.201000 0.138000
2453762.000000 1361.212000 0.132000
2453763.000000 1361.181000 0.136000
2453764.000000 1361.135000 0.134000
2453765.000000 1361.092000 0.134000
2453766.000000 1361.051000 0.137000
2453767.000000 1361.005000 0.134000
2453768.000000 1360.949000 0.141000
2453769.000000 1360.901000 0.134000
2453770.000000 1360.931000 0.151000
2453771.000000 1360.968000 0.193000
2453772.000000 1360.975000 0.166000
2453773.000000 1360.966000 0.141000
2453774.000000 1360.959000 0.147000
2453775.000000 1360.958000 0.138000
2453776.000000 1360.954000 0.133000
2453777.000000 1360.962000 0.138000
2453778.000000 1360.966000 0.135000
2453779.000000 1360.968000 0.141000
2453780.000000 1360.965000 0.136000
2453781.000000 1360.962000 0.138000
2453782.000000 1360.958000 0.137000
2453783.000000 1360.988000 0.136000
2453784.000000 1361.065000 0.143000
2453785.000000 1361.121000 0.141000
2453786.000000 1361.107000 0.144000
2453787.000000 1361.089000 0.141000
2453788.000000 1361.078000 0.141000
2453789.000000 1361.068000 0.135000
2453790.000000 1361.053000 0.136000
2453791.000000 1361.038000 0.148000
2453792.000000 1361.026000 0.156000
2453793.000000 1361.022000 0.151000
2453794.000000 1361.008000 0.142000
2453795.000000 1360.956000 0.151000
2453796.000000 1360.901000 0.149000
2453797.000000 1360.895000 0.153000
2453798.000000 1360.898000 0.151000
2453799.000000 1360.923000 0.151000
2453800.000000 1360.964000 0.147000
2453801.000000 1360.993000 0.144000
2453802.000000 1361.005000 0.155000
2453803.000000 1361.003000 0.163000
2453804.000000 1360.946000 0.193000
2453805.000000 1360.883000 0.223000
2453806.000000 1360.892000 0.219000
2453807.000000 1360.923000 0.201000
2453808.000000 1360.958000 0.181000
2453809.000000 1360.998000 0.165000
2453810.000000 1361.014000 0.154000
2453811.000000 1360.981000 0.151000
2453812.000000 1360.946000 0.142000
2453813.000000 1360.921000 0.145000
2453814.000000 1360.895000 0.142000
2453815.000000 1360.933000 0.142000
2453816.000000 1360.995000 0.136000
2453817.000000 1361.013000 0.136000
2453818.000000 1360.986000 0.137000
2453819.000000 1360.953000 0.136000
2453820.000000 1360.908000 0.161000
2453821.000000 1360.864000 0.185000
2453822.000000 1360.865000 0.195000
2453823.000000 1360.868000 0.194000
2453824.000000 1360.805000 0.181000
2453825.000000 1360.709000 0.161000
2453826.000000 1360.561000 0.147000
2453827.000000 1360.355000 0.141000
2453828.000000 1360.201000 0.136000
2453829.000000 1360.242000 0.145000
2453830.000000 1360.301000 0.148000
2453831.000000 1360.549000 0.158000
2453832.000000 1360.822000 0.161000
2453833.000000 1360.938000 0.166000
2453834.000000 1360.964000 0.167000
2453835.000000 1360.986000 0.163000
