# t_obs[JD] firstOrderFlux[counts/s] firstOrderFluxUnc[counts/s] centralOrderFlux[counts/s] centralOrderFluxUnc[counts/s]
2452501.000000 231.788036 1.905658 20730.351987 6035.877126
2452502.000000 237.246009 1.212642 18579.228313 1627.617034
2452503.000000 242.130719 2.468688 26204.916982 11057.520294
2452504.000000 245.827366 1.309876 21290.623490 2562.351832
2452505.000000 251.777157 1.877784 23619.530442 3602.117814
2452506.000000 251.932334 1.136225 22006.750759 2580.320656
2452507.000000 249.784566 2.435965 22601.103536 2721.452955
2452508.000000 246.556956 1.151611 23938.023438 3246.977326
2452509.000000 245.751124 1.598532 24956.301753 5243.385510
2452510.000000 239.513612 2.808931 26651.217178 5088.459429
2452511.000000 249.196001 5.251151 29050.039626 17952.849587
2452512.000000 226.294005 3.158449 17083.424731 1647.341437
2452513.000000 216.136286 1.967945 16789.830347 3894.257578
2452514.000000 208.875472 1.427372 14439.983368 460.263729
2452515.000000 205.848067 0.927068 16770.213481 2134.007659
2452516.000000 210.671349 2.575808 19667.864211 2198.662448
2452517.000000 215.256837 0.688250 18346.003435 4048.408773
2452518.000000 216.400335 0.616270 18649.500734 1284.744828
2452519.000000 217.719326 1.377168 19047.592616 1428.947986
2452520.000000 218.162576 1.028733 16233.146301 792.605063
2452521.000000 219.791337 0.779213 16234.101299 1417.223330
2452522.000000 220.495798 1.121427 15600.938967 561.177333
2452523.000000 225.078521 0.887055 16201.799720 1874.359756
2452524.000000 227.896438 0.693316 16744.083111 869.903794
2452525.000000 232.725691 3.054487 17003.057784 953.943369
2452526.000000 240.381126 1.678819 17751.246190 1637.695861
2452527.000000 244.942481 1.483250 18439.816365 2291.291576
2452528.000000 246.417015 0.956200 18776.217003 1841.773063
2452529.000000 248.857124 1.013277 18132.525180 2287.739703
2452530.000000 246.387791 0.756529 16950.517653 892.422516
2452531.000000 245.144953 0.941440 16523.024767 826.240867
2452532.000000 242.628758 0.532970 17812.031945 1949.342510
2452533.000000 239.363451 0.705956 17170.210790 1104.399144
2452534.000000 237.742844 0.870666 17723.206439 1447.798254
2452535.000000 237.580035 1.152648 20418.833829 3625.415432
2452536.000000 235.410880 1.385379 17238.747764 1400.534415
2452537.000000 228.411999 1.588883 16286.222318 1431.336133
2452538.000000 221.385333 1.378705 15948.647074 1675.533230
2452539.000000 215.869554 1.375563 14444.193701 977.698119
2452540.000000 211.351990 0.421527 13125.758947 444.520383
2452541.000000 209.296851 0.829229 12620.630908 628.209220
2452542.000000 209.430556 0.416529 13212.225943 479.362171
2452543.000000 208.761317 0.469049 13667.857200 677.981999
2452544.000000 206.955882 0.997608 13610.788238 808.437095
2452545.000000 207.331657 1.223328 15208.313629 2893.938487
2452546.000000 207.554133 0.950043 13814.619520 1105.462131
2452547.000000 204.838245 1.238670 13703.471039 2075.706766
2452548.000000 205.272237 0.880135 13215.140043 1534.289497
2452549.000000 202.692307 0.399111 11689.248165 426.211804
2452550.000000 202.504587 0.550798 12071.714268 1082.512180
2452551.000000 204.702252 0.709453 13417.069612 1323.263917
2452552.000000 210.775661 1.461265 17326.032367 3728.158187
2452553.000000 213.906423 1.629054 15263.368680 4232.430874
2452554.000000 218.131407 1.297561 13763.109108 1156.509707
2452555.000000 221.405142 1.080498 13911.109979 991.383862
2452556.000000 225.769514 0.818741 14188.774860 421.103789
2452557.000000 226.777736 0.391410 14216.228085 212.428315
2452558.000000 229.108768 0.901059 14568.736392 417.804177
2452559.000000 232.300227 0.852064 15882.859870 1033.660742
2452560.000000 232.813256 0.559668 15315.463850 346.932854
2452561.000000 231.209304 0.849262 15433.997982 1162.863914
2452562.000000 229.334154 1.596492 19717.450802 6278.858954
2452563.000000 227.767422 1.154968 16546.277422 1832.690324
2452564.000000 224.923705 1.083204 16385.442521 2083.792249
2452565.000000 225.416761 0.584260 16233.002511 783.240223
2452566.000000 222.253747 1.395436 15899.192467 1084.154528
2452567.000000 218.715885 0.896049 15626.386198 1923.923656
2452568.000000 219.859304 1.097010 19973.963689 4320.134879
2452569.000000 217.146611 1.017809 17335.994696 1622.675880
2452570.000000 211.662723 1.256930 15252.932681 1503.939030
2452571.000000 207.574339 1.533223 14748.089874 1998.493383
2452572.000000 203.953599 0.712695 12759.265135 707.238822
2452573.000000 204.552544 1.075204 14774.774654 3672.179675
2452574.000000 204.418378 0.758222 13474.977479 676.619275
2452575.000000 206.913489 1.464209 13411.295059 878.685869
2452576.000000 206.992665 0.670201 13819.741701 1584.862065
2452577.000000 209.822831 1.268873 15942.634658 2139.935465
2452578.000000 214.167591 1.050660 17041.430363 1769.711480
2452579.000000 219.295796 1.712790 18253.604433 4308.059311
2452580.000000 220.237092 0.606081 15116.018752 1099.104046
2452581.000000 220.691923 0.597650 14827.813453 1333.153164
2452582.000000 221.060212 0.972721 14927.450144 2526.684222
2452583.000000 222.266101 0.655975 15763.691619 1498.910147
2452584.000000 225.800889 1.421084 14996.063128 1787.483684
2452585.000000 226.079088 0.838000 15531.473454 1702.424869
2452586.000000 225.297016 0.875516 15521.430806 890.084029
2452587.000000 226.152057 0.894760 16347.794096 1520.252827
2452588.000000 228.936207 2.537328 19373.656685 6096.621084
2452589.000000 237.357716 6.156380 20123.449736 4027.902477
2452590.000000 226.688331 1.288567 21799.424302 5109.710889
2452591.000000 222.155205 1.579415 17378.129102 3282.500881
2452592.000000 215.277769 1.322590 17298.911198 1869.841750
2452593.000000 215.759567 0.788695 19428.310527 3849.622693
2452594.000000 216.554072 0.740846 19013.636482 2764.047156
2452595.000000 214.642794 1.418362 16351.820467 779.855601
2452596.000000 212.693581 0.884894 17250.854532 1802.915672
2452597.000000 210.212325 0.953695 15700.688425 2201.971290
2452598.000000 207.061300 0.633945 15986.827318 1454.821171
2452599.000000 206.032765 0.728001 14206.442713 1091.141540
2452600.000000 204.187858 0.458091 13747.005656 842.547240
2452601.000000 202.921160 0.496954 13316.401536 624.977608
2452602.000000 203.123386 0.574857 13071.501621 622.762093
2452603.000000 202.191785 1.659303 13002.317874 2002.390492
2452604.000000 202.778561 0.797371 12047.394163 572.444018
2452605.000000 202.879512 0.641134 12877.465348 846.784061
2452606.000000 205.945280 0.751672 14779.647884 1749.616094
2452607.000000 207.514530 1.065447 14637.788779 1828.066961
2452608.000000 208.296636 0.534464 12357.562346 418.923044
2452609.000000 211.143973 1.061047 12205.118219 281.245530
2452610.000000 212.894041 1.047851 12751.025836 885.423887
2452611.000000 215.791635 0.464159 12221.686347 822.449532
2452612.000000 216.515271 0.660046 11986.382295 666.114498
2452613.000000 217.036829 0.935439 12483.363041 2305.553627
2452614.000000 217.779632 0.899950 12141.891971 212.491752
2452615.000000 220.472177 0.433070 12218.863323 333.095786
2452616.000000 221.885702 0.880555 12702.556086 333.425156
2452617.000000 224.826891 0.538200 13741.541824 533.078627
2452618.000000 226.567351 0.831454 15128.269921 581.658070
2452619.000000 226.661209 0.832212 17773.385712 1353.007782
2452620.000000 224.491497 0.663222 16507.455194 1040.635216
2452621.000000 222.668419 0.586580 17258.491005 1785.466144
2452622.000000 224.971307 1.370984 17632.023684 1222.371425
2452623.000000 225.832269 1.418740 17815.687171 804.149052
2452624.000000 227.845826 1.186300 18486.974115 930.180599
2452625.000000 230.339374 1.366754 20782.047796 3724.543478
2452626.000000 229.438801 0.590476 19526.410251 2032.271191
2452627.000000 227.843875 0.767186 18707.255778 3042.334500
2452628.000000 226.209125 1.659212 17823.374837 5336.814555
2452629.000000 225.460018 0.888103 17467.137642 1732.470950
2452630.000000 227.823757 0.810258 16313.971683 1564.911917
2452631.000000 225.500963 1.072951 16893.836525 2723.333021
2452632.000000 220.804014 1.110089 15289.179701 401.754953
2452633.000000 218.918007 0.950898 15472.559301 1279.610053
2452634.000000 212.675765 1.976817 14636.342426 1258.316168
2452635.000000 204.087956 1.542591 12182.418056 714.693525
2452636.000000 197.227652 1.382310 10242.214801 377.786763
2452637.000000 192.457763 0.765843 9898.468623 398.914936
2452638.000000 189.109072 0.488373 8838.033387 376.203503
2452639.000000 188.868868 0.295378 8335.174106 98.423220
2452640.000000 188.995635 0.380888 8668.201938 165.468572
2452641.000000 189.761432 0.481055 8802.984235 173.803589
2452642.000000 190.010073 0.765191 9041.513327 438.364851
2452643.000000 194.212584 1.295083 11005.490278 1681.599382
2452644.000000 197.220646 0.569889 11313.248678 516.661247
2452645.000000 199.844003 0.812313 12252.805009 1082.828021
2452646.000000 205.319382 1.567699 14374.755537 1283.881191
2452647.000000 210.567047 1.230420 17150.309814 3202.528440
2452648.000000 216.027836 0.971820 16819.239733 1994.621426
2452649.000000 220.630162 0.749037 17787.725400 2106.805953
2452650.000000 222.440611 0.878002 15829.388940 577.397725
2452651.000000 225.541644 1.314309 16597.284684 952.494976
2452652.000000 225.757495 0.847947 16184.442647 1357.060970
2452653.000000 223.786504 0.699339 15668.478517 1029.343799
2452654.000000 220.286778 0.766664 14670.034438 1358.683831
2452655.000000 215.796525 1.089157 12781.592300 443.692677
2452656.000000 212.179015 1.024097 12376.919019 882.622369
2452657.000000 206.806557 0.601464 11551.022749 211.511628
2452658.000000 204.151702 0.953496 11306.956567 169.751467
2452659.000000 200.102244 0.845445 11262.564641 175.782268
2452660.000000 197.884635 1.145422 12174.590578 932.983248
2452661.000000 199.852350 0.644852 13892.306884 3789.471799
2452662.000000 198.186367 1.022394 11408.539442 1383.166738
2452663.000000 193.653674 1.370720 11628.024003 2351.513782
2452664.000000 190.385703 1.217672 11637.743351 2707.291334
2452665.000000 187.125987 0.579028 9865.179725 847.452369
2452666.000000 185.809346 0.376712 9022.296229 484.231808
2452667.000000 187.144358 0.655862 8906.638168 854.799038
2452668.000000 187.242974 0.351543 8705.782797 459.931667
2452669.000000 188.661685 0.678103 9176.503200 456.473297
2452670.000000 187.969437 0.579901 8709.691696 221.538792
2452671.000000 186.358315 0.483792 9477.022148 691.419728
2452672.000000 186.726791 0.499235 10910.610159 2419.100793
2452673.000000 187.514715 1.048111 10526.839369 480.375488
2452674.000000 189.344037 0.664589 10513.105511 208.904230
2452675.000000 190.883922 0.649336 10776.383662 402.656752
2452676.000000 194.562652 0.950770 11200.241101 1132.094178
2452677.000000 198.438864 0.627576 12802.302389 2050.557729
2452678.000000 202.229913 0.886951 11380.053158 472.080315
2452679.000000 203.027233 0.504420 10596.037700 519.741700
2452680.000000 204.212416 0.558728 10520.317703 191.264459
2452681.000000 203.226680 0.513295 10440.841000 444.803295
2452682.000000 203.063722 0.384421 10488.818340 444.449363
2452683.000000 202.420070 0.771569 10681.157073 1191.355952
2452684.000000 202.406370 0.611193 10302.070337 464.664832
2452685.000000 201.999948 0.459923 11664.260366 1060.547435
2452686.000000 197.988552 1.374111 11733.081207 1615.900933
2452687.000000 193.489835 1.029020 10103.729548 773.592260
2452688.000000 185.658603 1.552539 9150.437859 705.384230
2452689.000000 179.892161 1.190278 7880.408519 420.396222
2452690.000000 175.882963 0.845706 7696.971824 393.859918
2452691.000000 173.485191 0.540901 8100.690271 376.681735
2452692.000000 171.039470 0.706092 9122.833220 792.439613
2452693.000000 167.488976 1.037581 7612.485904 923.065272
2452694.000000 163.953405 0.488733 6018.703485 105.435646
2452695.000000 165.034610 0.444571 5952.086541 292.701562
2452696.000000 167.937400 0.701257 6360.534038 221.774813
2452697.000000 172.622850 1.197874 7772.410746 470.745562
2452698.000000 179.204982 1.536802 9610.743681 460.258571
2452699.000000 185.673549 1.407001 10677.092219 442.818173
2452700.000000 190.325290 1.123020 11604.775408 1154.156420
2452701.000000 194.729181 1.234659 11826.081263 516.724602
2452702.000000 197.801081 0.436311 11134.544318 876.474881
2452703.000000 199.769957 0.885720 10795.273400 240.078305
2452704.000000 201.374216 0.385485 10587.363285 263.308176
2452705.000000 202.719629 0.479766 11123.172924 253.886130
2452706.000000 204.870086 0.747404 11235.836129 275.069447
2452707.000000 203.106209 1.117857 11200.467199 736.010098
2452708.000000 200.721612 0.572539 11095.007961 521.671814
2452709.000000 199.420413 0.505782 10610.105622 532.596348
2452710.000000 195.521749 1.187762 9965.435854 299.069634
2452711.000000 192.220941 0.773070 9509.255555 216.675681
2452712.000000 187.422225 0.932819 9252.860420 279.326236
2452713.000000 184.991792 0.556899 9226.235701 457.585388
2452714.000000 181.070382 1.570192 8998.057159 1126.988118
2452715.000000 175.696730 1.646285 9042.250102 847.342062
2452716.000000 169.610280 1.333059 9973.657347 6800.406599
2452717.000000 166.511286 1.699893 12731.806834 9483.955503
2452718.000000 162.868956 1.455587 10044.145286 4083.211429
2452719.000000 158.510438 0.726409 7210.722659 1435.824210
2452720.000000 156.686786 0.593853 6386.477945 390.958828
2452721.000000 154.252122 0.329823 5725.753229 323.767335
2452722.000000 156.134588 1.121006 5991.676514 762.038713
2452723.000000 160.435287 0.763222 6581.943787 529.451729
2452724.000000 166.695981 1.842710 7042.272696 434.578360
2452725.000000 174.288144 1.451644 8652.118463 600.942404
2452726.000000 180.659376 1.042411 10164.431155 527.467747
2452727.000000 184.487418 0.854888 9667.961881 351.643363
2452728.000000 189.314994 1.028634 11069.928805 1333.444201
2452729.000000 191.011074 0.697578 10543.297726 516.069652
2452730.000000 192.529025 0.690541 10715.618275 594.416819
2452731.000000 195.205233 0.664403 10985.357406 767.834588
2452732.000000 197.729227 1.123644 11763.465769 727.348236
2452733.000000 200.422403 0.573154 13303.592547 1268.855782
2452734.000000 198.597092 1.566739 14677.116834 4130.499086
2452735.000000 189.902492 1.474778 12541.092110 1747.354176
2452736.000000 182.092596 1.633892 10276.842224 1026.910413
2452737.000000 174.321711 1.320841 8772.627114 640.546291
2452738.000000 169.603895 0.737573 7796.333923 229.911242
2452739.000000 167.403096 0.581247 8406.719457 1963.864223
2452740.000000 165.123248 0.610967 7052.847723 430.795671
2452741.000000 161.935576 0.541321 6807.457698 528.884842
2452742.000000 160.897034 0.312395 6284.079168 177.445197
2452743.000000 162.210030 0.767753 6314.420582 330.877523
2452744.000000 163.949313 0.325987 6410.134987 478.650072
2452745.000000 164.832476 0.268391 6179.369938 113.726322
2452746.000000 164.423745 0.302658 6246.663190 124.761163
2452747.000000 166.631473 0.981895 7166.553027 1084.543963
2452748.000000 171.115710 0.794491 7869.982033 760.055250
2452749.000000 173.139075 0.717474 7785.794678 554.662931
2452750.000000 175.395648 1.169988 8093.308828 615.093021
2452751.000000 181.486791 1.145113 9368.233039 2017.038964
2452752.000000 184.913497 0.556770 10458.910220 853.439796
2452753.000000 186.706259 1.074083 12295.569931 4822.615112
2452754.000000 189.755851 0.933583 11376.835217 3337.570037
2452755.000000 188.861795 1.132814 11819.439393 2513.277534
2452756.000000 188.889303 0.859260 11402.500455 2323.180133
2452757.000000 190.608783 0.673119 13030.212532 2123.536674
2452758.000000 188.685687 0.921052 11947.706173 1446.462432
2452759.000000 186.550639 0.828804 11519.166915 1938.974750
2452760.000000 182.292706 0.942201 9978.121284 518.597882
2452761.000000 179.472284 0.631604 10575.574564 919.338573
2452762.000000 177.800860 1.223233 10911.492392 2299.218688
2452763.000000 173.689168 0.778892 10353.296919 683.946176
2452764.000000 172.327680 1.502687 10448.332305 527.382175
2452765.000000 166.428690 1.173170 9558.112736 368.227408
2452766.000000 163.418368 0.592999 10754.128811 1420.819159
2452767.000000 161.851908 1.079268 10325.023088 979.786828
2452768.000000 158.481991 0.856834 9571.512968 909.041709
2452769.000000 155.850669 0.623171 7958.467063 1069.619652
2452770.000000 155.616024 0.426640 6025.160146 382.893192
2452771.000000 155.423900 0.380682 5433.676757 142.069425
2452772.000000 155.929936 0.536945 5394.699740 135.700350
2452773.000000 157.455881 0.329701 5657.056261 127.482437
2452774.000000 159.659171 0.976924 5899.412886 232.573162
2452775.000000 165.948049 1.483715 6608.623186 209.555895
2452776.000000 169.941376 0.890389 7136.015800 377.593876
2452777.000000 174.611559 0.657892 7306.655753 157.387251
2452778.000000 177.928076 0.904045 7652.254727 333.679886
2452779.000000 181.523995 0.850382 8408.377031 646.594803
2452780.000000 185.745064 0.770830 9011.201493 302.086303
2452781.000000 189.175802 0.813859 9540.842956 392.857237
2452782.000000 192.233131 0.699498 10024.380437 997.102385
2452783.000000 192.135323 0.452860 9399.213875 241.429494
2452784.000000 189.861142 0.809193 9317.857787 214.017262
2452785.000000 187.658938 0.688942 9186.562577 934.552652
2452786.000000 183.526335 1.182085 11391.770489 3664.555025
2452787.000000 183.615256 2.178980 13698.765303 9178.644504
2452788.000000 182.014323 2.773456 14853.352777 14084.409409
2452789.000000 180.823422 2.252374 10670.133645 7408.813721
2452790.000000 174.846689 0.873785 9122.565248 1324.027209
2452791.000000 171.545689 1.722480 11970.528023 8901.133780
2452792.000000 167.836275 1.180419 13025.083815 3687.101979
2452793.000000 165.740925 1.234941 15737.114935 7953.352929
2452794.000000 162.063261 0.811260 9321.412302 956.933290
2452795.000000 157.777124 16.018257 6886.531071 2511.473577
2452796.000000 161.409201 0.647721 8577.873966 675.259583
2452797.000000 165.483052 0.939130 9838.821137 1574.093097
2452798.000000 167.158085 0.769320 10735.602410 1854.639356
2452799.000000 171.511391 1.497804 12284.403380 2354.381351
2452800.000000 177.787962 2.770790 17039.046084 6847.784893
2452801.000000 182.291937 1.318498 21636.170211 6141.924277
2452802.000000 186.666115 2.460463 32882.136003 14689.991069
2452803.000000 188.294198 2.078016 21406.092577 8098.432370
2452804.000000 183.687899 0.814975 20389.986048 4570.294270
2452805.000000 182.983117 1.141005 16163.166276 4249.878807
2452806.000000 181.748695 0.744215 12733.597704 6227.746724
2452807.000000 181.190725 1.759882 14694.511892 13524.670728
2452808.000000 179.799811 1.200523 11042.138914 7247.320892
2452809.000000 178.382507 11.017442 9575.059986 2822.587214
2452810.000000 180.892962 0.548800 9319.365214 391.156787
2452811.000000 178.920042 1.112164 9148.595110 581.606260
2452812.000000 174.369276 0.498795 8303.002325 412.240183
2452813.000000 171.961981 0.599592 7478.396297 238.108646
2452814.000000 172.466725 0.533056 7738.937257 362.063724
2452815.000000 172.792435 0.519623 8249.276535 437.214045
2452816.000000 172.523737 0.462314 9037.716008 1545.224875
2452817.000000 174.175450 0.699966 9323.413915 781.968593
2452818.000000 177.269638 0.897016 9924.781305 688.178356
2452819.000000 178.737486 0.283046 9816.091587 232.729180
2452820.000000 179.828535 0.524203 10027.445584 523.310665
2452821.000000 180.690159 0.499470 10301.642462 1289.674810
2452822.000000 178.842142 0.365751 10385.949904 1116.624200
2452823.000000 180.310166 0.283430 10458.402935 490.853357
2452824.000000 181.254943 0.688048 10621.871333 1023.258429
2452825.000000 178.892252 0.957348 11975.926170 2093.123531
2452826.000000 179.311826 0.684816 11860.591106 1905.992160
2452827.000000 177.465711 0.451915 10227.188749 1485.901055
2452828.000000 175.458317 0.252625 8954.231535 123.443858
2452829.000000 175.368357 11.734817 9387.774787 2631.669642
2452830.000000 179.396613 0.571317 12448.340546 1290.748296
2452831.000000 179.241828 0.605363 12670.542314 4960.865386
2452832.000000 179.425321 0.575696 11878.995548 1013.811783
2452833.000000 182.060127 0.619514 11707.864325 1592.605262
2452834.000000 183.167745 0.661890 10264.762344 580.265053
2452835.000000 180.496738 0.782456 9716.856119 1602.299774
2452836.000000 180.337422 0.471802 8821.435012 494.856490
2452837.000000 179.803493 0.495903 9203.767838 647.071846
2452838.000000 179.944994 0.513606 10101.347021 1197.493553
2452839.000000 180.957998 0.597920 10191.076821 803.921086
2452840.000000 181.688028 0.666403 10820.329936 746.368354
2452841.000000 183.617776 0.605482 12219.995468 1268.966240
2452842.000000 183.177398 0.531494 11510.071316 707.176992
2452843.000000 184.226399 0.605865 12421.909918 1104.280574
2452844.000000 182.710588 0.616366 11979.817230 740.948396
2452845.000000 179.640645 0.613441 11161.942645 579.362230
2452846.000000 175.893133 1.654530 10130.767676 523.857278
2452847.000000 169.180392 1.107807 8540.875880 372.986324
2452848.000000 165.166936 0.586877 7458.564087 258.037784
2452849.000000 162.873095 0.680230 7476.376893 338.962482
2452850.000000 160.538733 0.899310 7011.620785 905.201695
2452851.000000 158.349819 0.506161 6995.863595 1342.169200
2452852.000000 160.591092 0.784199 7057.484670 476.383511
2452853.000000 164.247070 0.821538 8406.264243 877.521893
2452854.000000 166.760788 0.549194 8774.975413 1044.475621
2452855.000000 167.370615 0.438256 8424.205282 751.990405
2452856.000000 167.999860 0.412176 8133.709542 280.053741
2452857.000000 171.268342 1.345231 9479.174327 994.005942
2452858.000000 172.359948 0.841414 8538.309753 305.236010
2452859.000000 176.371307 0.826974 9772.965536 447.103147
2452860.000000 178.698028 0.702592 9888.460033 581.627358
2452861.000000 177.611774 0.649522 9386.642831 351.306091
2452862.000000 176.561422 0.597568 9417.325767 980.954608
2452863.000000 175.691388 0.647852 8928.784388 377.359350
2452864.000000 174.907051 0.346080 8707.566539 341.054942
2452865.000000 175.979641 0.694241 10051.682409 657.706841
2452866.000000 175.151388 0.609516 13555.947624 1843.513404
2452867.000000 174.521634 0.584386 12246.629925 2322.961123
2452868.000000 175.290101 0.726625 9868.224730 986.815450
2452869.000000 172.980073 0.685942 9016.799427 535.176032
2452870.000000 170.783283 0.399079 8699.272538 365.596863
2452871.000000 170.641828 1.045970 10719.472748 4700.086384
2452872.000000 171.328472 0.626019 8521.217165 181.089459
2452873.000000 173.278865 0.658809 9356.818204 528.526340
2452874.000000 175.502698 0.407859 9772.956463 870.784735
2452875.000000 173.950658 0.957325 8186.637986 266.279317
2452876.000000 172.702306 0.439806 7981.331573 230.566439
2452877.000000 172.375864 0.688640 8433.368648 1119.694831
2452878.000000 176.078353 0.971451 8793.269877 836.223567
2452879.000000 181.547039 1.353450 10068.218878 556.121570
2452880.000000 185.897433 0.767861 9781.539624 297.270859
2452881.000000 186.262747 0.566396 9340.404078 280.725461
2452882.000000 183.167494 0.631945 9637.297420 686.640171
2452883.000000 180.420510 0.785959 8812.787635 722.764353
2452884.000000 176.705162 0.587884 8170.525816 175.328524
2452885.000000 177.155048 0.381947 8195.788242 257.929600
2452886.000000 178.048155 0.470087 9137.794949 400.291073
2452887.000000 178.012541 0.496238 9520.768850 528.852306
2452888.000000 175.137353 1.260540 8997.146958 668.133607
2452889.000000 170.976155 0.515001 7958.150172 237.421269
2452890.000000 169.159125 0.365224 9161.049873 1828.125224
2452891.000000 167.206401 0.636172 7830.617919 430.880910
2452892.000000 166.325207 0.760733 7036.490685 185.750995
2452893.000000 163.589195 0.428079 7041.574002 229.647604
2452894.000000 161.888319 0.779986 7153.667653 502.068458
2452895.000000 158.586598 0.798387 6741.217481 368.140382
2452896.000000 158.514525 0.329523 6694.412781 443.288182
2452897.000000 157.734113 0.388310 6507.004882 609.210943
2452898.000000 160.192162 0.961743 7705.699674 532.114368
2452899.000000 162.458523 0.641210 9342.123454 3619.957219
2452900.000000 165.618581 0.605892 9084.619343 1619.808081
2452901.000000 165.822109 0.401425 8424.771085 837.278394
2452902.000000 167.857380 0.432424 8974.124740 326.944801
2452903.000000 169.543048 0.596471 9830.218852 996.885507
2452904.000000 172.392640 0.753082 9546.802328 614.697595
2452905.000000 174.082169 0.545444 8543.055996 313.641755
2452906.000000 176.317208 0.760404 9110.885195 358.128419
2452907.000000 180.228368 1.160855 10184.691126 644.455688
2452908.000000 180.781187 0.334577 9521.529362 504.235346
2452909.000000 181.321364 0.567027 9687.946838 529.461952
2452910.000000 181.013665 0.692144 9220.981996 347.297048
2452911.000000 183.885631 1.508173 11395.547951 2305.546866
2452912.000000 186.133064 0.559204 11910.178193 1653.967969
2452913.000000 185.661731 0.684597 12526.383451 1358.218352
2452914.000000 184.614231 0.528666 12300.885996 1757.201535
2452915.000000 182.305140 0.739729 11187.244625 1049.766423
2452916.000000 180.154580 1.043763 10264.967012 754.298295
2452917.000000 176.294789 0.682164 9569.320496 764.566307
2452918.000000 175.545373 1.084992 8564.367430 802.388170
2452919.000000 173.115032 0.528614 7731.519024 266.872987
2452920.000000 173.649263 0.356097 8218.884480 432.701406
2452921.000000 171.457272 0.813231 8005.541897 650.506104
2452922.000000 170.226836 0.334870 7618.336276 386.940423
2452923.000000 169.070777 0.578245 7552.246104 431.201831
2452924.000000 169.620683 0.631607 7543.293003 213.664606
2452925.000000 166.724640 0.654522 7192.794000 123.088908
2452926.000000 163.887914 0.609465 7030.618338 178.794171
2452927.000000 161.553831 0.663782 6181.566251 232.727097
2452928.000000 161.385684 0.382610 6278.400162 262.013070
2452929.000000 162.388670 0.329419 6797.075761 395.140670
2452930.000000 162.797014 0.437695 6652.158730 404.162032
2452931.000000 163.427275 0.593324 8014.691545 1299.731911
2452932.000000 165.824411 1.337582 12681.032812 8561.379235
2452933.000000 165.773784 0.722798 10820.924273 2769.206718
2452934.000000 167.856534 0.848112 15045.271318 3664.904590
2452935.000000 174.214441 1.590453 28229.128860 9453.133192
2452936.000000 177.588195 2.587333 25736.359544 17781.361284
2452937.000000 182.304131 1.134157 21831.190334 9313.088124
2452938.000000 187.654982 1.819174 18902.601580 4545.150663
2452939.000000 201.570688 8.935298 37101.911269 26438.134823
2452940.000000 212.080106 5.020608 27549.230859 8124.353159
2452941.000000 594.983865 339.242695 37917.320173 23983.790833
2452942.000000 1496.733528 906.396768 33957.714213 17511.786704
2452943.000000 436.380320 55.193057 25872.493392 5549.287511
2452944.000000 215.562982 8.850657 21315.452891 2056.102176
2452945.000000 204.293118 0.978356 20439.744012 3621.165993
2452946.000000 224.496827 31.478279 27781.926730 18067.196594
2452947.000000 318.452226 27.658111 29328.730776 18471.751039
2452948.000000 197.602122 11.502928 30467.591576 23858.633857
2452949.000000 187.832677 6.163444 15224.830717 5412.737482
2452950.000000 170.026535 2.762119 8062.992717 780.409626
2452951.000000 160.488385 1.372473 6760.792121 499.262857
2452952.000000 155.884449 0.956670 5752.564351 168.112719
2452953.000000 154.381863 0.602291 5517.512334 125.733995
2452954.000000 152.082350 0.504877 5599.909527 229.124202
2452955.000000 151.369372 0.767713 7996.732429 3854.345204
2452956.000000 153.068206 0.511232 6980.110176 1006.852786
2452957.000000 155.439353 1.285999 9506.296661 4135.565891
2452958.000000 157.900439 0.479913 6879.921812 421.026025
2452959.000000 157.094859 0.678760 6603.715306 418.370011
2452960.000000 158.466568 1.207111 7931.556854 1658.780659
2452961.000000 162.999363 1.728053 11840.235740 4696.021252
2452962.000000 172.604119 3.027881 23014.261201 14015.051021
2452963.000000 178.738030 1.456107 13679.877414 2787.353732
2452964.000000 185.190381 2.278615 14073.235563 7122.321439
2452965.000000 188.824427 1.536508 12219.726019 1888.195333
2452966.000000 193.185953 0.709099 12600.721235 885.932703
2452967.000000 195.214512 0.780737 12202.614407 442.648979
2452968.000000 197.180950 0.931993 12435.930048 638.713659
2452969.000000 198.265305 0.653841 12860.436116 608.075559
2452970.000000 197.448975 0.858018 12709.894449 357.392670
2452971.000000 201.420391 1.202353 15833.374653 3088.005924
2452972.000000 201.056888 0.571852 13586.407973 694.824523
2452973.000000 201.274433 0.808817 13946.612620 760.035490
2452974.000000 199.431025 1.179483 13063.592330 473.202452
2452975.000000 194.164124 1.558626 12614.349194 382.062177
2452976.000000 190.301798 2.205182 16040.317790 5056.284865
2452977.000000 182.000678 2.080354 10411.007438 927.265923
2452978.000000 173.826252 1.226163 9100.821910 581.170405
2452979.000000 167.465744 1.578663 8659.254846 543.111865
2452980.000000 160.618425 1.366057 9560.479123 2129.820635
2452981.000000 155.055969 1.268380 7084.650934 1054.779057
2452982.000000 150.388140 0.802175 5613.370752 157.978105
2452983.000000 147.997002 0.467354 5330.606715 130.436761
2452984.000000 146.463780 0.582499 5021.482794 117.376080
2452985.000000 144.367061 0.555048 4758.762843 185.265692
2452986.000000 143.758674 0.427941 4692.332323 198.095382
2452987.000000 145.085038 0.518371 4966.527137 173.827767
2452988.000000 147.787597 0.957554 5611.526726 347.599278
2452989.000000 153.508560 1.528599 6613.658427 366.748673
