# t_obs[JD] firstOrderFlux[counts/s] firstOrderFluxUnc[counts/s] centralOrderFlux[counts/s] centralOrderFluxUnc[counts/s]
2458729.000000 90.108930 0.381689 1010.116150 10.306993
2458730.000000 90.599329 0.300878 1011.125111 5.831151
2458731.000000 90.689589 0.248751 997.720411 6.772589
2458732.000000 90.566467 0.356819 985.038986 7.689496
2458733.000000 90.777142 0.333219 979.228325 6.117203
2458734.000000 90.883412 0.358043 971.000956 3.015735
2458735.000000 90.547009 0.271365 950.868400 7.468955
2458736.000000 90.816733 0.301828 957.792650 4.141648
2458737.000000 90.661601 0.319920 960.205784 4.688422
2458738.000000 90.506889 0.288938 958.457282 6.049348
2458739.000000 89.920704 0.294761 946.194157 4.228482
2458740.000000 90.271929 0.318907 965.578693 4.197007
2458741.000000 90.406425 0.327967 986.791881 4.909184
2458742.000000 90.618366 0.271037 989.160831 3.099853
2458743.000000 90.199559 0.299126 991.010020 5.545794
2458744.000000 90.090386 0.365708 992.721484 8.956893
2458745.000000 90.157446 0.376597 994.021180 9.984405
2458746.000000 89.853692 0.316657 990.748639 4.865631
2458747.000000 90.310261 0.749607 1005.348152 3.021246
2458748.000000 90.435957 0.274725 1005.195261 3.635185
2458749.000000 90.133203 0.323398 989.432449 4.518956
2458750.000000 89.545374 0.319898 974.655490 3.605751
2458751.000000 89.479886 0.310932 971.430631 2.164403
2458752.000000 89.617509 0.281021 979.537448 3.801417
2458753.000000 89.670708 0.346810 983.836473 5.457663
2458754.000000 89.787198 0.279554 978.193272 4.567439
2458755.000000 89.522518 0.340097 976.425322 3.251507
2458756.000000 89.915713 0.309815 972.642498 2.292890
2458757.000000 90.099033 0.297326 985.637223 26.546551
2458758.000000 90.199305 0.318886 1022.437168 31.648342
2458759.000000 90.264903 0.331924 989.119874 10.153613
2458760.000000 90.420160 0.270650 977.331912 7.024758
2458761.000000 90.648910 0.262249 971.603870 5.482410
2458762.000000 90.741908 0.334150 966.709597 4.083673
2458763.000000 90.444813 0.339679 945.978054 10.007247
2458764.000000 90.298696 0.380308 942.316492 7.588463
2458765.000000 90.524599 0.377890 942.476051 3.573502
2458766.000000 90.275245 0.309745 935.338112 6.635211
2458767.000000 90.176893 0.366204 942.065990 2.723099
2458768.000000 90.440210 0.340363 966.647641 9.820061
2458769.000000 90.717460 0.321544 980.737836 4.779794
2458770.000000 90.811950 0.346161 979.027930 7.233776
2458771.000000 89.965954 0.337291 961.751633 2.810356
2458772.000000 89.851639 0.278874 957.884849 0.942385
2458773.000000 89.773108 0.326010 968.685808 8.289496
2458774.000000 90.075899 0.309722 975.579896 2.870471
2458775.000000 89.910493 0.368421 978.333379 3.737395
2458776.000000 89.546953 0.334118 964.896617 3.464360
2458777.000000 88.961221 0.313783 950.012870 3.324951
2458778.000000 88.774111 0.298179 939.418529 1.874151
2458779.000000 89.517167 0.343556 953.524399 6.406282
2458780.000000 89.348900 0.287199 951.060766 4.593570
2458781.000000 89.626521 0.309850 952.835712 3.935176
2458782.000000 89.466359 0.333753 943.064714 3.049517
2458783.000000 89.714214 0.283095 950.250043 2.391812
2458784.000000 90.200895 0.446627 973.894467 4.962086
2458785.000000 90.574900 0.217014 990.040598 4.802155
2458786.000000 91.016828 0.322382 983.936508 2.660233
2458787.000000 90.968122 0.284273 978.657315 5.394502
2458788.000000 91.380917 0.324049 981.877277 6.815234
2458789.000000 92.132068 0.297218 1016.304112 6.279498
2458790.000000 92.036400 0.296954 1010.805865 2.919378
2458791.000000 91.917606 0.333207 1016.611964 10.450324
2458792.000000 91.899337 0.308613 1005.871097 4.324791
2458793.000000 91.519426 0.647234 996.712630 8.518013
2458794.000000 91.655251 0.349104 988.061056 4.843670
2458795.000000 91.622228 0.395829 974.693503 5.547386
2458796.000000 91.218298 0.299173 976.728570 6.121209
2458797.000000 91.249154 0.362504 975.149720 8.675953
2458798.000000 90.609814 0.332008 966.720170 2.597707
2458799.000000 90.418608 0.333926 977.678429 16.105450
2458800.000000 90.876237 0.424733 1048.129101 13.667712
2458801.000000 91.561707 0.437191 1076.853376 20.048725
2458802.000000 91.606561 0.264810 1050.698528 6.898496
2458803.000000 90.754247 0.266470 1029.219987 4.550745
2458804.000000 91.185102 0.375179 1033.528982 7.165734
2458805.000000 91.029029 0.344945 1007.002525 9.013948
2458806.000000 91.163728 0.412837 1003.661594 15.082502
2458807.000000 91.576612 0.323456 1010.173481 5.925409
2458808.000000 91.549306 0.442518 999.157854 4.808301
2458809.000000 91.997947 0.344144 1011.205230 5.336888
2458810.000000 91.134572 0.366778 992.017581 5.444256
2458811.000000 91.197684 0.342933 994.135864 5.232283
2458812.000000 91.093637 0.350369 991.541557 9.116985
2458813.000000 90.439513 0.328661 972.985547 5.657972
2458814.000000 91.146331 0.422699 981.608179 6.314973
2458815.000000 91.783205 0.308105 992.543848 6.526237
2458816.000000 90.792374 0.387577 964.796534 10.784249
2458817.000000 89.958018 0.328934 938.590464 4.886432
2458818.000000 90.539411 0.388562 951.837849 5.486473
2458819.000000 91.243889 0.434212 966.753746 4.267943
2458820.000000 90.882504 0.404635 954.329738 8.417305
2458821.000000 90.864751 0.354773 952.325452 8.020284
2458822.000000 90.410744 0.485355 934.449296 9.218802
2458823.000000 90.159842 0.383147 928.129223 1.556067
2458824.000000 90.462247 0.419380 946.158122 11.833319
2458825.000000 91.133492 0.366736 970.184851 3.296933
2458826.000000 91.321862 0.364447 975.803928 3.818230
2458827.000000 91.127754 0.402103 977.846703 7.631504
2458828.000000 91.416650 0.288374 990.994923 3.573526
2458829.000000 91.289454 0.362125 977.928527 4.431342
2458830.000000 90.696903 0.369495 961.009730 4.550781
2458831.000000 90.391385 0.332333 952.995718 4.823559
2458832.000000 91.251936 0.391243 977.875541 6.362749
2458833.000000 91.831535 0.306249 987.630265 3.914323
2458834.000000 91.560853 0.416198 988.705095 8.553926
2458835.000000 91.275429 0.326722 983.504695 3.881902
2458836.000000 91.382059 0.377488 984.336499 4.573578
2458837.000000 90.824411 0.389307 973.678634 8.533877
2458838.000000 90.560874 0.401133 961.254519 5.685862
2458839.000000 91.262157 0.285691 978.191113 5.946844
2458840.000000 91.679464 0.380496 989.830158 6.445979
2458841.000000 92.107765 0.480764 1019.390270 29.153372
2458842.000000 92.658549 0.341023 1075.550807 16.439411
2458843.000000 92.739289 0.365936 1044.306393 6.543715
2458844.000000 93.031719 0.421690 1032.053578 7.482133
2458845.000000 92.641177 0.382563 1020.934238 7.512289
2458846.000000 92.519332 0.418026 1025.993242 13.332473
2458847.000000 92.129428 0.349457 1006.790472 5.377390
2458848.000000 91.754146 0.376844 992.227560 9.101206
2458849.000000 91.281387 0.354468 969.613131 5.548713
2458850.000000 91.540954 0.324888 1006.424119 20.051573
2458851.000000 91.452598 0.338941 1027.423437 13.745573
2458852.000000 91.946916 0.349620 1065.519702 14.569082
2458853.000000 92.034652 0.336968 1054.162816 5.571240
2458854.000000 92.415473 0.355960 1069.007212 7.490177
2458855.000000 92.636719 0.326980 1109.086480 18.259353
2458856.000000 92.936411 0.365807 1111.580709 16.360884
2458857.000000 93.734244 0.383392 1139.368089 37.675443
2458858.000000 94.749572 0.313651 1234.294165 28.202075
2458859.000000 94.417066 0.392280 1193.547560 18.040651
2458860.000000 94.461250 0.300452 1175.153727 9.503512
2458861.000000 93.990887 0.402167 1127.861390 15.861090
2458862.000000 93.430810 0.458483 1082.894390 12.444017
2458863.000000 93.031442 0.323352 1086.056016 11.853487
2458864.000000 92.398147 0.366359 1049.734233 12.480089
2458865.000000 92.425000 0.329241 1034.291843 4.834876
2458866.000000 91.708664 0.392303 1010.117068 12.657678
2458867.000000 91.552244 0.404505 997.372659 9.543930
2458868.000000 92.213913 0.347732 1015.231079 8.878340
2458869.000000 91.831696 0.582527 991.792069 17.034499
2458870.000000 91.216038 0.357688 964.059408 6.869816
2458871.000000 91.127943 0.306701 957.516758 4.294558
2458872.000000 90.822503 0.321718 957.774337 2.477426
2458873.000000 91.107002 0.245630 969.907922 3.847841
2458874.000000 92.121823 0.284291 1035.343084 37.249743
2458875.000000 93.330189 0.456269 1122.051463 9.741212
2458876.000000 94.360355 0.352644 1171.038952 16.264761
2458877.000000 94.005140 0.252799 1144.838373 16.653553
2458878.000000 94.496572 0.347940 1129.417409 7.384767
2458879.000000 94.126626 0.364994 1130.545128 9.958092
2458880.000000 94.127808 0.370413 1146.121217 30.971180
2458881.000000 94.111490 0.474045 1130.422265 13.678233
2458882.000000 93.328099 0.542493 1085.099783 19.979278
2458883.000000 92.628495 0.354068 1046.111700 10.911750
2458884.000000 91.989139 0.327472 1028.446784 3.616096
2458885.000000 91.904881 0.309850 1016.183889 7.722630
2458886.000000 91.628389 0.297103 1008.073606 2.786700
2458887.000000 91.961588 0.331117 1027.701306 7.927724
2458888.000000 91.675513 0.432705 1023.213549 5.060486
2458889.000000 92.077565 0.328712 1020.140775 5.875053
2458890.000000 91.680264 0.414066 1004.618869 13.804669
2458891.000000 90.850994 0.337092 974.168857 4.795341
2458892.000000 91.106204 0.426568 966.286526 10.057158
2458893.000000 90.898427 0.340325 957.110422 5.673160
2458894.000000 90.500988 0.334334 949.092954 4.413594
2458895.000000 90.680414 0.316984 950.991446 4.294883
2458896.000000 91.058376 0.373525 964.410792 4.291119
2458897.000000 91.187726 0.330135 962.057690 2.695570
2458898.000000 90.797278 0.377502 952.085649 3.665081
2458899.000000 90.425165 0.304950 945.072070 3.012471
2458900.000000 90.482219 0.357695 936.416979 5.718461
2458901.000000 91.145315 0.467747 963.260314 12.996785
2458902.000000 91.837873 0.323400 982.898080 2.711401
2458903.000000 92.241603 0.401048 990.196176 6.867849
2458904.000000 91.758999 0.317119 970.837774 2.419758
2458905.000000 91.498008 0.319891 961.396096 2.348236
2458906.000000 90.810987 0.401055 948.612035 8.597987
2458907.000000 90.976081 0.312454 961.828449 10.702520
2458908.000000 91.238310 0.298951 980.338214 4.327160
2458909.000000 90.794237 0.337065 961.053344 5.936746
2458910.000000 90.461773 0.374903 946.470538 3.375927
2458911.000000 90.618325 0.438479 948.207285 7.457622
2458912.000000 90.164094 0.343638 940.934546 3.958242
2458913.000000 90.297335 0.326903 942.128401 3.811923
2458914.000000 90.155464 0.362956 939.161591 3.789409
2458915.000000 90.665935 0.325328 950.301668 3.408180
2458916.000000 90.849068 0.317530 969.626899 8.173162
2458917.000000 90.753331 0.343943 1002.770712 15.849333
2458918.000000 91.130177 0.355582 998.940561 4.917115
2458919.000000 92.066805 0.407528 1003.944807 5.189199
2458920.000000 91.307567 0.512536 1016.062341 53.546476
2458921.000000 90.980545 0.297798 976.416912 8.014240
2458922.000000 91.079047 0.315408 976.950132 5.999670
2458923.000000 90.681623 0.321293 967.608708 5.473795
2458924.000000 91.231263 0.322051 968.179963 2.974992
2458925.000000 90.987612 0.361157 961.652318 3.935504
2458926.000000 92.232112 0.458108 985.050586 7.088626
2458927.000000 92.406047 0.258637 987.165595 6.592012
2458928.000000 92.661595 0.406955 1012.747221 5.712707
2458929.000000 92.828438 0.410334 1014.585744 11.887857
2458930.000000 91.900549 0.284854 986.899181 6.486555
2458931.000000 91.538330 0.321537 970.967185 4.905734
2458932.000000 91.507582 0.283346 967.994442 2.716716
2458933.000000 92.151642 0.401498 988.148233 9.366053
2458934.000000 92.170309 0.315239 988.354708 3.193494
2458935.000000 91.526421 0.369320 968.785025 12.667778
2458936.000000 90.820457 0.394877 945.352335 6.048292
2458937.000000 90.404861 0.338369 939.746304 7.619700
2458938.000000 90.953005 0.329849 1002.972757 18.199394
2458939.000000 91.254329 0.308194 1030.242989 12.727676
2458940.000000 91.532946 0.342906 1049.472994 9.276545
2458941.000000 91.346972 0.383968 1040.697000 9.818826
2458942.000000 91.661577 0.323348 1049.766374 18.743645
2458943.000000 91.864388 0.353949 1035.296916 11.483098
2458944.000000 92.105061 0.305481 1074.765181 39.431672
2458945.000000 91.995669 0.378302 1066.055231 12.357465
2458946.000000 92.383125 0.347268 1077.591928 47.217359
2458947.000000 91.560814 0.281323 1043.544731 53.819321
2458948.000000 92.062818 0.465462 1033.807501 7.649811
2458949.000000 92.111214 0.345999 1062.642604 54.956323
2458950.000000 92.076583 0.386838 1026.893707 21.459135
2458951.000000 92.015324 0.274685 1010.027521 7.840384
2458952.000000 91.688178 0.322006 994.075133 7.401570
2458953.000000 91.038496 0.362659 966.092051 7.954054
2458954.000000 91.218077 0.316948 962.345501 4.383566
2458955.000000 90.387499 0.323982 938.245956 6.914358
2458956.000000 90.044025 0.341194 930.344094 7.698072
2458957.000000 90.254272 0.425979 930.868494 2.771259
2458958.000000 90.358735 0.691078 933.975058 3.528956
2458959.000000 90.369482 0.298085 932.629347 3.712291
2458960.000000 90.372010 0.295295 945.987432 5.749093
2458961.000000 91.034848 0.317590 964.316404 2.909776
2458962.000000 91.161819 0.314273 962.440938 4.198355
2458963.000000 91.545668 0.287387 976.042979 17.175564
2458964.000000 91.700776 0.413549 981.613085 15.782699
2458965.000000 91.560588 0.375357 1003.126739 10.727375
2458966.000000 92.219072 0.426618 1034.364379 13.126538
2458967.000000 92.426763 0.310528 1061.514001 12.338933
2458968.000000 91.870884 0.392918 1047.350982 4.448989
2458969.000000 92.757804 0.583537 1104.517600 37.488397
2458970.000000 93.552385 0.301638 1128.985335 21.075416
2458971.000000 93.579963 0.306103 1144.575630 27.391324
2458972.000000 92.972068 0.316019 1095.826252 9.935420
2458973.000000 92.169430 0.444973 1055.222313 16.689407
2458974.000000 92.108658 0.323239 1045.108357 5.612698
2458975.000000 92.508080 0.350527 1047.776355 10.201881
2458976.000000 91.829394 0.356059 1021.300131 11.552022
2458977.000000 91.164525 0.251660 995.886965 7.368769
2458978.000000 91.264443 0.304127 990.049463 8.560615
2458979.000000 91.004229 0.317757 973.225380 5.776689
2458980.000000 90.267941 0.371738 945.670324 9.489803
2458981.000000 89.148284 0.265266 916.154378 7.020786
2458982.000000 89.622918 0.316362 933.153906 7.172672
2458983.000000 90.575390 0.404974 962.577870 12.929628
2458984.000000 90.999202 0.331984 975.268622 7.546523
2458985.000000 91.772485 0.317454 1052.119746 45.242280
2458986.000000 92.852808 0.506497 1190.967340 27.028072
2458987.000000 93.707692 0.290386 1186.517042 13.429451
2458988.000000 94.015543 0.369486 1188.574309 13.375215
2458989.000000 93.221379 0.299390 1144.693243 15.942268
2458990.000000 93.288827 0.313323 1132.057362 9.703440
2458991.000000 93.197950 0.351529 1125.648900 10.842320
2458992.000000 93.262252 0.284476 1116.932226 9.036397
2458993.000000 93.065451 0.345071 1112.786149 8.386425
2458994.000000 92.456716 0.270426 1086.640881 5.388387
2458995.000000 92.529827 0.309446 1093.351082 12.554976
2458996.000000 92.828410 0.329591 1105.505169 8.968612
2458997.000000 92.712221 0.337310 1133.664347 59.401432
2458998.000000 93.321438 0.342707 1210.082862 55.205007
2458999.000000 93.956755 0.343014 1367.885506 301.904137
2459000.000000 94.671362 0.363525 1229.703683 29.008289
2459001.000000 93.891377 0.283376 1209.171529 11.370486
2459002.000000 93.849199 0.300175 1295.860177 105.814369
2459003.000000 94.615076 0.297601 1465.594455 75.307734
2459004.000000 95.029630 0.356397 1342.995002 36.501526
2459005.000000 94.946173 0.271378 1304.243659 18.752975
2459006.000000 94.928702 0.384513 1417.738653 44.745152
2459007.000000 94.713885 0.284894 1410.976507 52.764612
2459008.000000 94.977195 0.282851 1421.003221 74.008012
2459009.000000 94.906913 0.309279 1413.043959 43.967435
2459010.000000 95.095549 0.344922 1400.176218 53.647388
2459011.000000 95.613708 0.311048 1332.656614 20.829695
2459012.000000 95.227764 0.359067 1290.899904 13.997158
2459013.000000 94.337280 0.304695 1252.869520 15.666227
2459014.000000 93.780527 0.313748 1233.307530 24.876900
2459015.000000 93.743278 0.293118 1190.900995 8.768333
2459016.000000 93.391450 0.318163 1157.270763 12.314242
2459017.000000 93.164154 0.320869 1150.751223 9.773613
2459018.000000 93.168224 0.376991 1141.582635 24.591497
2459019.000000 91.994761 0.314129 1062.776415 13.321389
2459020.000000 91.509348 0.257761 1046.173622 5.555985
2459021.000000 91.619791 0.322019 1029.977283 6.834931
2459022.000000 91.102268 0.269620 1010.718360 6.517363
2459023.000000 90.906209 0.327976 990.155310 6.556380
2459024.000000 90.575910 0.320116 991.020052 2.981594
2459025.000000 90.783667 0.250204 1000.222403 5.746203
2459026.000000 91.377160 0.332858 1023.609612 8.050683
2459027.000000 91.335450 0.301908 1039.955396 3.587210
2459028.000000 91.752537 0.345997 1073.908342 13.169591
2459029.000000 92.077502 0.307340 1105.302952 17.241690
2459030.000000 92.326748 0.490013 1166.999202 28.849248
2459031.000000 93.037997 0.317138 1181.753917 29.799576
2459032.000000 92.853981 0.281426 1121.666811 17.826069
2459033.000000 92.138285 0.326801 1083.976854 8.759533
2459034.000000 92.189297 0.593541 1085.425524 9.683097
2459035.000000 92.629632 0.274194 1086.435006 14.945437
2459036.000000 91.878636 0.269944 1058.391080 4.590000
2459037.000000 91.561708 0.317223 1046.361912 7.171511
2459038.000000 91.163526 0.308488 1039.870033 6.176711
2459039.000000 90.548611 0.329423 1011.039637 7.807009
2459040.000000 91.067156 0.487499 1038.724042 11.939031
2459041.000000 91.529645 0.242011 1050.554685 6.453878
2459042.000000 91.251830 0.442563 1039.570283 6.974281
2459043.000000 91.165543 0.304962 1039.089618 5.936062
2459044.000000 90.897814 0.298615 1031.089163 7.905464
2459045.000000 91.173205 0.269128 1049.162172 14.942930
2459046.000000 91.085920 0.257131 1076.511199 31.874730
2459047.000000 91.356241 0.309096 1031.194663 10.634072
2459048.000000 91.112337 0.280515 1008.191617 4.974838
2459049.000000 90.478881 0.231619 978.221964 4.031961
2459050.000000 90.835637 0.302628 992.435637 8.358662
2459051.000000 91.832777 0.240909 1058.213050 18.912272
2459052.000000 91.945149 0.347567 1102.253676 9.988270
2459053.000000 91.620489 0.256273 1064.216125 9.896161
2459054.000000 91.152233 0.262254 1078.182280 17.919168
2459055.000000 91.273690 0.875769 1085.010707 13.070912
2459056.000000 92.366649 0.495516 1111.209763 18.577067
2459057.000000 93.723205 0.341138 1233.861053 52.643113
2459058.000000 94.766850 0.369561 1362.330732 36.578403
2459059.000000 95.739704 0.300017 1407.370622 19.168681
2459060.000000 95.915778 0.275943 1361.817798 17.195577
2459061.000000 96.302645 0.392406 1406.150494 36.203513
2459062.000000 96.470204 0.347338 1418.697229 21.440529
2459063.000000 96.550520 0.441320 1485.305142 51.393013
2459064.000000 96.727801 0.343584 1486.815726 23.793278
2459065.000000 97.390564 0.271335 1562.826305 63.330324
2459066.000000 97.993151 0.347017 1528.771617 26.994790
2459067.000000 98.184731 0.289581 1485.721107 11.146580
2459068.000000 98.779906 0.224334 1497.240908 52.217638
2459069.000000 98.646330 0.251092 1489.935106 11.784876
2459070.000000 98.990985 0.321369 1503.619430 89.644624
2459071.000000 98.896933 0.319513 1465.899902 14.945955
2459072.000000 98.712934 0.609573 1443.605683 18.776914
2459073.000000 98.046729 0.340703 1494.803203 57.896900
2459074.000000 97.301658 0.350041 1443.100313 39.705224
2459075.000000 96.929418 0.402039 1369.485822 33.870158
2459076.000000 95.980590 0.405289 1295.609942 22.015338
2459077.000000 94.883486 0.494082 1246.090601 228.183213
2459078.000000 94.100395 0.324026 1198.613194 54.778977
2459079.000000 93.782387 0.259103 1150.930533 15.836473
2459080.000000 93.528533 0.293127 1160.939727 22.162309
2459081.000000 93.457159 0.252091 1227.035877 94.558502
2459082.000000 93.845937 0.277920 1154.090416 20.071979
2459083.000000 94.354796 0.305183 1171.379049 39.277001
2459084.000000 94.052742 0.309885 1182.861336 19.908749
2459085.000000 94.244974 0.310371 1206.075125 5.241514
2459086.000000 94.350744 0.260860 1200.820368 4.361114
2459087.000000 93.680131 0.309867 1195.776343 3.980549
2459088.000000 93.521178 0.329504 1186.834723 8.399492
2459089.000000 93.107661 0.282876 1182.724076 17.121879
2459090.000000 92.997757 0.320604 1175.990034 5.459381
2459091.000000 92.642018 0.333867 1159.883871 11.362793
2459092.000000 92.656705 0.331457 1152.522178 5.290435
2459093.000000 92.245012 0.302874 1138.251850 9.143807
2459094.000000 92.426596 0.377736 1127.214573 5.383177
2459095.000000 92.381941 0.289692 1116.808572 9.495227
2459096.000000 92.482074 0.290999 1112.372851 7.559069
2459097.000000 92.615335 0.279791 1113.651455 4.696263
2459098.000000 92.251070 0.280673 1108.830205 6.850265
2459099.000000 92.342407 0.316208 1100.431989 6.689883
2459100.000000 92.967647 0.418389 1107.587934 7.890998
2459101.000000 93.051866 0.355964 1127.935866 4.571384
2459102.000000 92.659791 0.343086 1107.658993 9.720681
2459103.000000 92.161930 0.324783 1074.584375 11.775449
2459104.000000 91.724887 0.313399 1036.548533 10.281161
2459105.000000 91.118751 0.281411 1010.994681 3.038763
2459106.000000 91.016443 0.300413 1006.898659 5.756668
2459107.000000 91.135885 0.321896 1003.749451 11.479915
2459108.000000 91.035003 0.334472 998.976011 8.944077
2459109.000000 91.327308 0.301306 1005.296934 2.715331
2459110.000000 91.021614 0.330472 995.397808 5.567162
2459111.000000 91.269573 0.351418 995.795550 5.522637
2459112.000000 91.293578 0.310708 1020.334729 8.643075
2459113.000000 91.620085 0.326900 1161.263091 74.528733
2459114.000000 92.194628 0.366620 1401.052320 111.630118
2459115.000000 92.996651 0.356383 1379.768975 29.863213
2459116.000000 93.322781 0.313127 1385.807807 21.822112
2459117.000000 94.198247 0.315142 1397.103616 73.993016
2459118.000000 94.453876 0.363987 1371.650084 58.524987
2459119.000000 94.728774 0.308581 1370.291567 156.155432
2459120.000000 94.587147 0.313062 1309.138860 13.831468
2459121.000000 95.141175 0.280007 1351.512163 19.546808
2459122.000000 95.736319 0.381744 1328.466532 21.788262
2459123.000000 95.248154 0.703333 1279.864563 7.442818
2459124.000000 95.165862 0.449404 1297.267993 21.175135
2459125.000000 94.764450 0.309902 1270.593988 6.738700
2459126.000000 94.650425 0.282689 1281.818519 10.954965
2459127.000000 94.709245 0.345122 1255.838549 13.982759
2459128.000000 94.507209 0.306734 1217.067724 13.399523
2459129.000000 93.732173 0.448024 1201.013604 17.357729
2459130.000000 92.431082 0.430512 1109.716585 31.691843
2459131.000000 92.913597 0.352401 1104.786534 14.496260
2459132.000000 93.837683 0.424525 1146.328875 26.909321
2459133.000000 95.082579 0.405708 1207.456921 19.505704
2459134.000000 94.747398 0.354301 1178.417367 22.565546
2459135.000000 94.288450 0.288375 1144.407497 15.367572
2459136.000000 94.932845 0.412767 1216.501889 47.494343
2459137.000000 95.677218 0.313184 1326.936448 72.011813
2459138.000000 94.998399 0.447116 1256.490865 40.566663
2459139.000000 95.580982 0.356293 1401.502841 275.304178
2459140.000000 96.506317 0.472351 1330.711159 27.577119
2459141.000000 96.877120 0.424880 1498.219024 79.031122
2459142.000000 96.389618 0.273804 1466.869181 44.468623
2459143.000000 96.205272 0.264074 1385.456339 18.740830
2459144.000000 95.751653 0.267012 1311.891640 21.668899
2459145.000000 95.692221 0.264743 1326.034127 14.066279
2459146.000000 96.108865 0.561337 1344.127308 19.805577
2459147.000000 96.100757 0.366254 1311.442939 25.073821
2459148.000000 95.895352 0.344763 1327.531456 46.865480
2459149.000000 96.519970 0.566327 1487.063158 51.975800
2459150.000000 97.828820 0.421554 2094.787683 261.955816
2459151.000000 97.622853 0.411380 2067.189570 117.308548
2459152.000000 99.105310 0.492051 2361.869096 455.646729
2459153.000000 100.150834 0.387824 2041.016950 94.015706
2459154.000000 100.999794 0.388284 1882.812879 44.300203
2459155.000000 102.112262 0.430661 2419.984066 397.377073
2459156.000000 102.180375 0.413553 2486.744033 83.625106
2459157.000000 100.250773 0.610516 2165.746325 202.098652
2459158.000000 99.716560 0.366076 2369.872048 247.261954
2459159.000000 99.173203 0.419422 2855.199792 621.721402
2459160.000000 99.958082 0.391682 2637.363849 411.043909
2459161.000000 101.303095 0.528871 2293.988239 162.217278
2459162.000000 102.447156 0.392835 2309.414774 255.182453
2459163.000000 102.986820 0.354065 2374.889790 98.451872
2459164.000000 102.879662 0.352625 2410.664988 81.804589
2459165.000000 102.789364 0.598223 2473.595896 395.078098
2459166.000000 102.773891 0.537931 2275.117221 214.205466
2459167.000000 103.348044 0.492526 2075.136688 50.573764
2459168.000000 104.763167 0.358413 2131.504362 33.636989
2459169.000000 104.969688 0.429890 2168.515494 34.959130
2459170.000000 104.948431 0.475725 2195.182368 109.465026
2459171.000000 104.209700 0.353330 1926.504787 74.632285
2459172.000000 103.423334 0.434693 1783.641637 41.703219
2459173.000000 102.851717 0.331540 1870.044560 64.764496
2459174.000000 102.375138 0.388690 2123.589755 337.830133
2459175.000000 103.220239 0.580594 2713.188367 271.673791
2459176.000000 105.215595 0.720935 3478.778306 339.337772
2459177.000000 107.543399 0.946169 3852.295183 640.531087
2459178.000000 109.429338 0.761763 4120.917977 424.299051
2459179.000000 111.708144 0.398591 4063.314726 327.327000
2459180.000000 112.296167 0.383817 4272.668323 559.290810
2459181.000000 112.328398 0.561677 3918.787185 196.631611
2459182.000000 114.191864 0.582625 4516.843360 381.932388
2459183.000000 115.564631 0.568988 6374.034917 4248.063822
2459184.000000 115.859675 0.584963 4223.881746 120.684150
2459185.000000 116.291606 0.564076 4041.381112 353.783333
2459186.000000 115.570895 0.434448 3894.314363 135.163750
2459187.000000 114.795516 0.508407 3884.211167 229.438701
2459188.000000 113.445306 0.472192 3536.986197 220.357669
2459189.000000 113.341358 0.413451 3790.065521 303.458662
2459190.000000 111.663357 0.513767 3290.501161 165.478282
2459191.000000 109.486526 0.752576 3865.185753 1640.345744
2459192.000000 106.681533 0.346518 2416.126876 248.998407
2459193.000000 106.232855 0.475859 2066.743839 76.012462
2459194.000000 105.784786 0.374108 2158.778584 147.729837
2459195.000000 105.356518 0.422373 2304.807386 191.706418
2459196.000000 105.296188 0.489340 2272.563444 164.165464
2459197.000000 104.606210 0.385275 2156.749405 67.978329
2459198.000000 104.248679 0.470317 2290.075818 476.327341
2459199.000000 104.650688 0.381407 2141.344103 114.621137
2459200.000000 104.807201 0.372650 1946.356734 64.724104
2459201.000000 103.497822 0.380739 1840.389387 34.415550
2459202.000000 103.383357 0.400349 1808.867379 43.815427
2459203.000000 103.595086 0.307426 2035.464954 65.142700
2459204.000000 103.703590 0.322220 2167.408934 23.615630
2459205.000000 103.692416 0.344844 2168.217888 27.225964
2459206.000000 104.528934 0.361432 2373.584017 93.372452
2459207.000000 105.561895 0.430389 2564.447057 95.483635
2459208.000000 106.385183 0.399725 2499.678792 77.872354
2459209.000000 105.710148 0.428106 2523.459830 66.796468
2459210.000000 105.129218 0.436950 2472.989088 53.176896
2459211.000000 105.023785 0.419329 2418.364974 36.985319
2459212.000000 104.546005 0.408672 2362.611005 28.155364
2459213.000000 103.419101 0.481709 2252.696474 50.772134
2459214.000000 103.107011 0.337289 2220.569132 74.042046
2459215.000000 102.476066 0.399826 2083.862019 24.442833
2459216.000000 101.934922 0.384594 2051.364138 28.406541
2459217.000000 101.369403 0.350857 2028.753101 15.756841
2459218.000000 101.581124 0.435248 1997.212828 25.800708
2459219.000000 100.298928 0.541708 1820.045519 69.608811
2459220.000000 98.943603 0.553889 1637.408157 55.591533
2459221.000000 97.613324 0.390908 1496.981394 28.175353
2459222.000000 97.040480 0.369082 1453.593547 6.790591
2459223.000000 96.904625 0.411338 1501.170884 41.324130
2459224.000000 96.472672 0.355906 1441.902219 14.492452
2459225.000000 96.029632 0.453562 1413.066644 20.889553
2459226.000000 95.250151 0.337728 1363.537476 11.979821
2459227.000000 94.502811 0.429292 1318.065522 7.055108
2459228.000000 93.906887 0.262726 1304.319213 4.600438
2459229.000000 94.283317 0.229874 1330.363793 9.948394
2459230.000000 95.835833 0.463559 1463.152237 54.136369
2459231.000000 96.075202 0.334061 1632.595603 54.643661
