# t_obs[JD] heliocentric_dist[km] firstOrderFlux[counts/s] firstOrderFluxUnc[counts/s] centralOrderFlux[counts/s] centralOrderFluxUnc[counts/s]
2453035.000000 146059000.000000 151.590000 0.544454 6046.230000 482.416000
2453036.000000 146074000.000000 152.810000 0.590579 5415.400000 473.580000
2453037.000000 146080000.000000 155.275000 0.650064 5664.890000 297.575000
2453038.000000 146096000.000000 156.765000 0.812044 6204.440000 547.920000
2453039.000000 146123000.000000 158.110000 0.458984 6038.860000 540.715000
2453040.000000 146140000.000000 157.650000 0.603129 6380.640000 921.590000
2453041.000000 146145000.000000 158.235000 0.540559 6177.070000 377.836000
2453042.000000 146161000.000000 159.435000 0.501962 6193.660000 262.039000
2453043.000000 146189000.000000 163.810000 1.105666 7004.630000 377.425000
2453044.000000 146205000.000000 168.555000 1.229350 8569.170000 1561.490000
2453045.000000 146211000.000000 171.710000 0.825180 8525.350000 1248.520000
2453046.000000 146231000.000000 173.010000 0.653817 7759.660000 209.734000
2453047.000000 146255000.000000 174.875000 0.548899 7821.690000 182.214000
2453048.000000 146273000.000000 173.880000 0.547379 7675.630000 109.761000
2453049.000000 146287000.000000 174.225000 0.572659 7595.920000 328.713000
2453050.000000 146319000.000000 172.185000 0.507968 6879.630000 131.897000
2453051.000000 146336000.000000 170.780000 0.967425 6604.920000 260.790000
2453052.000000 146344000.000000 167.605000 0.756065 6101.800000 148.414000
2453053.000000 146385000.000000 165.645000 0.456164 6146.950000 298.274000
2453054.000000 146402000.000000 166.625000 0.457850 6092.520000 169.487000
2453055.000000 146413000.000000 165.045000 0.676031 6136.620000 96.718800
2453056.000000 146450000.000000 163.200000 0.443046 5819.160000 175.883000
2453057.000000 146468000.000000 161.895000 0.516164 5830.260000 193.753000
2453058.000000 146487000.000000 160.765000 0.654728 6521.080000 578.256000
2453059.000000 146517000.000000 159.590000 0.486310 6051.920000 316.575000
2453060.000000 146537000.000000 159.370000 0.447615 5971.620000 329.603000
2453061.000000 146578000.000000 159.950000 0.629907 7179.410000 1153.650000
2453062.000000 146598000.000000 161.110000 1.611088 8852.810000 7924.540000
2453063.000000 146614000.000000 161.845000 0.678886 6515.160000 228.247000
2453064.000000 146648000.000000 162.375000 0.501368 6472.420000 359.487000
2453065.000000 146669000.000000 160.900000 0.401826 6057.090000 140.331000
2453066.000000 146712000.000000 160.585000 0.485999 5896.480000 106.016000
2453067.000000 146732000.000000 159.120000 0.662579 6036.440000 370.760000
2453068.000000 146774000.000000 155.930000 0.540055 5563.520000 126.176000
2453069.000000 146795000.000000 153.725000 0.596741 6413.770000 649.112000
2453070.000000 146829000.000000 154.925000 0.692221 7779.500000 1289.900000
2453071.000000 146859000.000000 158.080000 0.742076 8312.070000 2290.060000
2453072.000000 146890000.000000 159.150000 0.465778 7119.210000 256.042000
2453073.000000 146923000.000000 159.150000 0.467853 6921.340000 567.282000
2453074.000000 146953000.000000 161.065000 0.484316 7042.190000 304.195000
2453075.000000 146990000.000000 161.000000 0.618441 7186.730000 297.898000
2453076.000000 147023000.000000 162.335000 0.582292 7247.350000 393.492000
2453077.000000 147056000.000000 162.080000 0.418672 6777.650000 482.014000
2453078.000000 147100000.000000 160.965000 0.583791 6227.370000 165.706000
2453079.000000 147123000.000000 160.545000 0.433731 6078.470000 112.107000
2453080.000000 147168000.000000 162.215000 0.663773 6255.590000 176.526000
2453081.000000 147192000.000000 165.550000 1.357560 7086.350000 557.931000
2453082.000000 147237000.000000 169.940000 1.174133 8181.940000 831.537000
2453083.000000 147262000.000000 173.570000 0.775745 9758.610000 1992.190000
2453084.000000 147313000.000000 174.350000 0.769097 9399.270000 1126.660000
2453085.000000 147352000.000000 173.110000 0.587652 8223.450000 562.223000
2453086.000000 147393000.000000 172.090000 0.756179 7465.590000 568.636000
2453087.000000 147435000.000000 172.875000 0.759179 7562.310000 557.507000
2453088.000000 147468000.000000 172.600000 0.603003 7394.310000 620.110000
2453089.000000 147513000.000000 173.090000 0.991851 8187.520000 1096.250000
2453090.000000 147553000.000000 175.155000 0.594487 9114.880000 1693.080000
2453091.000000 147591000.000000 176.190000 0.534301 7865.220000 234.474000
2453092.000000 147638000.000000 177.965000 0.559969 8613.480000 381.287000
2453093.000000 147681000.000000 177.980000 0.502173 8999.700000 583.591000
2453094.000000 147717000.000000 176.785000 1.042336 8680.240000 716.435000
2453095.000000 147769000.000000 172.860000 0.953277 8872.330000 1023.250000
2453096.000000 147812000.000000 169.355000 1.069384 9314.170000 1121.230000
2453097.000000 147853000.000000 166.280000 1.106067 7724.650000 501.343000
2453098.000000 147891000.000000 163.335000 0.589732 6871.260000 218.260000
2453099.000000 147940000.000000 163.320000 0.641807 6602.230000 133.766000
2453100.000000 147979000.000000 164.705000 0.406242 6808.610000 625.906000
2453101.000000 148037000.000000 165.235000 0.686939 7539.260000 2685.500000
2453102.000000 148085000.000000 164.290000 1.119632 7431.750000 3514.700000
2453103.000000 148126000.000000 161.285000 0.723415 6014.290000 161.022000
2453104.000000 148171000.000000 157.145000 1.212570 6339.220000 1649.630000
2453105.000000 148221000.000000 154.350000 0.640160 5362.080000 742.959000
2453106.000000 148279000.000000 152.305000 0.501621 5137.630000 115.851000
2453107.000000 148306000.000000 154.615000 1.179608 5586.200000 2191.840000
2453108.000000 148363000.000000 155.235000 0.399712 5425.380000 321.622000
2453109.000000 148414000.000000 157.470000 0.738613 5581.680000 81.008500
2453110.000000 148460000.000000 159.815000 0.904014 6074.040000 336.411000
2453111.000000 148499000.000000 161.075000 0.395306 6050.280000 569.281000
2453112.000000 148553000.000000 162.010000 0.418677 5943.650000 144.651000
2453113.000000 148608000.000000 162.605000 0.366217 5964.780000 245.956000
2453114.000000 148642000.000000 164.340000 0.729085 6421.150000 457.489000
2453115.000000 148694000.000000 166.970000 0.763262 6858.600000 625.147000
2453116.000000 148744000.000000 167.315000 0.438824 6631.550000 226.236000
2453117.000000 148794000.000000 161.985000 13.948337 5698.410000 2247.300000
2453118.000000 148834000.000000 159.815000 18.598678 5271.150000 3013.040000
2453119.000000 0.000000 nan nan nan nan
2453120.000000 0.000000 nan nan nan nan
2453121.000000 0.000000 nan nan nan nan
2453122.000000 149050000.000000 158.610000 0.248585 5527.680000 27.986100
2453123.000000 149075000.000000 156.255000 0.982094 5655.560000 803.536000
2453124.000000 149132000.000000 153.215000 0.714120 5075.910000 105.707000
2453125.000000 149158000.000000 150.385000 0.389547 4871.620000 133.636000
2453126.000000 149216000.000000 150.910000 0.394926 4916.370000 209.443000
2453127.000000 149265000.000000 152.170000 0.544800 5778.430000 1204.030000
2453128.000000 149302000.000000 152.685000 0.742372 7070.440000 1660.000000
2453129.000000 149350000.000000 150.590000 0.408099 5310.090000 379.611000
2453130.000000 149399000.000000 149.375000 0.379445 4803.530000 144.166000
2453131.000000 149440000.000000 149.345000 0.395730 4919.960000 108.956000
2453132.000000 149481000.000000 149.445000 0.312145 5012.390000 98.117800
2453133.000000 149530000.000000 148.440000 0.580960 4812.250000 348.052000
2453134.000000 149568000.000000 148.690000 0.446131 4761.690000 94.203700
2453135.000000 149612000.000000 150.045000 0.798269 5230.570000 192.967000
2453136.000000 149659000.000000 153.020000 0.539726 5080.700000 140.502000
2453137.000000 149684000.000000 152.410000 0.356274 4912.500000 65.437200
2453138.000000 149738000.000000 153.460000 0.458031 5308.970000 441.662000
2453139.000000 149787000.000000 154.435000 0.533128 6077.880000 922.852000
2453140.000000 149811000.000000 155.805000 0.555307 5921.870000 197.934000
2453141.000000 149858000.000000 157.540000 0.674335 6334.210000 305.371000
2453142.000000 149882000.000000 159.605000 0.646597 6456.760000 178.476000
2453143.000000 149933000.000000 159.400000 0.610702 6829.800000 514.152000
2453144.000000 149972000.000000 160.355000 0.553998 6862.520000 859.116000
2453145.000000 150006000.000000 160.115000 0.491866 6642.600000 574.775000
2453146.000000 150051000.000000 160.445000 0.569778 7096.270000 816.772000
2453147.000000 150072000.000000 159.840000 0.512265 7048.420000 1613.320000
2453148.000000 150117000.000000 157.360000 0.897851 7002.770000 1244.360000
2453149.000000 150139000.000000 154.270000 0.597078 6654.090000 617.356000
2453150.000000 150184000.000000 152.620000 0.427595 6391.270000 703.158000
2453151.000000 150204000.000000 152.205000 0.423718 5800.250000 145.343000
2453152.000000 150248000.000000 151.020000 0.511432 5971.950000 441.525000
2453153.000000 150269000.000000 151.655000 0.574186 5938.170000 266.303000
2453154.000000 150303000.000000 152.275000 0.612386 6791.210000 579.240000
2453155.000000 150331000.000000 151.900000 0.763371 6358.680000 252.409000
2453156.000000 150345000.000000 152.025000 0.431637 6158.320000 320.321000
2453157.000000 150384000.000000 150.980000 0.732033 7064.770000 1856.820000
2453158.000000 150404000.000000 148.240000 0.651614 5443.360000 266.032000
2453159.000000 150442000.000000 147.135000 0.393806 4971.720000 153.202000
2453160.000000 150463000.000000 147.670000 0.436059 4753.650000 100.846000
2453161.000000 150471000.000000 147.815000 0.319872 4720.940000 90.967100
2453162.000000 150514000.000000 148.200000 0.436666 4673.640000 124.245000
2453163.000000 150531000.000000 149.285000 0.485513 4742.960000 172.666000
2453164.000000 150536000.000000 149.315000 0.391109 5066.490000 955.258000
2453165.000000 150579000.000000 148.170000 0.555346 4571.540000 146.279000
2453166.000000 150593000.000000 147.445000 0.416476 4426.430000 134.558000
2453167.000000 150601000.000000 147.140000 0.388928 4569.250000 249.078000
2453168.000000 150617000.000000 145.615000 0.420536 4294.250000 124.968000
2453169.000000 150646000.000000 145.760000 0.429708 5148.840000 456.135000
2453170.000000 150662000.000000 147.555000 0.449066 7371.250000 2043.750000
2453171.000000 150667000.000000 149.655000 0.713864 6847.390000 358.680000
2453172.000000 150683000.000000 151.725000 0.569337 6888.300000 280.879000
2453173.000000 150712000.000000 152.390000 0.535336 6554.590000 795.227000
2453174.000000 150716000.000000 153.120000 0.500455 6192.800000 241.871000
2453175.000000 150729000.000000 151.655000 0.606834 6163.340000 306.864000
2453176.000000 150733000.000000 151.380000 0.513082 6390.750000 526.333000
2453177.000000 150752000.000000 151.595000 0.364946 6568.240000 395.790000
2453178.000000 150762000.000000 152.675000 0.579234 6489.900000 286.809000
2453179.000000 150774000.000000 154.900000 1.223142 7006.000000 477.875000
2453180.000000 150772000.000000 157.130000 0.685543 7094.830000 666.320000
2453181.000000 150789000.000000 157.830000 0.405188 7047.930000 535.792000
2453182.000000 150793000.000000 156.930000 0.513582 6817.370000 277.136000
2453183.000000 150798000.000000 156.900000 0.676542 7670.810000 1531.720000
2453184.000000 150798000.000000 155.060000 0.474468 7412.810000 880.529000
2453185.000000 150803000.000000 152.355000 1.016991 6593.070000 746.407000
2453186.000000 150805000.000000 146.995000 1.069525 4761.130000 414.383000
2453187.000000 150810000.000000 142.385000 0.773607 4152.300000 308.076000
2453188.000000 150814000.000000 141.775000 0.360391 3899.400000 66.475400
2453189.000000 150814000.000000 141.180000 0.367343 3783.840000 47.843100
2453190.000000 150814000.000000 140.340000 0.291232 3723.670000 20.941700
2453191.000000 150814000.000000 140.255000 0.357969 3811.110000 173.661000
2453192.000000 150814000.000000 138.900000 0.489734 3675.730000 71.168200
2453193.000000 150804000.000000 138.320000 0.365338 3783.370000 134.191000
2453194.000000 150803000.000000 138.790000 0.445689 3782.880000 152.051000
2453195.000000 150802000.000000 140.025000 0.607119 4100.250000 239.289000
2453196.000000 150799000.000000 142.300000 0.581409 4863.350000 239.554000
2453197.000000 150798000.000000 144.960000 1.381228 5812.130000 796.329000
2453198.000000 150797000.000000 151.430000 1.824734 9155.790000 1509.480000
2453199.000000 150793000.000000 158.675000 1.009891 11802.130000 3984.320000
2453200.000000 150782000.000000 163.605000 1.241572 12764.010000 5459.830000
2453201.000000 150754000.000000 166.270000 0.842224 11191.150000 2805.360000
2453202.000000 150753000.000000 169.815000 1.610323 14960.970000 8740.230000
2453203.000000 150738000.000000 172.830000 2.961177 19184.410000 14024.900000
2453204.000000 150734000.000000 169.555000 1.281991 13159.580000 4373.800000
2453205.000000 150730000.000000 170.645000 0.866613 11443.840000 1963.280000
2453206.000000 150716000.000000 170.755000 0.776619 12182.720000 1046.320000
2453207.000000 150688000.000000 170.750000 2.055655 13637.590000 6441.440000
2453208.000000 150673000.000000 167.430000 1.153002 10708.960000 1194.760000
2453209.000000 150667000.000000 168.405000 2.369107 14647.620000 8062.710000
2453210.000000 150652000.000000 165.440000 1.596875 12083.220000 3008.270000
2453211.000000 150623000.000000 160.720000 1.465274 9925.990000 2104.590000
2453212.000000 150607000.000000 159.825000 2.325522 13379.680000 5845.130000
2453213.000000 150598000.000000 167.580000 11.980462 9998.450000 1870.510000
2453214.000000 150559000.000000 151.765000 1.977102 9549.770000 2615.480000
2453215.000000 150542000.000000 146.670000 0.968585 9440.500000 2592.300000
2453216.000000 150535000.000000 145.445000 0.865224 8325.460000 2658.440000
2453217.000000 150493000.000000 143.160000 0.588148 6093.600000 443.149000
2453218.000000 150476000.000000 141.095000 0.643719 8622.530000 4180.600000
2453219.000000 150457000.000000 139.425000 0.371427 4367.440000 254.654000
2453220.000000 150426000.000000 140.655000 0.545267 4295.990000 388.939000
2453221.000000 150406000.000000 142.450000 0.584219 4619.940000 453.243000
2453222.000000 150363000.000000 143.575000 0.366345 4470.400000 88.421500
2453223.000000 150345000.000000 145.555000 0.781793 4980.960000 282.053000
2453224.000000 150307000.000000 148.740000 0.596676 5244.990000 107.929000
2453225.000000 150280000.000000 150.950000 0.543246 5555.750000 102.524000
2453226.000000 150254000.000000 154.210000 0.936967 6755.780000 965.591000
2453227.000000 150219000.000000 156.775000 0.514319 8035.590000 890.549000
2453228.000000 150196000.000000 159.555000 0.634497 7934.610000 570.015000
2453229.000000 150155000.000000 162.675000 0.936358 9579.930000 1239.450000
2453230.000000 150128000.000000 165.785000 0.859085 11489.110000 2511.220000
2453231.000000 150087000.000000 167.360000 1.050826 12347.280000 4086.780000
2453232.000000 150053000.000000 168.495000 1.165943 17782.140000 5889.070000
2453233.000000 150019000.000000 165.010000 1.198287 12982.260000 4853.490000
2453234.000000 149974000.000000 163.860000 0.707813 11807.850000 3035.080000
2453235.000000 149952000.000000 164.995000 0.805273 13911.270000 3552.200000
2453236.000000 149906000.000000 165.120000 1.095274 15567.120000 10233.400000
2453237.000000 149882000.000000 163.685000 0.736884 12980.750000 3629.110000
2453238.000000 149837000.000000 160.990000 0.530148 8304.150000 621.876000
2453239.000000 149804000.000000 158.375000 0.635304 7213.060000 315.418000
2453240.000000 149757000.000000 155.950000 0.799225 6709.300000 175.896000
2453241.000000 149711000.000000 155.530000 0.369076 6337.640000 229.701000
2453242.000000 149687000.000000 155.560000 0.462593 6458.470000 250.202000
2453243.000000 149640000.000000 155.600000 0.527994 6330.130000 221.080000
2453244.000000 149602000.000000 153.785000 0.699234 6270.990000 398.975000
2453245.000000 149560000.000000 151.095000 0.831810 5459.450000 298.393000
2453246.000000 149513000.000000 147.675000 0.463582 4697.760000 118.274000
2453247.000000 149488000.000000 147.195000 0.384242 4492.010000 114.905000
2453248.000000 149434000.000000 148.085000 0.440095 5412.960000 605.755000
2453249.000000 149384000.000000 150.525000 0.999188 6460.380000 1569.000000
2453250.000000 149359000.000000 152.875000 0.723880 6300.130000 103.036000
2453251.000000 149309000.000000 155.000000 0.680361 6497.910000 298.142000
2453252.000000 149256000.000000 155.235000 0.468678 5968.450000 92.536800
2453253.000000 149230000.000000 155.100000 0.809709 6004.290000 78.966300
2453254.000000 149181000.000000 156.770000 0.656097 6296.230000 140.417000
2453255.000000 149130000.000000 157.855000 0.661395 6756.390000 426.596000
2453256.000000 149100000.000000 160.190000 1.769464 8909.450000 1380.560000
2453257.000000 149051000.000000 164.555000 0.640641 9145.010000 528.187000
2453258.000000 149005000.000000 164.490000 0.514942 10109.880000 943.297000
2453259.000000 148969000.000000 163.740000 0.542875 9612.200000 976.210000
2453260.000000 148920000.000000 162.695000 0.415411 8612.370000 522.098000
2453261.000000 148877000.000000 163.210000 1.834813 12226.790000 10247.800000
2453262.000000 148838000.000000 164.635000 4.931587 8340.310000 798.379000
2453263.000000 148790000.000000 168.820000 3.716280 10687.650000 3580.470000
2453264.000000 148752000.000000 160.320000 0.988874 8414.610000 525.161000
2453265.000000 148708000.000000 157.140000 1.003712 7119.900000 479.928000
2453266.000000 148664000.000000 155.225000 0.465049 6399.040000 153.422000
2453267.000000 148611000.000000 153.640000 0.411103 6266.630000 253.583000
2453268.000000 148578000.000000 154.000000 0.898919 6766.370000 1497.530000
2453269.000000 148531000.000000 153.765000 0.634504 6223.790000 242.060000
2453270.000000 148485000.000000 152.135000 0.961024 5850.760000 697.889000
2453271.000000 148449000.000000 149.055000 0.908888 5960.610000 1180.550000
2453272.000000 148409000.000000 146.330000 0.537675 5024.920000 335.161000
2453273.000000 148365000.000000 145.800000 0.352380 4757.930000 242.855000
2453274.000000 148319000.000000 145.595000 0.401014 4443.450000 68.126500
2453275.000000 148284000.000000 144.990000 0.386621 4391.870000 50.970600
2453276.000000 148240000.000000 147.135000 0.566637 4616.950000 69.826800
2453277.000000 148196000.000000 148.905000 0.651134 5135.310000 161.756000
2453278.000000 148163000.000000 149.625000 0.503506 4859.060000 144.447000
2453279.000000 148118000.000000 151.245000 0.378874 4634.860000 108.993000
2453280.000000 148082000.000000 151.080000 0.352660 4420.760000 85.261600
2453281.000000 148048000.000000 150.450000 0.374767 4398.470000 51.156100
2453282.000000 148003000.000000 152.095000 0.520792 4529.270000 74.266600
2453283.000000 147971000.000000 153.700000 0.456235 4998.960000 533.372000
2453284.000000 147922000.000000 155.560000 0.474223 5262.790000 317.276000
2453285.000000 147877000.000000 155.455000 0.453579 5328.720000 552.643000
2453286.000000 147852000.000000 155.990000 0.349767 5220.870000 173.909000
2453287.000000 147807000.000000 155.625000 0.814287 5531.950000 150.865000
2453288.000000 147785000.000000 152.235000 0.534516 5692.030000 312.195000
2453289.000000 147737000.000000 149.980000 0.485475 5733.300000 325.633000
2453290.000000 147702000.000000 149.140000 0.523229 4901.010000 186.596000
2453291.000000 147660000.000000 149.120000 0.331947 4741.240000 84.819100
2453292.000000 147619000.000000 147.420000 0.492409 4722.330000 354.686000
2453293.000000 147593000.000000 146.810000 0.407972 4888.280000 333.508000
2453294.000000 147548000.000000 146.045000 0.409823 4646.890000 135.926000
2453295.000000 147525000.000000 147.100000 0.456497 4666.210000 131.429000
2453296.000000 147480000.000000 148.045000 0.484940 4795.480000 112.229000
2453297.000000 147458000.000000 150.530000 0.947010 5235.860000 218.205000
2453298.000000 147413000.000000 154.930000 0.970689 5749.830000 429.103000
2453299.000000 147392000.000000 159.155000 1.501192 6739.610000 1310.570000
2453300.000000 147348000.000000 164.565000 1.065851 7836.910000 1748.540000
2453301.000000 147326000.000000 170.140000 1.414070 8816.850000 1772.350000
2453302.000000 147282000.000000 173.665000 0.763231 9686.730000 1754.510000
2453303.000000 147261000.000000 176.215000 0.891803 10424.830000 2598.030000
2453304.000000 147217000.000000 175.820000 0.795384 9822.330000 1469.590000
2453305.000000 147195000.000000 173.540000 0.692899 8417.190000 488.461000
2453306.000000 147151000.000000 171.625000 0.901320 8354.030000 324.388000
2453307.000000 147130000.000000 170.595000 0.648273 8707.060000 588.822000
2453308.000000 147087000.000000 170.400000 0.665132 8591.880000 457.178000
2453309.000000 147067000.000000 169.210000 1.164492 10176.500000 5502.130000
2453310.000000 147024000.000000 168.560000 0.815023 9262.540000 1926.370000
2453311.000000 147003000.000000 168.040000 2.304779 8407.470000 883.853000
2453312.000000 146970000.000000 164.875000 0.555791 9645.630000 1379.200000
2453313.000000 146940000.000000 161.910000 1.429987 11176.820000 4761.000000
2453314.000000 146923000.000000 159.040000 1.382062 11014.850000 7519.150000
2453315.000000 146887000.000000 158.495000 0.837509 10803.980000 3104.720000
2453316.000000 146867000.000000 158.430000 2.145888 13310.870000 11173.000000
2453317.000000 146824000.000000 165.290000 7.326603 14854.910000 16344.200000
2453318.000000 146804000.000000 171.890000 8.845553 10271.790000 2902.220000
2453319.000000 146767000.000000 163.625000 1.887054 13503.370000 10307.000000
2453320.000000 146742000.000000 174.195000 7.437221 11880.880000 12588.800000
2453321.000000 146722000.000000 166.060000 1.584293 6415.280000 460.544000
2453322.000000 146692000.000000 159.970000 1.086014 5591.510000 143.712000
2453323.000000 146671000.000000 158.310000 0.507139 5506.890000 227.448000
2453324.000000 146630000.000000 158.885000 0.493892 6004.850000 515.404000
2453325.000000 146610000.000000 160.180000 0.398664 6755.880000 554.309000
2453326.000000 146597000.000000 160.455000 0.551319 6817.530000 268.970000
2453327.000000 146560000.000000 162.405000 0.915548 6851.810000 192.713000
2453328.000000 146540000.000000 163.595000 0.667150 7236.340000 395.168000
2453329.000000 146508000.000000 163.435000 0.622992 7506.260000 999.314000
2453330.000000 146483000.000000 161.325000 0.559596 6026.540000 122.529000
2453331.000000 146473000.000000 161.835000 0.540918 6382.570000 324.940000
2453332.000000 146430000.000000 163.300000 0.678193 8218.720000 582.588000
2453333.000000 146414000.000000 166.280000 0.654891 8266.190000 335.314000
2453334.000000 146402000.000000 167.035000 0.597286 8556.650000 1447.380000
2453335.000000 146364000.000000 167.150000 0.641325 8142.330000 623.894000
2453336.000000 146347000.000000 167.780000 0.439899 7792.480000 192.513000
2453337.000000 146332000.000000 165.980000 0.868270 7618.890000 556.936000
2453338.000000 146298000.000000 164.205000 0.463292 7425.180000 236.889000
2453339.000000 146282000.000000 163.125000 0.753130 7187.240000 651.300000
2453340.000000 146269000.000000 162.570000 0.919392 7609.990000 1174.650000
2453341.000000 146233000.000000 161.200000 0.708230 8381.510000 2092.150000
2453342.000000 146216000.000000 158.870000 0.910826 7137.350000 612.988000
2453343.000000 146210000.000000 156.685000 1.358709 7801.770000 3595.650000
2453344.000000 146168000.000000 155.285000 0.485971 6089.980000 159.620000
2453345.000000 146157000.000000 154.900000 0.420243 6073.000000 87.122000
2453346.000000 146146000.000000 154.030000 0.640245 5894.470000 96.552700
2453347.000000 146129000.000000 151.815000 0.718914 5669.540000 122.923000
2453348.000000 146103000.000000 149.715000 0.517315 5620.190000 1076.610000
2453349.000000 146083000.000000 148.890000 0.368673 4505.060000 20.650800
2453350.000000 146080000.000000 147.840000 0.453289 4423.640000 92.387500
2453351.000000 146063000.000000 147.865000 0.390851 4529.170000 308.768000
2453352.000000 146036000.000000 148.490000 0.531596 4846.230000 162.575000
2453353.000000 146020000.000000 147.955000 0.517729 4877.530000 124.766000
2453354.000000 146015000.000000 148.095000 0.536995 4956.460000 113.728000
2453355.000000 145998000.000000 147.690000 0.418392 5285.250000 190.427000
2453356.000000 145986000.000000 148.445000 0.401274 5763.450000 134.834000
2453357.000000 145978000.000000 148.170000 0.476296 5478.520000 218.167000
2453358.000000 145963000.000000 148.200000 0.399241 5378.990000 109.156000
2453359.000000 145951000.000000 149.275000 0.719231 5526.720000 140.897000
2453360.000000 145944000.000000 150.360000 0.374389 5788.530000 205.451000
2453361.000000 145926000.000000 153.880000 1.202264 6181.170000 257.007000
2453362.000000 145922000.000000 156.000000 0.433911 6292.320000 178.478000
2453363.000000 145914000.000000 156.440000 0.472082 6203.690000 1072.980000
2453364.000000 145905000.000000 156.505000 0.377115 6319.900000 430.143000
2453365.000000 145899000.000000 155.510000 0.480383 5552.330000 69.137000
2453366.000000 145885000.000000 155.450000 0.431220 5698.240000 309.409000
2453367.000000 145883000.000000 156.285000 0.524052 5889.300000 127.560000
2453368.000000 145883000.000000 157.360000 0.562716 7361.890000 1520.310000
2453369.000000 145882000.000000 157.210000 0.749803 8419.770000 2820.300000
2453370.000000 145879000.000000 155.280000 1.345833 8124.430000 5452.170000
2453371.000000 145867000.000000 154.545000 0.694966 6921.600000 1708.140000
2453372.000000 145867000.000000 153.800000 1.668866 7728.120000 8476.310000
2453373.000000 145866000.000000 153.370000 0.524280 6451.540000 765.050000
2453374.000000 145866000.000000 150.355000 1.203602 6242.330000 1139.010000
2453375.000000 145863000.000000 146.150000 1.107814 5497.450000 1582.640000
2453376.000000 145863000.000000 144.530000 0.545369 4498.870000 476.763000
2453377.000000 145863000.000000 144.320000 0.399373 4070.500000 64.904400
2453378.000000 145863000.000000 144.620000 0.432791 4192.400000 120.090000
2453379.000000 145863000.000000 145.840000 0.458556 4599.920000 300.434000
2453380.000000 145866000.000000 146.135000 0.595155 6364.470000 3819.430000
2453381.000000 145866000.000000 146.945000 0.488490 4593.770000 282.958000
2453382.000000 145867000.000000 147.685000 0.546812 4859.270000 334.460000
2453383.000000 145878000.000000 149.880000 0.682448 5498.920000 264.830000
2453384.000000 145878000.000000 151.590000 0.704629 6367.370000 964.457000
2453385.000000 145882000.000000 154.505000 1.157049 9705.860000 3311.890000
2453386.000000 145877000.000000 159.020000 2.641366 18112.030000 12680.500000
2453387.000000 145883000.000000 181.675000 8.498788 12173.500000 3236.740000
2453388.000000 145884000.000000 338.105000 134.825122 22249.890000 21740.200000
2453389.000000 145888000.000000 332.860000 79.555347 11152.980000 3448.900000
2453390.000000 145899000.000000 179.385000 3.939439 15682.100000 14005.900000
2453391.000000 145904000.000000 293.770000 100.002854 20596.640000 23886.900000
2453392.000000 145927000.000000 179.595000 9.019699 9369.120000 1849.240000
2453393.000000 145930000.000000 160.060000 1.308316 7556.270000 685.534000
2453394.000000 145943000.000000 155.910000 0.475429 6370.700000 1372.740000
2453395.000000 145947000.000000 153.515000 0.511342 5439.280000 161.066000
2453396.000000 145949000.000000 151.640000 0.480875 5279.240000 79.555200
2453397.000000 145954000.000000 148.970000 0.879263 5114.670000 220.378000
2453398.000000 145966000.000000 145.525000 0.690270 4530.920000 107.289000
2453399.000000 145993000.000000 143.730000 0.371920 4313.870000 55.461800
2453400.000000 146001000.000000 143.050000 0.480787 4234.550000 115.353000
2453401.000000 146011000.000000 141.575000 0.376413 4080.300000 30.706700
2453402.000000 146014000.000000 141.090000 0.522239 4146.350000 255.012000
2453403.000000 146031000.000000 139.510000 0.444354 3818.790000 53.998700
2453404.000000 146058000.000000 139.025000 0.388026 3765.800000 49.561400
2453405.000000 146066000.000000 140.310000 0.720408 4201.590000 151.817000
2453406.000000 146078000.000000 142.620000 0.797428 5180.400000 787.843000
2453407.000000 146084000.000000 146.665000 1.315018 6114.830000 898.329000
2453408.000000 146115000.000000 150.095000 0.556740 6073.990000 340.497000
2453409.000000 146126000.000000 152.245000 0.928369 6640.820000 595.716000
2453410.000000 146142000.000000 155.690000 0.917410 6564.990000 341.298000
2453411.000000 146150000.000000 157.480000 0.422697 6520.680000 140.872000
2453412.000000 146188000.000000 158.080000 0.536354 6719.660000 226.370000
2453413.000000 146201000.000000 158.110000 0.471926 7042.010000 345.010000
2453414.000000 146210000.000000 160.030000 0.519000 6811.410000 373.722000
2453415.000000 146232000.000000 160.725000 0.605083 6512.120000 477.499000
2453416.000000 146256000.000000 161.980000 0.590671 6689.690000 538.785000
2453417.000000 146275000.000000 163.065000 0.499138 6703.110000 406.836000
2453418.000000 146292000.000000 161.000000 0.909645 6530.640000 837.311000
2453419.000000 146320000.000000 157.615000 0.930789 6386.920000 572.133000
2453420.000000 146340000.000000 153.510000 0.785941 6547.430000 488.756000
2453421.000000 146371000.000000 150.100000 1.059501 6682.040000 3374.980000
2453422.000000 146395000.000000 145.055000 0.785837 4860.780000 274.017000
2453423.000000 146407000.000000 141.845000 0.530973 4746.280000 146.292000
2453424.000000 146450000.000000 140.845000 0.431057 4962.830000 263.469000
2453425.000000 146468000.000000 139.150000 0.652959 4700.520000 239.601000
2453426.000000 146495000.000000 137.070000 0.518070 4062.400000 227.366000
2453427.000000 146526000.000000 135.320000 0.467609 3485.310000 127.702000
2453428.000000 146539000.000000 133.255000 0.672557 3256.390000 67.678100
2453429.000000 146582000.000000 131.470000 0.496432 3155.920000 44.782400
