# t_obs[JD] heliocentric_dist[km] firstOrderFlux[counts/s] firstOrderFluxUnc[counts/s] centralOrderFlux[counts/s] centralOrderFluxUnc[counts/s]
2458714.000000 150149000.000000 89.620000 0.295450 989.410000 8.019240
2458715.000000 150120000.000000 90.100000 0.260585 1009.730000 6.921300
2458716.000000 150087000.000000 89.900000 0.269374 1010.130000 3.255820
2458717.000000 150058000.000000 89.485000 0.273711 1009.790000 4.889760
2458718.000000 150021000.000000 89.105000 0.342773 998.340000 3.574580
2458719.000000 149987000.000000 89.120000 0.351629 998.630000 2.738210
2458720.000000 149953000.000000 89.230000 0.269845 995.000000 4.450910
2458721.000000 149912000.000000 89.345000 0.280393 1001.540000 3.489370
2458722.000000 149886000.000000 89.170000 0.269545 993.900000 3.781190
2458723.000000 149841000.000000 89.085000 0.270416 989.460000 3.349810
2458724.000000 149817000.000000 88.955000 0.398743 983.170000 7.068180
2458725.000000 149772000.000000 89.385000 0.228786 987.280000 2.702160
2458726.000000 149740000.000000 89.660000 0.304843 988.990000 4.681100
2458727.000000 149692000.000000 89.450000 0.395723 984.460000 5.101380
2458728.000000 149645000.000000 89.250000 0.345733 993.190000 7.500550
2458729.000000 149621000.000000 90.095000 0.381630 1009.960000 10.305400
2458730.000000 149572000.000000 90.615000 0.300930 1011.300000 5.832160
2458731.000000 149523000.000000 90.735000 0.248875 998.220000 6.775980
2458732.000000 149493000.000000 90.630000 0.357070 985.730000 7.694890
2458733.000000 149445000.000000 90.870000 0.333560 980.230000 6.123460
2458734.000000 149398000.000000 91.005000 0.358522 972.300000 3.019770
2458735.000000 149362000.000000 90.690000 0.271794 952.370000 7.480750
2458736.000000 149313000.000000 90.990000 0.302404 959.620000 4.149550
2458737.000000 149263000.000000 90.865000 0.320637 962.360000 4.698940
2458738.000000 149230000.000000 90.730000 0.289650 960.820000 6.064260
2458739.000000 149176000.000000 90.175000 0.295595 948.870000 4.240440
2458740.000000 149122000.000000 90.560000 0.319925 968.660000 4.210400
2458741.000000 149089000.000000 90.715000 0.329087 990.160000 4.925940
2458742.000000 149036000.000000 90.960000 0.272059 992.890000 3.111540
2458743.000000 148986000.000000 90.570000 0.300354 995.080000 5.568570
2458744.000000 148929000.000000 90.495000 0.367350 997.180000 8.997120
2458745.000000 148900000.000000 90.580000 0.378362 998.680000 10.031200
2458746.000000 148842000.000000 90.310000 0.318265 995.780000 4.890340
2458747.000000 148791000.000000 90.800000 0.753672 1010.800000 3.037630
2458748.000000 148736000.000000 90.960000 0.276317 1011.020000 3.656250
2458749.000000 148704000.000000 90.675000 0.325342 995.380000 4.546120
2458750.000000 148644000.000000 90.120000 0.321951 980.910000 3.628890
2458751.000000 148593000.000000 90.085000 0.313035 978.000000 2.179040
2458752.000000 148533000.000000 90.260000 0.283036 986.560000 3.828670
2458753.000000 148506000.000000 90.330000 0.349359 991.070000 5.497790
2458754.000000 148436000.000000 90.490000 0.281742 985.850000 4.603190
2458755.000000 148392000.000000 90.250000 0.342861 984.360000 3.277930
2458756.000000 148337000.000000 90.680000 0.312448 980.910000 2.312380
2458757.000000 148296000.000000 90.890000 0.299937 994.290000 26.779600
2458758.000000 148249000.000000 91.020000 0.321787 1031.740000 31.936300
2458759.000000 148194000.000000 91.120000 0.335068 998.490000 10.249800
2458760.000000 148140000.000000 91.310000 0.273314 986.950000 7.093890
2458761.000000 148085000.000000 91.575000 0.264929 981.530000 5.538420
2458762.000000 148051000.000000 91.690000 0.337642 976.810000 4.126340
2458763.000000 147994000.000000 91.425000 0.343360 956.230000 10.115700
2458764.000000 147941000.000000 91.310000 0.384567 952.870000 7.673450
2458765.000000 147890000.000000 91.570000 0.382254 953.360000 3.614770
2458766.000000 147854000.000000 91.340000 0.313399 946.370000 6.713470
2458767.000000 147790000.000000 91.280000 0.370684 953.590000 2.756410
2458768.000000 147736000.000000 91.580000 0.344652 978.830000 9.943820
2458769.000000 147697000.000000 91.885000 0.325682 993.360000 4.841310
2458770.000000 147658000.000000 92.005000 0.350709 991.890000 7.328810
2458771.000000 147606000.000000 91.180000 0.341842 974.730000 2.848280
2458772.000000 147556000.000000 91.095000 0.282733 971.140000 0.955426
2458773.000000 147508000.000000 91.045000 0.330629 982.410000 8.406940
2458774.000000 147471000.000000 91.375000 0.314189 989.650000 2.911870
2458775.000000 147418000.000000 91.240000 0.373869 992.800000 3.792660
2458776.000000 147363000.000000 90.905000 0.339185 979.530000 3.516900
2458777.000000 147331000.000000 90.330000 0.318611 964.630000 3.376110
2458778.000000 147282000.000000 90.170000 0.302868 954.190000 1.903620
2458779.000000 147233000.000000 90.955000 0.349074 968.840000 6.509180
2458780.000000 147199000.000000 90.805000 0.291880 966.560000 4.668430
2458781.000000 147154000.000000 91.115000 0.314996 968.660000 4.000530
2458782.000000 147109000.000000 90.980000 0.339400 959.020000 3.101110
2458783.000000 147072000.000000 91.255000 0.287957 966.570000 2.432890
2458784.000000 147032000.000000 91.775000 0.454421 990.890000 5.048680
2458785.000000 146985000.000000 92.185000 0.220872 1007.640000 4.887520
2458786.000000 146945000.000000 92.660000 0.328202 1001.700000 2.708260
2458787.000000 146906000.000000 92.635000 0.289482 996.590000 5.493350
2458788.000000 146875000.000000 93.075000 0.330056 1000.080000 6.941580
2458789.000000 146836000.000000 93.865000 0.302808 1035.420000 6.397610
2458790.000000 146793000.000000 93.795000 0.302628 1030.120000 2.975160
2458791.000000 146760000.000000 93.695000 0.339650 1036.270000 10.652400
2458792.000000 146723000.000000 93.700000 0.314660 1025.580000 4.409530
2458793.000000 146680000.000000 93.340000 0.660110 1016.540000 8.687460
2458794.000000 146662000.000000 93.490000 0.356093 1007.840000 4.940630
2458795.000000 146617000.000000 93.485000 0.403877 994.510000 5.660170
2458796.000000 146590000.000000 93.090000 0.305312 996.770000 6.246810
2458797.000000 146553000.000000 93.145000 0.370035 995.410000 8.856210
2458798.000000 146533000.000000 92.505000 0.338952 986.940000 2.652040
2458799.000000 146493000.000000 92.335000 0.341004 998.400000 16.446800
2458800.000000 146473000.000000 92.815000 0.433794 1070.490000 13.959300
2458801.000000 146434000.000000 93.540000 0.446637 1100.120000 20.481900
2458802.000000 146404000.000000 93.605000 0.270587 1073.620000 7.048990
2458803.000000 146371000.000000 92.755000 0.272345 1051.910000 4.651070
2458804.000000 146348000.000000 93.210000 0.383510 1056.480000 7.324860
2458805.000000 146333000.000000 93.060000 0.352641 1029.470000 9.215060
2458806.000000 146298000.000000 93.220000 0.422149 1026.300000 15.422700
2458807.000000 146278000.000000 93.655000 0.330797 1033.100000 6.059890
2458808.000000 146250000.000000 93.645000 0.452648 1022.030000 4.918370
2458809.000000 146225000.000000 94.120000 0.352082 1034.530000 5.459990
2458810.000000 146212000.000000 93.245000 0.375271 1014.990000 5.570330
2458811.000000 146180000.000000 93.330000 0.350952 1017.380000 5.354620
2458812.000000 146162000.000000 93.235000 0.358605 1014.850000 9.331300
2458813.000000 146147000.000000 92.575000 0.336421 995.960000 5.791570
2458814.000000 146129000.000000 93.310000 0.432733 1004.910000 6.464880
2458815.000000 146101000.000000 93.980000 0.315479 1016.300000 6.682440
2458816.000000 146086000.000000 92.975000 0.396894 987.990000 11.043500
2458817.000000 146079000.000000 92.125000 0.336858 961.200000 5.004140
2458818.000000 146056000.000000 92.735000 0.397984 974.920000 5.619520
2458819.000000 146035000.000000 93.470000 0.444805 990.340000 4.372070
2458820.000000 146019000.000000 93.110000 0.414553 977.720000 8.623610
2458821.000000 146014000.000000 93.095000 0.363481 975.700000 8.217140
2458822.000000 145998000.000000 92.640000 0.497323 957.490000 9.446110
2458823.000000 145971000.000000 92.400000 0.392667 951.190000 1.594730
2458824.000000 145963000.000000 92.715000 0.429824 969.720000 12.128000
2458825.000000 145952000.000000 93.410000 0.375897 994.420000 3.379290
2458826.000000 145949000.000000 93.605000 0.373558 1000.200000 3.913690
2458827.000000 145935000.000000 93.415000 0.412195 1002.390000 7.823050
2458828.000000 145929000.000000 93.715000 0.295625 1015.910000 3.663370
2458829.000000 145905000.000000 93.600000 0.371290 1002.680000 4.543500
2458830.000000 145901000.000000 92.995000 0.378858 985.360000 4.666090
2458831.000000 145888000.000000 92.690000 0.340785 977.230000 4.946220
2458832.000000 145884000.000000 93.575000 0.401203 1002.770000 6.524730
2458833.000000 145883000.000000 94.170000 0.314048 1012.780000 4.014000
2458834.000000 145879000.000000 93.895000 0.426808 1013.910000 8.771990
2458835.000000 145867000.000000 93.610000 0.335079 1008.660000 3.981190
2458836.000000 145866000.000000 93.720000 0.387145 1009.520000 4.690590
2458837.000000 145863000.000000 93.150000 0.399275 998.610000 8.752390
2458838.000000 145839000.000000 92.895000 0.411472 986.030000 5.832410
2458839.000000 145838000.000000 93.615000 0.293057 1003.410000 6.100160
2458840.000000 145835000.000000 94.045000 0.390314 1015.370000 6.612300
2458841.000000 145834000.000000 94.485000 0.493173 1045.700000 29.905800
2458842.000000 145834000.000000 95.050000 0.349825 1103.310000 16.863700
2458843.000000 145823000.000000 95.140000 0.375409 1071.340000 6.713110
2458844.000000 145823000.000000 95.440000 0.432606 1058.770000 7.675820
2458845.000000 145822000.000000 95.040000 0.392469 1047.370000 7.706810
2458846.000000 145822000.000000 94.915000 0.428851 1052.560000 13.677700
2458847.000000 145822000.000000 94.515000 0.358506 1032.860000 5.516630
2458848.000000 145822000.000000 94.130000 0.386602 1017.920000 9.336870
2458849.000000 145822000.000000 93.645000 0.363647 994.720000 5.692390
2458850.000000 145824000.000000 93.910000 0.333296 1032.470000 20.570500
2458851.000000 145823000.000000 93.820000 0.347715 1054.020000 14.101400
2458852.000000 145834000.000000 94.320000 0.358643 1093.020000 14.945100
2458853.000000 145834000.000000 94.410000 0.345665 1081.370000 5.715030
2458854.000000 145835000.000000 94.800000 0.365144 1096.590000 7.683440
2458855.000000 145838000.000000 95.025000 0.335409 1137.680000 18.730100
2458856.000000 145857000.000000 95.320000 0.375190 1140.090000 16.780500
2458857.000000 145862000.000000 96.135000 0.393211 1168.550000 38.640400
2458858.000000 145864000.000000 97.175000 0.321680 1265.890000 28.924000
2458859.000000 145870000.000000 96.830000 0.402305 1224.050000 18.501700
2458860.000000 145878000.000000 96.870000 0.308113 1205.120000 9.745850
2458861.000000 145882000.000000 96.385000 0.412411 1156.590000 16.265100
2458862.000000 145883000.000000 95.810000 0.470158 1110.470000 12.760900
2458863.000000 145899000.000000 95.390000 0.331549 1113.590000 12.154000
2458864.000000 145900000.000000 94.740000 0.375645 1076.340000 12.796400
2458865.000000 145927000.000000 94.750000 0.337524 1060.310000 4.956500
2458866.000000 145928000.000000 94.015000 0.402169 1035.520000 12.976000
2458867.000000 145943000.000000 93.845000 0.414635 1022.350000 9.782940
2458868.000000 145948000.000000 94.520000 0.356428 1040.620000 9.100370
2458869.000000 145953000.000000 94.125000 0.597075 1016.560000 17.459900
2458870.000000 145967000.000000 93.485000 0.366585 988.040000 7.040700
2458871.000000 145990000.000000 93.380000 0.314281 981.180000 4.400690
2458872.000000 146001000.000000 93.060000 0.329644 981.370000 2.538460
2458873.000000 146019000.000000 93.340000 0.251651 993.680000 3.942150
2458874.000000 146034000.000000 94.370000 0.291229 1060.610000 38.158800
2458875.000000 146046000.000000 95.600000 0.467365 1149.340000 9.978120
2458876.000000 146069000.000000 96.640000 0.361164 1199.330000 16.657700
2458877.000000 146086000.000000 96.265000 0.258877 1172.360000 17.053900
2458878.000000 146106000.000000 96.755000 0.356255 1156.410000 7.561260
2458879.000000 146123000.000000 96.365000 0.373673 1157.430000 10.194900
2458880.000000 146140000.000000 96.355000 0.379178 1173.240000 31.704000
2458881.000000 146145000.000000 96.335000 0.485245 1157.130000 14.001400
2458882.000000 146188000.000000 95.505000 0.555147 1110.410000 20.445300
2458883.000000 146202000.000000 94.780000 0.362292 1070.410000 11.165200
2458884.000000 146211000.000000 94.120000 0.335057 1052.270000 3.699860
2458885.000000 146248000.000000 94.010000 0.316947 1039.460000 7.899520
2458886.000000 146267000.000000 93.715000 0.303869 1031.030000 2.850160
2458887.000000 146276000.000000 94.050000 0.338636 1051.040000 8.107760
2458888.000000 146311000.000000 93.735000 0.442426 1046.200000 5.174170
2458889.000000 146336000.000000 94.130000 0.336039 1042.880000 6.006010
2458890.000000 146342000.000000 93.720000 0.423278 1026.970000 14.111800
2458891.000000 146385000.000000 92.845000 0.344491 995.550000 4.900590
2458892.000000 146402000.000000 93.095000 0.435880 987.380000 10.276700
2458893.000000 146422000.000000 92.870000 0.347707 977.870000 5.796210
2458894.000000 146452000.000000 92.445000 0.341515 969.480000 4.508400
2458895.000000 146473000.000000 92.615000 0.323747 971.280000 4.386510
2458896.000000 146514000.000000 92.975000 0.381387 984.710000 4.381440
2458897.000000 146533000.000000 93.095000 0.337040 982.180000 2.751950
2458898.000000 146551000.000000 92.685000 0.385351 971.880000 3.741280
2458899.000000 146583000.000000 92.285000 0.311222 964.510000 3.074430
2458900.000000 146604000.000000 92.330000 0.364999 955.540000 5.835240
2458901.000000 146646000.000000 92.980000 0.477163 982.650000 13.258400
2458902.000000 146664000.000000 93.675000 0.329869 1002.560000 2.765640
2458903.000000 146698000.000000 94.065000 0.408976 1009.770000 7.003610
2458904.000000 146726000.000000 93.555000 0.323326 989.840000 2.467120
2458905.000000 146740000.000000 93.280000 0.326121 980.120000 2.393970
2458906.000000 146779000.000000 92.555000 0.408757 966.830000 8.763110
2458907.000000 146800000.000000 92.710000 0.318409 980.160000 10.906500
2458908.000000 146843000.000000 92.950000 0.304560 998.730000 4.408340
2458909.000000 146863000.000000 92.485000 0.343342 978.950000 6.047300
2458910.000000 146905000.000000 92.120000 0.381775 963.820000 3.437810
2458911.000000 146920000.000000 92.270000 0.446471 965.490000 7.593550
2458912.000000 146956000.000000 91.785000 0.349815 957.850000 4.029400
2458913.000000 146989000.000000 91.900000 0.332706 958.850000 3.879580
2458914.000000 147006000.000000 91.745000 0.369356 955.720000 3.856220
2458915.000000 147045000.000000 92.240000 0.330976 966.800000 3.467350
2458916.000000 147063000.000000 92.415000 0.323004 986.340000 8.314040
2458917.000000 147107000.000000 92.290000 0.349766 1019.750000 16.117700
2458918.000000 147128000.000000 92.660000 0.361551 1015.710000 4.999660
2458919.000000 147171000.000000 93.585000 0.414248 1020.500000 5.274770
2458920.000000 147192000.000000 92.800000 0.520914 1032.670000 54.421700
2458921.000000 147236000.000000 92.440000 0.302575 992.080000 8.142800
2458922.000000 147260000.000000 92.525000 0.320415 992.460000 6.094920
2458923.000000 147302000.000000 92.095000 0.326301 982.690000 5.559110
2458924.000000 147323000.000000 92.640000 0.327023 983.130000 3.020930
2458925.000000 147367000.000000 92.365000 0.366624 976.210000 3.995080
2458926.000000 147388000.000000 93.615000 0.464977 999.820000 7.194910
2458927.000000 147414000.000000 93.775000 0.262468 1001.790000 6.689670
2458928.000000 147460000.000000 94.005000 0.412855 1027.430000 5.795530
2458929.000000 147498000.000000 94.150000 0.416176 1029.030000 12.057100
2458930.000000 147520000.000000 93.195000 0.288866 1000.800000 6.577920
2458931.000000 147564000.000000 92.800000 0.325969 984.350000 4.973350
2458932.000000 147586000.000000 92.755000 0.287209 981.190000 2.753750
2458933.000000 147630000.000000 93.380000 0.406850 1001.320000 9.490900
2458934.000000 147652000.000000 93.385000 0.319393 1001.380000 3.235580
2458935.000000 147696000.000000 92.705000 0.374076 981.260000 12.830900
2458936.000000 147720000.000000 91.975000 0.399897 957.370000 6.125180
2458937.000000 147767000.000000 91.525000 0.342562 951.390000 7.714110
2458938.000000 147799000.000000 92.060000 0.333864 1015.180000 18.420900
2458939.000000 147839000.000000 92.340000 0.311861 1042.500000 12.879100
2458940.000000 147882000.000000 92.595000 0.346885 1061.650000 9.384180
2458941.000000 147909000.000000 92.390000 0.388352 1052.580000 9.930940
2458942.000000 147954000.000000 92.680000 0.326940 1061.430000 18.951900
2458943.000000 147978000.000000 92.870000 0.357823 1046.630000 11.608800
2458944.000000 148023000.000000 93.085000 0.308731 1086.200000 39.851200
2458945.000000 148046000.000000 92.960000 0.382267 1077.230000 12.487000
2458946.000000 148096000.000000 93.320000 0.350790 1088.520000 47.696200
2458947.000000 148135000.000000 92.465000 0.284101 1053.850000 54.350800
2458948.000000 148170000.000000 92.950000 0.469947 1043.770000 7.723530
2458949.000000 148216000.000000 92.970000 0.349225 1072.550000 55.468700
2458950.000000 148240000.000000 92.920000 0.390381 1036.300000 21.655700
2458951.000000 148285000.000000 92.830000 0.277117 1018.970000 7.909800
2458952.000000 148317000.000000 92.480000 0.324786 1002.660000 7.465490
2458953.000000 148365000.000000 91.795000 0.365673 974.120000 8.020150
2458954.000000 148399000.000000 91.955000 0.319508 970.120000 4.418980
2458955.000000 148436000.000000 91.095000 0.326518 945.590000 6.968480
2458956.000000 148475000.000000 90.725000 0.343774 937.380000 7.756290
2458957.000000 148527000.000000 90.905000 0.429050 937.580000 2.791240
2458958.000000 148560000.000000 90.990000 0.695906 940.500000 3.553610
2458959.000000 148594000.000000 90.980000 0.300099 938.930000 3.737370
2458960.000000 148639000.000000 90.955000 0.297200 952.090000 5.786180
2458961.000000 148683000.000000 91.595000 0.319545 970.250000 2.927680
2458962.000000 148728000.000000 91.695000 0.316111 968.070000 4.222910
2458963.000000 148754000.000000 92.065000 0.289017 981.580000 17.273000
2458964.000000 148804000.000000 92.190000 0.415756 986.850000 15.866900
2458965.000000 148851000.000000 92.020000 0.377240 1008.160000 10.781200
2458966.000000 148886000.000000 92.660000 0.428658 1039.310000 13.189300
2458967.000000 148932000.000000 92.840000 0.311916 1066.260000 12.394100
2458968.000000 148975000.000000 92.255000 0.394561 1051.730000 4.467590
2458969.000000 149008000.000000 93.125000 0.585847 1108.890000 37.636800
2458970.000000 149052000.000000 93.895000 0.302743 1133.120000 21.152600
2458971.000000 149088000.000000 93.900000 0.307150 1148.490000 27.485000
2458972.000000 149136000.000000 93.260000 0.316997 1099.220000 9.966190
2458973.000000 149160000.000000 92.440000 0.446279 1058.320000 16.738400
2458974.000000 149215000.000000 92.345000 0.324069 1047.790000 5.627100
2458975.000000 149264000.000000 92.715000 0.351311 1050.120000 10.224700
2458976.000000 149288000.000000 92.020000 0.356798 1023.420000 11.576000
2458977.000000 149335000.000000 91.325000 0.252103 997.640000 7.381740
2458978.000000 149376000.000000 91.400000 0.304578 991.520000 8.573330
2458979.000000 149416000.000000 91.115000 0.318144 974.410000 5.783720
2458980.000000 149462000.000000 90.350000 0.372076 946.530000 9.498430
2458981.000000 149486000.000000 89.215000 0.265464 916.840000 7.026040
2458982.000000 149536000.000000 89.660000 0.316493 933.540000 7.175640
2458983.000000 149582000.000000 90.585000 0.405017 962.680000 12.931000
2458984.000000 149613000.000000 90.990000 0.331951 975.170000 7.545760
2458985.000000 149659000.000000 91.735000 0.317324 1051.690000 45.223800
2458986.000000 149683000.000000 92.800000 0.506209 1190.290000 27.012700
2458987.000000 149730000.000000 93.625000 0.290130 1185.470000 13.417600
2458988.000000 149766000.000000 93.910000 0.369071 1187.240000 13.360200
2458989.000000 149809000.000000 93.090000 0.298968 1143.080000 15.919800
2458990.000000 149853000.000000 93.130000 0.312790 1130.130000 9.686920
2458991.000000 149876000.000000 93.025000 0.350877 1123.560000 10.822200
2458992.000000 149923000.000000 93.060000 0.283859 1114.510000 9.016800
2458993.000000 149945000.000000 92.850000 0.344273 1110.210000 8.367010
2458994.000000 149990000.000000 92.215000 0.269719 1083.800000 5.374300
2458995.000000 150011000.000000 92.275000 0.308594 1090.340000 12.520400
2458996.000000 150056000.000000 92.545000 0.328584 1102.130000 8.941230
2458997.000000 150079000.000000 92.415000 0.336228 1130.030000 59.211000
2458998.000000 150123000.000000 92.995000 0.341508 1205.850000 55.011900
2458999.000000 150144000.000000 93.615000 0.341766 1362.910000 300.806000
2459000.000000 150187000.000000 94.300000 0.362099 1224.880000 28.894500
2459001.000000 150208000.000000 93.510000 0.282225 1204.260000 11.324300
2459002.000000 150253000.000000 93.440000 0.298866 1290.210000 105.353000
2459003.000000 150273000.000000 94.190000 0.296264 1459.010000 74.969400
2459004.000000 150317000.000000 94.575000 0.354692 1336.570000 36.326900
2459005.000000 150336000.000000 94.480000 0.270045 1297.840000 18.660900
2459006.000000 150372000.000000 94.440000 0.382534 1410.440000 44.514800
2459007.000000 150398000.000000 94.210000 0.283378 1403.470000 52.483900
2459008.000000 150409000.000000 94.465000 0.281325 1413.340000 73.608900
2459009.000000 150449000.000000 94.370000 0.307530 1405.050000 43.718700
2459010.000000 150469000.000000 94.545000 0.342925 1392.070000 53.336800
2459011.000000 150493000.000000 95.045000 0.309198 1324.730000 20.705800
2459012.000000 150519000.000000 94.645000 0.356870 1283.000000 13.911500
2459013.000000 150535000.000000 93.750000 0.302798 1245.070000 15.568700
2459014.000000 150562000.000000 93.180000 0.311739 1225.410000 24.717600
2459015.000000 150583000.000000 93.130000 0.291200 1183.110000 8.710970
2459016.000000 150600000.000000 92.770000 0.316046 1149.570000 12.232300
2459017.000000 150615000.000000 92.535000 0.318702 1142.980000 9.707610
2459018.000000 150646000.000000 92.520000 0.374368 1133.640000 24.420400
2459019.000000 150662000.000000 91.345000 0.311910 1055.270000 13.227300
2459020.000000 150667000.000000 90.860000 0.255932 1038.750000 5.516560
2459021.000000 150683000.000000 90.960000 0.319700 1022.560000 6.785710
2459022.000000 150710000.000000 90.430000 0.267631 1003.260000 6.469270
2459023.000000 150719000.000000 90.230000 0.325537 982.790000 6.507610
2459024.000000 150731000.000000 89.895000 0.317710 983.570000 2.959180
2459025.000000 150733000.000000 90.100000 0.248320 992.690000 5.702930
2459026.000000 150748000.000000 90.680000 0.330319 1015.800000 7.989260
2459027.000000 150754000.000000 90.635000 0.299593 1031.980000 3.559700
2459028.000000 150777000.000000 91.035000 0.343291 1065.510000 13.066600
2459029.000000 150781000.000000 91.355000 0.304929 1096.630000 17.106400
2459030.000000 150793000.000000 91.595000 0.486129 1157.750000 28.620600
2459031.000000 150794000.000000 92.300000 0.314623 1172.380000 29.563200
2459032.000000 150798000.000000 92.115000 0.279186 1112.740000 17.684200
2459033.000000 150798000.000000 91.405000 0.324200 1075.350000 8.689820
2459034.000000 150799000.000000 91.455000 0.588813 1076.780000 9.605970
2459035.000000 150802000.000000 91.890000 0.272005 1077.760000 14.826100
2459036.000000 150802000.000000 91.145000 0.267789 1049.940000 4.553350
2459037.000000 150803000.000000 90.830000 0.314688 1038.000000 7.114200
2459038.000000 150803000.000000 90.435000 0.306023 1031.560000 6.127350
2459039.000000 150803000.000000 89.825000 0.326791 1002.960000 7.744620
2459040.000000 150802000.000000 90.340000 0.483606 1030.430000 11.843700
2459041.000000 150800000.000000 90.800000 0.240082 1042.180000 6.402430
2459042.000000 150799000.000000 90.525000 0.439038 1031.290000 6.918730
2459043.000000 150798000.000000 90.440000 0.302535 1030.820000 5.888820
2459044.000000 150797000.000000 90.175000 0.296240 1022.890000 7.842600
2459045.000000 150794000.000000 90.450000 0.266993 1040.840000 14.824400
2459046.000000 150783000.000000 90.370000 0.255110 1068.050000 31.624200
2459047.000000 150780000.000000 90.640000 0.306673 1023.110000 10.550700
2459048.000000 150760000.000000 90.410000 0.278352 1000.420000 4.936490
2459049.000000 150754000.000000 89.785000 0.229842 970.720000 4.001040
2459050.000000 150744000.000000 90.145000 0.300327 984.890000 8.295110
2459051.000000 150735000.000000 91.140000 0.239092 1050.230000 18.769600
2459052.000000 150721000.000000 91.260000 0.344977 1094.040000 9.913840
2459053.000000 150709000.000000 90.945000 0.254383 1056.370000 9.823200
2459054.000000 150701000.000000 90.485000 0.260335 1070.290000 17.788000
2459055.000000 150677000.000000 90.620000 0.869497 1077.240000 12.977300
2459056.000000 150669000.000000 91.710000 0.491993 1103.310000 18.445000
2459057.000000 150664000.000000 93.060000 0.338724 1225.130000 52.270600
2459058.000000 150634000.000000 94.115000 0.367019 1352.960000 36.326800
2459059.000000 150620000.000000 95.090000 0.297981 1397.820000 19.038600
2459060.000000 150604000.000000 95.275000 0.274099 1352.720000 17.080700
2459061.000000 150595000.000000 95.665000 0.389808 1396.840000 35.963800
2459062.000000 150558000.000000 95.855000 0.345123 1409.650000 21.303800
2459063.000000 150542000.000000 95.945000 0.438553 1475.990000 51.070700
2459064.000000 150536000.000000 96.125000 0.341443 1477.550000 23.645000
2459065.000000 150495000.000000 96.810000 0.269717 1553.510000 62.952800
2459066.000000 150478000.000000 97.420000 0.344987 1519.830000 26.836900
2459067.000000 150471000.000000 97.615000 0.287900 1477.100000 11.081900
2459068.000000 150443000.000000 98.225000 0.223074 1488.830000 51.924300
2459069.000000 150408000.000000 98.115000 0.249740 1481.910000 11.721400
2459070.000000 150397000.000000 98.465000 0.319661 1495.630000 89.168300
2459071.000000 150361000.000000 98.395000 0.317892 1458.460000 14.870100
2459072.000000 150341000.000000 98.225000 0.606560 1436.470000 18.684100
2459073.000000 150298000.000000 97.590000 0.339116 1487.840000 57.627200
2459074.000000 150280000.000000 96.860000 0.348452 1436.550000 39.525000
2459075.000000 150248000.000000 96.510000 0.400300 1363.560000 33.723600
2459076.000000 150217000.000000 95.585000 0.403618 1290.270000 21.924600
2459077.000000 150197000.000000 94.505000 0.492111 1241.120000 227.273000
2459078.000000 150157000.000000 93.750000 0.322819 1194.150000 54.575000
2459079.000000 150138000.000000 93.445000 0.258171 1146.790000 15.779500
2459080.000000 150093000.000000 93.220000 0.292160 1157.110000 22.089200
2459081.000000 150067000.000000 93.165000 0.251303 1223.200000 94.262900
2459082.000000 150023000.000000 93.580000 0.277133 1150.820000 20.015100
2459083.000000 149987000.000000 94.110000 0.304391 1168.340000 39.175100
2459084.000000 149953000.000000 93.830000 0.309151 1180.060000 19.861600
2459085.000000 149908000.000000 94.050000 0.309729 1203.580000 5.230670
2459086.000000 149885000.000000 94.170000 0.260361 1198.520000 4.352760
2459087.000000 149838000.000000 93.530000 0.309370 1193.860000 3.974170
2459088.000000 149808000.000000 93.390000 0.329042 1185.170000 8.387710
2459089.000000 149763000.000000 93.005000 0.282564 1181.420000 17.103000
2459090.000000 149715000.000000 92.925000 0.320353 1175.070000 5.455110
2459091.000000 149690000.000000 92.585000 0.333662 1159.170000 11.355800
2459092.000000 149641000.000000 92.630000 0.331362 1152.190000 5.288910
2459093.000000 149606000.000000 92.240000 0.302857 1138.190000 9.143310
2459094.000000 149560000.000000 92.450000 0.377832 1127.500000 5.384540
2459095.000000 149512000.000000 92.435000 0.289858 1117.450000 9.500680
2459096.000000 149480000.000000 92.555000 0.291228 1113.250000 7.565030
2459097.000000 149429000.000000 92.720000 0.280107 1114.910000 4.701570
2459098.000000 149381000.000000 92.385000 0.281081 1110.440000 6.860210
2459099.000000 149343000.000000 92.500000 0.316748 1102.310000 6.701300
2459100.000000 149297000.000000 93.155000 0.419233 1109.820000 7.906900
2459101.000000 149248000.000000 93.270000 0.356799 1130.580000 4.582100
2459102.000000 149195000.000000 92.910000 0.344012 1110.650000 9.746930
2459103.000000 149164000.000000 92.430000 0.325728 1077.710000 11.809700
2459104.000000 149110000.000000 92.025000 0.314424 1039.940000 10.314800
2459105.000000 149056000.000000 91.450000 0.282434 1014.670000 3.049810
2459106.000000 149019000.000000 91.370000 0.301580 1010.810000 5.779030
2459107.000000 148970000.000000 91.520000 0.323253 1007.980000 11.528300
2459108.000000 148919000.000000 91.450000 0.335997 1003.530000 8.984850
2459109.000000 148860000.000000 91.780000 0.302800 1010.280000 2.728790
2459110.000000 148832000.000000 91.490000 0.332173 1000.520000 5.595810
2459111.000000 148774000.000000 91.775000 0.353365 1001.310000 5.553220
2459112.000000 148724000.000000 91.830000 0.312534 1026.330000 8.693860
2459113.000000 148665000.000000 92.195000 0.328952 1168.550000 74.996400
2459114.000000 148638000.000000 92.790000 0.368987 1410.100000 112.351000
