# t_obs[JD] wavelength[angstrom] pinholes[1ifYes]
2455364.303732 304.000000 0.000000
2455364.548511 171.000000 0.000000
2455364.552621 284.000000 1.000000
2455364.558031 195.000000 0.000000
2455364.562089 304.000000 0.000000
2455364.791730 171.000000 0.000000
2455364.795820 284.000000 1.000000
2455364.805170 304.000000 0.000000
2455365.041714 171.000000 0.000000
2455365.045753 284.000000 1.000000
2455365.050968 195.000000 0.000000
2455365.291676 171.000000 0.000000
2455365.295702 284.000000 1.000000
2455365.300929 195.000000 0.000000
2455365.541649 171.000000 0.000000
2455365.545675 284.000000 1.000000
2455365.550905 195.000000 0.000000
2455365.554891 304.000000 0.000000
2455365.791662 171.000000 0.000000
2455365.795688 284.000000 1.000000
2455365.800885 195.000000 0.000000
2455365.804892 304.000000 0.000000
2455366.041625 171.000000 0.000000
2455366.045652 284.000000 1.000000
2455366.050864 195.000000 0.000000
2455366.054853 304.000000 0.000000
2455366.291624 171.000000 0.000000
2455366.295652 284.000000 1.000000
2455366.305050 304.000000 0.000000
2455366.621041 171.000000 0.000000
2455366.630287 195.000000 0.000000
2455366.634272 304.000000 0.000000
2455366.791719 171.000000 0.000000
2455366.801009 195.000000 0.000000
2455366.805012 304.000000 0.000000
2455367.041719 171.000000 0.000000
2455367.045758 284.000000 1.000000
2455367.050984 195.000000 0.000000
2455367.054979 304.000000 0.000000
2455367.291696 171.000000 0.000000
2455367.300971 195.000000 0.000000
2455367.304986 304.000000 0.000000
2455367.541663 171.000000 0.000000
2455367.545688 284.000000 1.000000
2455367.555322 304.000000 0.000000
2455367.791284 171.000000 0.000000
2455367.795299 284.000000 1.000000
2455367.800556 195.000000 0.000000
2455367.804561 304.000000 0.000000
2455368.041235 171.000000 0.000000
2455368.045265 284.000000 1.000000
2455368.050515 195.000000 0.000000
2455368.291388 171.000000 0.000000
2455368.295250 284.000000 1.000000
2455368.300669 195.000000 0.000000
2455368.304657 304.000000 0.000000
2455368.541385 171.000000 0.000000
2455368.545377 284.000000 1.000000
2455368.550631 195.000000 0.000000
2455368.554621 304.000000 0.000000
2455368.791357 171.000000 0.000000
2455368.795377 284.000000 1.000000
2455368.800637 195.000000 0.000000
2455369.045762 284.000000 1.000000
2455369.050982 195.000000 0.000000
2455369.054974 304.000000 0.000000
2455369.291683 171.000000 0.000000
2455369.295709 284.000000 1.000000
2455369.300932 195.000000 0.000000
2455369.304925 304.000000 0.000000
2455369.545698 284.000000 1.000000
2455369.550929 195.000000 0.000000
2455369.554932 304.000000 0.000000
2455369.791650 171.000000 0.000000
2455369.795697 284.000000 1.000000
2455369.800930 195.000000 0.000000
2455369.804922 304.000000 0.000000
2455370.041619 171.000000 0.000000
2455370.045668 284.000000 1.000000
2455370.050913 195.000000 0.000000
2455370.054902 304.000000 0.000000
2455370.291776 171.000000 0.000000
2455370.295802 284.000000 1.000000
2455370.301028 195.000000 0.000000
2455370.305020 304.000000 0.000000
2455370.541746 171.000000 0.000000
2455370.545791 284.000000 1.000000
2455370.551038 195.000000 0.000000
2455370.555029 304.000000 0.000000
2455370.791362 171.000000 0.000000
2455370.795385 284.000000 1.000000
2455370.800623 195.000000 0.000000
2455370.804614 304.000000 0.000000
2455371.041361 171.000000 0.000000
2455371.045385 284.000000 1.000000
2455371.050614 195.000000 0.000000
2455371.054616 304.000000 0.000000
2455371.290970 171.000000 0.000000
2455371.294977 284.000000 1.000000
2455371.300225 195.000000 0.000000
2455371.304217 304.000000 0.000000
2455371.540955 171.000000 0.000000
2455371.550195 195.000000 0.000000
2455371.790905 171.000000 0.000000
2455371.794959 284.000000 1.000000
2455371.800173 195.000000 0.000000
2455371.804171 304.000000 0.000000
2455372.040895 171.000000 0.000000
2455372.044943 284.000000 1.000000
2455372.050157 195.000000 0.000000
2455372.054167 304.000000 0.000000
2455372.290862 171.000000 0.000000
2455372.295056 284.000000 1.000000
2455372.300121 195.000000 0.000000
2455372.304114 304.000000 0.000000
2455372.545046 284.000000 1.000000
2455372.550271 195.000000 0.000000
2455372.554268 304.000000 0.000000
2455372.790657 171.000000 0.000000
2455372.794663 284.000000 1.000000
2455372.799911 195.000000 0.000000
2455372.803904 304.000000 0.000000
2455373.040594 171.000000 0.000000
2455373.044656 284.000000 1.000000
2455373.049884 195.000000 0.000000
2455373.053876 304.000000 0.000000
2455373.291686 171.000000 0.000000
2455373.295737 284.000000 1.000000
2455373.304925 304.000000 0.000000
2455373.541682 171.000000 0.000000
2455373.545717 284.000000 1.000000
2455373.550929 195.000000 0.000000
2455373.554931 304.000000 0.000000
2455373.791638 171.000000 0.000000
2455373.795681 284.000000 1.000000
2455373.800914 195.000000 0.000000
2455373.804924 304.000000 0.000000
2455374.041709 171.000000 0.000000
2455374.045752 284.000000 1.000000
2455374.050988 195.000000 0.000000
2455374.054982 304.000000 0.000000
2455374.291770 171.000000 0.000000
2455374.295805 284.000000 1.000000
2455374.301040 195.000000 0.000000
2455374.305044 304.000000 0.000000
2455374.541390 171.000000 0.000000
2455374.545411 284.000000 1.000000
2455374.550629 195.000000 0.000000
2455374.554637 304.000000 0.000000
2455374.791360 171.000000 0.000000
2455374.795398 284.000000 1.000000
2455374.800627 195.000000 0.000000
2455374.804619 304.000000 0.000000
2455375.041337 171.000000 0.000000
2455375.045368 284.000000 1.000000
2455375.050606 195.000000 0.000000
2455375.054599 304.000000 0.000000
2455375.291325 171.000000 0.000000
2455375.295355 284.000000 1.000000
2455375.300592 195.000000 0.000000
2455375.304591 304.000000 0.000000
2455375.545329 284.000000 1.000000
2455375.550570 195.000000 0.000000
2455375.554561 304.000000 0.000000
2455375.791269 171.000000 0.000000
2455375.795298 284.000000 1.000000
2455375.800551 195.000000 0.000000
2455375.804544 304.000000 0.000000
2455376.045277 284.000000 1.000000
2455376.050507 195.000000 0.000000
2455376.054499 304.000000 0.000000
2455376.291770 171.000000 0.000000
2455376.295808 284.000000 1.000000
2455376.301060 195.000000 0.000000
2455376.305053 304.000000 0.000000
2455376.541738 171.000000 0.000000
2455376.545768 284.000000 1.000000
2455376.551030 195.000000 0.000000
2455376.555024 304.000000 0.000000
2455376.791717 171.000000 0.000000
2455376.795746 284.000000 1.000000
2455376.800994 195.000000 0.000000
2455376.804989 304.000000 0.000000
2455377.041689 171.000000 0.000000
2455377.045735 284.000000 1.000000
2455377.050974 195.000000 0.000000
2455377.054966 304.000000 0.000000
2455377.291686 171.000000 0.000000
2455377.295715 284.000000 1.000000
2455377.300974 195.000000 0.000000
2455377.304967 304.000000 0.000000
2455377.541645 171.000000 0.000000
2455377.545675 284.000000 1.000000
2455377.550933 195.000000 0.000000
2455377.554925 304.000000 0.000000
2455377.791634 171.000000 0.000000
2455377.795665 284.000000 1.000000
2455377.800909 195.000000 0.000000
2455377.804913 304.000000 0.000000
2455378.041619 171.000000 0.000000
2455378.045714 284.000000 1.000000
2455378.051026 195.000000 0.000000
2455378.291615 171.000000 0.000000
2455378.295709 284.000000 1.000000
2455378.301193 195.000000 0.000000
2455378.305248 304.000000 0.000000
2455378.543235 171.000000 0.000000
2455378.547342 284.000000 1.000000
2455378.552642 195.000000 0.000000
2455378.791708 171.000000 0.000000
2455378.795799 284.000000 1.000000
2455378.801082 195.000000 0.000000
2455378.805134 304.000000 0.000000
2455379.043895 171.000000 0.000000
2455379.047990 284.000000 1.000000
2455379.053301 195.000000 0.000000
2455379.057371 304.000000 0.000000
2455379.291829 171.000000 0.000000
2455379.295922 284.000000 1.000000
2455379.301211 195.000000 0.000000
2455379.305269 304.000000 0.000000
2455379.541652 171.000000 0.000000
2455379.545744 284.000000 1.000000
2455379.551036 195.000000 0.000000
2455379.555089 304.000000 0.000000
2455379.792444 171.000000 0.000000
2455379.796541 284.000000 1.000000
2455379.801842 195.000000 0.000000
2455379.805906 304.000000 0.000000
2455380.041604 171.000000 0.000000
2455380.050976 195.000000 0.000000
2455380.055034 304.000000 0.000000
2455380.575324 171.000000 0.000000
2455380.579404 284.000000 1.000000
2455380.584697 195.000000 0.000000
2455380.588751 304.000000 0.000000
2455380.791747 171.000000 0.000000
2455380.795853 284.000000 1.000000
2455380.801132 195.000000 0.000000
2455381.041721 171.000000 0.000000
2455381.045813 284.000000 1.000000
2455381.051132 195.000000 0.000000
2455381.055186 304.000000 0.000000
2455381.291669 171.000000 0.000000
2455381.295758 284.000000 1.000000
2455381.301057 195.000000 0.000000
2455381.305110 304.000000 0.000000
2455381.541654 171.000000 0.000000
2455381.545748 284.000000 1.000000
2455381.551038 195.000000 0.000000
2455381.555098 304.000000 0.000000
2455381.791258 171.000000 0.000000
2455381.795346 284.000000 1.000000
2455381.800663 195.000000 0.000000
2455381.804717 304.000000 0.000000
2455382.041256 171.000000 0.000000
2455382.045327 284.000000 1.000000
2455382.050652 195.000000 0.000000
2455382.054703 304.000000 0.000000
2455382.291232 171.000000 0.000000
2455382.295470 284.000000 1.000000
2455382.300779 195.000000 0.000000
2455382.304844 304.000000 0.000000
2455382.541327 171.000000 0.000000
2455382.545478 284.000000 1.000000
2455382.550746 195.000000 0.000000
2455382.791350 171.000000 0.000000
2455382.795089 284.000000 1.000000
2455382.800353 195.000000 0.000000
2455382.804406 304.000000 0.000000
2455383.040983 171.000000 0.000000
2455383.045075 284.000000 1.000000
2455383.050376 195.000000 0.000000
2455383.054430 304.000000 0.000000
2455383.291670 171.000000 0.000000
2455383.295761 284.000000 1.000000
2455383.301072 195.000000 0.000000
2455383.305126 304.000000 0.000000
2455383.541717 171.000000 0.000000
2455383.545813 284.000000 1.000000
2455383.551025 195.000000 0.000000
2455383.555084 304.000000 0.000000
2455383.791619 171.000000 0.000000
2455383.795711 284.000000 1.000000
2455383.801013 195.000000 0.000000
2455383.805066 304.000000 0.000000
2455384.041609 171.000000 0.000000
2455384.051019 195.000000 0.000000
2455384.055093 304.000000 0.000000
2455384.291020 171.000000 0.000000
2455384.295105 284.000000 1.000000
2455384.300399 195.000000 0.000000
2455384.540917 171.000000 0.000000
2455384.544972 284.000000 1.000000
2455384.550346 195.000000 0.000000
2455384.554401 304.000000 0.000000
2455384.790978 171.000000 0.000000
2455384.795061 284.000000 1.000000
2455384.800351 195.000000 0.000000
2455384.804433 304.000000 0.000000
2455385.040979 171.000000 0.000000
2455385.045033 284.000000 1.000000
2455385.050352 195.000000 0.000000
2455385.054405 304.000000 0.000000
2455385.290925 171.000000 0.000000
2455385.295040 284.000000 1.000000
2455385.300356 195.000000 0.000000
2455385.304412 304.000000 0.000000
2455385.541005 171.000000 0.000000
2455385.545051 284.000000 1.000000
2455385.554334 304.000000 0.000000
2455385.790890 171.000000 0.000000
2455385.794972 284.000000 1.000000
2455385.800270 195.000000 0.000000
2455385.804345 304.000000 0.000000
2455386.040864 171.000000 0.000000
2455386.044954 284.000000 1.000000
2455386.050421 195.000000 0.000000
2455386.054480 304.000000 0.000000
2455386.290873 171.000000 0.000000
2455386.295113 284.000000 1.000000
2455386.300422 195.000000 0.000000
2455386.304477 304.000000 0.000000
2455386.540907 171.000000 0.000000
2455386.544993 284.000000 1.000000
2455386.550350 195.000000 0.000000
2455386.789867 171.000000 0.000000
2455386.793955 284.000000 1.000000
2455386.799256 195.000000 0.000000
2455386.803314 304.000000 0.000000
2455387.039838 171.000000 0.000000
2455387.043924 284.000000 1.000000
2455387.049223 195.000000 0.000000
2455387.053309 304.000000 0.000000
2455387.291663 171.000000 0.000000
2455387.295760 284.000000 1.000000
2455387.301034 195.000000 0.000000
2455387.305093 304.000000 0.000000
2455387.541617 171.000000 0.000000
2455387.545731 284.000000 1.000000
2455387.551138 195.000000 0.000000
2455387.555195 304.000000 0.000000
2455387.791633 171.000000 0.000000
2455387.795740 284.000000 1.000000
2455387.801039 195.000000 0.000000
2455387.805096 304.000000 0.000000
2455388.041597 171.000000 0.000000
2455388.045691 284.000000 1.000000
2455388.051002 195.000000 0.000000
2455388.055086 304.000000 0.000000
2455388.291772 171.000000 0.000000
2455388.295872 284.000000 1.000000
2455388.301149 195.000000 0.000000
2455388.305208 304.000000 0.000000
2455388.541756 171.000000 0.000000
2455388.545847 284.000000 1.000000
2455388.551078 195.000000 0.000000
2455388.555159 304.000000 0.000000
2455388.791709 171.000000 0.000000
2455388.795798 284.000000 1.000000
2455388.801096 195.000000 0.000000
2455388.805155 304.000000 0.000000
2455389.041692 171.000000 0.000000
2455389.045789 284.000000 1.000000
2455389.051075 195.000000 0.000000
2455389.055132 304.000000 0.000000
2455389.291669 171.000000 0.000000
2455389.295761 284.000000 1.000000
2455389.301061 195.000000 0.000000
2455389.305115 304.000000 0.000000
2455389.541706 171.000000 0.000000
2455389.545799 284.000000 0.000000
2455389.551315 195.000000 0.000000
2455389.555312 304.000000 0.000000
2455389.795842 284.000000 1.000000
2455389.801140 195.000000 0.000000
2455389.805196 304.000000 0.000000
2455390.041754 171.000000 0.000000
2455390.045860 284.000000 1.000000
2455390.051178 195.000000 0.000000
2455390.055236 304.000000 0.000000
2455390.291600 171.000000 0.000000
2455390.295717 284.000000 1.000000
2455390.305079 304.000000 0.000000
2455390.540906 171.000000 0.000000
2455390.544969 284.000000 1.000000
2455390.550246 195.000000 0.000000
2455390.554305 304.000000 0.000000
2455390.794696 284.000000 1.000000
2455390.799997 195.000000 0.000000
2455390.804073 304.000000 0.000000
2455391.040565 171.000000 0.000000
2455391.049974 195.000000 0.000000
2455391.054029 304.000000 0.000000
2455391.294652 284.000000 1.000000
2455391.299940 195.000000 0.000000
2455391.304016 304.000000 0.000000
2455391.540608 171.000000 0.000000
2455391.544705 284.000000 1.000000
2455391.549970 195.000000 0.000000
2455391.554029 304.000000 0.000000
2455391.790274 171.000000 0.000000
2455391.794220 284.000000 1.000000
2455391.799536 195.000000 0.000000
2455391.803592 304.000000 0.000000
2455392.040135 171.000000 0.000000
2455392.044228 284.000000 1.000000
2455392.049532 195.000000 0.000000
2455392.053587 304.000000 0.000000
2455392.290117 171.000000 0.000000
2455392.294206 284.000000 1.000000
2455392.303598 304.000000 0.000000
2455392.538781 171.000000 0.000000
2455392.542753 284.000000 1.000000
2455392.548053 195.000000 0.000000
2455392.552273 304.000000 0.000000
2455392.788717 171.000000 0.000000
2455392.792808 284.000000 1.000000
2455392.798107 195.000000 0.000000
2455392.802168 304.000000 0.000000
2455393.038280 171.000000 0.000000
2455393.042395 284.000000 1.000000
2455393.047693 195.000000 0.000000
2455393.051770 304.000000 0.000000
2455393.291685 171.000000 0.000000
2455393.295780 284.000000 1.000000
2455393.301050 195.000000 0.000000
2455393.305108 304.000000 0.000000
2455393.541640 171.000000 0.000000
2455393.545736 284.000000 1.000000
2455393.555097 304.000000 0.000000
2455393.791714 171.000000 0.000000
2455393.795805 284.000000 1.000000
2455393.801121 195.000000 0.000000
2455393.805192 304.000000 0.000000
2455394.041716 171.000000 0.000000
2455394.045809 284.000000 1.000000
2455394.051108 195.000000 0.000000
2455394.055181 304.000000 0.000000
2455394.291388 171.000000 0.000000
2455394.295487 284.000000 1.000000
2455394.300796 195.000000 0.000000
2455394.304851 304.000000 0.000000
2455394.541047 171.000000 0.000000
2455394.545087 284.000000 1.000000
2455394.550309 195.000000 1.000000
2455394.554366 304.000000 0.000000
2455394.790601 171.000000 0.000000
2455394.794706 284.000000 1.000000
2455394.800006 195.000000 0.000000
2455394.804061 304.000000 0.000000
2455395.040602 171.000000 0.000000
2455395.049992 195.000000 0.000000
2455395.054058 304.000000 0.000000
2455395.290226 171.000000 0.000000
2455395.294326 284.000000 1.000000
2455395.299626 195.000000 0.000000
2455395.303618 304.000000 0.000000
2455395.540197 171.000000 0.000000
2455395.544234 284.000000 1.000000
2455395.549632 195.000000 0.000000
2455395.553734 304.000000 0.000000
2455395.790283 171.000000 0.000000
2455395.794375 284.000000 1.000000
2455395.799563 195.000000 0.000000
2455395.803619 304.000000 0.000000
2455396.040360 171.000000 0.000000
2455396.044451 284.000000 1.000000
2455396.049751 195.000000 0.000000
2455396.053808 304.000000 0.000000
2455396.289902 171.000000 0.000000
2455396.299314 195.000000 0.000000
2455396.303370 304.000000 0.000000
2455396.539484 171.000000 0.000000
2455396.543636 284.000000 1.000000
2455396.548786 195.000000 0.000000
2455396.552843 304.000000 0.000000
2455396.793595 284.000000 1.000000
2455396.798894 195.000000 0.000000
2455396.802959 304.000000 0.000000
2455397.039521 171.000000 0.000000
2455397.043615 284.000000 1.000000
2455397.048919 195.000000 0.000000
2455397.052993 304.000000 0.000000
2455397.291655 171.000000 0.000000
2455397.295747 284.000000 1.000000
2455397.301056 195.000000 0.000000
2455397.305130 304.000000 0.000000
2455397.541494 171.000000 0.000000
2455397.545588 284.000000 1.000000
2455397.550892 195.000000 0.000000
2455397.791493 171.000000 0.000000
2455397.795605 284.000000 1.000000
2455397.800935 195.000000 0.000000
2455397.804991 304.000000 0.000000
2455398.041249 171.000000 0.000000
2455398.045327 284.000000 1.000000
2455398.050794 195.000000 0.000000
2455398.054850 304.000000 0.000000
2455398.291361 171.000000 0.000000
2455398.295460 284.000000 1.000000
2455398.300761 195.000000 0.000000
2455398.304817 304.000000 0.000000
2455407.041826 171.000000 0.000000
2455407.045961 284.000000 1.000000
2455407.051265 195.000000 0.000000
2455407.055328 304.000000 0.000000
2455408.222425 284.000000 1.000000
2455408.227735 195.000000 0.000000
2455408.231795 304.000000 0.000000
2455408.541409 171.000000 0.000000
2455408.545451 284.000000 1.000000
2455408.550772 195.000000 0.000000
2455408.554834 304.000000 0.000000
2455409.541263 171.000000 0.000000
2455409.545503 284.000000 1.000000
2455409.550679 195.000000 0.000000
2455409.554752 304.000000 0.000000
2455410.166263 171.000000 0.000000
2455410.175676 195.000000 0.000000
2455410.179739 304.000000 0.000000
2455410.541336 171.000000 0.000000
2455410.545448 284.000000 1.000000
2455410.550757 195.000000 0.000000
2455410.554820 304.000000 0.000000
2455411.293079 171.000000 0.000000
2455411.297178 284.000000 1.000000
2455411.302634 195.000000 0.000000
2455411.306582 304.000000 0.000000
2455412.041884 171.000000 0.000000
2455412.046007 284.000000 0.000000
2455412.051315 195.000000 0.000000
2455412.055393 304.000000 0.000000
2455412.541704 171.000000 0.000000
2455412.545807 284.000000 0.000000
2455412.551151 195.000000 0.000000
2455413.540894 171.000000 0.000000
2455413.544960 284.000000 0.000000
2455413.550272 195.000000 0.000000
2455413.554336 304.000000 0.000000
2455414.041174 171.000000 0.000000
2455414.045292 284.000000 1.000000
2455414.054678 304.000000 0.000000
2455414.540967 171.000000 0.000000
2455414.545127 284.000000 1.000000
2455414.550451 195.000000 0.000000
2455414.554530 304.000000 0.000000
2455415.044595 284.000000 1.000000
2455415.049904 195.000000 0.000000
2455415.053966 304.000000 0.000000
2455415.541689 171.000000 0.000000
2455415.545795 284.000000 1.000000
2455415.551101 195.000000 0.000000
2455415.555164 304.000000 0.000000
2455416.041668 171.000000 0.000000
2455416.045776 284.000000 1.000000
2455416.051082 195.000000 0.000000
2455416.055162 304.000000 0.000000
2455416.541622 171.000000 0.000000
2455416.545738 284.000000 1.000000
2455416.551047 195.000000 0.000000
2455416.555109 304.000000 0.000000
2455417.041641 171.000000 0.000000
2455417.045773 284.000000 1.000000
2455417.051078 195.000000 0.000000
2455417.055163 304.000000 0.000000
2455417.541622 171.000000 0.000000
2455417.545725 284.000000 1.000000
2455417.551074 195.000000 0.000000
2455417.555137 304.000000 0.000000
2455418.041622 171.000000 0.000000
2455418.045733 284.000000 1.000000
2455418.051062 195.000000 0.000000
2455418.055125 304.000000 0.000000
2455418.541624 171.000000 0.000000
2455418.545731 284.000000 1.000000
2455418.551039 195.000000 0.000000
2455418.555119 304.000000 0.000000
2455419.041372 171.000000 0.000000
2455419.045480 284.000000 1.000000
2455419.050787 195.000000 0.000000
2455419.054869 304.000000 0.000000
2455419.540879 171.000000 0.000000
2455419.545017 284.000000 1.000000
2455419.554485 304.000000 0.000000
2455420.040485 171.000000 0.000000
2455420.044736 284.000000 1.000000
2455420.050050 195.000000 0.000000
2455420.054113 304.000000 0.000000
2455420.540609 171.000000 0.000000
2455420.544714 284.000000 1.000000
2455420.550019 195.000000 0.000000
2455420.554081 304.000000 0.000000
2455421.040632 171.000000 0.000000
2455421.050033 195.000000 0.000000
2455421.054097 304.000000 0.000000
2455421.540164 171.000000 0.000000
2455421.544260 284.000000 1.000000
2455421.549641 195.000000 0.000000
2455421.553703 304.000000 0.000000
2455422.040202 171.000000 0.000000
2455422.044347 284.000000 0.000000
2455422.049659 195.000000 0.000000
2455422.053723 304.000000 0.000000
2455422.541712 171.000000 0.000000
2455422.545815 284.000000 0.000000
2455422.551147 195.000000 0.000000
2455422.555210 304.000000 0.000000
2455423.045753 284.000000 0.000000
2455423.051063 195.000000 0.000000
2455423.055125 304.000000 0.000000
2455423.541317 171.000000 0.000000
2455423.545421 284.000000 0.000000
2455423.550729 195.000000 0.000000
2455423.554793 304.000000 0.000000
2455424.041295 171.000000 0.000000
2455424.045422 284.000000 0.000000
2455424.050816 195.000000 0.000000
2455424.054877 304.000000 0.000000
2455424.541350 171.000000 0.000000
2455424.545472 284.000000 0.000000
2455424.550780 195.000000 0.000000
2455424.554852 304.000000 0.000000
2455425.041295 171.000000 0.000000
2455425.045411 284.000000 0.000000
2455425.050747 195.000000 0.000000
2455425.054808 304.000000 0.000000
2455425.541300 171.000000 0.000000
2455425.545429 284.000000 0.000000
2455425.550740 195.000000 0.000000
2455425.554806 304.000000 0.000000
2455426.041358 171.000000 0.000000
2455426.045462 284.000000 0.000000
2455426.050780 195.000000 0.000000
2455426.054845 304.000000 0.000000
2455426.541225 171.000000 0.000000
2455426.545351 284.000000 0.000000
2455426.550658 195.000000 0.000000
2455426.554720 304.000000 0.000000
2455427.041304 171.000000 0.000000
2455427.045409 284.000000 0.000000
2455427.050719 195.000000 0.000000
2455427.054782 304.000000 0.000000
2455427.541300 171.000000 0.000000
2455427.545407 284.000000 0.000000
2455427.550716 195.000000 0.000000
2455427.554779 304.000000 0.000000
2455428.041024 171.000000 0.000000
2455428.045106 284.000000 0.000000
2455428.050322 195.000000 0.000000
2455428.054383 304.000000 0.000000
2455428.544908 284.000000 0.000000
2455428.550147 195.000000 0.000000
2455428.554148 304.000000 0.000000
2455429.041019 171.000000 0.000000
2455429.045055 284.000000 0.000000
2455429.050296 195.000000 0.000000
2455429.054303 304.000000 0.000000
2455432.541692 171.000000 0.000000
2455432.545723 284.000000 0.000000
2455432.550965 195.000000 0.000000
2455433.041659 171.000000 0.000000
2455433.045692 284.000000 0.000000
2455433.050929 195.000000 0.000000
2455433.054947 304.000000 0.000000
2455434.041253 171.000000 0.000000
2455434.045352 284.000000 0.000000
2455434.054718 304.000000 0.000000
2455434.540554 171.000000 0.000000
2455434.544671 284.000000 0.000000
2455434.549976 195.000000 0.000000
2455434.554052 304.000000 0.000000
2455435.040552 171.000000 0.000000
2455435.044647 284.000000 1.000000
2455435.050018 195.000000 0.000000
2455435.054076 304.000000 0.000000
2455435.540560 171.000000 0.000000
2455435.544679 284.000000 1.000000
2455435.549991 195.000000 0.000000
2455435.554053 304.000000 0.000000
2455436.040152 171.000000 0.000000
2455436.044256 284.000000 1.000000
2455436.049560 195.000000 1.000000
2455436.053617 304.000000 0.000000
2455436.636574 171.000000 0.000000
2455436.640699 284.000000 1.000000
2455436.646031 195.000000 1.000000
2455436.650105 304.000000 0.000000
2455437.041251 171.000000 0.000000
2455437.045353 284.000000 1.000000
2455437.050657 195.000000 1.000000
2455437.054732 304.000000 0.000000
2455437.540913 171.000000 0.000000
2455437.545011 284.000000 1.000000
2455437.550333 195.000000 1.000000
2455437.554399 304.000000 0.000000
2455438.041019 171.000000 0.000000
2455438.045134 284.000000 1.000000
2455438.050439 195.000000 1.000000
2455438.054498 304.000000 0.000000
2455438.540860 171.000000 0.000000
2455438.544957 284.000000 1.000000
2455438.550277 195.000000 1.000000
2455438.554359 304.000000 0.000000
2455439.040915 171.000000 0.000000
2455439.045024 284.000000 1.000000
2455439.050328 195.000000 1.000000
2455439.054413 304.000000 0.000000
2455439.541741 171.000000 0.000000
2455439.551147 195.000000 1.000000
2455439.555205 304.000000 0.000000
2455440.040861 171.000000 0.000000
2455440.044957 284.000000 1.000000
2455440.050263 195.000000 1.000000
2455440.054355 304.000000 0.000000
2455440.539816 171.000000 0.000000
2455440.544001 284.000000 1.000000
2455440.549287 195.000000 1.000000
2455440.553349 304.000000 0.000000
2455441.039400 171.000000 0.000000
2455441.043506 284.000000 1.000000
2455441.048836 195.000000 1.000000
2455441.052895 304.000000 0.000000
2455441.538772 171.000000 0.000000
2455441.548180 195.000000 1.000000
2455441.552237 304.000000 0.000000
2455442.038410 171.000000 0.000000
2455442.042514 284.000000 1.000000
2455442.051905 304.000000 0.000000
2455442.538422 171.000000 0.000000
2455442.542500 284.000000 1.000000
2455442.547816 195.000000 1.000000
2455442.551811 304.000000 0.000000
2455443.037952 171.000000 0.000000
2455443.042056 284.000000 1.000000
2455443.047385 195.000000 1.000000
2455443.051440 304.000000 0.000000
2455443.638692 171.000000 0.000000
2455443.642789 284.000000 1.000000
2455443.648112 195.000000 1.000000
2455443.652171 304.000000 0.000000
2455444.041740 171.000000 0.000000
2455444.045842 284.000000 1.000000
2455444.051159 195.000000 0.000000
2455444.055221 304.000000 0.000000
2455444.541603 171.000000 0.000000
2455444.545711 284.000000 1.000000
2455444.551020 195.000000 0.000000
2455444.555081 304.000000 0.000000
2455445.041297 171.000000 0.000000
2455445.045409 284.000000 1.000000
2455445.050670 195.000000 0.000000
2455445.054734 304.000000 0.000000
2455445.541304 171.000000 0.000000
2455445.545410 284.000000 1.000000
2455445.550720 195.000000 0.000000
2455445.554785 304.000000 0.000000
2455446.041376 171.000000 0.000000
2455446.050785 195.000000 0.000000
2455446.054847 304.000000 0.000000
2455446.540916 171.000000 0.000000
2455446.545046 284.000000 1.000000
2455446.550536 195.000000 0.000000
2455446.554623 304.000000 0.000000
2455447.040917 171.000000 0.000000
2455447.045013 284.000000 1.000000
2455447.050343 195.000000 0.000000
2455447.054406 304.000000 0.000000
2455447.541368 171.000000 0.000000
2455447.545471 284.000000 1.000000
2455447.554861 304.000000 0.000000
2455448.041352 171.000000 0.000000
2455448.045443 284.000000 1.000000
2455448.050749 195.000000 0.000000
2455448.054810 304.000000 0.000000
2455448.541346 171.000000 0.000000
2455448.545446 284.000000 1.000000
2455448.550754 195.000000 0.000000
2455448.554816 304.000000 0.000000
2455449.045374 284.000000 1.000000
2455449.050721 195.000000 0.000000
2455449.054789 304.000000 0.000000
2455449.540474 171.000000 0.000000
2455449.544580 284.000000 0.000000
2455449.553953 304.000000 0.000000
2455450.040612 171.000000 0.000000
2455450.044725 284.000000 0.000000
2455450.050014 195.000000 0.000000
2455450.054077 304.000000 0.000000
2455450.541697 171.000000 0.000000
2455450.545797 284.000000 0.000000
2455450.551111 195.000000 0.000000
2455450.555182 304.000000 0.000000
2455451.041662 171.000000 0.000000
2455451.045762 284.000000 0.000000
2455451.051091 195.000000 0.000000
2455451.055152 304.000000 0.000000
2455451.541609 171.000000 0.000000
2455451.545728 284.000000 0.000000
2455451.551040 195.000000 0.000000
2455451.555113 304.000000 0.000000
2455452.041382 171.000000 0.000000
2455452.045495 284.000000 0.000000
2455452.050794 195.000000 0.000000
2455452.541300 171.000000 0.000000
2455452.545407 284.000000 0.000000
2455452.550712 195.000000 0.000000
2455452.554793 304.000000 0.000000
2455453.045017 284.000000 0.000000
2455453.050313 195.000000 0.000000
2455453.541641 171.000000 0.000000
2455453.545739 284.000000 0.000000
2455453.551057 195.000000 0.000000
2455453.555140 304.000000 0.000000
2455454.045370 284.000000 0.000000
2455454.050758 195.000000 0.000000
2455454.054846 304.000000 0.000000
2455454.541327 171.000000 0.000000
2455454.545427 284.000000 0.000000
2455454.550731 195.000000 0.000000
2455454.554796 304.000000 0.000000
