# t_obs[JD] wavelength[angstrom] pinholes[1ifYes]
2451562.044957 284.000000 1.000000
2451562.049956 195.000000 0.000000
2451562.054060 304.000000 0.000000
2451562.291039 171.000000 0.000000
2451562.295091 284.000000 1.000000
2451562.300083 195.000000 0.000000
2451562.304180 304.000000 0.000000
2451562.541627 171.000000 0.000000
2451562.545667 284.000000 1.000000
2451562.550656 195.000000 0.000000
2451562.554759 304.000000 0.000000
2451562.791324 171.000000 0.000000
2451562.795404 284.000000 1.000000
2451562.800400 195.000000 0.000000
2451562.804500 304.000000 0.000000
2451563.041346 171.000000 0.000000
2451563.045382 284.000000 1.000000
2451563.050373 195.000000 0.000000
2451563.054475 304.000000 0.000000
2451563.291278 171.000000 0.000000
2451563.295313 284.000000 1.000000
2451563.300320 195.000000 0.000000
2451563.304436 304.000000 0.000000
2451563.541370 171.000000 0.000000
2451563.545411 284.000000 1.000000
2451563.550402 195.000000 0.000000
2451563.554506 304.000000 0.000000
2451563.790893 171.000000 0.000000
2451563.799923 195.000000 0.000000
2451563.804041 304.000000 0.000000
2451564.040846 171.000000 0.000000
2451564.044884 284.000000 1.000000
2451564.049872 195.000000 0.000000
2451564.053979 304.000000 0.000000
2451564.294971 284.000000 1.000000
2451564.299972 195.000000 0.000000
2451564.304070 304.000000 0.000000
2451564.540896 171.000000 0.000000
2451564.544931 284.000000 1.000000
2451564.549933 195.000000 0.000000
2451564.554034 304.000000 0.000000
2451564.791031 171.000000 0.000000
2451564.795068 284.000000 1.000000
2451564.800080 195.000000 0.000000
2451564.804025 304.000000 0.000000
2451565.040896 171.000000 0.000000
2451565.044936 284.000000 1.000000
2451565.049921 195.000000 0.000000
2451565.291473 171.000000 0.000000
2451565.295471 284.000000 1.000000
2451565.300403 195.000000 0.000000
2451565.304506 304.000000 0.000000
2451565.541778 171.000000 0.000000
2451565.545823 284.000000 1.000000
2451565.550831 195.000000 0.000000
2451565.554927 304.000000 0.000000
2451565.791751 171.000000 0.000000
2451565.795785 284.000000 1.000000
2451565.800774 195.000000 0.000000
2451565.804873 304.000000 0.000000
2451566.041744 171.000000 0.000000
2451566.045781 284.000000 1.000000
2451566.054870 304.000000 0.000000
2451566.291700 171.000000 0.000000
2451566.295733 284.000000 1.000000
2451566.304822 304.000000 0.000000
2451566.541778 171.000000 0.000000
2451566.545821 284.000000 1.000000
2451566.550822 195.000000 0.000000
2451566.554931 304.000000 0.000000
2451566.791732 171.000000 0.000000
2451566.795774 284.000000 1.000000
2451566.804882 304.000000 0.000000
2451567.041429 171.000000 0.000000
2451567.045456 284.000000 1.000000
2451567.050268 195.000000 0.000000
2451567.054382 304.000000 0.000000
2451567.291436 171.000000 0.000000
2451567.295493 284.000000 1.000000
2451567.300474 195.000000 0.000000
2451567.304571 304.000000 0.000000
2451567.540595 171.000000 0.000000
2451567.544630 284.000000 1.000000
2451567.549627 195.000000 0.000000
2451567.553739 304.000000 0.000000
2451567.790592 171.000000 0.000000
2451567.794647 284.000000 1.000000
2451567.799639 195.000000 0.000000
2451567.803738 304.000000 0.000000
2451568.040638 171.000000 0.000000
2451568.044671 284.000000 1.000000
2451568.049658 195.000000 0.000000
2451568.053753 304.000000 0.000000
2451568.290654 171.000000 0.000000
2451568.294687 284.000000 1.000000
2451568.299669 195.000000 0.000000
2451568.303767 304.000000 0.000000
2451568.540600 171.000000 0.000000
2451568.544647 284.000000 1.000000
2451568.549633 195.000000 0.000000
2451568.553733 304.000000 0.000000
2451568.790210 171.000000 0.000000
2451568.794009 284.000000 1.000000
2451568.798998 195.000000 0.000000
2451568.803071 304.000000 0.000000
2451569.039792 171.000000 0.000000
2451569.043822 284.000000 1.000000
2451569.048806 195.000000 0.000000
2451569.052903 304.000000 0.000000
2451569.289927 171.000000 0.000000
2451569.293955 284.000000 1.000000
2451569.298945 195.000000 0.000000
2451569.303039 304.000000 0.000000
2451569.539906 171.000000 0.000000
2451569.543954 284.000000 1.000000
2451569.548954 195.000000 0.000000
2451569.553052 304.000000 0.000000
2451569.789888 171.000000 0.000000
2451569.793918 284.000000 1.000000
2451569.798898 195.000000 0.000000
2451569.802991 304.000000 0.000000
2451570.043883 284.000000 1.000000
2451570.048881 195.000000 0.000000
2451570.052973 304.000000 0.000000
2451570.289925 171.000000 0.000000
2451570.293961 284.000000 1.000000
2451570.298936 195.000000 0.000000
2451570.303050 304.000000 0.000000
2451570.539829 171.000000 0.000000
2451570.543879 284.000000 1.000000
2451570.548865 195.000000 0.000000
2451570.552959 304.000000 0.000000
2451570.789919 171.000000 0.000000
2451570.793948 284.000000 1.000000
2451570.798928 195.000000 0.000000
2451570.803021 304.000000 0.000000
2451571.039882 171.000000 0.000000
2451571.043909 284.000000 1.000000
2451571.048894 195.000000 0.000000
2451571.052986 304.000000 0.000000
2451571.289791 171.000000 0.000000
2451571.293824 284.000000 1.000000
2451571.298820 195.000000 0.000000
2451571.302914 304.000000 0.000000
2451571.539818 171.000000 0.000000
2451571.543845 284.000000 1.000000
2451571.548827 195.000000 0.000000
2451571.552916 304.000000 0.000000
2451571.789864 171.000000 0.000000
2451571.793891 284.000000 1.000000
2451571.798871 195.000000 0.000000
2451571.802964 304.000000 0.000000
2451572.052874 304.000000 0.000000
2451572.293482 284.000000 1.000000
2451572.298475 195.000000 0.000000
2451572.541677 171.000000 0.000000
2451572.545702 284.000000 1.000000
2451572.550682 195.000000 0.000000
2451572.554772 304.000000 0.000000
2451572.791686 171.000000 0.000000
2451572.795722 284.000000 0.000000
2451572.804845 304.000000 0.000000
2451573.045670 284.000000 1.000000
2451573.291721 171.000000 0.000000
2451573.295758 284.000000 0.000000
2451573.300359 195.000000 0.000000
2451573.304462 304.000000 0.000000
2451573.540935 171.000000 0.000000
2451573.544971 284.000000 0.000000
2451573.549958 195.000000 0.000000
2451573.554052 304.000000 0.000000
2451573.791006 171.000000 0.000000
2451573.795043 284.000000 0.000000
2451573.800044 195.000000 0.000000
2451573.804521 304.000000 0.000000
2451574.040107 171.000000 0.000000
2451574.044143 284.000000 0.000000
2451574.049126 195.000000 0.000000
2451574.053239 304.000000 0.000000
2451574.289786 171.000000 0.000000
2451574.293817 284.000000 0.000000
2451574.298818 195.000000 0.000000
2451574.302915 304.000000 0.000000
2451574.541850 171.000000 0.000000
2451574.545875 284.000000 0.000000
2451574.550857 195.000000 0.000000
2451574.554964 304.000000 0.000000
2451574.789374 171.000000 0.000000
2451574.793424 284.000000 0.000000
2451574.798416 195.000000 0.000000
2451574.802510 304.000000 0.000000
2451575.039031 171.000000 0.000000
2451575.043056 284.000000 0.000000
2451575.048041 195.000000 0.000000
2451575.289187 171.000000 0.000000
2451575.293239 284.000000 0.000000
2451575.298231 195.000000 0.000000
2451575.302332 304.000000 0.000000
2451575.541371 171.000000 0.000000
2451575.545408 284.000000 0.000000
2451575.550392 195.000000 0.000000
2451575.554506 304.000000 0.000000
2451575.791274 171.000000 0.000000
2451575.795675 284.000000 0.000000
2451575.800296 195.000000 0.000000
2451575.804389 304.000000 0.000000
2451576.040869 171.000000 0.000000
2451576.044900 284.000000 0.000000
2451576.049884 195.000000 0.000000
2451576.053984 304.000000 0.000000
2451576.291011 171.000000 0.000000
2451576.295039 284.000000 0.000000
2451576.300031 195.000000 0.000000
2451576.304135 304.000000 0.000000
2451576.540591 171.000000 0.000000
2451576.544623 284.000000 0.000000
2451576.553708 304.000000 0.000000
2451576.790532 171.000000 0.000000
2451576.794584 284.000000 0.000000
2451576.799567 195.000000 0.000000
2451576.803666 304.000000 0.000000
2451577.040649 171.000000 0.000000
2451577.044687 284.000000 0.000000
2451577.290566 171.000000 0.000000
2451577.294587 284.000000 0.000000
2451577.299572 195.000000 0.000000
2451577.540608 171.000000 0.000000
2451577.544649 284.000000 0.000000
2451577.549640 195.000000 0.000000
2451577.553743 304.000000 0.000000
2451577.790573 171.000000 0.000000
2451577.794607 284.000000 0.000000
2451577.799597 195.000000 0.000000
2451577.803702 304.000000 0.000000
2451578.044643 284.000000 0.000000
2451578.299273 195.000000 0.000000
2451578.303372 304.000000 0.000000
2451578.540207 171.000000 0.000000
2451578.544239 284.000000 0.000000
2451578.549242 195.000000 0.000000
2451578.553332 304.000000 0.000000
2451578.790247 171.000000 0.000000
2451578.794283 284.000000 0.000000
2451578.799273 195.000000 0.000000
2451579.040229 171.000000 0.000000
2451579.044268 284.000000 0.000000
2451579.049258 195.000000 0.000000
2451582.401575 171.000000 0.000000
2451582.405778 284.000000 0.000000
2451582.410787 195.000000 0.000000
2451582.414897 304.000000 0.000000
2451582.541281 171.000000 0.000000
2451582.545418 284.000000 0.000000
2451582.550419 195.000000 0.000000
2451582.554544 304.000000 0.000000
2451582.791317 171.000000 0.000000
2451582.795383 284.000000 0.000000
2451582.804530 304.000000 0.000000
2451583.041313 171.000000 0.000000
2451583.045362 284.000000 0.000000
2451583.050361 195.000000 0.000000
2451583.054473 304.000000 0.000000
2451583.159173 171.000000 0.000000
2451583.163223 284.000000 0.000000
2451583.541618 171.000000 0.000000
2451583.545670 284.000000 0.000000
2451583.550675 195.000000 0.000000
2451583.791788 171.000000 0.000000
2451583.795841 284.000000 0.000000
2451583.804955 304.000000 0.000000
2451584.041638 171.000000 0.000000
2451584.050695 195.000000 0.000000
2451584.054830 304.000000 0.000000
2451584.295338 284.000000 0.000000
2451584.300338 195.000000 0.000000
2451584.304491 304.000000 0.000000
2451584.540936 171.000000 0.000000
2451584.544981 284.000000 0.000000
2451584.550019 195.000000 0.000000
2451584.554155 304.000000 0.000000
2451584.794913 284.000000 0.000000
2451584.799923 195.000000 0.000000
2451584.804032 304.000000 0.000000
2451585.041029 171.000000 0.000000
2451585.045072 284.000000 0.000000
2451585.050053 195.000000 0.000000
2451585.054165 304.000000 0.000000
2451585.290519 171.000000 0.000000
2451585.294563 284.000000 0.000000
2451585.299579 195.000000 0.000000
2451585.303690 304.000000 0.000000
2451585.540558 171.000000 0.000000
2451585.544605 284.000000 0.000000
2451585.549601 195.000000 0.000000
2451585.553733 304.000000 0.000000
2451585.794292 284.000000 0.000000
2451585.799293 195.000000 0.000000
2451585.803412 304.000000 0.000000
2451586.040190 171.000000 0.000000
2451586.044238 284.000000 0.000000
2451586.049244 195.000000 0.000000
2451586.053366 304.000000 0.000000
2451586.291716 171.000000 0.000000
2451586.295722 284.000000 0.000000
2451586.300748 195.000000 0.000000
2451586.304857 304.000000 0.000000
2451586.541699 171.000000 0.000000
2451586.545747 284.000000 0.000000
2451586.550761 195.000000 0.000000
2451586.554892 304.000000 0.000000
2451586.791764 171.000000 0.000000
2451586.795807 284.000000 0.000000
2451586.804892 304.000000 0.000000
2451587.041234 171.000000 0.000000
2451587.045284 284.000000 0.000000
2451587.050290 195.000000 0.000000
2451587.054402 304.000000 0.000000
2451587.291339 171.000000 0.000000
2451587.300383 195.000000 0.000000
2451587.304494 304.000000 0.000000
2451587.540971 171.000000 0.000000
2451587.545025 284.000000 0.000000
2451587.550038 195.000000 0.000000
2451587.554180 304.000000 0.000000
2451587.790996 171.000000 0.000000
2451587.795024 284.000000 0.000000
2451587.800020 195.000000 0.000000
2451587.804176 304.000000 0.000000
2451588.040922 171.000000 0.000000
2451588.044966 284.000000 0.000000
2451588.049979 195.000000 0.000000
2451588.054094 304.000000 0.000000
2451588.289853 171.000000 0.000000
2451588.293914 284.000000 0.000000
2451588.298922 195.000000 0.000000
2451588.539874 171.000000 0.000000
2451588.543949 284.000000 0.000000
2451588.548955 195.000000 0.000000
2451588.553066 304.000000 0.000000
2451588.789926 171.000000 0.000000
2451588.793983 284.000000 0.000000
2451588.798978 195.000000 0.000000
2451588.803113 304.000000 0.000000
2451589.039036 171.000000 0.000000
2451589.043072 284.000000 0.000000
2451589.048236 195.000000 0.000000
2451589.052360 304.000000 0.000000
2451589.288296 171.000000 0.000000
2451589.292349 284.000000 0.000000
2451589.297365 195.000000 0.000000
2451589.301474 304.000000 0.000000
2451589.538077 171.000000 0.000000
2451589.541943 284.000000 0.000000
2451589.547116 195.000000 0.000000
2451589.551227 304.000000 0.000000
2451589.787694 171.000000 0.000000
2451589.791740 284.000000 0.000000
2451589.796686 195.000000 0.000000
2451590.037509 171.000000 0.000000
2451590.041550 284.000000 0.000000
2451590.046543 195.000000 0.000000
2451590.050656 304.000000 0.000000
2451590.291776 171.000000 0.000000
2451590.295789 284.000000 0.000000
2451590.304907 304.000000 0.000000
2451590.541775 171.000000 0.000000
2451590.545834 284.000000 0.000000
2451590.550831 195.000000 0.000000
2451590.554936 304.000000 0.000000
2451590.795830 284.000000 0.000000
2451590.800672 195.000000 0.000000
2451590.804785 304.000000 0.000000
2451591.041730 171.000000 0.000000
2451591.045770 284.000000 0.000000
2451591.050739 195.000000 0.000000
2451591.054854 304.000000 0.000000
2451591.291761 171.000000 0.000000
2451591.295802 284.000000 0.000000
2451591.300793 195.000000 0.000000
2451591.304910 304.000000 0.000000
2451591.541778 171.000000 0.000000
2451591.550829 195.000000 0.000000
2451591.791319 171.000000 0.000000
2451591.795361 284.000000 0.000000
2451591.800351 195.000000 0.000000
2451591.804455 304.000000 0.000000
2451592.040991 171.000000 0.000000
