# t_obs[JD] solar_distance[m] wavelength[angstrom] unnorm_flux[DN/s] unnorm_flux_unc[DN/s]
2459668.050919 147691145276.000000 195.000000 69859724.614640 100580.365391
2459668.054939 147691431925.000000 304.000000 13903049.996994 99681.581795
2459668.541190 147711331830.000000 171.000000 98814135.408656 100929.288191
2459668.545326 147711626044.000000 284.000000 6742003.213305 98847.021112
2459668.554621 147711906299.000000 304.000000 14052673.283314 139401.725473
2459669.041343 147731911937.000000 171.000000 99001119.918751 101169.045520
2459669.050679 147732199712.000000 195.000000 71902300.785913 101024.003928
2459669.054702 147732489315.000000 304.000000 14172430.817518 99712.959401
2459669.541340 147752597203.000000 171.000000 96520267.310787 101459.084902
2459669.545387 147752877829.000000 284.000000 7068540.440790 98882.183624
2459669.550667 147752877829.000000 195.000000 70603292.466496 101487.601690
2459669.554684 147753160612.000000 304.000000 14110218.967980 99694.019009
2459670.041341 147773366367.000000 171.000000 98051508.828015 101813.505018
2459670.045390 147773655882.000000 284.000000 7047410.653964 98886.437220
2459682.541048 148320985330.000000 171.000000 95238851.089743 102269.753809
2459682.545163 148321299001.000000 284.000000 6166898.308128 99800.559733
2459682.550499 148321299001.000000 195.000000 68962777.677102 99363.419943
2459682.554601 148321614803.000000 304.000000 13619227.491699 106048.743617
2459683.044093 148344095791.000000 284.000000 6136003.559590 99770.004006
2459683.049426 148344095791.000000 195.000000 67385104.875598 99421.664435
2459683.053505 148344408962.000000 304.000000 13577706.753483 106005.078708
2459683.540080 148366628104.000000 171.000000 92381824.605828 102121.618744
2459683.544200 148366934856.000000 284.000000 6004558.037609 99791.355908
2459683.549538 148366934856.000000 195.000000 65826605.785979 99559.963422
2459683.553619 148367258368.000000 304.000000 13390434.670503 106093.791926
2459685.046640 148435725043.000000 171.000000 92289141.830492 101622.109694
2459685.056117 148436049591.000000 195.000000 67821512.830140 100022.125446
2459685.060199 148436369035.000000 304.000000 13478073.310120 106004.272771
2459685.540964 148458416376.000000 171.000000 88378014.469690 100987.629372
2459685.545081 148458739672.000000 284.000000 6161526.864477 106129.693191
2459685.550427 148458739672.000000 195.000000 64282905.900360 100112.136692
2459685.554521 148459059637.000000 304.000000 12975664.972988 100650.308206
2459686.044958 148481782202.000000 284.000000 6675273.951003 106122.838348
2459686.050291 148481782202.000000 195.000000 66042326.906700 100118.654394
2459686.054374 148482101214.000000 304.000000 13321981.759079 106276.209812
2459686.540336 148504536724.000000 171.000000 91699988.936567 100941.540773
2459686.544452 148504863263.000000 284.000000 6803340.159055 106180.552627
2459686.549796 148504863263.000000 195.000000 67153581.980473 100236.472499
2459687.039938 148527650945.000000 171.000000 90811762.771869 100781.336738
2459687.049389 148527969180.000000 195.000000 66668022.391096 100267.126471
2459687.053491 148528289536.000000 304.000000 13563973.415135 106633.245350
2459687.539880 148550781080.000000 171.000000 93809648.938724 100632.198921
2459687.543973 148551105122.000000 284.000000 6828741.918504 106393.886598
2459687.549334 148551105122.000000 195.000000 69212039.683905 100434.289400
2459687.553418 148551424209.000000 304.000000 13965641.000846 107235.763588
2459688.039830 148573947428.000000 171.000000 98084117.239082 100565.575763
2459688.043929 148574263046.000000 284.000000 6706041.115741 106442.342457
2459688.053527 148574587824.000000 304.000000 13949614.350949 107344.175567
2459688.541923 148597123208.000000 171.000000 99965142.055410 100725.555533
2459688.546045 148597444428.000000 284.000000 6723699.179578 106552.288816
2459688.551388 148597444428.000000 195.000000 71761351.128380 100587.819924
2459688.555473 148597763909.000000 304.000000 13977463.010190 107596.181951
2459689.041759 148620326792.000000 171.000000 101448682.550799 100719.826322
2459689.045505 148620642619.000000 284.000000 6689745.555704 106616.648570
2459689.050834 148620642619.000000 195.000000 70848795.394177 100649.163638
2459689.541526 148643540658.000000 171.000000 98341270.161496 100762.435769
2459689.545644 148643861878.000000 284.000000 6890076.641173 106731.668490
2459689.550998 148643861878.000000 195.000000 69683183.454167 100833.955699
2459689.555086 148644185212.000000 304.000000 14292366.531754 107731.945892
2459690.041422 148666763468.000000 171.000000 109967691.104426 100550.223560
2459690.045611 148667090021.000000 284.000000 6687325.391296 106797.524272
2459690.050946 148667090021.000000 195.000000 68813184.664005 100907.182788
2459690.055029 148667414653.000000 304.000000 14036991.170185 107757.895398
2459690.540529 148690007791.000000 171.000000 95544328.724779 100896.571522
2459690.544645 148690328671.000000 284.000000 6815234.586423 106828.092747
2459690.554064 148690651664.000000 304.000000 14053843.739393 107945.119429
2459691.040474 148713253862.000000 171.000000 97981934.825304 100911.680584
2459691.050078 148713575844.000000 195.000000 69169266.366280 101106.973537
2459691.054162 148713895784.000000 304.000000 14178874.553855 107956.486030
2459691.540723 148736497615.000000 171.000000 98661796.426451 100953.313011
2459691.544842 148736820586.000000 284.000000 7071734.408105 106891.316937
2459691.550199 148736820586.000000 195.000000 72038671.760175 101185.228922
2459691.554283 148737141456.000000 304.000000 14182661.241228 108090.907669
2459692.050001 148760068729.000000 195.000000 72859367.304863 101296.497659
2459692.054091 148760394707.000000 304.000000 14271598.372283 108131.063996
2459692.541094 148782995528.000000 171.000000 102768926.129597 101046.357950
2459692.545213 148783315901.000000 284.000000 7461943.831940 106683.538233
2459692.550562 148783315901.000000 195.000000 75507524.244865 101292.897614
2459692.554645 148783642708.000000 304.000000 14620909.777443 102912.502979
2459693.041005 148806242768.000000 171.000000 102895998.380785 101046.916587
2459693.045135 148806563868.000000 284.000000 7472688.304197 106679.179505
2459693.050457 148806563868.000000 195.000000 75051861.759247 101288.828256
2459693.054547 148806882688.000000 304.000000 14538038.750092 108225.465823
2459693.541177 148829471913.000000 171.000000 104103389.462606 100969.070652
2459693.550646 148829800368.000000 195.000000 76183153.004673 101161.155325
2459693.554730 148830119832.000000 304.000000 14445306.919598 108333.396859
2459694.041055 148852698508.000000 171.000000 101437382.800828 100943.429923
2459694.045173 148853023127.000000 284.000000 7702607.665532 106546.253525
2459694.049988 148853023127.000000 195.000000 75416520.178938 101072.360225
2459694.054072 148853338735.000000 304.000000 14458772.896081 108330.825756
2459694.540399 148875906322.000000 171.000000 102220453.025952 100797.946625
2459694.544518 148876233587.000000 284.000000 8004669.589607 106399.659269
2459694.549865 148876233587.000000 195.000000 76557316.897450 100845.542454
2459694.553949 148876551823.000000 304.000000 14829931.001287 108177.141737
2459695.040278 148899102340.000000 171.000000 104970242.369215 100812.612071
2459695.044376 148899419027.000000 284.000000 7994170.832428 106359.364157
2459695.049713 148899419027.000000 195.000000 78131283.480672 100815.580234
2459695.053800 148899744353.000000 304.000000 14709563.190991 108118.092173
2459695.541794 148922275636.000000 171.000000 102650230.900373 100600.139044
2459695.545914 148922590106.000000 284.000000 8122791.862033 106080.559410
2459695.551278 148922590106.000000 195.000000 77491948.810404 100680.672171
2459695.555377 148922917840.000000 304.000000 14735682.264841 108043.937406
2459696.041647 148945420320.000000 171.000000 103169858.177396 100629.845957
2459696.045764 148945741801.000000 284.000000 8258264.494578 106050.105287
2459696.051098 148945741801.000000 195.000000 77434858.405697 100723.777317
2459696.055186 148946067116.000000 304.000000 14727291.272503 107967.016936
2459696.541911 148968543515.000000 171.000000 103507245.943843 100595.849383
2459696.546036 148968862480.000000 284.000000 8457130.401429 105580.492009
2459696.551383 148968862480.000000 195.000000 79009359.266284 100690.561882
2459696.555475 148969183542.000000 304.000000 15030191.558717 107884.082165
2459697.041550 148991640476.000000 171.000000 107660278.965427 100635.522023
2459697.045546 148991963130.000000 284.000000 8308698.244590 100517.966255
2459697.051030 148991963130.000000 195.000000 79035581.955537 100654.788885
2459697.541180 149014702301.000000 171.000000 106412012.812226 100500.961602
2459697.545300 149015020627.000000 284.000000 8407796.998194 100175.322731
2459697.550663 149015020627.000000 195.000000 80503071.179706 100556.957180
2459697.554758 149015341048.000000 304.000000 14791622.206534 107770.979711
2459698.040906 149037732235.000000 171.000000 106209611.049832 100454.481054
2459698.045025 149038052592.000000 284.000000 8237826.453440 100158.585508
2459698.054493 149038370103.000000 304.000000 14595790.123645 107670.260286
2459698.541228 149060724503.000000 171.000000 106522040.682118 100386.817905
2459698.545361 149061041901.000000 284.000000 8010841.494184 100113.079785
2459698.550706 149061041901.000000 195.000000 79445352.536918 100406.097668
2459698.554817 149061362648.000000 304.000000 14585492.919524 107476.089557
2459699.041021 149083671067.000000 171.000000 102328810.499761 100334.059179
2459699.045133 149083991631.000000 284.000000 8097424.912096 100091.489247
2459699.050474 149083991631.000000 195.000000 78493471.407207 100377.873043
2459699.054562 149084314286.000000 304.000000 14312078.403900 107409.157469
2459699.541842 149106580592.000000 171.000000 102918181.192765 100055.914081
2459699.545962 149106898012.000000 284.000000 7643197.538994 100063.270232
2459699.551320 149106898012.000000 195.000000 76899097.957338 100130.929304
2459699.555423 149107212424.000000 304.000000 14119495.058384 106821.936296
2459700.044669 149129758705.000000 284.000000 7395929.389842 100059.104666
2459700.050033 149129758705.000000 195.000000 75396593.159620 100046.229847
2459700.054138 149130069882.000000 304.000000 13908113.240723 106816.000426
2459700.540747 149152250347.000000 171.000000 97010206.239957 99760.056068
2459700.544881 149152562264.000000 284.000000 7074860.126451 100003.829430
2459700.550224 149152562264.000000 195.000000 71713744.365486 99776.187443
2459700.554309 149152877142.000000 304.000000 13688109.569066 106481.108103
2459701.040679 149175001118.000000 171.000000 97431501.824421 99653.015388
2459701.044797 149175315783.000000 284.000000 6957883.275350 99680.002336
2459701.050150 149175315783.000000 195.000000 72374544.582609 99700.350925
2459701.054244 149175633311.000000 304.000000 13773934.602207 101175.209440
2459701.540466 149197695092.000000 171.000000 94858695.021081 99574.547172
2459701.544586 149198007140.000000 284.000000 6679579.526739 99720.283316
2459701.549948 149198007140.000000 195.000000 69618779.556887 99730.349036
2459701.554035 149198327259.000000 304.000000 13410268.190667 101184.297755
2459702.040183 149220330857.000000 171.000000 98372466.817285 99618.438042
2459702.044298 149220646089.000000 284.000000 6565761.882877 99706.344398
2459702.049638 149220646089.000000 195.000000 71468799.526395 99715.636305
2459702.053724 149220957462.000000 304.000000 13447006.647674 101169.656717
2459702.541880 149242907283.000000 171.000000 100785644.559632 99652.997068
2459702.546001 149243219104.000000 284.000000 6649109.932162 99728.555791
2459702.551340 149243219104.000000 195.000000 72384853.811331 99702.503541
2459702.555436 149243533496.000000 304.000000 13879066.282265 101124.260727
2459703.041373 149265408888.000000 171.000000 102761528.572935 99665.474344
2459703.045492 149265723639.000000 284.000000 6795084.160990 99725.790428
2459703.050837 149265723639.000000 195.000000 73308338.954781 99707.011895
2459703.054926 149266035013.000000 304.000000 13845306.431769 101117.441214
2459703.541543 149287844059.000000 171.000000 99227534.234022 99630.606279
2459703.545691 149288161572.000000 284.000000 6858918.095567 99745.335702
2459703.551039 149288161572.000000 195.000000 72668949.496389 99866.272514
2459703.555146 149288469854.000000 304.000000 14060938.200133 106165.489643
2459704.041291 149310213558.000000 171.000000 99612767.599065 99613.530719
2459704.045380 149310516620.000000 284.000000 6640436.335686 99752.790960
2459704.054799 149310827517.000000 304.000000 13976674.436659 100793.920966
2459704.541015 149332495122.000000 171.000000 99256291.688114 99620.109586
2459704.545134 149332800723.000000 284.000000 6533955.826780 99754.739765
2459704.550473 149332800723.000000 195.000000 71590246.116789 99874.050086
2459704.554559 149333114109.000000 304.000000 13868424.949015 100802.216524
2459705.045314 149355013213.000000 284.000000 6497853.454310 99753.524632
2459705.050651 149355013213.000000 195.000000 70138367.897346 99863.610594
2459705.054746 149355317674.000000 304.000000 14010787.767209 100808.651733
2459705.540945 149376825499.000000 171.000000 93942493.846314 99574.198695
2459705.545071 149377130193.000000 284.000000 6328370.794856 99892.337226
2459705.550392 149377130193.000000 195.000000 68595251.781363 99909.016497
2459705.554497 149377436961.000000 304.000000 13630168.359165 100755.012714
2459706.541253 149420810228.000000 171.000000 92553886.303594 99545.578810
2459706.545373 149421113587.000000 284.000000 6098250.008894 99926.781028
2459706.550718 149421113587.000000 195.000000 66439397.587138 100235.942810
2459706.554800 149421419018.000000 304.000000 13197957.947195 100800.061684
2459707.041356 149442668018.000000 171.000000 92726767.139979 99551.664654
2459707.045474 149442967682.000000 284.000000 5966649.700425 99917.950954
2459707.050788 149442967682.000000 195.000000 66524604.878527 100204.796904
2459707.054871 149443274884.000000 304.000000 13179996.536172 100788.498872
2459707.541178 149464434261.000000 171.000000 91056614.325842 99523.828782
2459707.545295 149464735561.000000 284.000000 6040401.501784 99887.697613
2459707.550627 149464735561.000000 195.000000 66241024.369145 100227.236950
2459707.554709 149465033513.000000 304.000000 13155643.370465 100803.392804
2459708.040545 149486098214.000000 171.000000 90396721.535371 99521.699063
2459708.044661 149486400982.000000 284.000000 6012217.305506 99892.728747
2459708.050002 149486400982.000000 195.000000 65973463.242322 100248.871026
2459708.054101 149486700452.000000 304.000000 12982986.265331 100803.967637
2459708.540721 149507664374.000000 171.000000 89680513.716640 99541.734256
2459708.544836 149507963150.000000 284.000000 5989983.353153 99908.470310
2459708.554271 149508258678.000000 304.000000 12973263.605049 100808.160372
2459709.040830 149529120887.000000 171.000000 92336652.576468 99596.972050
2459709.044950 149529420915.000000 284.000000 6129875.068215 99907.660072
2459709.050313 149529420915.000000 195.000000 66127172.991917 100192.309428
2459709.054415 149529717744.000000 304.000000 12935462.188872 100808.672714
2459709.541683 149550629266.000000 171.000000 92274442.315846 99600.379546
2459709.545802 149550925220.000000 284.000000 6271430.873388 100240.432223
2459709.551149 149550925220.000000 195.000000 66541738.144490 100250.072004
2459709.555241 149551222384.000000 304.000000 12975476.241230 100803.390750
2459710.041660 149571876174.000000 171.000000 91734367.233729 99633.078849
2459710.045789 149572172300.000000 284.000000 6376104.390995 100268.504415
2459710.055186 149572465326.000000 304.000000 13021007.889313 100795.537389
2459710.541811 149593009941.000000 171.000000 92338153.870955 99643.645753
2459710.545930 149593307033.000000 284.000000 6363309.591824 100281.546187
2459710.551270 149593307033.000000 195.000000 65616248.895972 100155.709254
2459710.555370 149593594921.000000 304.000000 13055347.169561 100814.418311
2459711.041747 149614033517.000000 171.000000 89963439.637406 99631.433260
2459711.045870 149614325340.000000 284.000000 6582003.196934 105434.222058
2459711.051193 149614325340.000000 195.000000 65178912.786641 100157.622771
2459711.055281 149614613025.000000 304.000000 13211075.150079 106329.232909
2459711.541789 149634934716.000000 171.000000 95392404.633693 99850.807955
2459711.545933 149635221168.000000 284.000000 6718694.813877 105518.165835
2459711.551275 149635221168.000000 195.000000 67105553.995627 100202.835472
2459711.555361 149635509679.000000 304.000000 13175342.471681 106403.830128
2459712.041269 149655713958.000000 171.000000 97211425.857389 99867.925144
2459712.045390 149656006194.000000 284.000000 7013547.676094 105571.177350
2459712.050741 149656006194.000000 195.000000 68626116.292158 100212.584870
2459712.054835 149656289254.000000 304.000000 13187684.507119 106423.590143
2459712.545588 149676662709.000000 284.000000 7447102.896992 105680.867684
2459712.550930 149676662709.000000 195.000000 69615595.895404 100219.739985
2459713.041009 149696908718.000000 171.000000 100128886.982521 100077.639923
2459713.045130 149697194728.000000 284.000000 7915361.588183 105690.431119
2459713.050470 149697194728.000000 195.000000 72167644.610732 100234.660385
2459713.054556 149697476429.000000 304.000000 13889602.532723 106555.651654
2459713.541676 149717309097.000000 171.000000 103830014.005729 100247.514430
2459713.545802 149717594280.000000 284.000000 8188711.827625 105731.600077
2459713.551151 149717594280.000000 195.000000 76350466.099693 100300.171383
2459713.555237 149717875111.000000 304.000000 14030505.113604 106511.198690
2459714.041260 149737584318.000000 171.000000 105995593.820382 100282.234297
2459714.045384 149737857389.000000 284.000000 8343288.093273 105743.529698
2459714.050727 149737857389.000000 195.000000 76336783.595074 100301.447130
2459714.054814 149738143698.000000 304.000000 14167964.188435 106510.469840
2459716.040890 149817292391.000000 171.000000 109563301.888011 100941.928766
2459716.045011 149817563692.000000 284.000000 8621318.540495 106457.185706
2459716.050369 149817563692.000000 195.000000 80437024.877508 100510.365438
2459716.054460 149817837043.000000 304.000000 15177979.027203 107041.325139
2459716.540108 149836862062.000000 171.000000 113016132.072252 101151.243877
2459716.544271 149837129955.000000 284.000000 8842377.809551 106590.843879
2459716.553873 149837406534.000000 304.000000 15080206.125223 107378.950096
2459717.039501 149856284408.000000 171.000000 116944055.615089 101224.154727
2459717.043646 149856555411.000000 284.000000 9114282.115489 106587.877457
2459717.048959 149856555411.000000 195.000000 84279220.980393 100724.934493
2459717.053062 149856821784.000000 304.000000 15324433.365290 107380.768278
2459717.541913 149875556435.000000 171.000000 116767001.414975 101310.292207
2459717.546046 149875823775.000000 284.000000 9178120.587925 106660.077350
2459717.551398 149875823775.000000 195.000000 83942158.912747 101043.061484
2459717.555502 149876093160.000000 304.000000 15475019.458589 107773.279502
2459718.041828 149894674337.000000 171.000000 114774328.836906 101296.396691
2459718.045955 149894937899.000000 284.000000 8942151.984446 106640.199215
2459718.055397 149895203505.000000 304.000000 15365471.039369 107788.880175
2459718.541511 149913636033.000000 171.000000 116201213.100998 101386.373057
2459718.545642 149913895727.000000 284.000000 9170041.551686 106824.685855
2459718.550994 149913895727.000000 195.000000 84637434.610744 101045.068002
2459718.555096 149914161699.000000 304.000000 15500652.515919 108124.632541
2459719.041360 149932440537.000000 171.000000 114526985.448506 101377.389982
2459719.045496 149932700472.000000 284.000000 9073614.696604 106825.936944
2459719.050837 149932700472.000000 195.000000 83376301.027210 101011.059012
2459719.054942 149932958268.000000 304.000000 15419814.515078 108144.913588
2459719.541577 149951077564.000000 171.000000 115412015.376466 101265.501851
2459719.545437 149951344434.000000 284.000000 9063500.763470 106776.897848
2459719.550774 149951344434.000000 195.000000 83953751.799553 101089.326125
2459719.554876 149951602365.000000 304.000000 15324408.350666 108068.423010
2459720.040922 149969558151.000000 171.000000 116392206.822742 101281.348602
2459720.045038 149969814037.000000 284.000000 8904938.664071 106781.519938
2459720.050372 149969814037.000000 195.000000 83197681.826143 101089.889504
2459720.054473 149970071961.000000 304.000000 15210786.886590 108068.371833
2459720.541432 149987874698.000000 171.000000 115671200.284251 101336.602577
2459720.545557 149988130458.000000 284.000000 8924201.347780 106775.930060
2459720.550903 149988130458.000000 195.000000 84148767.585558 101045.858454
2459720.554994 149988377325.000000 304.000000 15264200.608743 107907.874145
2459721.041344 150006025740.000000 171.000000 115253168.121470 101351.475716
2459721.045469 150006270368.000000 284.000000 8974138.177689 106764.838673
2459721.050849 150006270368.000000 195.000000 82501038.917207 101065.880032
2459721.054946 150006520980.000000 304.000000 15428205.430518 107915.112214
2459721.541546 150023998235.000000 171.000000 114247677.467287 101323.065758
2459721.545673 150024246475.000000 284.000000 9016920.339511 106763.512085
2459721.551055 150024246475.000000 195.000000 85369789.870036 101061.129362
2459721.555151 150024492861.000000 304.000000 15286115.670569 107908.030714
2459722.040926 150041800266.000000 171.000000 111763378.206241 101293.110054
2459722.050558 150042048113.000000 195.000000 82229031.409289 101033.337775
2459722.054649 150042290970.000000 304.000000 15046910.212145 107889.330237
2459722.541106 150059432058.000000 171.000000 112722936.119220 101226.874490
2459722.545249 150059672420.000000 284.000000 8814946.874407 106739.014859
2459722.550592 150059672420.000000 195.000000 83103408.107306 100868.395814
2459722.554697 150059914815.000000 304.000000 15155181.440412 107953.925287
2459723.040973 150076878391.000000 171.000000 108875096.077309 101173.891083
2459723.045118 150077121990.000000 284.000000 8818785.503389 106713.011503
2459723.054751 150077367620.000000 304.000000 15172959.100456 107958.616648
2459723.540787 150094152116.000000 171.000000 111755394.655092 101260.938209
2459723.544911 150094391722.000000 284.000000 8850684.999058 106685.808689
2459723.550254 150094391722.000000 195.000000 82206405.431293 100921.193703
2459723.554350 150094629705.000000 304.000000 14909352.934275 108038.169408
2459724.040525 150111251100.000000 171.000000 112857567.062959 101281.445101
2459724.044639 150111482966.000000 284.000000 9007143.609921 106686.461225
2459724.049983 150111482966.000000 195.000000 83964748.795427 100959.093314
2459724.054075 150111724009.000000 304.000000 14871446.525651 108040.214596
2459724.541809 150128156253.000000 171.000000 108942944.754433 101245.404697
2459724.545930 150128391079.000000 284.000000 8635833.202638 101449.038366
2459724.551295 150128391079.000000 195.000000 82741424.931607 100970.522056
2459724.555389 150128627934.000000 304.000000 14686586.172347 108054.316157
2459725.041337 150144894481.000000 171.000000 106552028.061779 101223.568647
2459725.045468 150145119541.000000 284.000000 8245041.647042 101445.677596
2459725.050812 150145119541.000000 195.000000 80874323.505531 100948.748564
2459725.054901 150145344890.000000 304.000000 14155726.304462 107998.941512
2459725.541149 150161430796.000000 171.000000 99571328.301917 101121.875310
2459725.545271 150161658646.000000 284.000000 8091833.733703 101404.597459
2459725.550614 150161658646.000000 195.000000 78555704.664565 100902.125618
2459726.040882 150177794295.000000 171.000000 102255909.708435 101163.109281
2459726.044998 150178012075.000000 284.000000 7689311.893185 101395.731728
2459726.050351 150178012075.000000 195.000000 77563949.615653 100895.948139
2459726.054436 150178244732.000000 304.000000 13710916.365234 107998.601678
2459726.540344 150193953841.000000 171.000000 96831642.330311 101000.086066
2459726.544466 150194175972.000000 284.000000 7552224.826398 101310.440593
2459726.549814 150194175972.000000 195.000000 74438244.573427 100793.425100
2459726.553905 150194398482.000000 304.000000 13407331.351538 102432.252856
2459727.040273 150209937421.000000 171.000000 94671273.393139 100967.487089
2459727.044386 150210149237.000000 284.000000 7271777.471745 101306.824239
2459727.049750 150210149237.000000 195.000000 72482923.155902 100756.570565
2459727.053833 150210377714.000000 304.000000 13204735.567747 102431.839381
2459727.541533 150225715563.000000 171.000000 92306752.761535 100637.619082
2459727.545656 150225933222.000000 284.000000 6952751.271677 101280.261999
2459727.550997 150225933222.000000 195.000000 70815840.424399 100730.376952
2459727.555081 150226152903.000000 304.000000 12988042.725135 102432.848249
2459728.041153 150241314942.000000 171.000000 90487488.289179 100591.306907
2459728.045268 150241523651.000000 284.000000 6598222.988882 101278.396634
2459728.050606 150241523651.000000 195.000000 68222842.440044 100718.003468
2459728.054692 150241732827.000000 304.000000 12629614.349759 102434.391083
2459728.540851 150256701228.000000 171.000000 86010207.137015 100599.456486
2459728.545131 150256915648.000000 284.000000 6253982.295588 100428.001061
2459728.550643 150256915648.000000 195.000000 65892725.642023 100637.008441
2459728.554745 150257132087.000000 304.000000 12572710.858075 102358.797931
2459729.040979 150271901444.000000 171.000000 86907611.699988 100601.181567
2459729.045093 150272108211.000000 284.000000 5895359.078641 100115.392415
2459729.050424 150272108211.000000 195.000000 65388972.635831 100637.492690
2459729.054506 150272330349.000000 304.000000 12432022.178387 102313.815068
2459729.540943 150286910916.000000 171.000000 85614882.686411 100476.648092
2459729.545051 150287109879.000000 284.000000 5728694.747625 100184.536910
2459729.550408 150287109879.000000 195.000000 64320383.651715 100670.200033
2459729.554489 150287322830.000000 304.000000 12374652.057116 102344.091511
2459730.044849 150301915268.000000 284.000000 5699976.708718 100184.437312
2459730.050183 150301915268.000000 195.000000 64323761.028716 100668.269529
2459730.054266 150302121824.000000 304.000000 12175200.167467 102340.583879
2459730.540347 150316308095.000000 171.000000 88591374.829638 100563.171267
2459730.544462 150316504672.000000 284.000000 5461647.911366 99968.734133
2459730.553895 150316719652.000000 304.000000 12176719.387377 101887.798099
2459731.039858 150330711188.000000 171.000000 88853085.924551 100561.922365
2459731.044010 150330901085.000000 284.000000 5394154.907586 99720.675998
2459731.049344 150330901085.000000 195.000000 64937148.998952 100695.787340
2459731.053424 150331109398.000000 304.000000 12152320.804743 101486.600344
2459731.541811 150344900143.000000 171.000000 88445299.615970 100940.593759
2459731.545929 150345098312.000000 284.000000 5355043.208543 99792.474052
2459731.551258 150345098312.000000 195.000000 64905076.552429 101050.991851
2459731.555351 150345298494.000000 304.000000 12241579.596367 101082.763870
2459733.041330 150386239288.000000 171.000000 87827283.338907 101467.299064
2459733.045443 150386434316.000000 284.000000 5298801.410126 99252.062199
2459733.050773 150386434316.000000 195.000000 63502575.551262 101490.792285
2459733.054873 150386616144.000000 304.000000 12117774.961641 99809.331648
2459733.541347 150399615907.000000 171.000000 91068214.130421 101472.373547
2459733.545464 150399789819.000000 284.000000 5372676.555939 99399.797552
2459733.550797 150399789819.000000 195.000000 64730355.189851 101511.134280
2459733.554896 150399980991.000000 304.000000 12154286.266068 99748.269161
2459734.041332 150412759935.000000 171.000000 91019305.867483 101472.407401
2459734.045448 150412944328.000000 284.000000 5271588.938769 99398.394300
2459734.050797 150412944328.000000 195.000000 63815106.622672 101500.088585
2459734.054879 150413130729.000000 304.000000 12054615.643798 99746.191153
2459734.541332 150425707744.000000 171.000000 90897357.223951 101447.858770
2459734.550778 150425887243.000000 195.000000 64087080.343864 101539.200591
2459734.554856 150426067602.000000 304.000000 12140800.806461 99723.124548
2459735.541331 150450962965.000000 171.000000 90259927.851111 101437.556223
2459735.545453 150451131306.000000 284.000000 5384133.556204 99504.051567
2459735.550790 150451131306.000000 195.000000 64016220.130857 101563.352316
2459735.554868 150451302734.000000 304.000000 12056759.072145 99784.006880
2459736.545461 150475529158.000000 284.000000 5544857.106545 99548.829085
2459736.550796 150475529158.000000 195.000000 62837800.495211 101662.441864
2459736.554877 150475691289.000000 304.000000 12183298.179204 99784.573271
2459737.041329 150487243665.000000 171.000000 90327958.263426 101729.879550
2459737.045454 150487400540.000000 284.000000 5628407.717215 99550.089382
2459737.050796 150487400540.000000 195.000000 63294700.461057 101663.893610
2459737.054876 150487574923.000000 304.000000 12119314.383764 99784.710750
2459737.545470 150499070738.000000 284.000000 5824887.475211 99612.071351
2459737.550808 150499070738.000000 195.000000 63644571.365279 101707.866185
2459737.554897 150499225283.000000 304.000000 12116703.771807 99789.524340
2459738.041332 150510358473.000000 171.000000 89878063.485786 101721.700651
2459738.045448 150510523138.000000 284.000000 6028042.333750 99610.775360
2459738.050783 150510523138.000000 195.000000 63858626.653661 101711.500948
2459738.054866 150510674233.000000 304.000000 12136494.644540 99789.649424
2459738.540674 150521594392.000000 171.000000 88811397.618824 102183.819408
2459738.544790 150521755556.000000 284.000000 6249863.881529 99697.084222
2459738.550127 150521755556.000000 195.000000 64244946.899171 102210.532222
2459738.554210 150521903564.000000 304.000000 12084064.408799 105502.423478
2459739.040589 150532625013.000000 171.000000 87251837.475989 102168.931077
2459739.044715 150532767415.000000 284.000000 6263747.669760 104981.115267
2459739.050062 150532767415.000000 195.000000 63481921.525056 102204.579898
2459739.054141 150532927444.000000 304.000000 12099123.355214 105503.329941
2459739.540392 150543431706.000000 171.000000 86303304.089026 102289.584744
2459739.544511 150543586941.000000 284.000000 6532195.683095 105125.321467
2459739.549849 150543586941.000000 195.000000 64304332.318424 102337.183155
2459739.553942 150543728517.000000 304.000000 12279003.958161 105667.812915
2459740.038293 150554026884.000000 171.000000 85713591.881473 102280.794976
2459740.042412 150554163556.000000 284.000000 6506537.905835 105118.589357
2459740.047753 150554163556.000000 195.000000 63897785.696101 102334.266491
2459740.051834 150554317908.000000 304.000000 12209616.144378 105665.927983
2459740.538563 150564407067.000000 171.000000 84633522.815229 102585.918063
2459740.542677 150564541148.000000 284.000000 6793389.039352 105257.813131
2459740.552099 150564692555.000000 304.000000 12587500.479313 100303.058722
2459741.038375 150574567306.000000 171.000000 88520611.641089 102571.694211
2459741.042485 150574698722.000000 284.000000 7223885.869619 105214.966485
2459741.047824 150574698722.000000 195.000000 67687166.037752 102574.081342
2459741.051911 150574847867.000000 304.000000 12819831.016947 105817.673268
2459741.541880 150584518147.000000 171.000000 88692667.436901 102609.968932
2459741.545997 150584647192.000000 284.000000 7054726.754036 105328.832580
2459741.551342 150584647192.000000 195.000000 67744175.206490 102814.563756
2459741.555422 150584778231.000000 304.000000 12797299.392604 105892.900637
2459742.044927 150594380713.000000 284.000000 7143791.344352 105332.700270
2459742.050273 150594380713.000000 195.000000 68407394.978910 102826.639977
2459742.054355 150594509314.000000 304.000000 12894330.083267 105896.557361
2459742.540722 150603768004.000000 171.000000 91920310.396418 102719.138303
