# t_obs[JD] solar_distance[m] wavelength[angstrom] unnorm_flux[DN/s] unnorm_flux_unc[DN/s]
2459588.051244 145877761187.000000 195.000000 54949419.433912 99491.401958
2459588.055272 145877790033.000000 304.000000 11790469.726039 97719.861726
2459588.541303 145879446467.000000 171.000000 87632363.972191 98921.756831
2459588.545349 145879478474.000000 284.000000 4277211.827149 97186.995796
2459588.550605 145879478474.000000 195.000000 56094600.585255 99219.931113
2459588.554615 145879497481.000000 304.000000 11906919.939941 97852.548531
2459589.041587 145881337612.000000 171.000000 86041418.997461 98899.818261
2459589.045640 145881359821.000000 284.000000 4300917.272350 97172.195845
2459589.050895 145881359821.000000 195.000000 55261485.828377 98966.917367
2459589.054903 145881384213.000000 304.000000 11943707.640602 97868.462214
2459589.541383 145883380398.000000 171.000000 85254140.765815 98683.453699
2459589.545414 145883406683.000000 284.000000 4388918.197579 97124.464927
2459589.554694 145883435152.000000 304.000000 12068335.325195 97765.239869
2459590.041624 145885576982.000000 171.000000 87035610.806308 98501.552445
2459590.045669 145885607323.000000 284.000000 4436053.005704 97109.796694
2459590.050927 145885607323.000000 195.000000 56103374.798296 98735.841116
2459590.054936 145885639846.000000 304.000000 12300620.083317 97770.702724
2459590.541833 145887942386.000000 171.000000 85443554.572602 100045.569549
2459590.545950 145887976782.000000 284.000000 4356284.431677 97877.611223
2459590.551269 145887976782.000000 195.000000 56004493.529562 99825.603006
2459590.555363 145888013361.000000 304.000000 11978906.670358 98705.365000
2459591.045618 145890502002.000000 284.000000 4359718.179822 97874.069234
2459591.050952 145890502002.000000 195.000000 56549357.155958 99856.210475
2459591.055026 145890541234.000000 304.000000 12085284.414856 98727.754367
2459591.541468 145893138877.000000 171.000000 85651875.448758 100060.947462
2459591.545602 145893180024.000000 284.000000 4469192.863331 97900.573307
2459591.550920 145893180024.000000 195.000000 57173085.737599 99818.342673
2459591.554994 145893221893.000000 304.000000 12206619.794166 145152.556794
2459592.041131 145895983888.000000 171.000000 86064325.988961 100062.611200
2459592.045242 145896026217.000000 284.000000 4590507.577134 97908.967511
2459592.050565 145896026217.000000 195.000000 58115884.659596 99870.908354
2459592.054645 145896057381.000000 304.000000 12095607.510264 145158.091548
2459592.540779 145898980548.000000 171.000000 88589920.961254 100146.106304
2459592.544894 145899010763.000000 284.000000 4737065.569635 97871.697643
2459592.554299 145899057950.000000 304.000000 12447649.351016 145159.043721
2459593.040690 145902126489.000000 171.000000 90413834.270380 100211.423719
2459593.044804 145902174223.000000 284.000000 4935541.097671 97888.415841
2459593.050129 145902174223.000000 195.000000 60039794.644852 99914.025542
2459593.054220 145902207847.000000 304.000000 12531561.090095 98730.462366
2459593.588005 145905760881.000000 171.000000 92413027.326377 100234.261275
2459593.592118 145905760881.000000 284.000000 5168767.081604 97840.930871
2459593.597444 145905807255.000000 195.000000 60725988.265132 99917.388560
2459593.601526 145905855812.000000 304.000000 12800326.552526 144892.143588
2459594.041488 145908887209.000000 171.000000 93510742.357002 100205.520499
2459594.050936 145908937417.000000 195.000000 63059978.438110 99939.952208
2459594.055023 145908988185.000000 304.000000 13294421.168997 98804.656083
2459594.540541 145912493569.000000 171.000000 94948848.361513 100197.322616
2459594.544655 145912549067.000000 284.000000 5286951.045665 97903.798167
2459594.549996 145912549067.000000 195.000000 64333149.150797 99916.645089
2459594.554079 145912601122.000000 304.000000 12939592.014132 98845.156422
2459595.040690 145916254172.000000 171.000000 96540773.244346 100219.372895
2459595.044815 145916310983.000000 284.000000 5454480.772987 97909.971070
2459595.050145 145916310983.000000 195.000000 66225745.166173 99937.077042
2459595.054235 145916362724.000000 304.000000 12977664.470510 144786.906692
2459595.540761 145920158968.000000 171.000000 99745465.286526 100257.210211
2459595.544886 145920215483.000000 284.000000 5782083.431381 97898.263246
2459595.550216 145920215483.000000 195.000000 68278763.389317 99903.866281
2459595.554309 145920272461.000000 304.000000 13310261.412870 98793.633536
2459596.040730 145924221078.000000 171.000000 99847312.162015 100312.120830
2459596.044850 145924275616.000000 284.000000 5730077.759693 97896.393237
2459596.050177 145924275616.000000 195.000000 67830995.652105 99894.451202
2459596.054258 145924332339.000000 304.000000 13127871.967320 144597.839671
2459596.540170 145928420168.000000 171.000000 98671538.279132 100356.087284
2459596.544298 145928479925.000000 284.000000 5682332.654198 97908.628427
2459596.549627 145928479925.000000 195.000000 68304374.676126 99904.153267
2459597.040022 145932769406.000000 171.000000 97168048.621919 100344.468022
2459597.044151 145932827246.000000 284.000000 5665912.389066 97930.403511
2459597.053563 145932894400.000000 304.000000 13074408.890133 144131.342916
2459597.541494 145937259575.000000 171.000000 98018246.992742 100468.282919
2459597.545634 145937322678.000000 284.000000 5592349.232204 97958.128174
2459597.550964 145937322678.000000 195.000000 67964500.375948 100363.145949
2459597.555043 145937387967.000000 304.000000 13137564.078667 99101.928146
2459598.045687 145941956229.000000 284.000000 5580945.288465 97959.183217
2459598.051013 145941956229.000000 195.000000 67840626.384409 100364.209956
2459598.055093 145942024945.000000 304.000000 13037007.284548 99111.421302
2459598.541828 145946665122.000000 171.000000 96735256.871283 100559.428068
2459598.545963 145946728054.000000 284.000000 5542661.599274 97933.111208
2459598.551291 145946728054.000000 195.000000 68340256.881233 100368.278237
2459598.555373 145946800201.000000 304.000000 13125477.801211 99433.752267
2459599.041565 145951570549.000000 171.000000 95651796.750023 100544.201202
2459599.045682 145951643968.000000 284.000000 5383845.940553 97931.060527
2459599.051007 145951643968.000000 195.000000 65819781.474984 100349.262035
2459599.055095 145951712576.000000 304.000000 12882588.806508 99577.570219
2459599.541552 145956622448.000000 171.000000 94941528.435346 100618.077278
2459599.545668 145956692412.000000 284.000000 5344093.460668 98111.455945
2459599.550994 145956692412.000000 195.000000 66258453.322104 100374.297621
2459599.555077 145956767585.000000 304.000000 12935688.482180 99694.567359
2459600.041465 145961803899.000000 171.000000 89958365.669726 100578.965386
2459600.045578 145961880407.000000 284.000000 5385768.241261 98122.262043
2459600.054999 145961952172.000000 304.000000 13035662.923098 99697.774496
2459600.541646 145967118969.000000 171.000000 91184663.954992 100880.769469
2459600.545775 145967199095.000000 284.000000 5115491.590574 98318.533111
2459600.551092 145967199095.000000 195.000000 63737063.168308 100409.712915
2459600.555171 145967270453.000000 304.000000 12669278.332875 99804.629390
2459601.041978 145972573746.000000 171.000000 91782581.393203 100897.691804
2459601.046102 145972646632.000000 284.000000 5013263.826469 98350.878998
2459601.051434 145972646632.000000 195.000000 63380044.809775 100408.368771
2459601.055528 145972728562.000000 304.000000 12520843.564396 99814.238450
2459601.545467 145978229506.000000 284.000000 4766715.701071 98707.635170
2459601.550797 145978229506.000000 195.000000 63302282.877164 101125.162786
2459601.555066 145978311078.000000 304.000000 12440697.396510 99913.206485
2459602.041172 145983859389.000000 171.000000 89702820.729857 101632.420339
2459602.045289 145983945248.000000 284.000000 4750977.177353 98684.430240
2459602.050617 145983945248.000000 195.000000 61540925.073861 101119.119207
2459602.054709 145984022267.000000 304.000000 12257294.929463 99916.229580
2459602.540902 145989698108.000000 171.000000 90473267.742678 102012.691764
2459602.545017 145989783692.000000 284.000000 4600733.719070 98848.032681
2459602.550330 145989783692.000000 195.000000 60931627.603531 101456.545941
2459602.554416 145989860417.000000 304.000000 12274601.005157 100032.473882
2459603.041089 145995659543.000000 171.000000 88894441.468217 101988.553355
2459603.045215 145995740589.000000 284.000000 4473158.656024 98870.744075
2459603.050537 145995740589.000000 195.000000 59613089.226119 101462.366277
2459603.054618 145995823823.000000 304.000000 12028492.030283 100052.255057
2459603.544749 146001830675.000000 284.000000 4438918.202375 98949.026733
2459603.550068 146001830675.000000 195.000000 59031559.660475 101540.545353
2459603.554158 146001916043.000000 304.000000 12171483.452450 100231.924172
2459604.040432 146007956159.000000 171.000000 89711904.916051 102150.302115
2459604.044548 146008039276.000000 284.000000 4407465.295356 98942.538109
2459604.049870 146008039276.000000 195.000000 58786040.663963 101537.154112
2459604.053950 146008124581.000000 304.000000 12128377.678768 100234.256671
2459604.542186 146014278650.000000 171.000000 92683914.318486 102282.780711
2459604.546317 146014368462.000000 284.000000 4375307.659466 99029.445111
2459604.551641 146014368462.000000 195.000000 59652344.511579 101613.052626
2459604.555738 146014462514.000000 304.000000 12241327.120355 100349.428304
2459605.041530 146020725170.000000 171.000000 91569686.986866 102261.473282
2459605.045647 146020817198.000000 284.000000 4512042.333261 99092.613144
2459605.050967 146020817198.000000 195.000000 58793550.485748 101609.175191
2459605.055042 146020906819.000000 304.000000 12365369.595813 100356.023039
2459605.541386 146027293745.000000 171.000000 95544501.960944 102485.048570
2459605.551036 146027388010.000000 195.000000 60689454.455715 101793.074152
2459605.555119 146027479811.000000 304.000000 12606966.964970 100380.275837
2459606.041174 146033973089.000000 171.000000 97677611.708902 102517.789671
2459606.045295 146034069638.000000 284.000000 4576487.315404 99351.377796
2459606.054710 146034158956.000000 304.000000 12503892.258631 100375.116681
2459606.540416 146040770666.000000 171.000000 98308592.619219 102596.708799
2459606.544538 146040864804.000000 284.000000 4587548.578938 99466.726188
2459606.549859 146040864804.000000 195.000000 61765206.791724 101922.683449
2459607.040424 146047686541.000000 171.000000 97558087.535476 102561.487232
2459607.044542 146047778248.000000 284.000000 4631485.851015 99406.704782
2459607.049877 146047778248.000000 195.000000 61473534.286458 101867.610902
2459607.053957 146047878525.000000 304.000000 12632081.537564 100394.216681
2459607.539147 146054708704.000000 171.000000 99859662.288009 102579.429041
2459607.543248 146054804326.000000 284.000000 4683470.712469 99413.098040
2459607.548765 146054804326.000000 195.000000 62574088.437706 101859.942418
2459607.552845 146054900675.000000 304.000000 12701743.392350 100338.233798
2459608.038508 146061835475.000000 171.000000 102217917.078369 102618.784692
2459608.042625 146061939892.000000 284.000000 4792800.535121 99412.002503
2459608.047949 146061939892.000000 195.000000 63817937.081490 101875.202905
2459608.052037 146062040200.000000 304.000000 12686230.559154 100317.184508
2459608.545777 146069183875.000000 284.000000 5024181.480270 99421.608348
2459608.551091 146069183875.000000 195.000000 65039635.344692 101767.870488
2459608.555191 146069281856.000000 304.000000 12953427.227677 100056.220381
2459609.041917 146076431881.000000 171.000000 102020309.654328 102397.078656
2459609.046034 146076537845.000000 284.000000 5227496.849950 99422.993505
2459609.051364 146076537845.000000 195.000000 65280589.665566 101763.443427
2459609.055443 146076639790.000000 304.000000 12530996.516306 100026.901816
2459609.546046 146083997652.000000 284.000000 5407594.224241 99382.338079
2459609.551371 146083997652.000000 195.000000 66814777.842060 101697.393381
2459609.555468 146084098475.000000 304.000000 12866882.595326 99939.588777
2459610.041917 146091462794.000000 171.000000 103181037.648566 102293.534429
2459610.046036 146091565390.000000 284.000000 5298309.122221 99300.456953
2459610.051363 146091565390.000000 195.000000 66448298.580111 101684.898940
2459610.055442 146091675329.000000 304.000000 12538983.528925 99916.645082
2459610.541096 146099132520.000000 171.000000 107939027.483117 102177.440143
2459610.545223 146099239142.000000 284.000000 5376953.773921 99122.549728
2459610.550552 146099239142.000000 195.000000 69160408.656621 101591.302919
2459611.040670 146106913598.000000 171.000000 105972507.615246 102108.694806
2459611.044795 146107024330.000000 284.000000 5239794.413549 99073.873793
2459611.054200 146107131992.000000 304.000000 12584299.270141 139386.924682
2459611.541788 146114797597.000000 171.000000 104380748.352384 101858.138884
2459611.545925 146114907904.000000 284.000000 5261280.355833 99083.307434
2459611.551207 146114907904.000000 195.000000 67567482.459144 101402.222604
2459611.555287 146115019733.000000 304.000000 12844033.731630 99689.168205
2459612.041791 146122788666.000000 171.000000 105144476.393565 101802.223687
2459612.045909 146122897240.000000 284.000000 5326037.918652 99000.547438
2459612.051238 146122897240.000000 195.000000 67452703.974405 101332.063804
2459612.536611 146130876645.000000 171.000000 103696539.709396 101299.065417
2459612.540729 146130990093.000000 284.000000 5288507.762190 98947.221785
2459612.546057 146130990093.000000 195.000000 67785038.635686 100835.811156
2459612.550145 146131105730.000000 304.000000 12923186.269758 139103.521135
2459613.041469 146139068475.000000 171.000000 102617105.681576 101208.042698
2459613.045587 146139186776.000000 284.000000 5253090.257980 98871.557152
2459613.050935 146139186776.000000 195.000000 66182468.914458 100509.060596
2459613.545479 146147487475.000000 284.000000 5336980.861118 98743.961882
2459613.550801 146147487475.000000 195.000000 66447492.354801 100228.772837
2459613.554899 146147607036.000000 304.000000 13315225.099736 99115.505926
2459614.541157 146164276215.000000 171.000000 102588413.479810 100760.341925
2459614.545314 146164392190.000000 284.000000 5551877.022635 98380.004059
2459614.550017 146164392190.000000 195.000000 67226943.923875 100175.536985
2459614.554112 146164516047.000000 304.000000 13011467.790432 98765.722851
2459615.040802 146172882377.000000 171.000000 105606988.856708 100779.421342
2459615.044919 146172997738.000000 284.000000 5692192.942241 98331.164567
2459615.050255 146172997738.000000 195.000000 67723300.296171 100181.471835
2459615.054342 146173120932.000000 304.000000 13228326.079648 98776.160078
2459615.541730 146181584484.000000 171.000000 102706389.888542 100646.292028
2459615.545861 146181710542.000000 284.000000 5553118.794407 98017.945924
2459615.551181 146181710542.000000 195.000000 67603162.733330 100071.722177
2459615.555267 146181827480.000000 304.000000 13169452.390969 98806.667361
2459616.041787 146190389672.000000 171.000000 103330894.694319 100319.814853
2459616.045908 146190515138.000000 284.000000 5572352.233017 97933.690321
2459616.051238 146190515138.000000 195.000000 67441113.532720 99986.272493
2459616.541641 146199298212.000000 171.000000 104442558.786667 100279.188620
2459616.545757 146199423131.000000 284.000000 5589634.256820 97930.418685
2459616.551082 146199423131.000000 195.000000 68268874.519489 99928.739835
2459616.555162 146199544422.000000 304.000000 9869822.398284 98815.956614
2459617.041442 146208303970.000000 171.000000 100516794.785059 100218.180723
2459617.045565 146208433851.000000 284.000000 5581615.045082 97941.648439
2459617.050898 146208433851.000000 195.000000 67444062.867906 99987.911684
2459617.054987 146208554619.000000 304.000000 13055026.596733 144936.911360
2459617.541365 146217411338.000000 171.000000 99271704.808991 100221.020225
2459617.545486 146217534872.000000 284.000000 5546655.921238 97945.739049
2459617.550818 146217534872.000000 195.000000 67807502.697832 99922.971927
2459617.554901 146217660597.000000 304.000000 13174925.119647 98751.871058
2459618.041439 146226611987.000000 171.000000 98521773.958298 100169.251966
2459618.045557 146226740493.000000 284.000000 5534819.156365 97921.220079
2459618.050900 146226740493.000000 195.000000 67379174.730141 99873.995236
2459618.054989 146226865858.000000 304.000000 13092439.519705 98751.237070
2459618.541798 146235897869.000000 171.000000 99975929.034803 100289.207962
2459618.545917 146236025379.000000 284.000000 5687701.791913 97901.861446
2459618.550690 146236025379.000000 195.000000 68381578.686866 99942.466050
2459618.554786 146236155809.000000 304.000000 13198876.671262 98728.201868
2459619.040821 146245297999.000000 171.000000 100413912.163748 100253.132081
2459619.044941 146245430537.000000 284.000000 5690426.627801 97890.293678
2459619.050306 146245430537.000000 195.000000 68450817.037894 99986.719743
2459619.054401 146245553983.000000 304.000000 13182624.904474 98751.608756
2459619.540446 146254790575.000000 171.000000 101407938.465792 100266.042939
2459619.544937 146254922124.000000 284.000000 5643379.095713 97853.162011
2459619.550266 146254922124.000000 195.000000 68463501.961001 99981.911307
2459619.554367 146255055864.000000 304.000000 13148158.723003 98703.256724
2459620.040025 146264386864.000000 171.000000 99148575.765330 100290.880697
2459620.044157 146264517442.000000 284.000000 5579104.715869 97860.107597
2459620.049508 146264517442.000000 195.000000 67836204.488882 99930.581549
2459620.053590 146264650211.000000 304.000000 13154946.227326 98729.701075
2459620.543920 146274209506.000000 284.000000 5770194.414804 97852.428987
2459620.553334 146274341347.000000 304.000000 13327724.785895 98764.484985
2459621.039998 146283861572.000000 171.000000 100857318.633534 100233.787906
2459621.044119 146283995370.000000 284.000000 5668924.953734 97860.025834
2459621.049451 146283995370.000000 195.000000 68889415.910296 99841.578059
2459621.053548 146284137596.000000 304.000000 13388789.030064 98753.777615
2459621.540071 146293745538.000000 171.000000 99950494.855459 100234.574205
2459621.544205 146293883465.000000 284.000000 5728865.287741 97876.253414
2459621.549535 146293883465.000000 195.000000 68614769.841629 99860.828852
2459621.553626 146294024908.000000 304.000000 13591413.716163 98712.286193
2459622.039588 146303728102.000000 171.000000 99428950.250813 100278.112530
2459622.043734 146303865261.000000 284.000000 5642492.092893 97895.191584
2459622.049082 146303865261.000000 195.000000 67729600.489886 99841.664905
2459622.053163 146304004612.000000 304.000000 13303407.762852 98719.547041
2459622.541642 146313811190.000000 171.000000 101129810.634289 100378.450863
2459622.545768 146313946199.000000 284.000000 5692663.143679 97912.015365
2459622.551096 146313946199.000000 195.000000 69183883.050786 100207.848497
2459622.555178 146314089766.000000 304.000000 13184481.146701 98729.090288
2459623.041443 146323981676.000000 171.000000 98826108.002450 100667.083862
2459623.045566 146324127319.000000 284.000000 5747655.408900 97890.152936
2459623.054999 146324268745.000000 304.000000 13076518.055014 98719.743827
2459623.541258 146334257346.000000 171.000000 95457339.841431 100751.231996
2459623.545379 146334405611.000000 284.000000 5793335.432952 97892.680223
2459623.554790 146334544885.000000 304.000000 13037744.898756 99098.654019
2459624.045179 146344773805.000000 284.000000 5480692.881664 97892.658841
2459624.050528 146344773805.000000 195.000000 67225727.235243 100657.711446
2459624.054612 146344917435.000000 304.000000 12834772.293792 99170.084937
2459624.540390 146355097544.000000 171.000000 94742802.981305 100804.380576
2459624.544526 146355248075.000000 284.000000 5347277.060828 98153.538294
2459624.549860 146355248075.000000 195.000000 66701384.861736 100690.172630
2459624.553966 146355394266.000000 304.000000 12785389.321304 99485.357317
2459625.040357 146365669264.000000 171.000000 93041127.042947 100791.276419
2459625.044479 146365815772.000000 284.000000 5241090.811088 98155.412450
2459625.049816 146365815772.000000 195.000000 65916280.945620 100701.603968
2459625.053896 146365966487.000000 304.000000 12839938.578589 99517.558736
2459625.545834 146376486756.000000 284.000000 5184620.004462 98660.090847
2459625.551169 146376486756.000000 195.000000 65336473.384028 100811.407656
2459625.555249 146376637937.000000 304.000000 12799772.650634 137554.695942
2459626.041781 146387110293.000000 171.000000 91834855.863181 101230.291211
2459626.045899 146387257315.000000 284.000000 5352054.542423 98690.719444
2459626.051229 146387257315.000000 195.000000 65377735.327447 101170.634187
2459626.055308 146387406529.000000 304.000000 12929085.343962 99719.893086
2459626.545396 146398124651.000000 284.000000 5448205.183914 98780.629229
2459626.550731 146398124651.000000 195.000000 69085368.427605 101437.190034
2459626.554812 146398276421.000000 304.000000 13065727.086929 99828.457621
2459627.041550 146408937421.000000 171.000000 93047922.491636 101851.562860
2459627.045664 146409093920.000000 284.000000 5117788.351619 98852.908927
2459627.051010 146409093920.000000 195.000000 64185994.954408 101432.917683
2459627.055100 146409248287.000000 304.000000 12658763.223286 137867.586724
2459627.541082 146420008447.000000 171.000000 93151421.120029 102160.132516
2459627.545197 146420160783.000000 284.000000 5011394.310219 99011.410380
2459627.550526 146420160783.000000 195.000000 63766384.049665 101730.667808
2459628.041157 146431175715.000000 171.000000 92846275.382073 102161.646347
2459628.045271 146431337513.000000 284.000000 4899764.203078 99048.669747
2459628.050596 146431337513.000000 195.000000 62809890.490118 101753.445815
2459628.054678 146431487891.000000 304.000000 12750627.342239 100158.791275
2459628.540532 146442448635.000000 171.000000 85000075.115946 102249.766265
2459628.544633 146442606397.000000 284.000000 4705930.685887 99224.770275
2459628.549954 146442606397.000000 195.000000 60072069.153172 101865.080781
2459628.554410 146442763655.000000 304.000000 12441066.268216 100318.115140
2459629.040434 146453822316.000000 171.000000 89022796.501029 102274.569315
2459629.044546 146453980194.000000 284.000000 4662295.384942 99283.433221
2459629.049884 146453980194.000000 195.000000 60118349.710631 101869.087281
2459629.053963 146454144348.000000 304.000000 12321886.124376 100379.239309
2459629.540991 146465299088.000000 171.000000 88071414.048366 102384.409749
2459629.545096 146465457048.000000 284.000000 4683014.873693 99492.685354
2459629.550419 146465457048.000000 195.000000 60018721.789878 101957.349459
2459629.554497 146465617201.000000 304.000000 12398346.814553 100517.585077
2459630.041110 146476878980.000000 171.000000 87211325.626328 102415.990357
2459630.045221 146477037015.000000 284.000000 4526157.257577 99585.801488
2459630.050547 146477037015.000000 195.000000 59368631.148401 101998.986366
2459630.054626 146477197242.000000 304.000000 12027782.109567 100529.402882
2459630.545255 146488723362.000000 284.000000 4626552.154246 99654.517097
2459630.550582 146488723362.000000 195.000000 59689881.222683 102143.104917
2459630.554660 146488887582.000000 304.000000 12119982.272148 100611.692351
2459631.040672 146500346129.000000 171.000000 88646481.129966 102562.407198
2459631.044790 146500508226.000000 284.000000 4671031.006406 99643.757265
2459631.050116 146500508226.000000 195.000000 59692940.164567 102130.711782
2459631.054197 146500668675.000000 304.000000 12219369.817536 100558.816575
2459631.540616 146512236932.000000 171.000000 88794549.023269 102644.052299
2459631.544809 146512399163.000000 284.000000 4674895.790376 99695.882330
2459631.554255 146512563586.000000 304.000000 12393462.570884 100599.816669
2459632.040796 146524230997.000000 171.000000 88948492.937809 102592.727966
2459632.044912 146524397165.000000 284.000000 4595261.721811 99678.534806
2459632.050239 146524397165.000000 195.000000 60428034.741679 102175.553446
2459632.054315 146524565525.000000 304.000000 12072933.165163 100590.561681
2459632.541277 146536334843.000000 171.000000 89504705.217759 102378.560929
2459632.550695 146536503109.000000 195.000000 61173700.303674 102019.415018
2459632.554783 146536668277.000000 304.000000 12618861.562135 100437.276268
2459633.041465 146548539882.000000 171.000000 89267727.172489 102365.579725
2459633.050914 146548706762.000000 195.000000 59901495.436197 102001.806720
2459633.055011 146548881187.000000 304.000000 12358714.972766 100283.979782
2459633.741744 146565843222.000000 171.000000 88893681.519995 102281.798984
2459633.745855 146565843222.000000 284.000000 4566340.971212 99402.634905
2459633.751165 146566014978.000000 195.000000 59886547.473760 101871.654967
2459633.755241 146566187175.000000 304.000000 12471466.399197 137569.271319
2459634.541642 146585802663.000000 171.000000 86926941.344609 102026.572277
2459634.545759 146585976008.000000 284.000000 4574944.246572 99292.411937
2459634.551084 146585976008.000000 195.000000 59225899.239470 101714.135579
2459634.555159 146586151545.000000 304.000000 12356543.605905 100119.539436
2459635.541916 146611176899.000000 171.000000 88845904.741616 101639.186721
2459635.546029 146611354577.000000 284.000000 4618248.859468 99140.568024
2459635.551374 146611354577.000000 195.000000 59814055.304218 100996.816567
2459635.555450 146611536083.000000 304.000000 12082950.735994 99914.206066
2459636.041448 146624028168.000000 171.000000 89990409.471842 101279.459908
2459636.045577 146624213356.000000 284.000000 4844810.747064 99094.887244
2459636.050901 146624213356.000000 195.000000 61207405.096938 100991.428049
2459636.054981 146624387681.000000 304.000000 12195507.217266 99892.652393
2459636.540906 146636995828.000000 171.000000 89855042.143890 100870.376074
2459636.545007 146637168071.000000 284.000000 4842464.785812 99021.057529
2459636.550330 146637168071.000000 195.000000 61351890.794607 100679.687640
2459637.040789 146650065099.000000 171.000000 89925861.459423 100617.206388
2459637.044920 146650252232.000000 284.000000 4820210.187160 98970.244669
2459637.050250 146650252232.000000 195.000000 61134308.668441 100422.183519
2459637.054347 146650426787.000000 304.000000 12056214.342428 99816.343905
2459637.541714 146663242274.000000 171.000000 87309356.643849 100488.462828
2459637.545869 146663431125.000000 284.000000 4943367.686710 98724.035739
2459637.551192 146663431125.000000 195.000000 60410089.015857 100124.326007
2459637.555290 146663607345.000000 304.000000 12123719.315010 99421.942744
2459638.541267 146689942766.000000 171.000000 86798428.325337 100412.052112
2459638.545382 146690136504.000000 284.000000 4800227.239440 98242.520145
2459638.550719 146690136504.000000 195.000000 61660081.883098 99981.193428
2459638.554798 146690316065.000000 304.000000 12159953.194494 99004.852418
2459639.541354 146717089732.000000 171.000000 88007600.836904 100229.192283
2459639.545464 146717273366.000000 284.000000 4998737.766391 98048.076013
2459639.550782 146717273366.000000 195.000000 61115091.616427 99696.365601
2459639.554859 146717474214.000000 304.000000 12246000.617081 98886.830059
2459640.041309 146730832607.000000 171.000000 89800223.186002 100200.744049
2459640.045423 146731020739.000000 284.000000 4977704.306770 98040.023559
2459640.050743 146731020739.000000 195.000000 61728768.354437 99695.979169
2459640.054840 146731209717.000000 304.000000 12269646.657614 98884.614117
2459640.541638 146744691678.000000 171.000000 90233378.390460 100167.669262
2459640.545750 146744882979.000000 284.000000 5094315.257119 97996.464720
