# t_obs[JD] solar_distance[m] wavelength[angstrom] unnorm_flux[DN/s] unnorm_flux_unc[DN/s]
2458570.054196 147782767113.000000 304.000000 10235606.634662 97732.357760
2458570.541758 147799340013.000000 171.000000 71460481.526097 98611.034353
2458570.545864 147799569368.000000 284.000000 1368455.744897 97095.454387
2458570.551157 147799569368.000000 195.000000 28598558.923778 98800.730810
2458570.555209 147799816987.000000 304.000000 10170082.403108 97686.646954
2458571.041925 147816399456.000000 171.000000 71131991.802347 98597.776540
2458571.046023 147816638029.000000 284.000000 1354043.684732 97085.935636
2458571.051322 147816638029.000000 195.000000 28600337.523849 98875.522480
2458571.055374 147816878743.000000 304.000000 10211576.013974 126292.443403
2458571.541941 147833506444.000000 171.000000 70993953.308569 98620.009114
2458571.546044 147833738104.000000 284.000000 1341145.869304 97076.622691
2458571.555396 147833971640.000000 304.000000 10148956.332728 97728.078297
2458572.041195 147850631587.000000 171.000000 70637301.892929 98612.604819
2458572.045300 147850856349.000000 284.000000 1300586.379353 97103.317268
2458572.054647 147851098812.000000 304.000000 10153102.227218 97704.135297
2458572.540498 147867777225.000000 171.000000 72557084.823678 98647.669366
2458572.544774 147868010356.000000 284.000000 1334909.152533 97065.066486
2458572.549911 147868010356.000000 195.000000 28211747.042673 98894.485302
2458572.553976 147868245626.000000 304.000000 10225704.521567 97710.626544
2458573.040774 147884943694.000000 171.000000 72780858.008581 98641.974954
2458573.044874 147885185148.000000 284.000000 1329748.660198 97070.002064
2458573.050176 147885185148.000000 195.000000 28730761.572050 98893.517313
2458573.054227 147885428741.000000 304.000000 10182345.659539 97699.942971
2458573.540566 147902147414.000000 171.000000 74045747.658552 98649.134322
2458573.544686 147902381056.000000 284.000000 1327355.474356 97054.458432
2458573.549978 147902381056.000000 195.000000 27943421.386292 98894.774928
2458573.554033 147902632615.000000 304.000000 10197057.202531 97776.847191
2458574.040773 147919371405.000000 171.000000 71288428.669841 98555.490485
2458574.044872 147919612999.000000 284.000000 1324973.890587 96931.660491
2458574.050168 147919612999.000000 195.000000 28130021.555761 98937.619124
2458574.054257 147919856382.000000 304.000000 10318175.392123 97704.276484
2458578.538905 148075686111.000000 171.000000 74764111.138395 97801.223263
2458578.543027 148075922085.000000 284.000000 1573184.588627 96420.106775
2458578.548324 148075922085.000000 195.000000 31245241.353224 98320.493899
2458578.552401 148076161195.000000 304.000000 10395089.128684 97276.218822
2458579.041805 148093200088.000000 171.000000 74207125.830927 97731.173325
2458579.045910 148093441266.000000 284.000000 1646774.848530 96371.440920
2458579.051209 148093441266.000000 195.000000 31806077.710626 98229.433749
2458579.055262 148093684578.000000 304.000000 10381913.604480 97157.617911
2458579.541667 148110733538.000000 171.000000 75483661.142206 97578.901011
2458579.545771 148110978851.000000 284.000000 1807423.851295 96324.011856
2458579.551071 148110978851.000000 195.000000 32897964.321331 98209.968767
2458579.555126 148111227366.000000 304.000000 10465540.659151 97116.402080
2458580.041631 148128306959.000000 171.000000 76593498.557619 97519.062980
2458580.045731 148128556362.000000 284.000000 1932274.889705 96261.815014
2458580.051048 148128556362.000000 195.000000 34715959.361850 98146.728165
2458580.055101 148128792517.000000 304.000000 10669515.273872 97119.167334
2458580.541215 148145909120.000000 171.000000 77372343.649538 97496.848734
2458580.545582 148146161454.000000 284.000000 2094665.999237 96125.086372
2458580.550882 148146161454.000000 195.000000 34219314.733950 98099.146143
2458580.554940 148146401713.000000 304.000000 10659299.640057 97046.925214
2458581.041119 148163557480.000000 171.000000 76288367.471998 97375.122644
2458581.045224 148163798543.000000 284.000000 2233184.137851 96080.822093
2458581.050524 148163798543.000000 195.000000 34891908.895461 97969.736879
2458581.054598 148164040568.000000 304.000000 10662079.977634 97016.363128
2458581.540925 148181223719.000000 171.000000 76215918.226318 97324.652718
2458581.545019 148181467672.000000 284.000000 2241718.061250 95972.114628
2458581.550332 148181467672.000000 195.000000 34881321.173724 97887.801497
2458581.554392 148181713756.000000 304.000000 10767788.728529 96939.467732
2458582.041147 148198910613.000000 171.000000 76092113.772102 97217.040130
2458582.045251 148199156200.000000 284.000000 2273111.637639 95964.094652
2458582.050580 148199156200.000000 195.000000 35380662.449403 97877.944486
2458582.054646 148199405151.000000 304.000000 10936301.231120 96973.946051
2458582.541217 148216651795.000000 171.000000 75701805.101791 97180.292957
2458582.545325 148216898949.000000 284.000000 2343852.704532 95907.179530
2458582.550793 148216898949.000000 195.000000 35581000.168940 97848.679448
2458582.554850 148217149499.000000 304.000000 11041666.236270 96939.040121
2458583.040724 148234410270.000000 171.000000 76547745.641021 97160.219703
2458583.044831 148234660246.000000 284.000000 2236880.190782 95988.048914
2458583.050157 148234660246.000000 195.000000 35656485.304416 97676.244628
2458583.054245 148234912351.000000 304.000000 10944237.075207 96842.611133
2458583.543910 148252455268.000000 284.000000 2245083.090018 95923.438856
2458583.549217 148252455268.000000 195.000000 35666050.304675 97815.005131
2458583.553287 148252692488.000000 304.000000 11053152.183222 96621.832369
2458584.040068 148270031518.000000 171.000000 76580688.000860 97171.935482
2458584.044171 148270283194.000000 284.000000 2190822.054172 95921.834434
2458584.049472 148270283194.000000 195.000000 35635043.117487 97795.133607
2458584.053531 148270521960.000000 304.000000 10967106.615511 96659.178946
2458584.539730 148287890619.000000 171.000000 73962654.116253 97167.110917
2458584.544006 148288127429.000000 284.000000 2153237.048819 95925.957855
2458584.553371 148288381359.000000 304.000000 10905455.621781 96537.489607
2458585.039747 148305777229.000000 171.000000 73593527.827425 97001.945466
2458585.043855 148306014192.000000 284.000000 2094524.239586 95932.458332
2458585.049157 148306014192.000000 195.000000 33982621.057821 97759.756808
2458585.053211 148306266798.000000 304.000000 10865690.044145 96576.804350
2458585.541949 148323688063.000000 171.000000 74571491.645703 96870.108084
2458585.546052 148323940079.000000 284.000000 2071620.339204 96021.958064
2458585.551351 148323940079.000000 195.000000 34703128.716281 97542.009476
2458585.555425 148324192759.000000 304.000000 10858710.435454 96574.516247
2458586.041513 148341633905.000000 171.000000 74217737.315677 96713.251246
2458586.045612 148341884560.000000 284.000000 2026376.412599 96030.072935
2458586.050911 148341884560.000000 195.000000 34167704.675446 97241.130453
2458586.541136 148359609759.000000 171.000000 73316601.632308 96736.749868
2458586.545117 148359872302.000000 284.000000 1919889.703404 96041.468736
2458586.550401 148359872302.000000 195.000000 33082980.770117 97197.645783
2458586.554460 148360122180.000000 304.000000 10617600.451178 96671.357034
2458587.040994 148377623031.000000 171.000000 72769039.786586 96641.152418
2458587.045086 148377869381.000000 284.000000 1861510.188848 96182.755167
2458587.050389 148377869381.000000 195.000000 32363564.134945 97037.839367
2458587.054444 148378131036.000000 304.000000 10597434.351600 96737.192085
2458587.541165 148395668496.000000 171.000000 72902012.022456 96574.658111
2458587.545283 148395911884.000000 284.000000 1835915.062825 96648.555752
2458587.550581 148395911884.000000 195.000000 32439435.680584 96878.346171
2458587.554639 148396170491.000000 304.000000 10628123.472960 97183.904769
2458588.040682 148413737034.000000 171.000000 72000673.853764 96649.209890
2458588.044785 148413992077.000000 284.000000 1767198.711412 97177.179965
2458588.050101 148413992077.000000 195.000000 31733214.765002 96849.880182
2458588.054166 148414232997.000000 304.000000 10496261.091721 97517.467460
2458588.539190 148431838149.000000 171.000000 72137645.504505 96653.201907
2458588.543485 148432088523.000000 284.000000 1782971.916767 96852.355401
2458588.548931 148432088523.000000 195.000000 31567866.236676 96759.785749
2458588.552985 148432341022.000000 304.000000 10530375.128411 97638.599647
2458589.039613 148449973859.000000 171.000000 70427770.199209 96661.535275
2458589.043716 148450219536.000000 284.000000 1748557.528370 97203.978509
2458589.049041 148450219536.000000 195.000000 30841040.647191 96782.703328
2458589.053095 148450469020.000000 304.000000 10292286.870052 97652.127398
2458589.541509 148468130097.000000 171.000000 70315136.303781 96680.626610
2458589.545625 148468385528.000000 284.000000 1777789.194981 96584.245511
2458589.550925 148468385528.000000 195.000000 30932757.170426 96719.473342
2458589.554978 148468637568.000000 304.000000 10343083.828648 97296.692165
2458590.040887 148486324890.000000 171.000000 70680753.045125 96688.492447
2458590.044972 148486575577.000000 284.000000 1764481.135418 97295.692540
2458590.050273 148486575577.000000 195.000000 30896367.558167 96715.579432
2458590.054326 148486828386.000000 304.000000 10347897.615052 97818.681522
2458590.545104 148504799490.000000 284.000000 1790299.723649 97305.329398
2458590.550435 148504799490.000000 195.000000 31713788.089921 96725.726503
2458590.554488 148505052987.000000 304.000000 10460807.918413 97824.247116
2458591.040401 148522792523.000000 171.000000 70739114.072155 96694.859484
2458591.044504 148523046336.000000 284.000000 1831009.793895 97350.146155
2458591.049807 148523046336.000000 195.000000 31328522.152593 96728.252797
2458591.053859 148523300461.000000 304.000000 10537716.701306 97830.579072
2458591.540445 148541071415.000000 171.000000 70115617.797500 96724.075740
2458591.544545 148541325852.000000 284.000000 1869361.402684 97443.741417
2458591.549843 148541325852.000000 195.000000 31204435.471353 96664.509278
2458591.553913 148541582409.000000 304.000000 10507367.833081 97865.221672
2458592.040382 148559386504.000000 171.000000 69872574.869432 96745.687089
2458592.044492 148559639682.000000 284.000000 1835013.176107 97463.309504
2458592.049797 148559639682.000000 195.000000 30746203.299439 96669.309834
2458592.053850 148559894979.000000 304.000000 10227731.388186 97913.860020
2458592.540273 148577720723.000000 171.000000 70628811.941137 96894.615777
2458592.544374 148577972588.000000 284.000000 1860957.613458 97544.144526
2458592.549668 148577972588.000000 195.000000 31514002.586158 96762.543788
2458592.553724 148578226572.000000 304.000000 10400906.900837 97965.813401
2458593.044530 148596340462.000000 284.000000 1832493.366794 97565.775449
2458593.049830 148596340462.000000 195.000000 31439350.343652 96744.213371
2458593.053883 148596593103.000000 304.000000 10326497.133894 97950.037077
2458593.541655 148614481082.000000 171.000000 72252700.160819 97221.273312
2458593.545753 148614737229.000000 284.000000 1834620.712203 97598.250445
2458593.551044 148614737229.000000 195.000000 31209617.794143 96830.769279
2458593.555099 148614988518.000000 304.000000 10492155.798463 97984.038727
2458594.041828 148632897407.000000 171.000000 72463429.704778 97226.771997
2458594.045942 148633152183.000000 284.000000 1845477.541348 97654.921850
2458594.051243 148633152183.000000 195.000000 31147751.654020 96917.947641
2458594.055309 148633412039.000000 304.000000 10391703.177917 98063.572188
2458594.541738 148651349086.000000 171.000000 72368620.313024 97289.592508
2458594.551139 148651605398.000000 195.000000 30315123.599793 96957.677523
2458594.555192 148651856920.000000 304.000000 10308495.005998 98141.799687
2458595.041914 148669819573.000000 171.000000 72015769.715386 97298.664352
2458595.046012 148670074518.000000 284.000000 1698459.963367 97685.394306
2458595.051319 148670074518.000000 195.000000 30010479.691585 96937.446942
2458595.055372 148670334352.000000 304.000000 10210924.844621 98193.129518
2458595.541658 148688317341.000000 171.000000 73383514.650799 97316.513006
2458595.545765 148688573680.000000 284.000000 1621421.796521 97778.465022
2458595.551071 148688573680.000000 195.000000 30102352.332821 96949.721213
2458596.041863 148706845954.000000 171.000000 73248016.734376 97410.218532
2458596.045976 148707103602.000000 284.000000 1572898.413277 97788.542225
2458596.055332 148707356563.000000 304.000000 10234948.372540 98239.339657
2458596.541788 148725394515.000000 171.000000 73310678.195353 97382.730404
2458596.545892 148725653409.000000 284.000000 1502093.422182 97792.509672
2458596.551190 148725653409.000000 195.000000 29718387.972503 96965.728638
2458596.555245 148725903380.000000 304.000000 10217379.592154 98233.833344
2458597.041839 148743967335.000000 171.000000 72078876.598959 97390.069122
2458597.045941 148744220708.000000 284.000000 1467878.604837 97727.147365
2458597.051243 148744220708.000000 195.000000 29147758.363875 96990.262340
2458597.055310 148744478589.000000 304.000000 10138189.208934 98306.412811
2458611.541608 149288261057.000000 171.000000 78089037.015935 94872.477403
2458611.545721 149288518995.000000 284.000000 2390903.248183 94924.884215
2458611.551298 149288518995.000000 195.000000 36935170.685536 95414.439785
2458611.555360 149288779023.000000 304.000000 12522899.622475 96204.382842
2458612.041946 149307026512.000000 171.000000 76912015.179309 94787.212071
2458612.046048 149307287457.000000 284.000000 2289648.089012 94876.310335
2458612.051350 149307287457.000000 195.000000 36291772.727292 95356.154628
2458612.055406 149307550978.000000 304.000000 12126039.272273 96213.192724
2458612.541893 149325778131.000000 171.000000 75491558.411358 94774.025829
2458612.545994 149326036580.000000 284.000000 2213085.276229 94800.783944
2458612.551273 149326036580.000000 195.000000 28777802.742548 95300.926774
2458612.555326 149326297702.000000 304.000000 11946219.501993 96202.649103
2458613.041787 149344512210.000000 171.000000 73471006.180324 94739.024253
2458613.051187 149344768142.000000 195.000000 34430222.600366 95244.584818
2458613.055269 149345032148.000000 304.000000 11723320.819039 96151.896684
2458613.541492 149363219650.000000 171.000000 75001010.307950 94814.429133
2458613.545614 149363478322.000000 284.000000 2113385.177380 94658.942507
2458613.550924 149363478322.000000 195.000000 34647933.266525 95233.832342
2458613.554982 149363739080.000000 304.000000 11531801.185906 96140.934688
2458614.045539 149382167100.000000 284.000000 2049168.390729 94646.990703
2458614.050844 149382167100.000000 195.000000 33902732.471426 95227.374234
2458614.054898 149382430515.000000 304.000000 11405818.107638 96117.788460
2458614.541462 149400575524.000000 171.000000 73190096.279506 94735.034572
2458614.545564 149400834301.000000 284.000000 2105013.756112 94644.629617
2458614.550873 149400834301.000000 195.000000 34479201.421064 95269.729120
2458614.554939 149401089044.000000 304.000000 11490523.391985 96101.966917
2458615.044838 149419472848.000000 284.000000 2129565.903293 94648.798302
2458615.050147 149419472848.000000 195.000000 34177829.993387 95262.017160
2458615.054217 149419730159.000000 304.000000 11383873.608087 96100.230829
2458615.540550 149437818123.000000 171.000000 74220141.445484 94755.712660
2458615.544640 149438080951.000000 284.000000 2165782.352517 94559.942651
2458615.553983 149438334607.000000 304.000000 11367430.694268 95852.831471
2458616.040043 149456396997.000000 171.000000 73448400.850278 94748.613371
2458616.044166 149456656080.000000 284.000000 2113239.347286 94567.898373
2458616.049472 149456656080.000000 195.000000 34257644.487079 95257.550918
2458616.053530 149456912251.000000 304.000000 11223367.775339 95848.705904
2458616.539888 149474944625.000000 171.000000 73632132.675405 94720.234375
2458616.543983 149475206196.000000 284.000000 2099108.280482 94513.009277
2458616.549350 149475206196.000000 195.000000 33742805.407382 95224.856992
2458616.553412 149475463556.000000 304.000000 11202030.422461 95590.594679
2458617.039931 149493456806.000000 171.000000 73413023.009053 94721.860448
2458617.044038 149493714578.000000 284.000000 2086523.130982 94506.506904
2458617.049347 149493714578.000000 195.000000 33793880.271823 95179.676027
2458617.053423 149493972984.000000 304.000000 11211679.501885 95586.771896
2458617.541065 149511934969.000000 171.000000 73585131.458213 94723.917349
2458617.545165 149512187386.000000 284.000000 2077450.716450 94501.175396
2458617.550467 149512187386.000000 195.000000 33664961.442553 95176.238454
2458617.554533 149512441883.000000 304.000000 11136682.447920 95543.272856
2458618.041193 149530365495.000000 171.000000 74073581.038263 94727.834828
2458618.045314 149530625205.000000 284.000000 2065697.427651 94414.173117
2458618.050614 149530625205.000000 195.000000 33910341.284095 95170.994412
2458618.054680 149530880578.000000 304.000000 11471168.597303 95432.932826
2458618.541383 149548765754.000000 171.000000 75259107.361742 94739.083243
2458618.545485 149549019847.000000 284.000000 2160675.270082 94413.813671
2458618.550786 149549019847.000000 195.000000 34376258.208293 95166.151958
2458618.554843 149549276018.000000 304.000000 11258094.933988 95399.223246
2458619.040347 149567115489.000000 171.000000 75522849.530592 94739.119164
2458619.044450 149567370322.000000 284.000000 2094533.015947 94414.016029
2458619.049760 149567370322.000000 195.000000 34383821.744561 95165.685769
2458619.053850 149567627231.000000 304.000000 11124871.575237 95396.598052
2458619.539707 149585424129.000000 171.000000 73998634.575150 94735.182059
2458619.543814 149585673130.000000 284.000000 2096849.855127 94419.421179
2458619.549117 149585673130.000000 195.000000 33932793.666701 95189.847649
2458619.553177 149585930741.000000 304.000000 11207210.370882 95334.281262
2458620.039707 149603680733.000000 171.000000 74179186.493886 94738.062163
2458620.043810 149603930382.000000 284.000000 2057016.607934 94427.077961
2458620.048403 149603930382.000000 195.000000 33700837.463415 95182.324572
2458620.052458 149604186664.000000 304.000000 11097651.312876 95301.338593
2458621.041797 149640048268.000000 171.000000 74666710.378603 94742.194225
2458621.045903 149640301496.000000 284.000000 1993877.553448 94352.837511
2458621.051215 149640301496.000000 195.000000 33275339.163538 95175.614402
2458621.055277 149640552350.000000 304.000000 11008518.864895 95298.872267
2458621.541158 149658152953.000000 171.000000 74109644.522386 94811.198547
2458621.545273 149658404465.000000 284.000000 1946423.013656 94354.100421
2458621.550585 149658404465.000000 195.000000 32730350.439043 95182.957785
2458621.554647 149658653657.000000 304.000000 10859958.625425 95249.184321
2458622.041209 149676199118.000000 171.000000 73684179.084807 94805.211908
2458622.045309 149676451184.000000 284.000000 1910917.566396 94346.181951
2458622.050609 149676451184.000000 195.000000 31871606.914718 95153.193534
2458622.054664 149676698596.000000 304.000000 10701239.029290 95128.890947
2458622.541098 149694189510.000000 171.000000 75571622.058131 94803.135216
2458622.545206 149694439738.000000 284.000000 1830443.870172 94327.598823
2458622.550522 149694439738.000000 195.000000 31246976.444141 95070.062878
2458622.554578 149694685275.000000 304.000000 10718884.550646 95052.780670
2458623.041097 149712112278.000000 171.000000 72853704.876634 94764.804864
2458623.045204 149712360593.000000 284.000000 1767212.358184 94325.444215
2458623.050506 149712360593.000000 195.000000 30533992.197458 95073.604437
2458623.540908 149729977399.000000 171.000000 72666733.211431 94767.143197
2458623.545022 149730223749.000000 284.000000 1639018.079344 94322.901141
2458623.550561 149730223749.000000 195.000000 30072114.201686 95077.674369
2458623.554614 149730469497.000000 304.000000 10638643.576239 95053.495801
2458624.041183 149747773710.000000 171.000000 72237970.281835 94758.475379
2458624.045281 149748022167.000000 284.000000 1533043.831801 94331.526454
2458624.050580 149748022167.000000 195.000000 29264136.784095 95043.509243
2458624.054648 149748265824.000000 304.000000 10498543.358993 95045.595192
2458624.540626 149765495986.000000 171.000000 71918906.232662 94764.617178
2458624.550020 149765742379.000000 195.000000 28762822.455778 94993.088738
2458624.554106 149765987982.000000 304.000000 10384777.957371 94954.915467
2458625.040770 149783152051.000000 171.000000 71391630.242516 94774.354665
2458625.044880 149783397430.000000 284.000000 1471241.668380 94247.950004
2458625.050181 149783397430.000000 195.000000 28223638.754316 94943.008485
2458625.054233 149783647824.000000 304.000000 10364535.750154 100031.766936
2458625.539684 149800732198.000000 171.000000 72052767.170859 94826.724567
2458625.543788 149800975408.000000 284.000000 1374854.126156 94268.506340
2458625.549103 149800975408.000000 195.000000 28255508.308343 94954.105672
2458625.553157 149801220683.000000 304.000000 10319028.179144 94958.724393
2458626.043684 149818480629.000000 284.000000 1355226.165837 94258.978003
2458626.048983 149818480629.000000 195.000000 27965862.464226 94955.067283
2458626.053035 149818727657.000000 304.000000 10428552.007885 94960.767998
2458626.541791 149835668027.000000 171.000000 71553211.107455 94816.805570
2458626.545911 149835907670.000000 284.000000 1347895.683001 94260.298140
2458626.551223 149835907670.000000 195.000000 27628643.444410 94959.092958
2458626.555277 149836149376.000000 304.000000 10363472.724721 94964.841916
2458627.041482 149853013100.000000 171.000000 71662076.883693 94821.161498
2458627.045582 149853251088.000000 284.000000 1348816.230939 99119.575928
2458627.050880 149853251088.000000 195.000000 28449683.617092 94961.410006
2458627.054946 149853494454.000000 304.000000 10351620.018005 94963.552661
2458627.540907 149870271637.000000 171.000000 70825339.552607 94906.477525
2458627.545008 149870511195.000000 284.000000 1337049.396959 94272.983474
2458627.550291 149870511195.000000 195.000000 27701399.872344 94919.841586
2458627.554343 149870752813.000000 304.000000 10360290.847887 94856.916720
2458628.041527 149887446954.000000 171.000000 70735207.201974 94895.819432
2458628.045631 149887684605.000000 284.000000 1352390.922903 94264.909113
2458628.050932 149887684605.000000 195.000000 27375099.551871 94917.850476
2458628.054984 149887920685.000000 304.000000 10456456.694735 94849.136745
2458628.607390 149906661286.000000 171.000000 71345404.974795 94900.951739
2458628.611500 149906893960.000000 284.000000 1368870.245649 94267.931912
2458628.616800 149907128692.000000 195.000000 27840553.311217 94922.878556
2458628.620852 149907128692.000000 304.000000 10488040.625253 94837.818711
2458629.541298 149938423263.000000 171.000000 71065735.314075 94894.472555
2458629.545409 149938650998.000000 284.000000 1338095.432085 94292.780019
2458629.554727 149938893502.000000 304.000000 10389285.116986 94865.773458
2458630.050636 149955456561.000000 195.000000 28292265.976613 94902.084685
2458630.054694 149955691327.000000 304.000000 10270871.104053 94851.760948
2458630.541071 149971927099.000000 171.000000 71867100.250316 94933.576712
2458630.545193 149972151902.000000 284.000000 1407892.084234 94333.601180
2458630.550490 149972151902.000000 195.000000 28555489.703300 94927.488871
2458630.554547 149972393311.000000 304.000000 10393580.923759 94872.592258
2458631.040399 149988520703.000000 171.000000 71219288.848555 94938.111476
2458631.044304 149988752056.000000 284.000000 1392109.727166 94333.809695
2458631.049597 149988752056.000000 195.000000 28261293.530896 94930.458873
2458631.053649 149988985463.000000 304.000000 10349556.690902 94871.877277
2458631.540321 150005019019.000000 171.000000 72228126.070159 94949.857356
2458631.549716 150005242246.000000 195.000000 28877763.327157 94931.455091
2458631.553799 150005480585.000000 304.000000 10511563.323668 94791.427321
2458632.040394 150021406487.000000 171.000000 216511.766087 94388.497269
2458632.058356 150022087061.000000 284.000000 884962.883045 94336.908259
2458632.417241 150033623215.000000 171.000000 72109114.607391 94949.689857
2458632.541875 150037681385.000000 171.000000 72265669.490990 94987.270396
2458632.545975 150037919144.000000 284.000000 1603236.056889 94341.382250
2458632.551305 150037919144.000000 195.000000 29851678.966137 94906.510424
2458632.555361 150038144187.000000 304.000000 10723658.413221 94793.207081
2458633.041917 150053857606.000000 171.000000 71186977.976016 94977.818667
2458633.046022 150054073758.000000 284.000000 1636910.509786 94341.962823
2458633.055131 150054306779.000000 304.000000 10594955.984113 94791.616697
2458633.541544 150069902325.000000 171.000000 71393613.463959 94978.481983
2458633.545641 150070126407.000000 284.000000 1690515.028452 94367.201182
2458633.550942 150070126407.000000 195.000000 30511310.117654 94901.744041
2458633.555017 150070354015.000000 304.000000 10666536.117080 94793.128186
2458634.041545 150085842717.000000 171.000000 71724483.467821 94987.635124
2458634.044942 150086061279.000000 284.000000 1717547.978687 94367.231805
2458634.050234 150086061279.000000 195.000000 31186998.265690 94908.385472
2458634.054307 150086281890.000000 304.000000 10743963.697468 94795.285814
2458634.540745 150101660612.000000 171.000000 71367377.204247 94978.665655
2458634.544844 150101873537.000000 284.000000 1758121.624135 94371.766098
2458634.550536 150101873537.000000 195.000000 32406754.693537 94918.858380
2458634.554590 150102103476.000000 304.000000 10751562.730909 94780.364991
2458635.040026 150117350433.000000 171.000000 70660221.057262 94973.835728
2458635.044125 150117574022.000000 284.000000 1798218.867932 94372.503175
2458635.049431 150117574022.000000 195.000000 32142881.091624 94919.667697
2458635.053486 150117783260.000000 304.000000 10780982.246416 94782.899680
2458635.541924 150132923651.000000 171.000000 71314640.371991 94972.239638
2458635.546024 150133141447.000000 284.000000 1864268.087498 94380.263058
2458635.551695 150133141447.000000 195.000000 32790287.816580 94924.740914
2458635.555753 150133361289.000000 304.000000 10864309.984826 94784.360266
2458636.041496 150148371883.000000 171.000000 69870864.125282 94957.472557
2458636.045610 150148585155.000000 284.000000 1872579.987682 94379.667765
2458636.050922 150148585155.000000 195.000000 32636261.214564 94928.190673
2458636.054978 150148800472.000000 304.000000 10775730.805057 94787.117963
2458636.541460 150163690021.000000 171.000000 71392909.822900 95050.274473
2458636.545567 150163898676.000000 284.000000 1922784.432723 99279.165881
2458636.550868 150163898676.000000 195.000000 33477631.582198 94955.436489
2458636.554956 150164109373.000000 304.000000 10840785.327274 94724.378107
2458637.040951 150178869472.000000 171.000000 70970269.871110 95044.985980
2458637.045030 150179074693.000000 284.000000 1954329.606725 94473.991720
2458637.050329 150179074693.000000 195.000000 33496105.445423 94954.932416
2458637.054386 150179295891.000000 304.000000 10836665.743478 94724.334970
2458637.540901 150193918609.000000 171.000000 71174520.276919 95032.575791
2458637.544990 150194134290.000000 284.000000 1931940.554170 94473.749106
2458637.550305 150194134290.000000 195.000000 33739558.224308 94960.780323
2458637.554367 150194336781.000000 304.000000 10857585.092579 94726.036170
2458638.045172 150209039457.000000 284.000000 1923030.627265 94472.467399
2458638.050277 150209039457.000000 195.000000 33813831.085698 94963.317841
2458638.540234 150223601342.000000 171.000000 71294521.450867 95035.385564
2458638.549624 150223810978.000000 195.000000 33842868.523297 94958.648360
2458638.553682 150224007341.000000 304.000000 11074501.574691 94724.680280
2458639.044535 150238438410.000000 284.000000 1913939.007773 94474.039033
2458639.049849 150238438410.000000 195.000000 34539933.834972 94956.357374
2458639.053902 150238631014.000000 304.000000 10799714.982660 94719.485173
2458639.541893 150252720405.000000 171.000000 72045295.160290 94854.433795
2458639.546000 150252924763.000000 284.000000 1897320.178781 94391.820446
2458639.551309 150252924763.000000 195.000000 33645512.297103 95118.945126
2458639.555385 150253114675.000000 304.000000 10889521.873455 94912.378329
2458640.041469 150267057584.000000 171.000000 71970342.598895 94851.360137
2458640.050893 150267259185.000000 195.000000 33431707.851302 95119.184036
2458640.054949 150267446335.000000 304.000000 10889221.646570 94909.732785
2458640.541502 150281244461.000000 171.000000 70685852.718688 94839.886843
2458640.545610 150281443255.000000 284.000000 1890728.490616 94390.748279
2458640.550912 150281443255.000000 195.000000 33030883.121249 95114.451808
2458640.554971 150281645117.000000 304.000000 10721795.091290 94906.574671
2458641.041507 150295284026.000000 171.000000 70049462.977357 94834.565477
2458641.045603 150295480983.000000 284.000000 1865810.605799 94390.037487
2458641.050904 150295480983.000000 195.000000 32748426.421386 95111.779212
2458641.054976 150295664482.000000 304.000000 10594326.038963 94904.630852
2458641.541882 150309160979.000000 171.000000 69253758.839847 94826.636103
2458641.545983 150309356994.000000 284.000000 1863126.384654 94389.484695
2458641.551285 150309356994.000000 195.000000 32489150.218886 95109.806771
2458641.555361 150309538550.000000 304.000000 10623070.346886 94905.056047
2458642.041100 150322893238.000000 171.000000 69483684.236542 94833.962039
2458642.045198 150323071703.000000 284.000000 1829294.422549 94394.852328
2458642.050498 150323071703.000000 195.000000 32453192.777380 95115.813311
2458642.054556 150323267758.000000 304.000000 10648387.968729 94909.916000
2458642.540973 150336447511.000000 171.000000 70066845.345320 94836.957144
2458642.545082 150336640412.000000 284.000000 1875616.419107 94394.390381
2458642.550388 150336640412.000000 195.000000 32766294.390623 95118.494067
2458642.554441 150336819757.000000 304.000000 10837018.870692 94911.465581
2458643.040565 150349856202.000000 171.000000 70397286.303033 94839.162710
2458643.044656 150350032289.000000 284.000000 1904955.976179 94393.127555
2458643.049958 150350032289.000000 195.000000 32761733.240430 95115.361530
2458643.054014 150350226025.000000 304.000000 10653572.366448 94909.266995
2458643.540794 150363084984.000000 171.000000 69856223.894598 94852.940769
2458643.544894 150363275859.000000 284.000000 1851796.614543 94423.077011
2458643.554257 150363453117.000000 304.000000 10439904.229503 94908.854462
2458644.040666 150376163501.000000 171.000000 69654588.483288 94853.691006
2458644.044772 150376338207.000000 284.000000 1825686.434635 94421.743261
2458644.540405 150389057583.000000 171.000000 70372104.095895 94854.931295
2458644.544516 150389231692.000000 284.000000 1822172.259813 94420.706335
2458644.549817 150389231692.000000 195.000000 31929582.893470 95167.661237
2458644.553869 150389407829.000000 304.000000 10556160.841963 94907.872635
2458645.040454 150401794982.000000 171.000000 69817513.960603 94846.597842
2458645.049883 150401968438.000000 195.000000 31577041.627511 95163.810137
2458645.053935 150402144291.000000 304.000000 10487043.359620 94904.410745
2458645.541929 150414354917.000000 171.000000 70484897.859656 94845.100256
2458645.546031 150414528743.000000 284.000000 1842243.384035 94426.958928
2458645.551340 150414528743.000000 195.000000 32075554.626247 95129.933436
2458645.555394 150414704245.000000 304.000000 10634995.887566 94911.094810
2458646.041791 150426732645.000000 171.000000 70437396.843504 94842.654102
