# t_obs[JD] solar_distance[m] wavelength[angstrom] unnorm_flux[DN/s] unnorm_flux_unc[DN/s]
2458853.545929 145839338492.000000 284.000000 1512031.217244 94709.020318
2458853.551233 145839338492.000000 195.000000 29852997.847446 95769.001808
2458853.555287 145839361137.000000 304.000000 10573820.004200 95948.163123
2458854.040439 145841094540.000000 171.000000 75874403.689000 95448.426895
2458854.044540 145841123600.000000 284.000000 1517918.353604 94760.727784
2458854.049854 145841123600.000000 195.000000 29660424.977973 95761.056349
2458854.540285 145843018964.000000 171.000000 76478594.923284 95543.766444
2458854.544373 145843041116.000000 284.000000 1564336.740342 94760.791589
2458854.549682 145843041116.000000 195.000000 29977941.573315 95762.916836
2458854.553744 145843064423.000000 304.000000 10333001.042741 95930.258131
2458855.040302 145845064720.000000 171.000000 75874130.998004 95541.028264
2458855.044407 145845094332.000000 284.000000 1569354.138115 94812.845252
2458855.049704 145845094332.000000 195.000000 29974411.157385 95811.831391
2458855.053759 145845125065.000000 304.000000 10493763.980210 95951.544503
2458855.540324 145847264102.000000 171.000000 76418286.551801 95547.373844
2458855.549744 145847284602.000000 195.000000 30203395.557176 95718.181803
2458855.553795 145847323777.000000 304.000000 10414250.695089 96057.775676
2458856.039954 145849586778.000000 171.000000 76690520.235971 95472.098983
2458856.044070 145849615728.000000 284.000000 1588272.660603 94815.283302
2458856.049375 145849615728.000000 195.000000 30606169.605490 95625.926795
2458856.053433 145849644588.000000 304.000000 10462293.032771 95982.905685
2458856.541404 145852051168.000000 171.000000 76755795.214851 95428.934080
2458856.545524 145852085067.000000 284.000000 1594513.231721 94883.358991
2458856.550826 145852085067.000000 195.000000 30897332.983234 95587.429511
2458856.554882 145852122333.000000 304.000000 10517542.421432 95943.479603
2458857.040662 145854656077.000000 171.000000 76717200.617132 95477.572496
2458857.044764 145854695979.000000 284.000000 1597714.976090 94912.660629
2458857.050093 145854695979.000000 195.000000 31957198.616833 95519.870802
2458857.544528 145857446414.000000 284.000000 1655665.859906 94872.808778
2458857.549829 145857446414.000000 195.000000 32020940.125125 95546.881840
2458857.553886 145857494444.000000 304.000000 10763359.902003 95697.773766
2458858.040090 145860299317.000000 171.000000 79784447.157104 95505.194113
2458858.044196 145860334613.000000 284.000000 1698944.202913 94870.849737
2458858.049494 145860334613.000000 195.000000 31649861.820893 95602.980424
2458858.541828 145863334522.000000 171.000000 79830573.907976 95506.468816
2458858.545932 145863375708.000000 284.000000 1690226.982664 94874.237440
2458858.551230 145863375708.000000 195.000000 32066148.592811 95598.790029
2458858.555287 145863417774.000000 304.000000 10746184.790433 95616.642329
2458859.041136 145866505490.000000 171.000000 78756985.162501 95470.972839
2458859.045252 145866549888.000000 284.000000 1657206.217020 94899.099657
2458859.050561 145866549888.000000 195.000000 32017479.354582 95615.614934
2458859.054634 145866596475.000000 304.000000 10648830.763249 95622.551188
2458859.540000 145869820464.000000 171.000000 78058864.255667 95458.494837
2458859.544118 145869869346.000000 284.000000 1665852.110470 94763.377004
2458859.549233 145869869346.000000 195.000000 32360562.284647 95496.277604
2458859.553290 145869919040.000000 304.000000 10697183.238548 95553.469538
2458860.044171 145873345362.000000 284.000000 1665392.845321 94838.840897
2458860.049470 145873345362.000000 195.000000 32053791.697951 95461.004808
2458860.053523 145873399492.000000 304.000000 10673392.958633 95431.651227
2458860.539912 145876904935.000000 171.000000 78289342.625977 95527.700960
2458860.544012 145876959884.000000 284.000000 1615411.555091 94833.833226
2458860.549301 145876959884.000000 195.000000 32119823.083429 95305.503146
2458860.553354 145877015579.000000 304.000000 10589750.090903 95326.415022
2458861.039985 145880664822.000000 171.000000 77488051.214442 95495.152900
2458861.044108 145880719797.000000 284.000000 1587205.254829 94870.947414
2458861.049405 145880719797.000000 195.000000 31515343.879787 95230.753715
2458861.053460 145880778432.000000 304.000000 10394478.216745 95316.699350
2458861.539930 145884580452.000000 171.000000 77783803.384502 95441.798382
2458861.544039 145884623505.000000 284.000000 1578544.416182 94901.038083
2458861.549338 145884623505.000000 195.000000 31531353.602103 95314.579184
2458861.553392 145884682059.000000 304.000000 10496098.672796 95342.456006
2458862.040064 145888631670.000000 171.000000 76386208.500067 95407.516589
2458862.044173 145888689382.000000 284.000000 1510622.016041 94829.345688
2458862.049472 145888689382.000000 195.000000 30784667.495652 95246.214330
2458862.053527 145888750819.000000 304.000000 10464246.299198 95311.294607
2458862.541782 145892833158.000000 171.000000 76272312.412573 95395.364966
2458862.545884 145892893761.000000 284.000000 1510179.248550 94774.207629
2458862.551165 145892893761.000000 195.000000 31073705.001182 95180.639744
2458862.555226 145892954976.000000 304.000000 10496353.917003 95189.401546
2458863.041057 145897187093.000000 171.000000 75247414.332767 95316.030378
2458863.050466 145897254771.000000 195.000000 31142136.559452 95168.297234
2458863.541091 145901697468.000000 171.000000 75515899.928306 95298.894337
2458863.545195 145901757522.000000 284.000000 1497327.396275 94701.592520
2458863.550492 145901757522.000000 195.000000 30951814.591923 95047.408173
2458863.554562 145901825423.000000 304.000000 10483003.041652 95001.852830
2458864.040388 145906357654.000000 171.000000 74520965.089172 95329.975365
2458864.044489 145906422998.000000 284.000000 1467829.166933 94586.053294
2458864.049803 145906422998.000000 195.000000 30521722.451841 94989.145337
2458864.053863 145906484925.000000 304.000000 10375019.413176 94982.317654
2458864.540449 145911164395.000000 171.000000 74922540.737656 95304.806949
2458864.549854 145911236616.000000 195.000000 30169539.152602 94963.990017
2458864.553908 145911303779.000000 304.000000 10355861.998510 94980.162381
2458865.043593 145916201610.000000 284.000000 1465621.245825 94385.385577
2458865.048894 145916201610.000000 195.000000 30223525.139858 94835.137941
2458865.052947 145916266708.000000 304.000000 10421077.548484 94914.220776
2458865.541918 145921246818.000000 171.000000 76025993.167146 95125.138400
2458865.546026 145921314841.000000 284.000000 1459780.466087 94469.916755
2458865.551337 145921314841.000000 195.000000 30243481.554348 94892.614565
2458865.555389 145921392227.000000 304.000000 10484291.290007 94918.884188
2458866.041915 145926517253.000000 171.000000 74838976.828604 95005.227304
2458866.046017 145926590342.000000 284.000000 1444685.729272 94359.295378
2458866.051321 145926590342.000000 195.000000 29609922.232550 94735.101599
2458866.055374 145926663817.000000 304.000000 10380243.413253 94911.339868
2458866.541870 145931943583.000000 171.000000 73884892.880903 94847.157700
2458866.545990 145932019889.000000 284.000000 1408337.080899 94277.894785
2458866.551305 145932019889.000000 195.000000 29169031.915023 94652.273865
2458866.555361 145932096550.000000 304.000000 10292267.859008 94774.985088
2458867.041900 145937522260.000000 171.000000 74919901.200652 94846.426613
2458867.045967 145937599866.000000 284.000000 1411398.408561 94237.770613
2458867.051263 145937599866.000000 195.000000 29173924.667947 94620.971837
2458867.541291 145943254308.000000 171.000000 76460176.819476 94840.496291
2458867.545383 145943338783.000000 284.000000 1451695.138427 94153.605988
2458867.550682 145943338783.000000 195.000000 29930162.364011 94598.036050
2458867.554734 145943421660.000000 304.000000 10438436.340572 94722.528297
2458868.041520 145949145663.000000 171.000000 76665338.101298 94816.066479
2458868.045627 145949229439.000000 284.000000 1448861.799045 94122.628105
2458868.050930 145949229439.000000 195.000000 29949580.153782 94597.187899
2458868.054987 145949315395.000000 304.000000 10476109.000033 94674.614816
2458868.541417 145955193980.000000 171.000000 77744763.657505 94766.338521
2458868.545518 145955283930.000000 284.000000 1450878.815767 94122.093746
2458868.550814 145955283930.000000 195.000000 30367595.054366 94588.440817
2458868.554886 145955362090.000000 304.000000 10494802.115663 94625.803566
2458869.041487 145961395938.000000 171.000000 75535483.898704 94731.172947
2458869.045590 145961488918.000000 284.000000 1394036.148589 94101.026851
2458869.050898 145961488918.000000 195.000000 29254007.815142 94562.014910
2458869.545599 145967855382.000000 284.000000 1437813.310293 94059.697450
2458869.550897 145967855382.000000 195.000000 29017680.220535 94597.128163
2458869.554953 145967942693.000000 304.000000 10387370.694231 94707.766539
2458870.041420 145974283463.000000 171.000000 75225236.678970 94668.902978
2458870.050840 145974374538.000000 195.000000 28445706.871687 94621.082595
2458870.054897 145974464998.000000 304.000000 10307397.172328 94724.626088
2458870.541719 145980962874.000000 171.000000 74831817.406545 94636.752567
2458870.545754 145981052964.000000 284.000000 1377120.910788 94064.244253
2458870.550984 145981052964.000000 195.000000 28774496.345964 94626.381778
2458870.554988 145981145231.000000 304.000000 10318522.159687 94735.443413
2458871.046015 145987895383.000000 284.000000 1358027.971656 94052.980471
2458871.051245 145987895383.000000 195.000000 28440706.318855 94638.911029
2458871.055248 145987986678.000000 304.000000 10234999.165741 94727.136709
2458871.541351 145994792884.000000 171.000000 74052932.702875 94601.833135
2458871.545385 145994887832.000000 284.000000 1352821.922604 94030.311630
2458871.550615 145994887832.000000 195.000000 28329716.937036 94637.527951
2458872.041367 146001947925.000000 171.000000 74790039.952295 94597.759820
2458872.045400 146002044367.000000 284.000000 1358003.926301 94023.210042
2458872.050650 146002044367.000000 195.000000 28598742.655404 94680.518687
2458872.054638 146002147309.000000 304.000000 10219285.942948 94779.687952
2458872.541459 146009255955.000000 171.000000 74704569.555688 94607.588141
2458872.545492 146009358163.000000 284.000000 1365380.639908 93997.553646
2458872.550723 146009358163.000000 195.000000 28607293.205999 94701.235293
2458872.554713 146009462546.000000 304.000000 10215624.793237 94925.593854
2458873.041358 146016722909.000000 171.000000 73469981.330491 94608.379489
2458873.050649 146016830915.000000 195.000000 28689708.407530 94728.467521
2458873.054639 146016936656.000000 304.000000 10302547.247935 94937.714907
2458873.541649 146024354070.000000 171.000000 75205317.427609 94681.504056
2458873.545682 146024458930.000000 284.000000 1421460.480867 94090.140281
2458873.550912 146024458930.000000 195.000000 29273035.739557 94818.397706
2458873.554910 146024570466.000000 304.000000 10192721.679109 94973.780196
2458875.041389 146048180668.000000 171.000000 78653766.470343 94904.201552
2458875.045424 146048293960.000000 284.000000 1550139.570315 94170.650583
2458875.050659 146048293960.000000 195.000000 30921976.730561 95065.765093
2458875.054649 146048404753.000000 304.000000 10464429.525659 95159.471514
2458875.541604 146056431239.000000 171.000000 78884332.810105 95021.798509
2458875.545642 146056547602.000000 284.000000 1568340.091083 94264.602557
2458875.550876 146056547602.000000 195.000000 31376416.682664 95166.515749
2458875.554885 146056666138.000000 304.000000 10557223.836319 95305.976049
2458876.041604 146064836502.000000 171.000000 79135397.249191 95077.875769
2458876.045637 146064954173.000000 284.000000 1621357.341225 94346.307576
2458876.050885 146064954173.000000 195.000000 31444305.746637 95243.605830
2458876.054887 146065074018.000000 304.000000 10541315.203861 95341.398982
2458876.541560 146073395666.000000 171.000000 79751689.222104 95111.550516
2458876.545594 146073521097.000000 284.000000 1594423.072614 94446.266499
2458876.550843 146073521097.000000 195.000000 31840798.579913 95264.838357
2458877.041347 146082097876.000000 171.000000 77730148.657902 95115.168673
2458877.045390 146082226189.000000 284.000000 1583990.540993 94531.623174
2458877.050622 146082226189.000000 195.000000 31757246.181263 95433.441888
2458877.054632 146082345452.000000 304.000000 10556330.557012 95201.076083
2458877.541713 146090960311.000000 171.000000 79293732.820613 95384.129188
2458877.545751 146091080205.000000 284.000000 1577947.636973 94707.952802
2458877.551010 146091080205.000000 195.000000 32032648.165605 95551.228027
2458877.555002 146091207226.000000 304.000000 10523959.225176 95271.621182
2458878.041716 146099959380.000000 171.000000 79552640.951082 95403.974398
2458878.045755 146100082037.000000 284.000000 1600172.241029 94814.792370
2458878.050994 146100082037.000000 195.000000 31943964.978458 95586.583434
2458878.054990 146100211875.000000 304.000000 10585608.294741 95354.452092
2458879.041827 146118389160.000000 171.000000 79126346.069308 97839.572702
2458879.051261 146118522426.000000 195.000000 31342960.594754 98356.409420
2458879.055335 146118652748.000000 304.000000 10458101.772447 97605.681718
2458883.541303 146208108567.000000 171.000000 74857479.008587 98845.576817
2458883.545387 146208255146.000000 284.000000 1436953.485022 96996.454789
2458883.550876 146208255146.000000 195.000000 30066323.698107 98681.678914
2458884.041224 146218723577.000000 171.000000 73852070.163904 98824.203399
2458884.050274 146218873748.000000 195.000000 30146065.859653 98642.454777
2458884.054335 146219020372.000000 304.000000 10273846.753468 97632.423432
2458884.541065 146229459619.000000 171.000000 74182986.926076 98641.743090
2458884.545169 146229613309.000000 284.000000 1447148.547527 96936.342580
2458884.550473 146229613309.000000 195.000000 30434471.763035 98471.005528
2458884.554547 146229763542.000000 304.000000 10300710.262471 97609.800075
2458885.041183 146240316735.000000 171.000000 73706197.191218 98555.847966
2458885.045293 146240468300.000000 284.000000 1409296.320226 96960.853245
2458885.050592 146240468300.000000 195.000000 29802287.233872 98249.547257
2458885.054647 146240616457.000000 304.000000 10164576.226625 97616.139098
2458885.540901 146251294337.000000 171.000000 74116545.096545 98381.217745
2458885.545032 146251443793.000000 284.000000 1464113.482999 96978.466213
2458885.550329 146251443793.000000 195.000000 29708700.253940 98182.570287
2458886.041089 146262379537.000000 171.000000 73071185.555861 98313.362355
2458886.050511 146262538233.000000 195.000000 29527591.918358 98136.297287
2458886.054573 146262693624.000000 304.000000 10348490.446189 97505.736141
2458886.540997 146273587377.000000 171.000000 72635614.096281 97493.999359
2458886.545104 146273744068.000000 284.000000 1411141.899466 96677.024778
2458886.554501 146273897050.000000 304.000000 10212413.603722 97482.064327
2458887.040845 146284909291.000000 171.000000 73980578.931395 97626.792037
2458887.044951 146285063512.000000 284.000000 1422483.116907 96784.056860
2458887.050256 146285063512.000000 195.000000 29438684.448352 98108.304929
2458887.541629 146296335893.000000 171.000000 73328709.372074 97797.157048
2458887.545730 146296493535.000000 284.000000 1430531.221967 96897.198145
2458887.551026 146296493535.000000 195.000000 29811889.131671 98114.422275
2458888.041248 146307873542.000000 171.000000 74164239.495476 97912.750044
2458888.045350 146308028619.000000 284.000000 1421941.060713 96890.612365
2458888.054700 146308191886.000000 304.000000 10215762.747463 97648.017756
2458888.541497 146319511909.000000 171.000000 74580314.983604 98061.785603
2458888.545453 146319675667.000000 284.000000 1436899.558428 97041.832094
2458888.550770 146319675667.000000 195.000000 30262923.746684 98284.441980
2458888.554825 146319836379.000000 304.000000 10367788.202804 97659.496435
2458889.041064 146331260902.000000 171.000000 74914456.877473 98179.613473
2458889.045171 146331422992.000000 284.000000 1420653.219975 97067.920975
2458889.050467 146331422992.000000 195.000000 29900073.549813 98165.882802
2458889.054537 146331586301.000000 304.000000 10161206.890259 97631.599128
2458889.540169 146343108738.000000 171.000000 75090653.960536 98197.409307
2458889.544297 146343273429.000000 284.000000 1416579.333011 97033.541956
2458889.549552 146343273429.000000 195.000000 29929173.086742 98146.786659
2458889.553615 146343435184.000000 304.000000 10295011.335557 97654.121842
2458890.040348 146355053341.000000 171.000000 74856409.157523 98197.299354
2458890.044493 146355226766.000000 284.000000 1405068.242893 97076.907927
2458890.049793 146355226766.000000 195.000000 29492532.132596 98258.869564
2458890.053846 146355391106.000000 304.000000 10230012.541878 97643.068625
2458890.540362 146367108051.000000 171.000000 73277148.584706 98335.437753
2458890.543965 146367277759.000000 284.000000 1359061.069056 97029.049936
2458890.549268 146367277759.000000 195.000000 28999677.943847 98255.902103
2458890.553320 146367444638.000000 304.000000 10111445.102670 97639.493370
2458891.039966 146379252768.000000 171.000000 72454758.426157 98210.981255
2458891.044069 146379419995.000000 284.000000 1341542.140125 97346.444984
2458891.053421 146379589391.000000 304.000000 10108878.002211 97677.566002
2458891.541873 146391487827.000000 171.000000 74317275.949935 98221.798653
2458891.545372 146391663904.000000 284.000000 1422093.156266 97312.050022
2458891.554725 146391835817.000000 304.000000 10324459.261378 97668.506924
2458892.041245 146403820438.000000 171.000000 73798997.872747 98323.665030
2458892.045350 146403992724.000000 284.000000 1335228.858846 97042.270036
2458892.050887 146403992724.000000 195.000000 28679859.863266 98081.633187
2458892.544889 146416417736.000000 284.000000 1347031.930982 97049.009181
2458892.550182 146416417736.000000 195.000000 28331667.089850 98069.582313
2458892.554248 146416594780.000000 304.000000 10126761.281984 97671.996092
2458893.040388 146428756076.000000 171.000000 73948309.589479 98183.134478
2458893.049798 146428931874.000000 195.000000 28632081.487982 98083.633292
2458893.053870 146429105120.000000 304.000000 10107099.688748 97486.653320
2458893.540406 146441348809.000000 171.000000 74053017.989643 98194.069464
2458893.549828 146441527263.000000 195.000000 29370322.341857 98123.187489
2458893.553878 146441701385.000000 304.000000 10137242.448664 97519.259102
2458894.039215 146454031674.000000 171.000000 73590600.909902 98050.729612
2458894.043319 146454206362.000000 284.000000 1327919.696729 96939.388409
2458894.048631 146454206362.000000 195.000000 28252862.852548 97973.397864
2458894.052688 146454387826.000000 304.000000 10008332.550216 97541.892563
2458894.541918 146466799782.000000 171.000000 73354775.516619 97853.920675
2458894.546026 146466975314.000000 284.000000 1345614.525773 97157.651488
2458894.551322 146466975314.000000 195.000000 28415528.675283 97756.360741
2458894.555389 146467153014.000000 304.000000 10090508.488371 97786.043641
2458895.046015 146479814568.000000 284.000000 1329030.887465 97131.128132
2458895.051310 146479814568.000000 195.000000 28303988.010038 97548.593366
2458895.055368 146479999702.000000 304.000000 9937277.506184 97771.996420
2458895.541637 146492562575.000000 171.000000 73521956.116223 97631.293924
2458895.545737 146492739728.000000 284.000000 1343644.870910 97005.005420
2458895.555109 146492925709.000000 304.000000 10093340.132686 97602.734429
2458896.040716 146505560723.000000 171.000000 73571464.605060 97492.041123
2458896.050137 146505745398.000000 195.000000 28631992.130467 97363.331974
2458896.054203 146505925545.000000 304.000000 10004835.655851 97592.755570
2458896.540617 146518637545.000000 171.000000 74416300.783191 97375.086880
2458896.544709 146518820704.000000 284.000000 1361647.307851 96852.872359
2458896.550024 146518820704.000000 195.000000 28593986.393889 97345.245231
2458896.554078 146519008452.000000 304.000000 10167037.025669 97546.685449
2458897.040378 146531790435.000000 171.000000 75463736.251465 97364.958812
2458897.044502 146531974466.000000 284.000000 1351721.096583 96815.338665
2458897.049814 146531974466.000000 195.000000 28494115.762080 97173.509661
2458897.053888 146532156409.000000 304.000000 10091895.199016 97432.789011
2458897.540302 146545009109.000000 171.000000 76577868.490926 97244.885792
2458897.544422 146545194100.000000 284.000000 1346534.054228 96647.637255
2458897.553788 146545381259.000000 304.000000 10235837.078808 97264.094236
2458898.043373 146558493016.000000 284.000000 1318881.821212 96610.787441
2458898.048675 146558493016.000000 195.000000 28986503.466054 96942.772873
2458898.052726 146558678537.000000 304.000000 10005289.321623 97165.230675
2458898.541720 146571670550.000000 171.000000 73290199.490946 97087.617937
2458898.545822 146571859090.000000 284.000000 1311309.841343 96595.872623
2458898.551122 146571859090.000000 195.000000 28118199.686970 96903.210764
2458898.555175 146572038838.000000 304.000000 10003198.278258 97090.403793
2458899.041542 146585095247.000000 171.000000 72928725.344322 96978.872967
2458899.045642 146585289014.000000 284.000000 1320956.161329 96447.058783
2458899.050952 146585289014.000000 195.000000 27784432.663231 96851.975034
2458899.055009 146585474014.000000 304.000000 9873920.790724 96914.193723
2458899.540159 146598598777.000000 171.000000 74793973.550230 96717.507997
2458899.544253 146598779968.000000 284.000000 1345826.053571 96212.684380
2458899.549581 146598779968.000000 195.000000 27947339.877347 96748.832665
2458899.553631 146598974237.000000 304.000000 10061266.333994 96790.940852
2458900.040311 146612162451.000000 171.000000 72418351.342869 96671.353296
2458900.044410 146612352901.000000 284.000000 1322173.494507 96134.733607
2458900.053775 146612534636.000000 304.000000 9873814.719365 96764.926398
2458900.540052 146625784715.000000 171.000000 72803983.666143 96629.150698
2458900.544152 146625977387.000000 284.000000 1332970.343641 96131.510591
2458900.549437 146625977387.000000 195.000000 27842685.174456 96641.492572
2458900.553489 146626168393.000000 304.000000 10061476.599917 96688.704123
2458901.039266 146639474625.000000 171.000000 73844374.339738 96630.779946
2458901.043367 146639665686.000000 284.000000 1343554.812042 96078.792559
2458901.048663 146639665686.000000 195.000000 28563761.193032 96651.055395
2458901.052752 146639858915.000000 304.000000 9950958.277805 96704.189445
2458901.541649 146653232031.000000 171.000000 75753625.239869 96563.487073
2458901.545769 146653421569.000000 284.000000 1375677.341226 96017.700000
2458901.551080 146653421569.000000 195.000000 29136775.917368 96630.628246
2458901.555137 146653613276.000000 304.000000 10101240.247238 96666.576004
2458902.041843 146667045864.000000 171.000000 75837837.713712 96545.749498
2458902.045946 146667239463.000000 284.000000 1359967.806086 95966.233247
2458902.051242 146667239463.000000 195.000000 29033125.675238 96598.685206
2458902.055314 146667426286.000000 304.000000 10006500.190889 96645.859065
2458902.541725 146680918545.000000 171.000000 76063684.232787 96561.326684
2458902.545833 146681114360.000000 284.000000 1378595.763998 95997.162250
2458902.555175 146681303398.000000 304.000000 10133794.617557 96723.568665
2458903.046037 146695044071.000000 284.000000 1373931.823939 96048.625539
2458903.051332 146695044071.000000 195.000000 29362752.465938 96632.282682
2458903.541272 146708846728.000000 171.000000 75546359.318996 96572.844835
2458903.545376 146709041616.000000 284.000000 1373046.379908 96050.114788
2458903.550672 146709041616.000000 195.000000 28861388.787758 96653.900199
2458903.555100 146709236941.000000 304.000000 10149925.870985 96731.659010
2458904.045232 146723099597.000000 284.000000 1350060.825268 96058.260632
2458904.050539 146723099597.000000 195.000000 28682904.905206 96704.494403
2458904.054601 146723291735.000000 304.000000 10079019.552550 96812.310350
2458904.541363 146737011946.000000 171.000000 75474983.569487 96688.848447
2458904.545454 146737207649.000000 284.000000 1357858.372301 96150.010517
2458904.554792 146737403852.000000 304.000000 10099175.887018 96894.091513
2458905.040938 146751181985.000000 171.000000 74510476.438687 96766.971390
2458905.045039 146751381785.000000 284.000000 1339939.594149 96169.002867
2458905.050353 146751381785.000000 195.000000 28407342.357013 96900.519526
2458905.054407 146751576452.000000 304.000000 10021868.992722 97018.743701
2458905.540906 146765402516.000000 171.000000 75375627.382722 96853.128601
2458905.544996 146765600773.000000 284.000000 1360538.685789 96337.641444
2458905.550295 146765600773.000000 195.000000 28476255.064108 97089.703126
2458905.554374 146765801198.000000 304.000000 10105110.150688 124021.660865
2458906.040823 146779691224.000000 171.000000 73763382.188482 96988.810208
2458906.044927 146779887929.000000 284.000000 1313028.631447 96427.113651
2458906.050224 146779887929.000000 195.000000 28005312.605420 97332.257840
2458906.054285 146780086800.000000 304.000000 9901869.395181 97294.372090
2458906.540306 146794032314.000000 171.000000 74285635.441653 96784.333020
2458906.543975 146794227479.000000 284.000000 1316223.577571 96097.195010
2458906.549266 146794227479.000000 195.000000 28043822.379017 96910.306392
2458906.553318 146794426349.000000 304.000000 9938801.022321 96837.863294
2458907.040027 146808416356.000000 171.000000 74451906.645047 96847.311463
2458907.044513 146808626347.000000 284.000000 1375892.045949 96135.880522
2458907.049814 146808626347.000000 195.000000 28556714.001389 96907.129929
2458907.053868 146808823682.000000 304.000000 9910495.685795 96848.122064
2458907.539422 146822862738.000000 171.000000 74098957.177993 96904.184853
2458907.543529 146823074255.000000 284.000000 1367439.918939 96167.951461
2458907.548834 146823074255.000000 195.000000 28647827.139904 97028.660193
2458907.552885 146823271590.000000 304.000000 9994498.111520 96976.544538
2458908.043332 146837574923.000000 284.000000 1388440.746277 96269.340921
2458908.048626 146837574923.000000 195.000000 28630023.881668 97140.910351
2458908.052698 146837773719.000000 304.000000 9847934.836355 97042.153535
2458908.545939 146852135576.000000 284.000000 1351112.915604 96345.448240
2458908.551123 146852135576.000000 195.000000 28728570.591357 97276.261687
2458908.555193 146852334404.000000 304.000000 9945645.965899 97211.770385
2458909.041921 146866543657.000000 171.000000 72115105.436517 97173.800409
2458909.046041 146866741793.000000 284.000000 1336458.089359 96455.817805
2458909.051357 146866741793.000000 195.000000 28067125.194544 97287.865741
2458909.055423 146866942095.000000 304.000000 9865120.721476 97365.726443
2458909.541266 146881196490.000000 171.000000 72442907.066045 97210.637103
2458909.550672 146881397468.000000 195.000000 27931245.150494 97267.577434
2458909.554724 146881600612.000000 304.000000 10050956.369482 97415.957613
2458910.041455 146895915518.000000 171.000000 71818729.075098 97220.991836
2458910.045557 146896119322.000000 284.000000 1323290.454344 96900.516677
2458910.050875 146896119322.000000 195.000000 28421441.228029 97392.529071
2458910.054926 146896323981.000000 304.000000 9857099.963602 97601.221178
2458910.545517 146910876630.000000 284.000000 1335545.795845 96976.059571
2458910.550813 146910876630.000000 195.000000 28168887.630109 97528.251632
2458910.554890 146911084153.000000 304.000000 9971487.433327 97816.314468
2458911.041498 146925492657.000000 171.000000 71915419.173546 97425.767092
2458911.045604 146925702150.000000 284.000000 1330733.755105 97049.251704
2458911.050900 146925702150.000000 195.000000 28173000.890637 97576.251020
2458911.054968 146925897356.000000 304.000000 9962634.981373 97972.860546
2458911.540901 146940364870.000000 171.000000 71599936.963185 97596.890478
2458911.545016 146940563233.000000 284.000000 1312771.126005 97217.521642
2458911.550290 146940563233.000000 195.000000 27779556.509959 97682.235866
2458911.554341 146940777801.000000 304.000000 9890596.101957 97987.567074
2458912.040745 146955271951.000000 171.000000 71034390.843858 97477.730722
2458912.050142 146955488516.000000 195.000000 27600557.911272 97656.578285
2458912.054193 146955691954.000000 304.000000 9911718.729879 98137.363391
2458912.541719 146970241643.000000 171.000000 72867866.285752 97587.003319
2458912.545818 146970447067.000000 284.000000 1327396.997667 97235.017281
2458912.551113 146970447067.000000 195.000000 28187094.173102 97727.755809
2458912.555164 146970655799.000000 304.000000 9954543.362613 98146.567053
2458913.041929 146985255041.000000 171.000000 72090980.914718 97537.655159
2458913.046029 146985465781.000000 284.000000 1291492.765236 97297.935949
2458913.051338 146985465781.000000 195.000000 27690879.122024 97780.945605
2458913.055401 146985678685.000000 304.000000 9773982.510978 98029.858324
2458913.541818 147000323053.000000 171.000000 72507009.089626 97656.589892
2458913.545917 147000539119.000000 284.000000 1310861.794519 97371.258408
2458913.555270 147000741938.000000 304.000000 9931264.812651 98190.748790
