# t_obs[JD] solar_distance[m] wavelength[angstrom] unnorm_flux[DN/s] unnorm_flux_unc[DN/s]
2458938.553675 147821825417.000000 304.000000 9877578.021329 97513.468547
2458939.040389 147839226632.000000 171.000000 72648888.088477 97871.750849
2458939.044489 147839475796.000000 284.000000 1365956.763718 96753.653435
2458939.049784 147839475796.000000 195.000000 28402765.804272 98581.486901
2458939.053860 147839727106.000000 304.000000 9827207.689088 97483.223100
2458939.541847 147857178524.000000 171.000000 73151658.364463 97662.225618
2458939.545955 147857419807.000000 284.000000 1452292.379039 96658.117180
2458939.551249 147857419807.000000 195.000000 29050908.902975 98536.015727
2458939.555301 147857679336.000000 304.000000 10231060.868438 97494.218755
2458940.041047 147875193962.000000 171.000000 71966748.521607 97626.215874
2458940.045148 147875443430.000000 284.000000 1405335.834845 96646.374736
2458940.050443 147875443430.000000 195.000000 28606040.472368 98291.266466
2458940.054494 147875695043.000000 304.000000 9925883.362723 97518.150100
2458940.545282 147893526463.000000 284.000000 1425539.118748 96454.714576
2458940.550586 147893526463.000000 195.000000 28636116.408472 98235.998863
2458940.554647 147893769765.000000 304.000000 10041620.073990 97538.381119
2458941.041148 147911399768.000000 171.000000 72703960.872643 97461.947078
2458941.045260 147911664332.000000 284.000000 1404402.416543 96499.351788
2458941.050563 147911664332.000000 195.000000 28433545.864512 98162.558132
2458941.054615 147911914970.000000 304.000000 9757139.344217 97495.966836
2458941.541177 147929610635.000000 171.000000 72970217.863014 97382.508240
2458941.545282 147929866847.000000 284.000000 1428213.327899 96429.693539
2458941.550578 147929866847.000000 195.000000 28823575.573440 98112.590870
2458941.554630 147930109145.000000 304.000000 9895124.047615 97281.298312
2458942.040360 147947865043.000000 171.000000 73285179.942626 97255.555565
2458942.044459 147948112051.000000 284.000000 1409037.819144 126383.292727
2458942.049763 147948112051.000000 195.000000 28664406.489551 97924.334450
2458942.053815 147948376803.000000 304.000000 9751977.892683 97221.866957
2458942.540084 147966186204.000000 171.000000 72467492.278904 97119.530830
2458942.544186 147966439109.000000 284.000000 1403311.002579 96485.047282
2458942.553545 147966695078.000000 304.000000 9849000.106219 97314.109352
2458943.040093 147984566004.000000 171.000000 74194906.042494 97165.041999
2458943.044198 147984825679.000000 284.000000 1398098.952245 96649.825202
2458943.049493 147984825679.000000 195.000000 28538873.799889 97861.747502
2458943.053553 147985071003.000000 304.000000 10222875.601703 97525.084761
2458943.540914 148003011010.000000 171.000000 74714051.316102 96951.289604
2458943.544982 148003259981.000000 284.000000 1434049.932117 96614.783961
2458943.550268 148003259981.000000 195.000000 29215430.664105 97669.227541
2458943.554320 148003527585.000000 304.000000 9990459.566709 97484.194735
2458944.045314 148021766600.000000 284.000000 1425851.757063 96557.362592
2458944.050609 148021766600.000000 195.000000 28912278.057656 97436.853256
2458944.054661 148022023463.000000 304.000000 9825645.589730 97281.135877
2458944.540971 148040072887.000000 171.000000 73101876.752419 96758.301810
2458944.545077 148040332289.000000 284.000000 1420945.294387 96535.788254
2458944.554447 148040593830.000000 304.000000 9877440.746386 97246.198395
2458945.041177 148058697294.000000 171.000000 73887133.901787 96720.955053
2458945.050608 148058947008.000000 195.000000 29317256.219949 97344.543816
2458945.054660 148059213168.000000 304.000000 9816409.881100 126220.956096
2458945.540504 148077375332.000000 171.000000 73964379.887235 96655.161765
2458945.544255 148077628574.000000 284.000000 1442416.337796 96425.551099
2458945.549557 148077628574.000000 195.000000 29557785.673598 97181.951159
2458945.553609 148077899312.000000 304.000000 9827817.681884 97150.547292
2458946.039736 148096107451.000000 171.000000 74937542.206523 96667.924139
2458946.043990 148096380612.000000 284.000000 1430471.225321 96390.310276
2458946.049291 148096380612.000000 195.000000 29238424.619380 97156.742681
2458946.053341 148096639439.000000 304.000000 9794307.870689 97057.454356
2458946.539500 148114911781.000000 171.000000 73324962.051658 96668.595463
2458946.543577 148115171854.000000 284.000000 1411094.610235 96340.863083
2458946.548884 148115171854.000000 195.000000 28908140.786965 96997.217951
2458946.552935 148115434064.000000 304.000000 9962070.827029 97020.342776
2458947.039695 148133772601.000000 171.000000 72610521.811693 96685.026819
2458947.043795 148134036019.000000 284.000000 1409042.522207 96348.097558
2458947.049102 148134036019.000000 195.000000 28894862.750588 97001.758252
2458947.053156 148134301575.000000 304.000000 9725502.698248 96906.803697
2458947.541277 148152691019.000000 171.000000 72632292.578682 96772.937855
2458947.545363 148152956512.000000 284.000000 1388438.998282 96401.449599
2458947.550692 148152956512.000000 195.000000 29670584.093739 97009.758363
2458947.554742 148153224141.000000 304.000000 9853857.017209 126829.292483
2458948.041465 148171664794.000000 171.000000 73792851.066828 96789.045936
2458948.045565 148171932301.000000 284.000000 1422820.441462 96473.808095
2458948.050876 148171932301.000000 195.000000 29034011.922558 97007.359068
2458948.054935 148172201943.000000 304.000000 9793152.028259 96919.681542
2458948.540971 148190708390.000000 171.000000 74326728.113176 96794.882504
2458948.545076 148190962769.000000 284.000000 1435256.431256 96532.229199
2458948.550378 148190962769.000000 195.000000 29253180.246993 96953.738223
2458948.554450 148191233066.000000 304.000000 9829634.299132 96907.596159
2458949.041157 148209788785.000000 171.000000 74319778.544361 96866.312519
2458949.045232 148210058874.000000 284.000000 1458809.085242 96692.987647
2458949.050345 148210058874.000000 195.000000 29554611.210394 96959.044757
2458949.054397 148210331097.000000 304.000000 9822763.814440 96945.580796
2458949.550275 148229204481.000000 195.000000 29373321.451514 96960.919833
2458949.554347 148229477252.000000 304.000000 9928520.202899 97016.921554
2458950.041107 148248152478.000000 171.000000 74503902.682895 96976.107403
2458950.050522 148248408666.000000 195.000000 29166879.135274 97087.795806
2458950.054585 148248681947.000000 304.000000 10120695.939220 97016.363765
2458950.541719 148267411970.000000 171.000000 73814054.488685 96988.479201
2458950.545825 148267667255.000000 284.000000 1428716.619373 96916.148820
2458950.551127 148267667255.000000 195.000000 29317659.425725 97099.742919
2458950.555178 148267941034.000000 304.000000 10039536.469305 97115.115561
2458951.041560 148286720968.000000 171.000000 74667089.273070 96975.603639
2458951.045662 148286990157.000000 284.000000 1393036.949695 96929.049254
2458951.050956 148286990157.000000 195.000000 29418230.860196 97078.653438
2458951.055030 148287262960.000000 304.000000 9907937.316882 97141.223661
2458951.541252 148306088524.000000 171.000000 74298887.265504 96979.892215
2458951.550642 148306356673.000000 195.000000 29458737.736148 97099.471451
2458951.554694 148306626953.000000 304.000000 9976093.863324 97324.831027
2458952.045560 148325773497.000000 284.000000 1388101.499878 97166.574309
2458952.050869 148325773497.000000 195.000000 29153125.658829 97086.239030
2458952.054933 148326057482.000000 304.000000 9785067.790044 97369.378181
2458952.540966 148344983299.000000 171.000000 73423799.916287 97151.373103
2458952.545053 148345247782.000000 284.000000 1353426.740311 97453.795107
2458952.550340 148345247782.000000 195.000000 28818831.886061 97066.269831
2458952.554391 148345529097.000000 304.000000 9836681.224536 97682.298205
2458953.041101 148364510806.000000 171.000000 72159175.353554 97114.500114
2458953.045206 148364787293.000000 284.000000 1310251.196772 97538.238097
2458953.050502 148364787293.000000 195.000000 28163595.413651 97141.351483
2458953.054566 148365051263.000000 304.000000 9686076.685059 97904.459861
2458953.540688 148384081353.000000 171.000000 72733404.984581 97170.597644
2458953.544789 148384355138.000000 284.000000 1329098.784116 97731.777836
2458953.550083 148384355138.000000 195.000000 28362296.852864 97161.425584
2458953.554133 148384629411.000000 304.000000 9915696.689081 97914.852161
2458954.039996 148403709116.000000 171.000000 73909901.227988 97225.058083
2458954.044101 148403978543.000000 284.000000 1324785.157017 97782.715519
2458954.049397 148403978543.000000 195.000000 28176231.532565 97156.335765
2458954.053822 148404250097.000000 304.000000 9731692.896107 98099.629768
2458954.541699 148423387914.000000 171.000000 73675695.166701 97234.025535
2458954.545806 148423652960.000000 284.000000 1315005.637036 97794.776781
2458954.551104 148423652960.000000 195.000000 27776751.559064 97168.989855
2458954.555183 148423932905.000000 304.000000 9917891.463441 98105.908203
2458955.041887 148443104225.000000 171.000000 72753906.416392 97316.893613
2458955.046011 148443379309.000000 284.000000 1300021.722735 97855.192086
2458955.051311 148443379309.000000 195.000000 27363381.209183 97169.188686
2458955.055369 148443654783.000000 304.000000 9748818.871647 98175.429427
2458971.541065 149112260364.000000 171.000000 79040357.592486 94750.230470
2458971.545191 149112543305.000000 284.000000 1666048.709116 94444.857082
2458971.550492 149112543305.000000 195.000000 32507733.843087 94942.739729
2458971.554554 149112828342.000000 304.000000 11105184.683856 95495.229992
2458972.041114 149132760490.000000 171.000000 79002333.658452 94793.981270
2458972.045219 149133041492.000000 284.000000 1658870.182430 94439.384164
2458972.050550 149133041492.000000 195.000000 32668771.708488 94893.058393
2458972.054606 149133329984.000000 304.000000 11058211.041569 95482.771493
2458972.541182 149153241907.000000 171.000000 76888533.372659 94832.594881
2458972.545283 149153532187.000000 284.000000 1629012.675757 94317.101347
2458972.550587 149153532187.000000 195.000000 32137230.056392 94846.850957
2458972.554642 149153818702.000000 304.000000 10991556.821480 95462.716390
2458973.040540 149173725467.000000 171.000000 73195384.180230 94805.191963
2458973.044639 149174002349.000000 284.000000 1598178.738058 94212.676122
2458973.049941 149174002349.000000 195.000000 31534203.587699 94815.553088
2458973.053997 149174292633.000000 304.000000 10933755.819139 95369.564997
2458973.544480 149194466607.000000 284.000000 1544996.116672 94186.180319
2458973.549793 149194466607.000000 195.000000 31097463.675593 94806.391436
2458973.553847 149194749211.000000 304.000000 10800395.556472 95346.374854
2458974.040033 149214626579.000000 171.000000 76813001.262693 94950.244647
2458974.044136 149214904887.000000 284.000000 1572947.810107 94207.622158
2458974.049453 149214904887.000000 195.000000 31389324.424804 94807.168267
2458974.053506 149215196599.000000 304.000000 10811946.558298 95327.881589
2458974.541895 149235053572.000000 171.000000 75972520.859905 94979.958562
2458974.545998 149235335346.000000 284.000000 1551159.700795 94160.771784
2458974.551316 149235335346.000000 195.000000 31160842.619922 94793.399369
2458974.555390 149235619211.000000 304.000000 10714203.655321 95314.874990
2458975.041921 149255450953.000000 171.000000 75656445.238347 95029.761075
2458975.046028 149255736121.000000 284.000000 1540725.130251 94177.923132
2458975.051340 149255736121.000000 195.000000 31077018.188304 94778.772049
2458975.541547 149275824137.000000 171.000000 75455940.979800 95127.051655
2458975.545650 149276112645.000000 284.000000 1516637.245229 94177.266826
2458975.550979 149276112645.000000 195.000000 31668723.190549 94783.874999
2458975.555033 149276391930.000000 304.000000 10608822.967420 95076.407560
2458976.040632 149296183481.000000 171.000000 74053201.070210 95336.967375
2458976.044755 149296458202.000000 284.000000 1462643.284882 94093.953801
2458976.050036 149296458202.000000 195.000000 30145411.750339 94764.907696
2458976.054098 149296746320.000000 304.000000 10526871.405620 94953.235682
2458976.540761 149316504529.000000 171.000000 73712243.491049 95332.051013
2458976.544861 149316782504.000000 284.000000 1443814.787628 94124.438853
2458976.550162 149316782504.000000 195.000000 29636490.266935 94809.521222
2458976.554230 149317062207.000000 304.000000 10490712.668670 94951.028455
2458977.040354 149336790425.000000 171.000000 73270490.994359 95358.505712
2458977.044473 149337071212.000000 284.000000 1412980.232758 94143.098940
2458977.049783 149337071212.000000 195.000000 29390766.044851 94802.555907
2458977.053835 149337354084.000000 304.000000 10490791.771476 94831.825963
2458977.540357 149357048418.000000 171.000000 74039243.432249 95467.854291
2458977.544461 149357326481.000000 284.000000 1448022.900451 94125.306290
2458977.554208 149357606629.000000 304.000000 10452525.057131 94756.248188
2458978.039525 149377263140.000000 171.000000 73324278.859529 95490.500797
2458978.043627 149377543766.000000 284.000000 1406959.970646 94127.617335
2458978.048923 149377543766.000000 195.000000 28798171.034286 94815.317206
2458978.052976 149377821151.000000 304.000000 10317586.133598 94686.045308
2458978.541871 149397441294.000000 171.000000 73952536.012265 95501.183216
2458978.545977 149397724367.000000 284.000000 1409129.790386 94130.320582
2458978.551279 149397724367.000000 195.000000 28987060.776885 94833.705819
2458978.555331 149398004248.000000 304.000000 10345942.150053 94700.068217
2458979.040914 149417576077.000000 171.000000 72944848.411017 95499.314949
2458979.044997 149417861500.000000 284.000000 1380035.689673 94177.745588
2458979.050296 149417861500.000000 195.000000 28501173.743694 94823.918760
2458979.054380 149418137721.000000 304.000000 10325667.468228 99768.619297
2458979.541071 149437672527.000000 171.000000 73022602.475186 95633.441545
2458979.545180 149437948950.000000 284.000000 1384513.535857 94125.124098
2458979.554559 149438227452.000000 304.000000 10264353.401250 94638.687631
2458980.041063 149457716680.000000 171.000000 72147020.998536 95631.471535
2458980.045166 149457995330.000000 284.000000 1376847.134298 94126.699984
2458980.050464 149457995330.000000 195.000000 27852143.936511 94957.659746
2458980.541834 149477706985.000000 171.000000 71913546.146741 95669.585730
2458980.551255 149477987832.000000 195.000000 27503633.819228 94891.350902
2458980.555310 149478264568.000000 304.000000 10074213.131302 94685.670716
2458981.044421 149497927148.000000 284.000000 1316787.860876 94157.781904
2458981.053773 149498204805.000000 304.000000 9979644.484659 94641.593075
2458981.539975 149517531355.000000 171.000000 70637001.439618 95848.892863
2458981.544077 149517808992.000000 284.000000 1378262.377870 94142.778592
2458981.549382 149517808992.000000 195.000000 27493084.056125 95131.631015
2458981.553432 149518088705.000000 304.000000 9959362.345248 94694.462920
2458982.039577 149537361246.000000 171.000000 71597152.774907 95890.668008
2458982.043677 149537634654.000000 284.000000 1345041.361706 94144.006390
2458982.048973 149537634654.000000 195.000000 27753346.644338 95133.375364
2458982.053024 149537910137.000000 304.000000 10053889.664565 94699.590074
2458982.545684 149557403342.000000 284.000000 1376089.765173 94227.116059
2458982.550998 149557403342.000000 195.000000 29620004.501855 95802.360655
2458982.555064 149557674564.000000 304.000000 10158215.198774 94732.298247
2458983.041277 149576829226.000000 171.000000 72832333.150875 95889.114345
2458983.045373 149577103706.000000 284.000000 1380146.113410 94241.653574
2458983.050678 149577103706.000000 195.000000 28589560.417404 95259.121715
2458983.054731 149577373859.000000 304.000000 10114213.699846 94730.436112
2458983.541417 149596467989.000000 171.000000 73756309.195464 95932.979068
2458983.545534 149596731666.000000 284.000000 1419131.020736 94287.411817
2458983.550831 149596731666.000000 195.000000 28863083.107664 95329.387208
2458983.554882 149597008601.000000 304.000000 10282226.555618 94729.314344
2458984.040999 149616027861.000000 171.000000 73367945.536514 95950.123688
2458984.045089 149616298343.000000 284.000000 1390094.536127 94359.617008
2458984.050395 149616298343.000000 195.000000 28836081.530681 95330.513799
2458984.054447 149616569106.000000 304.000000 10150009.413565 94807.479676
2458984.540671 149635522355.000000 171.000000 74661459.587025 95992.570966
2458984.544778 149635786630.000000 284.000000 1457532.535068 94403.944642
2458984.550091 149635786630.000000 195.000000 29199014.401219 95333.148896
2458984.554152 149636057610.000000 304.000000 10328359.149412 94870.699015
2458985.040784 149654941836.000000 171.000000 75289580.712279 95947.489085
2458985.044889 149655210934.000000 284.000000 1529119.923460 94386.819665
2458985.050195 149655210934.000000 195.000000 30027318.154574 95295.292201
2458985.054248 149655475542.000000 304.000000 10230460.065082 94773.557549
2458985.614231 149676960691.000000 171.000000 74579404.585843 95987.849961
2458985.618324 149677226325.000000 284.000000 1654753.510897 94338.809838
2458985.623623 149677494025.000000 195.000000 30629900.580570 95340.285860
2458985.628056 149677494025.000000 304.000000 10331041.377491 94722.927628
2458986.546016 149712985395.000000 284.000000 1698822.753188 94505.774389
2458986.551328 149712985395.000000 195.000000 31930224.981239 95440.716757
2458986.555391 149713252631.000000 304.000000 10414644.082900 94854.026761
2458987.041280 149731807592.000000 171.000000 76187996.268432 96028.814647
2458987.045396 149732077211.000000 284.000000 1681853.165808 94515.897204
2458987.050668 149732077211.000000 195.000000 31642759.206413 95445.482639
2458987.054728 149732342184.000000 304.000000 10440764.439036 94871.155394
2458987.541079 149750815354.000000 171.000000 76933266.336494 96083.582326
2458987.545195 149751075890.000000 284.000000 1691460.692698 94492.697089
2458987.550497 149751075890.000000 195.000000 32317536.003377 95562.545995
2458987.554551 149751345236.000000 304.000000 10578034.414907 94850.912013
2458988.040848 149769726613.000000 171.000000 76881886.957731 96110.215851
2458988.050034 149769991470.000000 195.000000 32027438.953181 95567.042961
2458988.054088 149770247365.000000 304.000000 10543172.576636 94832.729352
2458988.541830 149788546455.000000 171.000000 75920232.016817 96145.184043
2458988.545936 149788808818.000000 284.000000 1670834.192913 94569.825915
2458988.551238 149788808818.000000 195.000000 31924146.772547 95616.665445
2458989.040809 149807270078.000000 171.000000 75350520.453567 96173.955675
2458989.044912 149807534030.000000 284.000000 1611808.223703 94591.230258
2458989.050228 149807534030.000000 195.000000 31265850.116357 95646.188242
2458989.054286 149807789062.000000 304.000000 10353702.960534 94881.365032
2458989.540352 149825895933.000000 171.000000 74823781.419923 96167.109289
2458989.544452 149826150377.000000 284.000000 1594666.407472 94627.805294
2458989.549770 149826150377.000000 195.000000 31287309.897414 95653.121212
2458989.553846 149826406880.000000 304.000000 10362456.585662 94926.200088
2458990.040350 149844417404.000000 171.000000 74578223.403709 96224.593099
2458990.044363 149844673201.000000 284.000000 1606715.228258 94635.886477
2458990.049659 149844673201.000000 195.000000 31240318.086467 95658.232005
2458990.053714 149844931056.000000 304.000000 10252173.045150 94932.782511
2458990.539324 149862834011.000000 171.000000 74750068.591247 96251.322009
2458990.543384 149863091065.000000 284.000000 1596795.459355 94686.209352
2458990.548732 149863091065.000000 195.000000 32313770.534782 95726.792934
2458990.552787 149863346223.000000 304.000000 10343213.137875 95077.106300
2458991.039045 149881144588.000000 171.000000 73295089.209478 96220.152426
2458991.043146 149881402822.000000 284.000000 1566383.736450 94696.149564
2458991.048444 149881402822.000000 195.000000 30963722.448263 95740.462022
2458991.052500 149881652229.000000 304.000000 10283990.734585 95080.858930
2458991.538507 149899351113.000000 171.000000 74089565.138176 96316.335294
2458991.542607 149899603450.000000 284.000000 1567544.010513 94766.174312
2458991.547930 149899603450.000000 195.000000 31571660.805972 95769.964038
2458991.551983 149899854007.000000 304.000000 10327197.686281 95063.354789
2458992.038427 149917440034.000000 171.000000 75198753.295259 96325.183595
2458992.042523 149917690149.000000 284.000000 1587091.156430 94739.825042
2458992.047934 149917690149.000000 195.000000 30955028.806013 95873.015280
2458992.051990 149917941822.000000 304.000000 10359433.365878 95029.233054
2458992.541680 149935415445.000000 171.000000 74519747.297738 96314.511279
2458992.545821 149935662798.000000 284.000000 1584560.393017 94736.870237
2458992.551111 149935662798.000000 195.000000 31029940.991399 96047.181620
2458992.555164 149935908833.000000 304.000000 10428233.639188 95089.123636
2458993.041267 149953269306.000000 171.000000 73759611.063082 96314.690189
2458993.050675 149953514219.000000 195.000000 30989210.868059 96044.997017
2458993.054728 149953761184.000000 304.000000 10282459.039493 95090.927423
2458993.541186 149971000313.000000 171.000000 73253429.140023 96327.906286
2458993.545286 149971249781.000000 284.000000 1526916.129882 94761.421079
2458993.550597 149971249781.000000 195.000000 30518225.582193 96023.407105
2458993.554671 149971490557.000000 304.000000 10456896.504312 95122.939869
2458994.040018 149988617045.000000 171.000000 72497007.407549 96331.530331
2458994.044488 149988862054.000000 284.000000 1522803.392544 94806.882057
2458994.049793 149988862054.000000 195.000000 30470932.834544 96022.896971
2458994.053859 149989094758.000000 304.000000 10211491.018505 95144.658196
2458994.539243 150006087865.000000 171.000000 72871117.950501 96407.728467
2458994.543343 150006337307.000000 284.000000 1515463.675956 94802.749419
2458994.548642 150006337307.000000 195.000000 30292565.906120 96153.808982
2458995.039039 150023441425.000000 171.000000 72467732.918767 96329.573160
2458995.043141 150023680803.000000 284.000000 1612254.411075 94802.179010
2458995.052510 150023922228.000000 304.000000 10196659.510536 95208.908484
2458995.541894 150040664362.000000 171.000000 74376672.346830 96371.276180
2458995.546002 150040909755.000000 284.000000 1625549.411552 94822.094074
2458995.551318 150040909755.000000 195.000000 31138927.821785 96114.155395
2458995.555372 150041142666.000000 304.000000 10445319.144482 95177.911828
2458996.041791 150057744021.000000 171.000000 72512003.328806 96341.539003
2458996.045911 150057980796.000000 284.000000 1552743.889786 94821.061891
2458996.051210 150057980796.000000 195.000000 30791147.116302 96110.752976
2458996.055265 150058217970.000000 304.000000 10152797.818328 95168.848332
2458996.541417 150074694358.000000 171.000000 73477549.593775 96208.508570
2458996.545520 150074937014.000000 284.000000 1538809.452208 94866.259334
2458996.554886 150075165461.000000 304.000000 10289858.685810 95283.581872
2458997.041276 150091497872.000000 171.000000 72153342.111357 96197.070973
2458997.045738 150091731708.000000 284.000000 1558696.085314 94852.639814
2458997.054718 150091969171.000000 304.000000 10178450.534928 95290.322275
2458997.544839 150108396884.000000 284.000000 1645945.805918 94872.727322
2458997.550138 150108396884.000000 195.000000 31641198.513785 96228.269249
2458997.554207 150108625400.000000 304.000000 10295391.795552 95293.770847
2458998.044710 150124911885.000000 284.000000 1644556.076043 94845.830803
2458998.050012 150124911885.000000 195.000000 31424737.139481 96344.582473
2458998.054066 150125132905.000000 304.000000 10116893.949211 95294.229839
2458998.540677 150141048485.000000 171.000000 73214260.516409 96230.090814
2458998.544779 150141274704.000000 284.000000 1651330.203208 94784.302933
2458998.550077 150141274704.000000 195.000000 32632356.219469 96768.473939
2458998.554165 150141504453.000000 304.000000 10248133.611826 95322.766581
2458999.040082 150157262461.000000 171.000000 73405653.939929 96223.551182
2458999.044185 150157497389.000000 284.000000 1708062.874161 94767.494914
2458999.049485 150157497389.000000 195.000000 32485488.387392 96767.622390
2458999.053539 150157719461.000000 304.000000 10296153.437402 95366.686969
2458999.541416 150173332799.000000 171.000000 74703788.434511 96234.142194
2458999.545518 150173561459.000000 284.000000 1742351.172387 94767.335410
2458999.550828 150173561459.000000 195.000000 33071256.688173 96772.197627
2459000.041376 150189235911.000000 171.000000 75985996.616748 96244.710629
2459000.045461 150189458194.000000 284.000000 1706561.787883 94763.451716
2459000.050774 150189458194.000000 195.000000 33127052.428764 96773.048602
2459000.545232 150205216686.000000 284.000000 1719862.696181 94848.106986
2459000.554611 150205434542.000000 304.000000 10453561.606088 95449.751221
2459001.040520 150220584870.000000 171.000000 73088115.285710 96222.253559
2459001.044646 150220796831.000000 284.000000 1692528.030365 94847.320858
2459001.049958 150220796831.000000 195.000000 32625017.218943 96902.214909
2459001.054016 150221009492.000000 304.000000 10334457.709750 95446.127638
2459001.540042 150236016793.000000 171.000000 74205904.530847 96262.089689
2459001.544151 150236223423.000000 284.000000 1694966.499110 99590.918465
2459001.549460 150236223423.000000 195.000000 32450408.427073 96893.301827
2459001.553515 150236430783.000000 304.000000 10373157.018214 95418.675445
2459002.039888 150251271369.000000 171.000000 73209648.318907 96280.895387
2459002.043984 150251487754.000000 284.000000 1680781.569482 94766.335956
2459002.049271 150251487754.000000 195.000000 32144569.273853 96893.123386
2459002.053327 150251691001.000000 304.000000 10168978.226404 95429.562481
2459002.539260 150266370686.000000 171.000000 74047574.727464 96276.589597
2459002.543380 150266582876.000000 284.000000 1779629.321258 94869.475862
2459002.548698 150266582876.000000 195.000000 32900492.537853 96980.127384
2459002.552774 150266780646.000000 304.000000 10345819.232973 95367.749314
2459003.039274 150281290565.000000 171.000000 74920015.421770 96279.754902
2459003.043391 150281497247.000000 284.000000 1816205.190002 94867.236017
2459003.052751 150281707167.000000 304.000000 10285420.740501 95366.294440
2459003.541591 150296050522.000000 171.000000 76663892.799796 96146.836203
2459003.545704 150296254028.000000 284.000000 1850550.307875 94771.961502
2459003.551176 150296254028.000000 195.000000 33211219.160096 96983.091632
2459003.555261 150296459564.000000 304.000000 10479023.275897 95355.570389
2459004.041878 150310624822.000000 171.000000 76411411.998007 95998.310670
2459004.046009 150310825026.000000 284.000000 1821692.562472 94772.179751
2459004.051326 150310825026.000000 195.000000 33107147.708087 96990.542691
2459004.055384 150311027260.000000 304.000000 10477041.480319 95376.148457
2459004.541669 150325019697.000000 171.000000 75097966.139363 95893.867425
2459004.545769 150325230755.000000 284.000000 1803948.535315 94931.290199
2459004.551076 150325230755.000000 195.000000 33048259.854056 96939.765922
2459004.555133 150325429581.000000 304.000000 10354834.473591 95345.062919
2459005.041634 150339250444.000000 171.000000 74907649.686494 95892.651848
2459005.045740 150339443755.000000 284.000000 1809196.968409 94930.058327
2459005.051398 150339443755.000000 195.000000 32742535.430277 96937.070378
2459005.055454 150339639092.000000 304.000000 10333637.305656 95343.120043
2459005.540474 150353291103.000000 171.000000 75120595.735949 95832.835250
2459005.544589 150353481911.000000 284.000000 1807435.722020 94852.285820
2459005.550055 150353481911.000000 195.000000 32813161.879206 96665.396461
2459005.554113 150353673698.000000 304.000000 10340958.851436 95447.076637
2459006.050019 150367346062.000000 195.000000 32871400.503815 96665.283197
2459006.054072 150367535274.000000 304.000000 10372015.413434 95447.805696
2459006.540674 150380821907.000000 171.000000 73756803.748920 95858.782256
2459006.544777 150381007417.000000 284.000000 1793575.845210 94969.779122
2459006.550081 150381007417.000000 195.000000 32630799.051787 96647.494943
2459006.554138 150381193969.000000 304.000000 10364056.069020 95443.375340
2459007.039779 150394313601.000000 171.000000 74265520.823402 95862.977366
2459007.043881 150394497309.000000 284.000000 1774549.270041 94970.632848
2459007.049172 150394497309.000000 195.000000 32470778.098910 96648.354352
2459007.053259 150394682090.000000 304.000000 10364333.568566 95441.517431
2459012.540391 150529697810.000000 171.000000 75026467.733068 95537.764573
2459012.544495 150529851757.000000 284.000000 1710955.443354 94968.773824
2459012.549796 150529851757.000000 195.000000 32346885.513019 96218.114212
2459013.040327 150540780394.000000 171.000000 72245937.171021 95551.814443
2459013.049753 150540917721.000000 195.000000 31878626.596640 96138.804409
2459013.053807 150541073182.000000 304.000000 10140160.559481 95369.500738
2459013.541408 150551647808.000000 171.000000 75645940.438904 95581.194346
2459013.545510 150551785108.000000 284.000000 1691475.548604 95046.458221
2459013.550842 150551785108.000000 195.000000 32221569.144316 96140.760362
2459013.554895 150551940281.000000 304.000000 10205506.778370 95369.776129
2459014.040978 150562306791.000000 171.000000 73567085.745877 95563.249585
2459014.045067 150562443968.000000 284.000000 1680004.492337 95045.379044
2459014.050374 150562443968.000000 195.000000 31943358.229338 96138.019160
2459014.054433 150562598788.000000 304.000000 10150430.235120 95368.932676
2459014.545939 150572883923.000000 284.000000 1633330.843109 95018.600297
2459014.551238 150572883923.000000 195.000000 31980873.866088 96168.313472
2459014.555292 150573038576.000000 304.000000 10140857.271737 95505.497672
2459015.040550 150582973176.000000 171.000000 74294643.408274 95572.237936
2459015.044629 150583110005.000000 284.000000 1619165.371429 95017.671259
2459015.049921 150583110005.000000 195.000000 31770979.316397 96169.560923
2459015.053992 150583248736.000000 304.000000 10072273.203266 95494.233273
2459015.544496 150593126326.000000 284.000000 1609600.323053 94917.314392
2459015.549692 150593126326.000000 195.000000 31693664.913072 96132.539767
2459015.553754 150593265061.000000 304.000000 10193480.186558 95475.497904
2459016.040234 150602783734.000000 171.000000 74178461.014185 95528.352051
2459016.044339 150602920581.000000 284.000000 1577210.373549 94937.403458
2459016.049651 150602920581.000000 195.000000 32338445.560191 96157.190607
2459016.054074 150603043410.000000 304.000000 10076031.182655 95472.689762
2459016.541301 150612358499.000000 171.000000 73764374.336486 95545.785320
2459016.545411 150612479442.000000 284.000000 1571276.018441 95001.879832
2459016.550691 150612479442.000000 195.000000 31494101.777158 96177.298007
2459016.554745 150612618338.000000 304.000000 10096974.755264 95574.339252
2459017.041489 150621716005.000000 171.000000 73589791.974818 95543.795829
2459017.045590 150621837070.000000 284.000000 1575743.338624 94998.032410
2459017.050912 150621837070.000000 195.000000 31317440.580922 96104.529057
2459017.054985 150621976098.000000 304.000000 10045311.312358 95637.914730
2459017.541183 150630841697.000000 171.000000 73745803.870153 95552.621844
2459017.545283 150630978782.000000 284.000000 1596663.376869 95001.441841
2459017.550585 150630978782.000000 195.000000 31418041.382711 96030.055292
2459017.554640 150631101906.000000 304.000000 10152895.004502 95672.950624
2459018.041109 150639768088.000000 171.000000 73828044.912442 95601.478304
