# t_obs[JD] solar_distance[m] wavelength[angstrom] unnorm_flux[DN/s] unnorm_flux_unc[DN/s] pinholes[1ifYes] cameraError[1ifYes]
2450822.548995 145701065488.000000 195.000000 50609429.810218 8276.196687 0.000000 0.000000
2450822.553083 145701065488.000000 304.000000 34284451.863086 6256.214365 0.000000 1.000000
2450822.799267 145701065488.000000 284.000000 3800010.589094 2724.569398 1.000000 0.000000
2450822.807961 145701065488.000000 304.000000 34258570.742102 6242.960499 0.000000 0.000000
2450823.044958 145701065488.000000 171.000000 90484338.088800 11358.140440 0.000000 1.000000
2450823.049051 145701065488.000000 284.000000 3683607.405632 2621.393021 1.000000 0.000000
2450823.053853 145701065488.000000 195.000000 49869859.831757 8191.096839 0.000000 1.000000
2450823.057916 145701065488.000000 304.000000 34099430.333884 6262.108770 0.000000 0.000000
2450823.289788 145701065488.000000 171.000000 90700280.301053 11432.686226 0.000000 0.000000
2450823.298473 145701065488.000000 195.000000 49653282.221104 8167.560022 0.000000 0.000000
2450823.302600 145701065488.000000 304.000000 34141569.772839 6242.689406 0.000000 1.000000
2450823.539785 145713643267.000000 171.000000 89601257.187494 11301.416019 0.000000 1.000000
2450823.543851 145713643267.000000 284.000000 3583147.874077 2595.509613 1.000000 0.000000
2450823.548476 145713643267.000000 195.000000 49228254.387638 8136.376963 0.000000 1.000000
2450823.552578 145713643267.000000 304.000000 34196827.358295 6233.748680 0.000000 0.000000
2450823.795992 145713643267.000000 171.000000 90534556.249882 11361.485596 0.000000 0.000000
2450823.799880 145713643267.000000 284.000000 3598447.394305 2594.855254 1.000000 1.000000
2450823.804525 145713643267.000000 195.000000 49152098.888508 8133.834367 0.000000 0.000000
2450824.052070 145713643267.000000 171.000000 90141733.304372 11351.510250 0.000000 1.000000
2450824.056132 145713643267.000000 284.000000 3493339.648713 2582.502706 1.000000 0.000000
2450824.060825 145713643267.000000 195.000000 48907056.881027 8104.701377 0.000000 1.000000
2450824.064884 145713643267.000000 304.000000 34154207.682450 6234.207549 0.000000 0.000000
2450824.299143 145713643267.000000 171.000000 89184339.570911 11282.317315 0.000000 0.000000
2450824.307675 145713643267.000000 195.000000 49027123.101856 8119.318001 0.000000 0.000000
2450824.311742 145713643267.000000 304.000000 34183303.429229 6293.829780 0.000000 1.000000
2450824.541700 145726887918.000000 171.000000 87270352.567001 11161.291803 0.000000 1.000000
2450824.545726 145726887918.000000 284.000000 3482332.319867 2591.858747 1.000000 0.000000
2450824.550379 145726887918.000000 195.000000 48572801.253073 8081.789203 0.000000 1.000000
2450824.554441 145726887918.000000 304.000000 34177440.271737 6232.720634 0.000000 0.000000
2450824.805496 145726887918.000000 171.000000 88817109.782460 11233.332946 0.000000 1.000000
2450824.809521 145726887918.000000 284.000000 3470606.128630 2571.230879 1.000000 0.000000
2450824.814209 145726887918.000000 195.000000 49137920.281552 8115.997155 0.000000 1.000000
2450824.818305 145726887918.000000 304.000000 34176672.800584 6229.621758 0.000000 0.000000
2450825.061503 145726887918.000000 171.000000 88803761.918827 11225.717040 0.000000 1.000000
2450825.065561 145726887918.000000 284.000000 3503762.133430 2607.207436 1.000000 0.000000
2450825.070191 145726887918.000000 195.000000 49238023.156652 8118.109501 0.000000 1.000000
2450825.074288 145726887918.000000 304.000000 34277851.527412 6237.984081 0.000000 0.000000
2450825.304872 145726887918.000000 171.000000 88697993.155705 11242.273789 0.000000 0.000000
2450825.308937 145726887918.000000 284.000000 3559099.549638 2579.723388 1.000000 1.000000
2450825.313602 145726887918.000000 195.000000 51125079.274234 8278.745381 0.000000 0.000000
2450825.317664 145726887918.000000 304.000000 34760438.934871 6300.912883 0.000000 1.000000
2450825.548362 145740765273.000000 171.000000 91920498.091217 11440.178579 0.000000 1.000000
2450825.552386 145740765273.000000 284.000000 3686616.495685 2622.501578 1.000000 0.000000
2450825.557045 145740765273.000000 195.000000 51019881.971013 8259.071067 0.000000 1.000000
2450825.561108 145740765273.000000 304.000000 35526866.275693 6342.513775 0.000000 0.000000
2450825.797606 145740765273.000000 171.000000 91861691.088866 11412.535191 0.000000 0.000000
2450825.801660 145740765273.000000 284.000000 3790258.209691 2681.457788 1.000000 1.000000
2450825.806329 145740765273.000000 195.000000 51185853.778473 8277.509459 0.000000 0.000000
2450825.810265 145740765273.000000 304.000000 36286790.775901 6411.288051 0.000000 1.000000
2450826.036956 145740765273.000000 171.000000 93294208.148612 11521.325241 0.000000 0.000000
2450826.040993 145740765273.000000 284.000000 3927244.722015 2669.103588 1.000000 1.000000
2450826.045670 145740765273.000000 195.000000 52430543.848575 8374.623784 0.000000 0.000000
2450826.049740 145740765273.000000 304.000000 36534995.058369 6431.740133 0.000000 1.000000
2450826.291835 145740765273.000000 171.000000 96320068.397570 11764.591496 0.000000 1.000000
2450826.295693 145740765273.000000 284.000000 4108905.373849 2729.397945 1.000000 0.000000
2450826.300392 145740765273.000000 195.000000 53561936.455040 8491.473418 0.000000 1.000000
2450826.304463 145740765273.000000 304.000000 36907951.790388 6478.818303 0.000000 0.000000
2450826.541421 145755273568.000000 171.000000 96657120.362149 11754.031873 0.000000 1.000000
2450826.545453 145755273568.000000 284.000000 4129323.693007 2733.582191 1.000000 0.000000
2450826.549943 145755273568.000000 195.000000 53882929.810980 8495.561830 0.000000 1.000000
2450826.554006 145755273568.000000 304.000000 36435108.771199 6425.160404 0.000000 0.000000
2450826.794577 145755273568.000000 171.000000 97892756.800611 11834.386831 0.000000 0.000000
2450826.798654 145755273568.000000 284.000000 4186576.816020 2762.013916 1.000000 1.000000
2450826.803283 145755273568.000000 195.000000 54361726.600846 8547.345980 0.000000 0.000000
2450826.807379 145755273568.000000 304.000000 36482360.779849 6429.035154 0.000000 1.000000
2450827.046067 145755273568.000000 171.000000 98206174.747472 11845.229783 0.000000 1.000000
2450827.050124 145755273568.000000 284.000000 4137865.021408 2740.966120 1.000000 0.000000
2450827.054758 145755273568.000000 195.000000 54594965.117808 8560.365868 0.000000 1.000000
2450827.058844 145755273568.000000 304.000000 36184155.194720 6412.827584 0.000000 0.000000
2450827.290177 145755273568.000000 171.000000 97115277.288678 11825.229331 0.000000 1.000000
2450827.294209 145755273568.000000 284.000000 4152720.113150 2744.980022 1.000000 0.000000
2450827.298843 145755273568.000000 195.000000 54008240.728482 8549.267148 0.000000 1.000000
2450827.302905 145755273568.000000 304.000000 36080333.711138 6407.754161 0.000000 0.000000
2450827.540286 145770379092.000000 171.000000 96750479.831160 11713.957810 0.000000 1.000000
2450827.544337 145770379092.000000 284.000000 4135200.662006 2767.413889 1.000000 0.000000
2450827.549000 145770379092.000000 195.000000 53855029.580498 8513.694624 0.000000 1.000000
2450827.553073 145770379092.000000 304.000000 36029556.281051 6387.050737 0.000000 0.000000
2450827.794717 145770379092.000000 171.000000 96493200.865705 11781.651052 0.000000 0.000000
2450827.798767 145770379092.000000 284.000000 4211020.978280 2768.418057 1.000000 1.000000
2450827.803266 145770379092.000000 195.000000 54552567.823642 8591.932778 0.000000 0.000000
2450827.807329 145770379092.000000 304.000000 35993457.130845 6389.242875 0.000000 1.000000
2450828.000847 145770379092.000000 171.000000 95540745.170840 11723.479042 0.000000 0.000000
2450828.004876 145770379092.000000 284.000000 4292798.776740 2764.213458 1.000000 1.000000
2450828.009557 145770379092.000000 195.000000 54283784.451599 8601.010048 0.000000 0.000000
2450828.013634 145770379092.000000 304.000000 36198964.403888 6431.430639 0.000000 1.000000
2450828.290312 145770379092.000000 171.000000 96021100.054975 11793.865075 0.000000 1.000000
2450828.294338 145770379092.000000 284.000000 4357079.151821 2806.227156 1.000000 0.000000
2450828.298965 145770379092.000000 195.000000 54872961.498425 8655.001318 0.000000 1.000000
2450828.303046 145770379092.000000 304.000000 36012979.327205 6406.069067 0.000000 0.000000
2450828.549480 145786077300.000000 171.000000 95623577.966367 11727.854282 0.000000 0.000000
2450828.553544 145786077300.000000 284.000000 4378870.150256 2801.497441 1.000000 1.000000
2450828.558200 145786077300.000000 195.000000 54714160.358347 8623.184446 0.000000 0.000000
2450828.562300 145786077300.000000 304.000000 36724134.152993 6463.320990 0.000000 1.000000
2450828.798116 145786077300.000000 171.000000 95568499.819397 11745.068890 0.000000 1.000000
2450828.802011 145786077300.000000 284.000000 4449322.714727 2813.206093 1.000000 0.000000
2450828.806639 145786077300.000000 195.000000 55397142.670108 8675.288561 0.000000 1.000000
2450828.810739 145786077300.000000 304.000000 36645182.590669 6453.969884 0.000000 0.000000
2450829.062148 145786077300.000000 171.000000 96209430.531173 11824.913921 0.000000 0.000000
2450829.066162 145786077300.000000 284.000000 4638558.568777 2889.329616 1.000000 1.000000
2450829.070950 145786077300.000000 195.000000 56219528.146511 8790.243965 0.000000 0.000000
2450829.075021 145786077300.000000 304.000000 36954458.614798 6500.208813 0.000000 1.000000
2450829.291667 145786077300.000000 171.000000 95240563.235322 11742.285688 0.000000 0.000000
2450829.295707 145786077300.000000 284.000000 4589480.218841 2841.223775 1.000000 1.000000
2450829.300364 145786077300.000000 195.000000 55929187.132049 8746.832135 0.000000 0.000000
2450829.304473 145786077300.000000 304.000000 36667543.136260 6461.633087 0.000000 1.000000
2450829.550763 145802357181.000000 171.000000 95652029.453162 11751.352457 0.000000 1.000000
2450829.554831 145802357181.000000 284.000000 4602674.136341 2859.283516 1.000000 0.000000
2450829.559542 145802357181.000000 195.000000 55749853.775678 8724.978076 0.000000 1.000000
2450829.563610 145802357181.000000 304.000000 36695124.344986 6455.154022 0.000000 0.000000
2450829.799586 145802357181.000000 171.000000 94841349.082571 11654.234152 0.000000 0.000000
2450829.803661 145802357181.000000 284.000000 4662599.792490 2880.849669 1.000000 1.000000
2450829.808165 145802357181.000000 195.000000 56681753.511800 8787.051314 0.000000 0.000000
2450829.812239 145802357181.000000 304.000000 36331825.337564 6419.365265 0.000000 1.000000
2450830.042297 145802357181.000000 171.000000 96743189.839546 11836.779969 0.000000 1.000000
2450830.046327 145802357181.000000 284.000000 4797881.648802 2890.969827 1.000000 0.000000
2450830.050803 145802357181.000000 195.000000 56967252.051680 8859.217066 0.000000 1.000000
2450830.054911 145802357181.000000 304.000000 36563356.447342 6446.904492 0.000000 0.000000
2450830.295490 145802357181.000000 171.000000 97388669.784564 11927.254084 0.000000 1.000000
2450830.299530 145802357181.000000 284.000000 4843443.217483 2927.169862 1.000000 0.000000
2450830.304030 145802357181.000000 195.000000 57327891.158113 8869.985189 0.000000 1.000000
2450830.308108 145802357181.000000 304.000000 36615894.799818 6462.359966 0.000000 0.000000
2450830.549696 145819201221.000000 171.000000 96947517.583541 11852.275640 0.000000 1.000000
2450830.553727 145819201221.000000 284.000000 4922045.625648 2914.841394 1.000000 0.000000
2450830.558381 145819201221.000000 195.000000 57913167.412600 8878.137275 0.000000 1.000000
2450830.562447 145819201221.000000 304.000000 36589092.285346 6446.668044 0.000000 0.000000
2450830.805394 145819201221.000000 171.000000 96914171.880963 11887.078434 0.000000 1.000000
2450830.814089 145819201221.000000 195.000000 58707057.682086 8965.470347 0.000000 1.000000
2450831.061116 145819201221.000000 171.000000 97159941.411267 11840.576126 0.000000 0.000000
2450831.065172 145819201221.000000 284.000000 5112179.515744 2967.032933 1.000000 1.000000
2450831.069828 145819201221.000000 195.000000 58934248.764881 8965.447665 0.000000 0.000000
2450831.073759 145819201221.000000 304.000000 36806498.174252 6473.831081 0.000000 1.000000
2450831.316307 145819201221.000000 284.000000 5078380.988494 2971.145895 1.000000 1.000000
2450831.320977 145819201221.000000 195.000000 60199369.256567 9068.843594 0.000000 0.000000
2450831.325441 145819201221.000000 304.000000 36692563.438826 6456.424975 0.000000 1.000000
2450831.555688 145836590996.000000 171.000000 100236809.366049 12708.542119 0.000000 1.000000
2450831.559719 145836590996.000000 284.000000 5112113.912420 2977.445526 1.000000 0.000000
2450831.564386 145836590996.000000 195.000000 60342923.314787 9091.739367 0.000000 1.000000
2450831.568518 145836590996.000000 304.000000 37320272.811111 6512.304592 0.000000 0.000000
2450831.816356 145836590996.000000 171.000000 100481473.713539 12082.391544 0.000000 1.000000
2450831.820389 145836590996.000000 284.000000 5186879.094383 2985.318726 1.000000 0.000000
2450831.825022 145836590996.000000 195.000000 62094657.629247 9205.349616 0.000000 1.000000
2450832.098932 145836590996.000000 284.000000 5185749.000476 2977.547178 1.000000 1.000000
2450832.103564 145836590996.000000 195.000000 60439548.221760 9102.483670 0.000000 0.000000
2450832.107659 145836590996.000000 304.000000 36854234.186423 6468.446088 0.000000 1.000000
2450832.313178 145836590996.000000 284.000000 5235594.007178 2994.534701 1.000000 1.000000
2450832.541751 145854514322.000000 171.000000 98582500.748061 11995.698505 0.000000 1.000000
2450832.545851 145854514322.000000 284.000000 5323785.632780 3015.223779 1.000000 0.000000
2450832.550484 145854514322.000000 195.000000 61431330.736536 9152.706482 0.000000 1.000000
2450832.554562 145854514322.000000 304.000000 37589891.895474 6527.425686 0.000000 0.000000
2450832.796032 145854514322.000000 171.000000 100832294.313930 12121.325379 0.000000 0.000000
2450832.800101 145854514322.000000 284.000000 5359468.424028 3019.355549 1.000000 1.000000
2450832.804734 145854514322.000000 195.000000 61199482.806540 9129.164986 0.000000 0.000000
2450833.052354 145854514322.000000 171.000000 98927809.987613 12016.069827 0.000000 0.000000
2450833.056414 145854514322.000000 284.000000 5345990.375525 3008.155295 1.000000 1.000000
2450833.061049 145854514322.000000 195.000000 60998058.278939 9127.663748 0.000000 0.000000
2450833.065159 145854514322.000000 304.000000 37385844.085047 6514.077109 0.000000 1.000000
2450833.295692 145854514322.000000 171.000000 99247670.359642 12075.865515 0.000000 0.000000
2450833.304407 145854514322.000000 195.000000 62443631.809197 9218.587313 0.000000 0.000000
2450833.308497 145854514322.000000 304.000000 37605197.172385 6537.198981 0.000000 1.000000
2450833.533079 145872969278.000000 171.000000 100345562.153483 12119.526393 0.000000 1.000000
2450833.541759 145872969278.000000 195.000000 62938729.270906 9259.570085 0.000000 1.000000
2450833.545861 145872969278.000000 304.000000 37768575.765535 6544.033420 0.000000 0.000000
2450833.795465 145872969278.000000 171.000000 99928875.571855 12083.347259 0.000000 1.000000
2450833.799552 145872969278.000000 284.000000 5369474.524146 3019.852684 1.000000 0.000000
2450833.804221 145872969278.000000 195.000000 62533106.927827 9234.097785 0.000000 1.000000
2450833.808291 145872969278.000000 304.000000 37505861.175680 6520.842980 0.000000 0.000000
2450834.038666 145872969278.000000 171.000000 100601819.712993 12126.152482 0.000000 1.000000
2450834.042706 145872969278.000000 284.000000 5286897.398201 3008.219920 1.000000 0.000000
2450834.047398 145872969278.000000 195.000000 62859731.327123 9296.207614 0.000000 1.000000
2450834.051471 145872969278.000000 304.000000 37321065.186518 6508.208489 0.000000 0.000000
2450834.291566 145872969278.000000 171.000000 99647720.179240 12085.626079 0.000000 1.000000
2450834.295650 145872969278.000000 284.000000 5313465.100933 3030.509699 1.000000 0.000000
2450834.300319 145872969278.000000 195.000000 61543417.027653 9199.091358 0.000000 1.000000
2450834.304396 145872969278.000000 304.000000 37650951.214710 6560.843546 0.000000 0.000000
2450834.540129 145891926183.000000 171.000000 98854858.691975 11986.788488 0.000000 0.000000
2450834.544204 145891926183.000000 284.000000 5267107.231775 2995.041503 1.000000 1.000000
2450834.548872 145891926183.000000 195.000000 61091967.035563 9114.454471 0.000000 0.000000
2450834.552943 145891926183.000000 304.000000 37400369.295026 6506.220100 0.000000 1.000000
2450834.794267 145891926183.000000 171.000000 98704454.863181 11982.793478 0.000000 0.000000
2450834.798307 145891926183.000000 284.000000 5252452.090836 2977.632183 1.000000 1.000000
2450834.807065 145891926183.000000 304.000000 37583202.069103 6519.966869 0.000000 1.000000
2450835.063117 145891926183.000000 171.000000 99930690.945412 12040.652108 0.000000 1.000000
2450835.066739 145891926183.000000 284.000000 5136701.023456 2958.744285 1.000000 0.000000
2450835.071380 145891926183.000000 195.000000 61654549.326749 9146.006989 0.000000 1.000000
2450835.075477 145891926183.000000 304.000000 37363628.532943 6507.227168 0.000000 0.000000
2450835.290477 145891926183.000000 171.000000 100553405.612214 12100.360539 0.000000 0.000000
2450835.294569 145891926183.000000 284.000000 5153221.451023 2976.967571 1.000000 1.000000
2450835.299245 145891926183.000000 195.000000 62176339.642609 9211.642306 0.000000 0.000000
2450835.303332 145891926183.000000 304.000000 37434201.013032 6531.759679 0.000000 1.000000
2450835.541176 145911386780.000000 171.000000 101981662.088129 12117.500715 0.000000 1.000000
2450835.545227 145911386780.000000 284.000000 5088636.313520 2974.396805 1.000000 0.000000
2450835.549923 145911386780.000000 195.000000 62233372.485938 9169.965916 0.000000 1.000000
2450835.554011 145911386780.000000 304.000000 37421213.410093 6506.946582 0.000000 0.000000
2450835.795405 145911386780.000000 171.000000 100358962.009437 12049.595708 0.000000 1.000000
2450835.799440 145911386780.000000 284.000000 5109538.897801 2950.485856 1.000000 0.000000
2450835.803955 145911386780.000000 195.000000 61929416.341089 9158.404187 0.000000 1.000000
2450835.808073 145911386780.000000 304.000000 37477291.277433 6517.973457 0.000000 0.000000
2450836.207883 145911386780.000000 171.000000 98839642.538738 11996.424624 0.000000 1.000000
2450836.211969 145911386780.000000 284.000000 5081752.468874 2990.472605 1.000000 0.000000
2450836.216617 145911386780.000000 195.000000 61673485.184196 9170.317008 0.000000 1.000000
2450836.220709 145911386780.000000 304.000000 37679788.081549 6548.497706 0.000000 0.000000
2450836.290985 145911386780.000000 171.000000 99568991.924375 12025.835950 0.000000 1.000000
2450836.295015 145911386780.000000 284.000000 5096420.702309 2974.087991 1.000000 0.000000
2450836.299488 145911386780.000000 195.000000 62260784.984022 9207.927506 0.000000 1.000000
2450836.539147 145931339560.000000 171.000000 100310612.902182 12008.379229 0.000000 1.000000
2450836.543198 145931339560.000000 284.000000 5164348.793608 2973.482875 1.000000 0.000000
2450836.547870 145931339560.000000 195.000000 62501611.138476 9175.738065 0.000000 1.000000
2450836.551799 145931339560.000000 304.000000 37975150.616202 6551.528210 0.000000 0.000000
2450836.790580 145931339560.000000 171.000000 101649578.329901 12041.539226 0.000000 0.000000
2450836.794670 145931339560.000000 284.000000 5114209.465285 2949.770794 1.000000 1.000000
2450836.799334 145931339560.000000 195.000000 61901915.332022 9123.155501 0.000000 0.000000
2450836.803412 145931339560.000000 304.000000 37582746.712859 6516.076809 0.000000 1.000000
2450837.039119 145931339560.000000 171.000000 100666005.868665 11977.796272 0.000000 1.000000
2450837.043191 145931339560.000000 284.000000 5163814.378010 2958.378404 1.000000 0.000000
2450837.047680 145931339560.000000 195.000000 60630145.215125 8998.968483 0.000000 1.000000
2450837.051772 145931339560.000000 304.000000 37783366.755969 6531.144980 0.000000 0.000000
2450837.288694 145931339560.000000 171.000000 99074133.120721 11964.631082 0.000000 0.000000
2450837.292730 145931339560.000000 284.000000 5233690.304416 3005.940031 1.000000 1.000000
2450837.297417 145931339560.000000 195.000000 60738473.397879 9065.872704 0.000000 0.000000
2450837.301525 145931339560.000000 304.000000 37741837.043241 6550.866976 0.000000 1.000000
2450837.541749 145951774330.000000 171.000000 96991984.211541 11752.784142 0.000000 0.000000
2450837.545779 145951774330.000000 284.000000 5175257.236018 2960.802364 1.000000 1.000000
2450837.550269 145951774330.000000 195.000000 60219952.992643 8957.508874 0.000000 0.000000
2450837.554335 145951774330.000000 304.000000 37660273.585167 6522.975654 0.000000 1.000000
2450837.793224 145951774330.000000 171.000000 98306436.414965 11828.609588 0.000000 1.000000
2450837.797304 145951774330.000000 284.000000 5275775.724336 2993.062531 1.000000 0.000000
2450837.801933 145951774330.000000 195.000000 60728770.936446 8985.100412 0.000000 1.000000
2450837.806038 145951774330.000000 304.000000 37716510.354242 6531.415970 0.000000 0.000000
2450838.049875 145951774330.000000 171.000000 97370971.126206 11758.145282 0.000000 0.000000
2450838.053956 145951774330.000000 284.000000 5288426.987296 2983.751581 1.000000 1.000000
2450838.058608 145951774330.000000 195.000000 60377746.063713 8950.160216 0.000000 0.000000
2450838.062679 145951774330.000000 304.000000 37806120.565185 6539.921089 0.000000 1.000000
2450838.300841 145951774330.000000 171.000000 98268550.330445 11796.825890 0.000000 0.000000
2450838.304880 145951774330.000000 284.000000 5254593.153930 2992.994387 1.000000 1.000000
2450838.313657 145951774330.000000 304.000000 37588186.471745 6518.569153 0.000000 1.000000
2450838.544401 145972681088.000000 171.000000 97629971.337999 11757.739159 0.000000 1.000000
2450838.548288 145972681088.000000 284.000000 5266181.043427 2980.556924 1.000000 0.000000
2450838.557043 145972681088.000000 304.000000 37767810.853652 6534.820510 0.000000 0.000000
2450838.806217 145972681088.000000 171.000000 97896959.043893 11769.192888 0.000000 1.000000
2450838.810282 145972681088.000000 284.000000 5270718.338751 2989.258554 1.000000 0.000000
2450838.814912 145972681088.000000 195.000000 59746170.246428 8864.957213 0.000000 1.000000
2450838.818840 145972681088.000000 304.000000 37624903.467031 6519.108569 0.000000 0.000000
2450839.061193 145972681088.000000 171.000000 97820307.628119 11708.334914 0.000000 0.000000
2450839.065247 145972681088.000000 284.000000 5291443.547411 2973.160773 1.000000 1.000000
2450839.069927 145972681088.000000 195.000000 59629615.014150 8844.095254 0.000000 0.000000
2450839.073997 145972681088.000000 304.000000 37871178.307819 6535.910328 0.000000 1.000000
2450839.307250 145972681088.000000 171.000000 95155645.304474 11579.465061 0.000000 1.000000
2450839.311317 145972681088.000000 284.000000 5496420.475075 3031.900413 1.000000 0.000000
2450839.315949 145972681088.000000 195.000000 58300029.019946 8756.909289 0.000000 1.000000
2450839.320079 145972681088.000000 304.000000 39032167.961369 6641.870238 0.000000 0.000000
2450839.550467 145994055438.000000 171.000000 96326464.118166 11647.685286 0.000000 0.000000
2450839.554555 145994055438.000000 284.000000 5479964.255757 3020.523102 1.000000 1.000000
2450839.559237 145994055438.000000 195.000000 59239178.683048 8820.780306 0.000000 0.000000
2450839.563301 145994055438.000000 304.000000 38616418.426562 6600.826311 0.000000 1.000000
2450839.800578 145994055438.000000 171.000000 96051452.305109 11606.572292 0.000000 1.000000
2450839.804622 145994055438.000000 284.000000 5427309.570677 3002.632001 1.000000 0.000000
2450839.809287 145994055438.000000 195.000000 59261327.164253 8801.873049 0.000000 1.000000
2450839.813399 145994055438.000000 304.000000 38668910.133986 6597.171082 0.000000 0.000000
2450840.039084 145994055438.000000 171.000000 93555108.420546 11406.612606 0.000000 0.000000
2450840.044146 145994055438.000000 284.000000 5414422.123465 3000.396937 1.000000 1.000000
2450840.048667 145994055438.000000 195.000000 59920248.622033 8852.686056 0.000000 0.000000
2450840.052738 145994055438.000000 304.000000 38670281.973819 6605.153866 0.000000 1.000000
2450840.291320 145994055438.000000 171.000000 98556867.646509 11777.507885 0.000000 0.000000
2450840.295393 145994055438.000000 284.000000 5402535.786874 3020.429765 1.000000 1.000000
2450840.300023 145994055438.000000 195.000000 60217080.036446 8900.577150 0.000000 0.000000
2450840.304138 145994055438.000000 304.000000 38750465.250927 6620.492295 0.000000 1.000000
2450840.544687 146015891737.000000 284.000000 5354068.572566 2993.694365 1.000000 1.000000
2450840.549186 146015891737.000000 195.000000 58855890.609730 8778.373847 0.000000 0.000000
2450840.553249 146015891737.000000 304.000000 38932317.862121 6633.147331 0.000000 1.000000
2450840.790907 146015891737.000000 171.000000 99275813.960751 11771.462855 0.000000 0.000000
2450840.794943 146015891737.000000 284.000000 5294721.190682 2995.240188 1.000000 1.000000
2450840.799602 146015891737.000000 195.000000 60051399.469063 8826.080685 0.000000 0.000000
2450840.803733 146015891737.000000 304.000000 38853763.925741 6625.940979 0.000000 1.000000
2450841.042786 146015891737.000000 171.000000 100096601.813717 11837.373646 0.000000 1.000000
2450841.051535 146015891737.000000 195.000000 59470289.716493 8802.789213 0.000000 1.000000
2450841.055608 146015891737.000000 304.000000 38860279.549349 6656.336006 0.000000 0.000000
2450841.294667 146015891737.000000 284.000000 5414805.283028 3045.459922 1.000000 1.000000
2450841.303362 146015891737.000000 304.000000 38875956.934417 6637.096926 0.000000 1.000000
2450841.543384 146038169584.000000 171.000000 99109824.906520 11794.976268 0.000000 0.000000
2450841.547461 146038169584.000000 284.000000 5337763.667115 3007.260851 1.000000 1.000000
2450841.552091 146038169584.000000 195.000000 59450668.661911 8797.537915 0.000000 0.000000
2450841.556215 146038169584.000000 304.000000 38547525.917553 6588.566198 0.000000 1.000000
2450841.791308 146038169584.000000 171.000000 100394817.228706 11870.727064 0.000000 0.000000
2450841.795392 146038169584.000000 284.000000 5312474.897136 3011.165556 1.000000 1.000000
2450841.800022 146038169584.000000 195.000000 59343574.846407 8797.966307 0.000000 0.000000
2450841.804130 146038169584.000000 304.000000 38321880.948727 6575.559322 0.000000 1.000000
2450842.040894 146038169584.000000 171.000000 99710750.336934 11851.143715 0.000000 0.000000
2450842.044986 146038169584.000000 284.000000 5197252.291572 2985.481172 1.000000 1.000000
2450842.049628 146038169584.000000 195.000000 59052580.613783 8798.478313 0.000000 0.000000
2450842.053709 146038169584.000000 304.000000 38195604.057588 6589.527799 0.000000 1.000000
2450842.541091 146061217617.000000 171.000000 98766052.973624 11812.611105 0.000000 0.000000
2450842.545157 146061217617.000000 284.000000 5094293.259990 2955.468198 1.000000 1.000000
2450842.549791 146061217617.000000 195.000000 58477596.440773 8763.576135 0.000000 0.000000
2450842.553898 146061217617.000000 304.000000 38044523.486345 6552.546493 0.000000 1.000000
2450842.794971 146061217617.000000 171.000000 100113350.447352 11907.284126 0.000000 1.000000
2450842.799005 146061217617.000000 284.000000 5204430.625996 2978.780200 1.000000 0.000000
2450842.803676 146061217617.000000 195.000000 59053143.892293 8826.276275 0.000000 1.000000
2450842.807618 146061217617.000000 304.000000 38169447.376952 6566.662638 0.000000 0.000000
2450843.053826 146061217617.000000 284.000000 5125880.208367 2963.753337 1.000000 1.000000
2450843.058492 146061217617.000000 195.000000 59567643.476239 8883.465580 0.000000 0.000000
2450843.062501 146061217617.000000 304.000000 37504409.676225 6510.609025 0.000000 1.000000
2450843.290507 146061217617.000000 171.000000 101171117.836631 12042.269698 0.000000 0.000000
2450843.294535 146061217617.000000 284.000000 5141617.984156 2994.322125 1.000000 1.000000
2450843.299231 146061217617.000000 195.000000 58844220.305321 8865.459255 0.000000 0.000000
2450843.303315 146061217617.000000 304.000000 37462947.083206 6517.675741 0.000000 1.000000
2450843.544603 146085357624.000000 171.000000 99373826.398552 11888.311176 0.000000 1.000000
2450843.548634 146085357624.000000 284.000000 5098016.244172 2992.100057 1.000000 0.000000
2450843.553133 146085357624.000000 195.000000 58991368.790898 8875.332764 0.000000 1.000000
2450843.557216 146085357624.000000 304.000000 37084963.859183 6473.015410 0.000000 0.000000
2450843.794563 146085357624.000000 171.000000 99860427.885550 11945.604422 0.000000 0.000000
2450843.798630 146085357624.000000 284.000000 5064472.598612 2964.274841 1.000000 1.000000
2450843.807349 146085357624.000000 304.000000 36959757.206729 6465.567027 0.000000 1.000000
2450844.047959 146085357624.000000 171.000000 100915425.679611 12036.900919 0.000000 0.000000
2450844.052033 146085357624.000000 284.000000 4998463.003478 2981.316001 1.000000 1.000000
2450844.056671 146085357624.000000 195.000000 60054959.016749 8992.652816 0.000000 0.000000
2450844.060781 146085357624.000000 304.000000 36691241.681915 6444.888806 0.000000 1.000000
2450844.290619 146085357624.000000 171.000000 100494509.955374 12052.470394 0.000000 0.000000
2450844.299286 146085357624.000000 195.000000 58988281.445142 8995.121307 0.000000 0.000000
2450844.303382 146085357624.000000 304.000000 36906172.015888 6486.460971 0.000000 1.000000
2450844.797325 146109964314.000000 171.000000 98370469.782630 11890.976666 0.000000 1.000000
2450844.801355 146109964314.000000 284.000000 4767325.476463 2902.607232 1.000000 0.000000
2450844.805847 146109964314.000000 195.000000 57008769.071491 8780.004195 0.000000 1.000000
2450845.050363 146109964314.000000 171.000000 97146429.080289 11828.737496 0.000000 1.000000
