# t_obs[JD] flux_mean[DN/s] flux_stdev[DN/s]
2453728.643951 836.199476 10.947503
2453735.591460 836.412157 4.496602
2453735.607892 836.436460 4.109094
2453742.591451 836.478927 7.799058
2453742.607881 836.441442 3.787623
2453749.591449 836.240530 3.662685
2453749.607881 836.248947 4.567349
2453756.591451 836.117434 3.746288
2453756.607881 836.107696 5.446205
2453763.591452 835.980142 4.031722
2453763.607881 836.014422 5.577745
2453770.591468 835.874785 11.100302
2453770.607881 835.887679 4.477690
2453777.591452 835.765051 13.550388
2453777.607881 835.753471 13.233665
2453784.591454 835.690977 3.942212
2453784.607881 835.700020 5.492857
2453791.591451 835.571549 4.392018
2453791.607881 835.582755 4.560855
2453794.591210 835.436749 5.315303
2453794.595030 835.493386 4.728178
2453794.598854 836.125366 27.642893
2453794.603794 837.574406 56.998967
2453794.620019 835.478459 12.784039
2453819.591397 834.807768 3.965407
2453819.607891 834.804744 5.172908
2453826.591450 834.508677 19.954770
2453826.607882 834.379540 4.016077
2453833.591449 834.733277 5.633579
2453833.607881 834.734868 6.643166
2453840.591447 834.677083 8.325176
2453840.607882 834.613256 5.388642
2453847.591864 834.467629 5.928714
2453847.608313 834.462296 5.472674
2453854.591480 834.498929 4.124743
2453854.607952 834.523808 4.740927
2453861.591272 834.501727 7.605954
2453861.607481 834.518554 11.445676
2453868.648076 834.302063 9.774640
2453868.662088 834.316437 7.171175
2453875.591530 834.102767 4.448400
2453875.607975 834.131122 9.365408
2453882.464678 834.621291 9.499223
2453882.468507 834.712892 8.953229
2453882.472356 834.537093 38.672245
2453882.477330 836.634272 40.142173
2453882.485779 836.932750 56.129005
2453910.591615 834.319042 7.426585
2453910.608295 834.337898 7.391679
2453917.591831 833.995605 3.667018
2453917.608273 834.075940 6.350726
2453924.591446 834.173207 4.204482
2453924.607882 834.187913 14.071466
2453931.591901 834.157010 3.548995
2453931.608173 834.196620 3.853168
2453938.591394 834.184489 38.731149
2453938.607828 833.840762 8.136912
2453945.591015 834.092300 11.728969
2453945.607464 834.061828 3.769649
2454001.591200 834.403039 6.881522
2454001.607868 834.433131 6.082137
2454008.591200 834.389172 4.757793
2454008.607866 834.446422 6.084325
2454015.591200 834.320442 5.045838
2454015.607868 834.307226 5.073690
2454050.591801 834.979316 4.898352
2454050.608297 834.989030 6.046695
2454057.591905 834.997901 3.700888
2454057.608320 835.003623 7.028878
2454064.591891 835.204035 4.251788
2454064.608321 834.403331 29.931838
2454092.590607 835.286418 5.176307
2454092.606770 835.278680 3.852888
2454099.591819 835.462542 4.851696
2454099.608253 835.442698 3.901788
2454106.591565 835.478975 4.595879
2454106.607811 835.521503 9.428333
2454120.591608 834.854290 5.412127
2454120.608287 834.897274 4.789422
2454134.590805 834.888289 3.506065
2454134.607236 834.894307 8.783248
2454141.591815 834.890491 4.646425
2454141.608208 834.914253 16.343134
2454183.592054 833.823887 9.585758
2454183.608230 833.805312 9.297278
2454190.591853 833.431437 6.696380
2454190.608320 833.443570 6.490971
2454204.591832 833.161430 16.942531
2454204.608313 833.173878 4.034911
2454211.591383 833.335221 30.715179
2454211.607848 833.252975 7.803046
2454218.591829 833.081963 7.333546
2454218.608286 833.093365 4.927435
2454225.591391 833.025573 10.325144
2454225.607817 832.987055 5.176906
2454232.591849 832.854667 16.912515
2454232.608276 832.860796 18.681942
2454239.199290 832.703401 5.892814
2454239.203032 832.688035 4.376778
2454239.206798 833.308041 19.028649
2454239.211689 835.030137 57.073373
2454239.234490 832.612663 12.864200
2454253.591168 833.093509 4.713459
2454253.607518 833.094567 4.280169
2454267.591162 833.086481 3.866667
2454267.607569 833.089615 6.507792
2454274.590689 833.084987 5.679105
2454274.607100 833.189386 28.259431
2454281.591879 832.985312 4.117992
2454281.608295 833.033319 6.336333
2454288.591048 832.901497 3.639236
2454288.607469 833.011123 10.540378
2454295.591514 832.944636 3.645362
2454295.607934 832.990004 8.337070
2454302.591800 832.094942 27.216994
2454302.607837 832.949546 26.874457
2454309.591871 832.799902 6.026627
2454309.608299 832.867403 14.262095
2454312.182181 832.855393 5.877195
2454312.185993 832.882696 5.052850
2454312.189788 833.598418 33.763743
2454312.194762 835.068770 43.694114
2454337.590782 831.904004 32.774770
2454337.607196 833.106226 7.458558
2454339.257521 833.138885 3.871474
2454339.291077 833.067293 7.862872
2454339.295921 833.880593 34.763478
2454339.302650 835.247742 45.617408
2454339.318063 832.969883 3.534894
2454351.591887 833.015986 6.107286
2454351.608311 833.058816 19.412182
2454358.591839 832.963429 5.766671
2454358.607848 833.004923 5.028336
2454365.591156 832.806534 16.413243
2454365.607562 832.747056 7.592549
2454379.590037 833.120785 10.525812
2454379.606427 833.149905 6.890482
2454393.591859 833.003520 3.856437
2454393.608267 833.007375 15.454163
2454400.591742 833.556723 11.506035
2454400.608216 833.526155 18.453475
2454407.591420 833.906101 9.611753
2454407.607903 833.908351 4.528890
2454414.591722 834.032948 4.799333
2454414.608206 833.990541 5.951123
2454423.894824 833.213948 26.449474
2454423.898748 834.057990 6.578350
2454423.907078 834.736604 13.966364
2454423.912001 836.447224 40.792743
2454423.945357 833.164621 26.318225
2454442.591941 834.742779 6.677218
2454442.608325 834.742814 11.214422
2454449.591083 834.864876 10.771308
2454449.607494 834.859148 13.305225
2454456.591551 834.967105 6.268247
2454456.607939 834.939197 5.879943
2454463.591820 834.914823 19.934081
2454463.608216 834.920885 6.966697
2454470.591543 834.997695 6.030989
2454470.607931 834.979075 6.327558
2454477.608224 834.778883 4.558858
2454484.591116 834.861431 5.621110
2454484.607533 834.047775 26.500920
2454491.591812 834.848733 4.507403
2454491.608237 834.853594 6.449909
2454498.591913 834.831427 6.707131
2454498.608301 834.810277 3.630782
2454519.327700 833.975356 26.725534
2454519.331866 833.817657 39.206012
2454519.337414 828.255805 102.551002
2454525.349482 834.391100 4.171772
2454525.356419 834.386889 3.949863
2454525.361978 835.235324 34.120694
2454525.370308 836.592462 46.888327
2454533.591813 833.646760 17.995609
2454533.608194 833.567643 5.792220
2454540.591114 833.285797 5.072452
2454540.607522 833.304173 18.234337
2454547.591779 832.864270 3.911752
2454547.608183 833.000465 43.059496
2454554.591469 832.495692 3.838319
2454554.607885 832.491447 4.518265
2454561.591316 832.628177 4.536645
2454561.607824 832.662792 7.720850
2454568.591417 832.531392 11.183161
2454568.607893 832.510488 5.423537
2454575.591900 832.417938 14.540912
2454575.608312 832.364557 3.734925
2454582.591823 832.224939 6.549807
2454582.608245 832.280483 22.475268
2454589.591540 832.318488 6.406876
2454589.607944 832.355188 6.293833
2454596.591437 832.287294 6.123195
2454596.607855 832.244542 5.737018
2454603.249077 831.440850 26.245219
2454603.253234 832.302547 10.424808
2454603.257089 832.995175 25.758828
2454603.262059 834.700911 53.103281
2454617.590906 832.262674 13.358661
2454617.607561 832.288969 5.946192
2454624.591190 831.832808 4.044308
2454624.607842 831.871046 5.821025
2454630.097190 831.264126 26.296875
2454630.101012 832.080859 7.895998
2454630.104834 832.810606 23.180990
2454630.109783 834.562007 49.070942
2454638.591573 831.896209 8.387579
2454638.608218 832.149416 11.200726
2454645.591267 831.982705 8.847037
2454645.607919 832.004714 5.081469
2454652.591189 831.751258 5.896950
2454652.607818 830.968596 26.514360
2454659.591636 831.991835 13.061074
2454659.608297 832.014012 5.702602
2454666.590424 831.897166 5.080345
2454666.607074 831.897943 4.314930
2454673.590366 831.897967 8.349840
2454673.606780 831.888503 7.459064
2454687.133206 831.954401 7.688181
2454687.136974 831.957850 5.186138
2454687.141538 832.737497 28.157949
2454687.146448 834.481532 61.664529
2454687.156639 831.904073 4.251645
2454708.589920 832.126978 22.062016
2454708.606347 831.319140 31.804935
2454715.590658 832.138354 4.596331
2454715.607083 832.169372 19.039831
2454722.590660 832.139889 3.516258
2454722.607084 831.290482 26.633127
2454729.590605 832.184488 4.230575
2454729.607088 832.223777 6.234843
2454736.590605 831.446179 26.226617
2454736.607099 832.289107 14.760473
2454743.590605 832.581818 15.530868
2454743.607095 832.560565 14.223599
2454750.590925 832.477867 5.606454
2454750.607084 832.539413 33.523465
2454757.590659 832.543293 8.226490
2454757.607083 832.522981 13.514046
2454764.590658 832.703478 9.290274
2454764.607084 832.665569 7.486135
2454771.590658 832.881525 7.075239
2454771.607084 832.873833 6.296859
2454778.590605 833.227629 6.651368
2454778.607083 833.258324 4.883865
2454799.591900 833.940969 4.332894
2454799.608329 833.910542 4.307196
2454806.591510 834.136757 3.600746
2454806.607907 834.182019 7.779898
2454813.591756 833.719887 4.412786
2454813.608187 833.704866 6.488332
2454820.591478 833.844046 4.460786
2454820.607894 833.821977 4.379374
2454827.592021 833.991527 5.436146
2454827.608202 833.934264 5.703535
2454834.590728 834.232812 4.405440
2454834.607150 834.275687 20.897936
2454841.590619 834.141637 5.802581
2454841.607206 834.132196 12.211298
2454848.591822 834.399897 6.672740
2454848.608233 834.372966 11.450071
2454855.591167 834.021254 7.703133
2454855.607573 834.014131 7.068001
2454862.591447 833.862556 5.358525
2454862.607873 833.828424 3.723910
2454869.670154 833.852948 31.623010
2454869.675029 833.772144 7.736064
2454869.684043 833.768369 42.010911
2454869.689598 836.455085 69.184310
2454877.083562 832.633709 4.345630
2454877.088052 832.679689 5.581893
2454877.092914 833.647965 40.026148
2454877.098456 835.466643 65.730529
2454890.591537 832.869638 12.612906
2454890.608208 832.059668 28.451258
2454897.591216 832.629850 3.998261
2454897.607852 832.696439 4.833127
2454904.590391 832.261959 4.732066
2454904.607203 831.513118 31.924352
2454911.591576 831.849324 4.457334
2454911.608275 831.941669 17.387460
2454918.591128 831.995752 4.077794
2454918.607940 832.040847 15.332106
2454925.591575 831.876517 5.797780
2454925.608242 831.942177 6.700054
2454932.590031 831.947107 5.270118
2454932.606678 831.960847 9.844321
2454939.591607 831.901118 10.387605
2454939.608271 831.917581 5.216723
2454954.178469 831.704102 26.870108
2454954.182638 831.685055 4.632812
2454954.186805 832.462035 22.591796
2454954.192322 834.797994 89.476601
2454967.591828 831.572534 7.469737
2454967.608242 831.606464 8.322130
2454974.590615 831.614583 14.154636
2454974.607201 831.663387 23.393485
2454981.590329 830.808151 27.534991
2454981.606750 831.587352 5.033620
2454988.592145 831.504939 5.011694
2454988.608312 831.589915 15.429927
2454995.591765 830.590826 26.914731
2454995.608240 831.442547 4.519587
2455002.591516 831.221693 17.949871
2455002.607950 831.252104 5.147498
2455005.152146 831.298274 7.453151
2455005.156005 831.329766 12.935725
2455005.159884 832.034528 17.010470
2455005.164860 833.843708 51.710141
2455009.591799 831.319264 13.267696
2455009.608202 831.314368 5.011287
2455016.590297 831.168518 6.768294
2455016.606825 831.188638 5.312973
2455023.591420 831.102727 6.222369
2455023.607843 831.125030 5.279638
2455037.590789 831.230283 10.772050
2455037.607212 830.454907 27.067870
2455044.591239 830.434410 27.080794
2455044.607658 831.260762 6.907987
2455048.218287 831.256362 5.041002
2455048.222443 831.287895 5.588151
2455048.226609 832.203274 31.487252
2455048.231608 834.159009 63.699785
2455065.591552 831.510075 12.100375
2455065.608217 831.461699 4.476480
2455072.591510 831.532681 16.534184
2455072.608177 831.599462 7.667022
2455079.591480 831.355947 5.890058
2455079.607900 831.384132 3.870067
2455100.591079 831.643505 4.594352
2455100.607504 831.632241 5.735624
2455107.589507 831.601273 6.626470
2455107.606102 831.578342 5.105984
2455114.590087 831.597811 6.035858
2455114.606366 831.622701 6.211523
2455121.590774 831.754340 3.888538
2455121.607186 831.767520 7.851283
2455128.591726 831.546761 27.086835
2455128.608161 831.494355 17.188068
2455156.629969 831.639830 20.562509
2455156.644099 831.704033 6.401387
2455163.591869 831.773407 4.859714
2455163.608291 831.095324 27.189135
2455170.591797 831.937702 4.637723
2455170.608204 831.989082 12.146247
2455177.591871 832.138272 7.729502
2455177.608290 832.114279 7.006748
2455184.591782 832.014828 5.902796
2455184.608197 831.966937 7.409551
2455191.591864 832.141155 5.808048
2455191.608269 832.200015 20.663062
2455198.589530 832.235747 13.551831
2455198.605958 832.216650 4.470616
2455205.590739 832.262060 5.531077
2455205.607148 832.240988 5.522610
2455219.591886 831.851764 7.487264
2455219.608292 831.858085 14.393846
2455224.217225 832.102686 5.517941
2455224.221393 832.134267 5.374419
2455224.225582 833.241620 50.610519
2455224.230511 834.260318 54.375593
2455240.591877 831.968039 20.917355
2455240.608300 831.913826 5.909240
2455247.591102 831.654231 5.113706
2455247.607523 831.679074 6.206043
2455254.591007 831.267835 4.262782
2455254.607422 832.252730 58.280683
2455261.591826 830.707467 4.154841
2455261.608235 830.745519 4.769948
2455268.591921 830.518877 8.504965
2455268.608350 830.564007 17.874378
2455275.591936 830.226314 4.792893
2455275.608339 830.238276 8.848501
2455282.591861 830.577118 4.760594
2455282.608333 830.449784 7.533358
2455289.589922 830.680918 9.829922
2455289.606348 830.823076 39.277860
2455296.591856 830.336452 5.116818
2455296.608284 830.317437 6.463264
2455303.591908 830.316520 6.885367
2455303.608338 830.348200 9.783695
2455310.591467 828.686541 37.111425
2455310.607896 830.287998 4.687208
2455312.461704 830.185856 4.405572
2455312.465558 830.193606 6.313327
2455312.469449 830.939726 31.238227
2455312.474441 831.701544 42.077517
2455312.525392 830.120098 4.895201
2455312.529369 830.152468 4.154619
2455312.533228 830.922766 30.722447
2455312.538103 832.571971 50.881242
2455324.607926 830.259787 4.941269
2455331.591799 829.422005 28.123587
2455331.608343 830.256051 10.979930
2455338.590785 829.920747 3.602510
2455338.607175 829.971103 5.537745
2455345.591810 829.924370 6.901451
2455345.608199 829.923233 9.074681
2455352.590753 829.892984 8.650547
2455352.607163 829.843045 3.804428
2455359.591779 829.979824 5.327018
2455359.608186 829.992885 5.191516
2455362.440994 830.001909 7.196833
2455362.444791 829.999117 5.602680
2455362.448650 830.843346 27.922625
2455362.453666 832.383046 46.380044
2455366.591831 829.792755 7.198316
2455366.608265 829.792133 5.798863
2455373.603099 829.195455 26.385010
2455373.611077 829.944104 13.544288
2455380.608132 829.691321 4.721715
2455380.622103 829.731711 7.322018
2455387.591762 829.116006 26.306956
2455387.608187 829.928265 4.796460
2455394.591088 829.139107 26.596484
2455394.607533 829.973873 9.421442
2455398.454375 829.883099 4.537763
2455398.458534 829.946803 6.221090
2455398.462699 830.671863 20.658174
2455398.467686 832.535066 64.698311
2455398.477075 829.086346 26.229503
2455443.591844 829.559209 5.348963
2455443.608271 829.596417 4.391234
2455450.591918 829.777363 4.473848
2455450.608338 829.799471 8.927485
2455464.591075 828.724930 26.572008
2455464.607482 828.747662 27.342768
2455471.591118 829.621926 21.494939
2455471.607542 829.605007 3.944942
2455478.590677 829.598353 5.013664
2455478.607109 829.670940 22.772123
2455485.630247 829.510712 4.298156
2455485.645512 829.582015 3.908078
2455492.591090 829.649171 6.585812
2455492.607570 829.639229 6.266468
2455499.592057 829.449431 4.294117
2455499.608502 829.496283 4.475914
2455506.591428 829.583119 3.754754
2455506.607854 829.627095 4.801641
2455513.591817 829.881996 4.242478
2455513.608294 829.890870 5.868032
2455520.590705 829.615295 3.417380
2455520.607185 829.813590 35.946539
2455527.591850 829.687204 5.403037
2455527.608274 829.895159 47.404407
2455541.591857 829.732162 6.403576
2455541.608271 829.769868 7.689748
2455548.591179 829.785361 4.959358
2455548.607607 829.831203 5.732268
2455555.590758 829.900418 9.257196
2455555.607151 829.915954 8.799668
2455562.591846 829.914062 4.146155
2455562.608270 829.920881 4.342031
2455569.590375 829.985329 15.559793
2455569.606804 829.976171 8.863725
2455576.591358 829.911695 12.417771
2455576.607836 829.948930 12.522162
2455590.591840 829.407192 9.174472
2455590.608265 829.454335 4.813820
2455597.591249 829.502413 5.730022
2455597.607691 829.501936 3.545324
2455602.203111 828.725036 26.597289
2455602.206938 829.534244 13.690159
2455618.591901 829.248155 4.509278
2455618.608317 829.320328 6.187148
2455625.591772 829.264740 3.535428
2455625.608243 829.272149 4.689456
2455638.591495 829.090237 3.765208
2455638.607933 829.166520 5.812145
2455645.591893 828.753623 16.079939
2455645.608324 829.054859 6.344694
2455652.591861 828.982036 3.919201
2455652.608287 829.017048 3.843270
2455659.588589 829.030449 6.171065
2455659.605009 828.991318 4.880363
2455666.608224 828.942955 3.955947
2455673.590981 828.919295 3.535088
2455673.607628 828.997561 8.582499
2455680.591896 829.005881 40.456225
2455680.608352 828.886372 5.095461
2455687.591422 828.852749 11.361637
2455687.607823 828.880750 8.420243
2455694.591534 828.724699 4.655570
2455694.607952 828.915690 51.125295
2455701.590259 828.744132 11.259480
2455701.606882 828.765998 5.599096
2455708.589670 828.655650 7.934325
2455708.606094 828.711740 5.785892
2455715.590239 828.532853 3.392808
2455715.606668 828.593998 7.040485
2455722.591490 828.550386 13.563199
2455722.607910 828.727275 37.753950
2455730.591819 828.561344 5.539892
2455730.607878 827.784651 26.166751
2455736.591096 828.443876 6.448115
2455736.607510 828.479304 3.716125
2455743.591373 827.955713 15.112519
2455743.607858 828.659865 7.663593
2455750.590721 828.575869 26.745357
2455750.607202 828.532272 5.136565
2455757.591500 828.521935 27.123683
2455757.608090 828.515243 8.894126
2455761.123393 828.509304 4.165985
2455761.127546 828.551393 11.105928
2455761.131724 829.132630 13.501916
2455761.136628 830.527005 45.541395
2455771.590283 828.625676 3.984130
2455771.606859 827.856866 27.554399
2455778.590753 828.715710 10.133273
2455778.607190 828.749898 12.398623
2455785.590052 828.749124 17.288534
2455785.606491 828.736862 5.480305
2455792.590686 828.495153 8.547766
2455792.607118 828.468338 3.917930
2455799.591757 828.537344 3.938887
2455799.608291 828.513920 3.777218
2455806.591058 828.540846 4.597631
2455806.607441 828.544126 4.481254
2455813.590948 828.550179 5.850309
2455813.607401 828.600159 5.826350
2455820.589705 828.498549 3.944483
2455820.606137 828.529427 4.079176
2455827.590724 828.589158 3.864596
2455827.607149 828.609850 4.897971
2455834.591617 828.643189 16.163055
2455834.608041 828.627029 6.218225
2455841.590961 828.633967 3.235183
2455841.607393 828.677238 3.344483
2455851.591064 828.741518 4.030562
2455851.607527 828.770140 6.736915
2455855.608104 828.504764 12.265777
2455855.623324 827.752369 26.207481
2455862.591782 828.795269 7.476285
2455862.608204 828.824725 5.151969
2455869.591762 828.789866 15.257034
2455869.608244 828.760769 7.748305
2455876.590970 828.095495 28.641960
2455876.607451 828.943978 4.656956
2455883.591790 828.849495 4.374031
2455883.608272 828.921442 5.095351
2455890.589970 828.828408 4.749976
2455890.606403 828.837799 4.336204
2455897.591103 828.934367 8.095770
2455897.607536 828.947501 4.594629
2455904.589259 828.860538 3.855192
2455904.605704 828.833713 4.120509
2455914.591486 828.181507 27.202646
2455914.607930 829.025208 4.576616
2455918.591988 828.973456 4.516287
2455918.608414 828.990004 5.056980
2455923.590581 828.991105 10.185341
2455923.607011 829.033364 5.817387
2455925.591806 829.073483 19.839947
2455925.608220 829.061160 5.290207
2455946.590046 829.204550 10.316079
2455946.606491 829.175198 4.769644
2455953.608144 828.913051 5.850940
2455960.591556 828.748553 6.160258
2455960.607828 828.771532 6.106994
2455967.588850 828.550680 3.825117
2455967.604712 828.694317 34.233927
2455974.591984 828.270673 5.041905
2455974.608412 828.318254 3.972795
2455981.591044 828.457547 3.821651
2455981.607630 828.576264 20.756694
2455988.591040 828.574753 5.108699
2455988.607165 828.621766 15.805759
2455995.932824 829.529393 50.106783
2455995.948781 829.979625 63.378931
2456002.591066 827.874787 2.849167
2456002.607501 826.314104 36.824116
2456009.589593 827.938564 5.813127
2456009.606027 827.945819 7.428107
2456016.589938 827.927512 5.695458
2456016.606437 827.929729 5.348982
2456023.590706 827.873421 3.601933
2456023.607204 827.907454 10.494963
2456030.591774 827.811910 3.553434
2456030.608207 827.889608 5.462012
2456037.589285 827.812878 12.442833
2456037.605732 827.830540 15.800152
2456044.628903 827.732518 4.426781
2456044.642177 827.841449 19.219993
2456065.589282 826.835429 28.593221
2456065.605592 827.617524 8.967025
2456072.591525 827.551156 3.680660
2456072.607932 827.585479 6.262778
2456079.591814 827.537382 3.782119
2456079.608224 827.560628 3.591148
2456086.590323 827.672359 3.461542
2456086.606844 827.679514 7.744707
2456093.633503 827.497117 3.981323
2456093.650016 827.492318 3.330967
2456100.591916 826.686269 26.709918
2456100.608328 827.509419 3.481003
2456111.072236 827.472298 8.331599
2456111.076052 827.529499 5.917205
2456111.079868 828.101615 15.840607
2456111.084808 829.633357 57.007677
2456111.094943 827.528149 4.132283
2456128.591642 827.511361 14.300235
2456128.608072 827.561028 8.412910
2456132.070657 827.614701 10.001083
2456132.074475 827.631851 8.355748
2456132.078319 828.834078 28.611690
2456132.083261 831.700205 68.654371
2456135.591830 827.506758 5.413905
2456135.625314 827.645438 23.015479
2456142.590499 827.568250 5.764601
2456142.606931 827.567735 4.624603
2456156.590391 827.477619 4.296841
2456156.606821 827.542088 4.142387
2456163.590191 827.403123 5.236711
2456163.606625 827.404617 9.824158
2456170.590316 827.517300 7.085055
2456170.606748 827.495980 5.132238
2456177.589660 827.520115 4.211516
2456177.606090 827.494254 3.914221
2456184.589126 827.511310 4.417859
2456184.605564 827.537656 23.702734
2456191.590425 827.614857 4.270420
2456191.606840 827.581773 4.831746
2456198.591364 827.595273 4.514792
2456198.607794 827.590793 7.833678
2456205.592005 827.607129 4.571777
2456205.608486 827.626307 4.329426
2456212.592080 827.721943 6.200458
2456212.608520 827.749990 14.137491
2456218.589843 827.683586 16.369409
2456218.606272 826.839504 26.048675
2456226.590597 827.692172 13.308664
2456226.607053 827.665937 6.892409
2456233.591886 827.721320 3.378819
2456233.608354 827.720529 3.477602
2456240.590500 827.726650 6.533166
2456240.606928 827.764360 6.603329
2456247.591279 826.962270 26.091840
2456247.607670 827.779362 12.111605
2456254.590890 827.693974 4.820320
2456254.607304 827.732469 10.142233
2456261.592077 827.924202 6.240765
2456261.608505 828.020839 31.779494
2456268.592070 827.969851 3.580882
2456268.608500 827.992316 6.504991
2456275.591618 827.996250 12.997485
2456275.608051 828.006410 3.724967
2456282.589674 828.193554 3.262649
2456282.606098 828.269467 23.143199
2456289.710086 828.092085 4.105884
2456289.738135 827.345091 27.181178
2456296.591460 828.084923 4.063893
2456296.607941 828.111069 3.338990
2456303.591611 828.173654 13.142834
2456303.608038 828.312850 17.373987
2456310.588371 828.071838 13.062392
2456310.604798 828.077638 5.191905
2456317.591711 827.986172 3.711179
2456317.608135 828.008427 3.501585
2456324.591263 827.716853 3.759964
2456324.607667 827.750990 4.385664
2456331.591982 827.421697 3.587576
2456331.608419 827.455583 7.262190
2456338.590067 827.278233 5.621713
2456338.606496 827.311226 5.019747
2456345.590186 827.523522 5.277903
2456345.606634 827.526506 4.953905
2456352.630200 827.537691 9.418723
2456352.645496 827.560919 14.297656
2456359.592013 827.421947 8.697106
2456359.608447 827.396156 4.781865
2456366.590670 827.361691 4.979278
2456366.607101 827.402118 8.572092
2456373.592135 827.297255 3.017722
2456373.608568 827.318454 4.127568
2456380.591119 828.061423 88.920952
2456380.607190 827.360812 3.831301
2456387.592033 827.258534 8.856119
2456387.608465 827.273097 5.262334
2456394.606033 827.411426 14.716032
2456401.589587 827.174852 3.432157
2456401.606288 827.217010 6.695136
2456408.590724 827.185804 5.874551
2456408.607195 827.187674 5.166508
2456415.589192 826.016190 28.468143
2456415.605603 827.163504 3.924978
2456422.591158 826.769729 4.051106
2456422.607534 826.791750 4.579889
2456429.590283 826.792867 5.556918
2456429.607627 826.811776 11.072807
2456436.591108 826.879561 15.686007
2456436.607526 826.814329 12.803859
2456443.591030 825.945131 26.036418
2456443.607794 826.815582 13.572818
2456450.589814 826.811680 3.592919
2456450.606207 826.784140 5.103275
2456457.630795 826.757369 4.623998
2456457.646053 825.968575 26.060983
2456485.592053 826.646201 3.219351
2456485.608487 826.687033 4.047678
2456492.590503 826.729525 22.331767
2456492.606939 826.740039 4.180924
2456506.592032 826.800913 4.091832
2456506.608470 826.795062 8.782107
2456513.592045 826.808030 5.152438
2456513.608481 826.792557 5.028652
2456520.589068 826.741684 10.725227
2456520.605506 826.746166 5.567135
2456527.592075 826.790221 18.076988
2456527.608512 826.793468 4.819551
2456534.591590 826.781177 3.134139
2456534.608029 826.806655 3.333286
2456541.591204 826.764787 3.043127
2456541.607643 826.798411 3.923426
2456555.590894 826.860543 3.301825
2456555.606918 826.918698 6.032941
2456562.591084 826.086794 26.016074
2456562.607578 826.938848 3.022607
2456569.588481 826.894071 10.563949
2456569.604920 826.884259 3.626373
2456576.591960 826.911071 3.662092
2456576.608398 826.933291 9.410572
2456583.591418 827.024878 8.006339
2456583.607935 827.050175 3.449815
2456590.591565 827.052672 5.839180
2456590.608056 827.062735 5.371384
2456597.591674 827.119850 3.424401
2456597.608148 827.145259 6.904675
2456604.591278 827.088354 3.705994
2456604.607768 827.130391 7.774023
2456611.591259 827.105948 10.124359
2456611.607750 827.217832 14.331909
2456618.590868 827.113072 7.239723
2456618.607358 827.139996 14.953616
2456632.592039 827.366918 3.468681
2456632.608465 827.381587 3.730665
2456639.590932 827.225534 3.391594
2456639.607368 826.461806 26.097521
2456645.049866 826.429752 26.056527
2456645.054033 827.284125 5.302847
2456645.058173 827.850916 10.951821
2456645.063130 829.298169 34.217129
2456645.074285 827.287009 3.858927
2456667.591257 827.167039 10.821566
2456667.607687 827.207378 10.117325
2456674.591290 827.074907 3.822834
2456674.607724 827.195982 33.103519
2456681.591710 827.066389 4.213840
2456681.608140 827.087348 8.534987
2456688.589778 827.100336 2.955070
2456688.606220 827.135330 3.845449
2456695.589894 827.103003 3.713834
2456695.606331 827.174788 16.527402
2456702.591634 827.068398 7.514011
2456702.608067 827.125285 6.079531
2456709.591017 827.033039 10.210373
2456709.607605 827.011239 3.705511
2456716.590727 826.961498 5.204475
2456716.607159 826.961677 14.406856
2456723.590481 826.874147 2.976211
2456723.606870 826.925125 4.291768
2456730.592008 826.855162 3.888770
2456730.608441 826.857882 3.516721
2456737.590475 826.797567 16.268397
2456737.606967 826.850580 3.680489
2456744.590887 826.781686 7.694387
2456744.607331 826.775637 14.597740
2456751.591345 826.741496 3.245531
2456751.607785 825.982265 26.120070
2456758.591280 826.587803 3.480013
2456758.607713 826.596379 4.252221
2456765.591882 826.681659 4.189526
2456765.608314 825.920434 27.302671
2456772.590303 826.671364 7.454895
2456772.607064 826.655655 8.146648
2456779.589810 826.550909 8.814744
2456779.606234 826.498922 3.230862
2456786.591075 826.461766 3.583108
2456786.607480 826.444650 3.721462
2456793.590766 826.444446 6.388000
2456793.607190 826.477124 8.205940
2456800.591782 826.553391 2.980961
2456800.608205 826.570512 4.411044
2456807.590128 826.502214 6.595866
2456807.606568 826.500726 3.820124
2456814.590646 826.441745 3.160381
2456814.607089 826.455783 5.226895
2456821.532794 826.422030 8.255350
2456821.536632 826.429328 3.690742
2456821.540492 827.075424 16.544240
2456821.545459 828.505835 38.877682
2456842.592089 826.583447 6.595419
2456842.608518 826.566844 3.745837
2456849.590858 826.557572 4.070642
2456849.607297 825.799453 26.246157
2456856.591249 826.527540 3.223124
2456856.607692 826.684905 27.411224
2456863.588954 826.625043 18.443194
2456863.605445 826.609973 4.078062
2456870.591679 826.582236 7.284089
2456870.608162 826.581585 3.449647
2456877.591909 826.521756 2.853257
2456877.608397 826.547604 3.726276
2456884.590077 826.485015 2.955156
2456884.606519 826.468752 5.262403
2456891.589461 826.532674 4.159535
2456891.605887 826.588971 7.023675
2456898.590918 826.548169 8.819988
2456898.607354 826.634186 24.141196
2456905.591931 826.629629 5.878927
2456905.608368 826.596737 8.908649
2456912.591453 826.634251 5.305014
2456912.608026 826.706338 11.504067
2456919.592649 826.647486 3.102957
2456919.609119 826.689667 6.256841
2456926.591706 826.659450 15.175549
2456926.608144 826.771077 29.158382
2456933.590969 826.641427 6.862049
2456933.607390 826.715442 12.191029
2456940.590939 826.677773 2.976003
2456940.607363 826.769631 19.668907
2456947.590146 826.911293 41.639459
