# average_observation_time[JD] flux[DN/s] flux_unc[DN/s] last_data_point_before_bakeout first_data_point_after_bakeout
2450190.567611 39357614.265617 3149971.348826 0 0
2450191.289183 39357269.730401 3150547.493124 0 0
2450194.255214 40755500.812194 3305659.666793 0 0
2450195.207583 41559434.500286 3398754.200200 0 0
2450196.159989 40733827.934073 3364840.722426 0 0
2450196.437653 39653257.345225 3286237.284011 0 0
2450198.349129 38204049.556055 3249495.530145 0 0
2450198.520293 38661014.531662 3296971.462172 0 0
2450198.833375 37853643.944888 3243958.981772 0 0
2450198.937728 37538570.564039 3222312.553025 0 0
2450199.042089 37751199.910619 3246009.220342 0 0
2450199.219921 46129621.906315 3977922.537244 0 0
2450199.345139 37411305.012735 3232782.084609 0 0
2450199.670725 37605671.036705 3267398.366562 0 0
2450200.576939 37272564.421347 3290472.808782 0 0
2450201.068195 37404563.918171 3332128.342006 0 0
2450201.333361 37866366.505104 3390149.346917 0 0
2450201.451353 37917489.031320 3402356.633753 0 0
2450201.693618 44505837.399270 4012162.339511 0 0
2450201.935613 42016425.510101 3805616.403298 0 0
2450202.177775 43370060.998500 3946989.321721 0 0
2450202.316893 37646947.589560 3435624.159942 0 0
2450202.447081 37750961.559387 3454089.180508 0 0
2450202.689923 48920110.421433 4497975.525059 0 0
2450202.932967 38987597.762586 3602500.868826 0 0
2450203.176640 45115165.454055 4189615.671069 0 0
2450203.346082 38441642.053679 3582427.188115 0 0
2450203.601498 39377166.933556 3689217.944261 0 0
2450203.971175 46468387.366540 4387659.177196 0 0
2450204.340798 38902336.155092 3702336.541893 0 0
2450204.562402 38738062.958577 3704326.733869 0 0
2450204.932151 39474037.890060 3805104.993409 0 0
2450205.292383 38753895.742419 3765268.305126 0 0
2450205.595714 46022098.650253 4501461.143487 0 0
2450205.957008 49966811.979270 4926690.681379 0 0
2450206.509475 47231118.037652 4714983.133261 0 0
2450206.871177 47094777.397214 4739943.960807 0 0
2450207.234798 48850314.568693 4957406.881360 0 0
2450207.375746 51767150.501843 5270314.601747 0 0
2450207.553457 47953474.204029 4901905.718615 0 0
2450207.915437 41585273.870054 4286334.709324 0 0
2450208.393263 42046843.491398 4381823.552063 0 0
2450208.567823 42402826.468898 4436759.454609 0 0
2450208.875045 42445676.815989 4472905.289290 0 0
2450209.184507 43322196.756411 4598128.685995 0 0
2450209.335144 53218659.924003 5668297.674476 0 0
2450209.510612 43917580.767152 4696747.865706 0 0
2450209.817326 45112269.949414 4859046.841276 0 0
2450210.126492 45016102.023273 4883717.704400 0 0
2450210.604391 46157225.583608 5063613.670111 0 0
2450210.846870 56115309.502782 6190971.697320 0 0
2450211.089119 47814677.231590 5305103.291557 0 0
2450211.332643 47802822.688617 5334018.826990 0 0
2450211.418632 48145441.281440 5383042.234776 0 0
2450211.558839 48052858.609442 5390300.852465 0 0
2450211.805896 47930546.318818 5407668.860241 0 0
2450212.049961 47119740.742344 5346549.461172 0 0
2450212.292204 47556008.376053 5426623.163967 0 0
2450212.656448 47996921.726122 5523629.028100 0 0
2450212.899251 50763807.650341 5875175.840971 0 0
2450213.142042 49224304.249413 5729276.564706 0 0
2450213.740797 47781260.636192 5639212.251316 0 0
2450213.983195 47737823.527488 5665838.630525 0 0
2450214.357343 47692479.539870 5709693.024974 0 0
2450214.733940 48240045.373935 5825701.511396 0 0
2450214.976059 46823134.305000 5686237.838976 0 0
2450215.542777 56869761.406286 6996872.684739 0 0
2450215.787069 46616058.228308 5767531.466001 0 0
2450216.031260 55613180.995083 6919238.032654 0 0
2450216.411555 47981464.013994 6021753.414288 0 0
2450216.654541 47791338.953113 6031154.159201 0 0
2450216.897518 47456924.172927 6022091.797466 0 0
2450217.140516 47280172.964661 6032791.867205 0 0
2450217.311031 47873457.589024 6132096.925763 0 0
2450217.502072 46325651.013350 5959490.149571 0 0
2450217.744334 47095652.472409 6091707.428116 0 0
2450218.231917 45520258.265273 5952739.551674 0 0
2450218.381286 46425775.334415 6091481.698428 0 0
2450218.582463 54962398.044448 7244041.091632 0 0
2450219.233505 45947076.671338 6144121.457823 0 0
2450219.462319 45552144.599534 6122228.502122 0 0
2450220.406300 43152226.021348 5921264.151256 0 0
2450220.721885 43922456.431451 6068591.176696 0 0
2450221.058206 44680184.204497 6218564.632114 0 0
2450221.772164 44788328.607995 6330445.005436 0 0
2450221.986625 44849422.418150 6368326.511707 0 0
2450222.238340 42676351.088509 6092493.934000 0 0
2450222.554264 41041356.275940 5898680.754968 0 0
2450222.889769 41490807.418424 6005906.457058 0 0
2450223.154905 40606534.972282 5910954.534924 0 0
2450223.642623 39960170.979254 5876866.390026 0 0
2450223.978739 39907174.825776 5910495.888011 0 0
2450224.156572 38384513.725268 5706100.547004 0 0
2450225.587633 36187325.308145 5540597.692352 0 0
2450225.903174 37481200.622612 5775709.207882 0 0
2450226.231816 35393665.517182 5490498.511341 0 0
2450226.625724 34533057.010625 5399738.035989 0 0
2450226.877317 35568419.436964 5589803.898403 1 0
2450229.367248 38700075.492624 3576111.392526 0 1
2450229.477986 37399659.494743 3455507.197702 0 0
2450229.799361 37383649.657216 3453686.796486 0 0
2450230.249480 41800866.546382 3863833.357600 0 0
2450230.406056 37979230.790092 3511878.618807 0 0
2450230.830840 38935470.540257 3605607.257432 0 0
2450231.166254 37900056.387340 3515505.570136 0 0
2450231.400078 39348913.503391 3654998.588432 0 0
2450231.715615 37757345.968250 3514904.661728 0 0
2450232.051017 37768385.858632 3525582.435258 0 0
2450232.411523 36961749.527922 3462013.416738 0 0
2450232.727726 37508369.531892 3525000.046269 0 0
2450233.063281 37644289.999925 3551692.474395 0 0
2450233.414686 37828104.449333 3585173.828130 0 0
2450233.730195 38123096.906017 3629024.287723 0 0
2450234.066532 38571897.711112 3690224.098064 0 0
2450234.328051 38268088.388417 3676342.573851 0 0
2450234.408766 38287809.679671 3683088.429995 0 0
2450234.724843 39121009.936610 3783391.820891 0 0
2450235.059842 40099818.806218 3901253.359413 0 0
2450235.337660 40162791.375816 3927652.405071 0 0
2450235.417998 40030292.751715 3920704.042883 0 0
2450236.068191 40405391.787417 4009238.045321 0 0
2450236.503919 41372333.508198 4143410.908914 0 0
2450236.831547 41105983.281149 4146657.848033 0 0
2450237.165972 42815258.044837 4352119.043903 0 0
2450237.700636 43499985.998651 4477904.434745 0 0
2450238.041765 43045931.586670 4468191.057027 0 0
2450238.337090 42682913.805241 4463233.379128 0 0
2450238.652786 43477404.983167 4582897.840117 0 0
2450238.987918 44045942.382200 4683237.874543 0 0
2450239.440963 49893921.717018 5368823.071635 0 0
2450240.312415 44550957.995844 4908704.449860 0 0
2450240.628505 44458885.997855 4941733.181356 0 0
2450240.963643 44753332.177954 5021441.170954 0 0
2450241.345014 44501451.525041 5047424.073463 0 0
2450241.660874 46122218.626996 5278693.009799 0 0
2450241.995422 47512717.880071 5490458.513947 0 0
2450242.528543 48192272.329636 5655830.157415 0 0
2450242.844129 45571778.116100 5397843.195979 0 0
2450243.178997 51153601.067874 6118838.516945 0 0
2450243.344929 44648852.166149 5366911.361818 0 0
2450243.746086 47945498.460344 5831826.617463 0 0
2450244.080630 44189761.203183 5428501.193770 0 0
2450244.344975 44283329.776499 5482817.899986 0 0
2450244.464520 43930811.600511 5458511.642293 0 0
2450245.292012 42139304.768340 5366339.549761 0 0
2450245.478809 42716079.849430 5470110.664822 0 0
2450245.795554 42386887.863755 5479349.933863 0 0
2450246.471442 41140070.536146 5426097.981164 0 0
2450246.793424 41139878.602166 5478162.226082 0 0
2450247.129927 41212162.173159 5542767.413837 0 0
2450247.377554 40794131.850614 5526872.191764 0 0
2450247.693769 40951392.613723 5600207.404774 0 0
2450248.031144 43865342.632873 6058586.023951 0 0
2450248.762242 40827883.551865 5761195.033441 0 0
2450249.099455 40178135.978479 5725526.256502 0 0
2450249.384327 42674935.113132 6131879.095118 0 0
2450249.700017 39950009.470074 5793060.751382 0 0
2450250.445457 38499345.304409 5703738.808345 0 0
2450250.761077 39457477.375967 5898649.251143 0 0
2450251.097373 38315576.331675 5783005.936225 0 0
2450251.719281 37648007.151124 5782980.299189 0 0
2450252.708265 38349293.709900 6055588.526068 0 0
2450253.043362 38699373.884794 6167694.926961 0 0
2450253.331553 40668815.297707 6533112.325660 0 0
2450253.480291 38177041.757712 6157858.669705 0 0
2450253.796128 42706111.884236 6947983.999089 0 0
2450254.130884 41305687.788072 6781444.649274 0 0
2450254.402400 39487024.303030 6530533.583776 0 0
2450254.718750 39414154.584762 6574076.729244 0 0
2450255.057381 40073855.995787 6744797.987875 0 0
2450255.423285 40541605.290737 6890067.738325 0 0
2450255.738911 41084866.806085 7040729.896009 0 0
2450256.074396 41433449.376431 7163160.943652 0 0
2450256.778408 41174487.275917 7249647.228875 0 0
2450257.116637 41004392.977587 7282732.271537 0 0
2450257.425971 41010942.572309 7341679.632818 0 0
2450257.742278 41247202.281913 7443522.247604 0 0
2450258.076862 42203615.726859 7680698.118723 0 0
2450258.295804 42920530.621181 7854219.429275 1 0
2450259.522101 45075612.382957 4079462.234668 0 1
2450259.838234 46451501.556702 4204633.979079 0 0
2450260.800816 45317063.155315 4113437.269335 0 0
2450261.135746 46195569.011607 4200672.224213 0 0
2450261.413207 45395398.198000 4135312.151629 0 0
2450262.064425 45702760.676695 4185418.794793 0 0
2450262.185081 45317395.021853 4154887.480352 0 0
2450262.213256 45642336.425450 4185830.351654 0 0
2450262.314365 51772082.527106 4752780.429817 0 0
2450262.423559 50198321.022208 4613516.372234 0 0
2450262.456145 45572175.400822 4189793.295867 0 0
2450262.507775 49676253.625211 4569643.707793 0 0
2450262.559472 45984201.643061 4232404.851463 0 0
2450262.610947 45902437.663094 4227291.243108 0 0
2450262.661492 45739406.004746 4214675.293633 0 0
2450262.713053 45814266.950301 4224062.581786 0 0
2450262.764321 45534096.141255 4200729.553232 0 0
2450262.815850 46840469.834300 4323871.569649 0 0
2450262.865873 46345464.406098 4280734.866847 0 0
2450262.916017 49944563.122498 4615970.752569 0 0
2450262.967727 45676754.017727 4224214.251853 0 0
2450263.116018 45497437.499640 4215506.586350 0 0
2450263.119926 45483769.712903 4214452.001233 0 0
2450263.511029 45854458.316895 4271283.590786 0 0
2450263.827379 45871248.564682 4292642.148908 0 0
2450264.164893 46512066.501763 4375598.882045 0 0
2450264.462985 47008509.626718 4444167.090492 0 0
2450264.778768 47576860.930939 4522711.899346 0 0
2450265.115961 54746501.547088 5236512.698450 0 0
2450265.462823 48206760.769640 4641832.662657 0 0
2450265.778897 47855525.989690 4637322.411813 0 0
2450266.117718 47341277.376004 4620014.691486 0 0
2450266.440609 51388835.777607 5050134.139923 0 0
2450266.757081 48163526.346549 4766716.493585 0 0
2450267.094098 48254747.678556 4812897.644821 0 0
2450267.308548 47877396.680559 4799429.432038 0 0
2450267.960709 48953572.802448 4985837.836290 0 0
2450268.317274 46275851.264594 4755672.428579 0 0
2450268.633399 46106378.492846 4776967.271742 0 0
2450268.969479 48703926.855772 5090752.832152 0 0
2450269.424985 45346532.954052 4797944.436330 0 0
2450269.741116 46062162.751590 4915810.946936 0 0
2450270.077199 45449643.718104 4895664.079038 0 0
2450270.416873 44426626.581696 4831148.513280 0 0
2450270.732970 48139404.158251 5281907.465529 0 0
2450271.069289 43667369.295337 4837497.047011 0 0
2450271.361273 43060526.461938 4810591.800942 0 0
2450271.460375 43359589.142305 4857930.954353 0 0
2450271.776471 43171522.144644 4881583.756070 0 0
2450272.419555 42523745.600025 4900153.271605 0 0
2450273.108598 43766051.779442 5147752.234328 0 0
2450273.130863 44080676.959185 5188210.626320 0 0
2450273.270519 43586523.980400 5151534.443391 0 0
2450273.586683 53469299.446004 6379817.873200 0 0
2450274.009831 43483643.862715 5254878.128074 0 0
2450274.359507 43165010.461397 5271740.863628 0 0
2450274.675619 44405788.663589 5475388.771556 0 0
2450275.359804 43725046.870022 5504409.877403 0 0
2450275.676850 43525380.113320 5532219.747957 0 0
2450276.013664 44913323.237538 5767247.733550 0 0
2450276.365978 43821600.411603 5687484.205630 0 0
2450276.682050 42859118.769494 5616077.035810 0 0
2450277.422717 42462794.991738 5690111.585559 0 0
2450277.738790 44178246.613324 5976648.646672 0 0
2450278.073858 42483953.660980 5805642.843015 0 0
2450278.461082 42052681.742257 5813833.168714 0 0
2450278.779277 41515553.523313 5794444.844620 0 0
2450279.114340 40035219.654008 5643927.022564 0 0
2450279.289838 40783419.537260 5779488.145673 0 0
2450279.375078 40264532.860542 5720418.845164 0 0
2450279.691177 40362622.350750 5788325.841136 0 0
2450280.026238 39673572.571688 5746084.552256 0 0
2450280.400729 39528376.998161 5788456.414591 0 0
2450280.716816 39639705.628863 5858742.937502 0 0
2450281.052790 39688764.915956 5923756.074649 0 0
2450281.333214 43143533.888077 6492065.317253 0 0
2450281.649380 40175046.108523 6100929.209101 0 0
2450282.196652 40374649.038704 6228492.907342 0 0
2450282.370642 39984046.710697 6199012.958655 0 0
2450282.385330 39868279.210432 6183658.754533 0 0
2450282.469750 39267960.389658 6105242.916572 0 0
2450282.785839 40154879.154337 6299554.613904 0 0
2450283.813869 38434530.425123 6206816.296499 0 0
2450284.075546 39046388.801707 6351796.368130 0 0
2450284.094466 39119093.452796 6366973.390608 0 0
2450284.543325 38910035.755003 6412206.260669 0 0
2450285.245256 38587684.202935 6482773.935342 0 0
2450285.427797 38404787.735826 6484207.990041 0 0
2450285.743893 38326654.621940 6526732.016468 0 0
2450286.078889 38538579.797392 6622382.272318 0 0
2450286.303094 38673858.330704 6685736.129900 0 0
2450286.385094 38291085.685683 6634108.577452 0 0
2450286.703765 38692046.789847 6760793.926863 0 0
2450287.033931 39092949.788474 6890911.053068 0 0
2450287.347990 40232309.461345 7150707.967877 0 0
2450287.496974 39131486.015199 6982310.219990 0 0
2450287.813529 39298244.291659 7070336.955883 1 0
2450288.433909 50422278.444433 6912460.003995 0 1
2450289.328266 44021916.642282 5950498.899825 0 0
2450289.335409 43723912.464405 5909950.722421 0 0
2450289.800068 38180996.257660 5157551.090615 0 0
2450290.274474 39207819.836881 5317555.510552 0 0
2450290.569613 41548039.777298 5661988.982253 0 0
2450291.142997 42141602.760266 5823987.190539 0 0
2450291.229677 42616613.025910 5905158.126103 0 0
2450291.437821 42640312.531498 5948976.593700 0 0
2450291.569603 44168903.610855 6191221.293573 0 0
2450292.124788 45020897.779999 6455025.720519 0 0
2450292.137135 44384166.013818 6367245.312063 0 0
2450292.172011 44521449.594802 6396972.935546 0 0
2450292.363792 44439261.543486 6442292.119630 0 0
2450292.447312 44954107.633997 6543176.586575 0 0
2450292.517006 47621374.350559 6955126.329036 0 0
2450292.551887 47133902.067751 6895856.266456 0 0
2450292.586747 46359538.208403 6794399.664829 0 0
2450292.621561 46163913.574826 6777610.695271 0 0
2450292.656379 46415640.408778 6826627.283408 0 0
2450292.691169 47640763.432836 7019294.110060 0 0
2450292.726018 46606494.705688 6879248.000628 0 0
2450292.760841 47382667.258519 7006461.618872 0 0
2450292.830553 47879118.260474 7105792.951146 0 0
2450292.900746 47009755.937674 7002834.461840 0 0
2450292.935581 48023646.402744 7167248.088333 0 0
2450292.970822 47834535.547892 7152615.760418 0 0
2450293.005658 47312487.418824 7087949.928978 0 0
