# average_observation_time[JD] flux[DN/s] flux_unc[DN/s] last_data_point_before_bakeout first_data_point_after_bakeout
2452340.045794 12101030.235886 3442418.168038 0 0
2452340.295831 12052052.195494 3431998.526780 0 0
2452340.545808 12156025.309597 3458849.875561 0 0
2452340.795795 12103999.640888 3447688.062282 0 0
2452341.045808 12125496.382182 3454448.049634 0 0
2452341.295805 12157441.192379 3463772.369615 0 0
2452341.545814 12036217.178765 3435729.522024 0 0
2452341.795793 11848407.956377 3391482.704767 0 0
2452342.045809 11685226.881122 3353281.241772 0 0
2452342.295814 11384655.983851 3281803.925065 0 0
2452342.545803 11231419.527027 3246121.911874 0 0
2452342.795837 11392113.309443 3286507.391020 0 0
2452343.295817 11674133.613958 3358089.554802 0 0
2452343.545826 11595949.000987 3340491.514281 0 0
2452344.045801 11708546.804371 3371036.463689 0 0
2452344.295840 11701945.894548 3370976.509005 0 0
2452344.545818 11746205.672311 3383268.481205 0 0
2452344.795813 11665085.340951 3364986.481017 0 0
2452345.045795 11511535.721997 3329004.786549 0 0
2452345.295813 11509201.142012 3329985.884120 0 0
2452345.545810 11694795.794910 3376864.727781 0 0
2452345.795797 11892379.803886 3426987.298151 0 0
2452346.045798 11652695.078139 3369725.502592 0 0
2452346.295794 11540031.345267 3343687.625597 0 0
2452346.545818 11440413.181374 3320700.098239 0 0
2452346.795791 11454803.814119 3325808.901935 0 0
2452347.045792 11643781.522892 3373814.997431 0 0
2452347.254127 11557558.881293 3353966.861215 0 0
2452347.545798 11299707.087097 3292355.732796 0 0
2452347.795793 11445300.739134 3329685.146271 0 0
2452348.045794 11385200.418593 3316528.149272 0 0
2452348.795792 11343723.897002 3310960.031387 0 0
2452349.045810 11174007.888638 3270853.179417 0 0
2452349.295791 11068041.125375 3246434.370431 0 0
2452349.795806 11334358.637013 3314945.501921 0 0
2452350.545807 11280668.233139 3306378.307885 0 0
2452350.795800 11183269.758587 3283991.467587 0 0
2452360.045802 10531521.983488 3181567.564228 0 0
2452360.295786 10526283.596109 3182021.895692 0 0
2452360.545794 10612947.334106 3205046.560211 0 0
2452360.795805 10681003.577730 3223968.914612 0 0
2452361.045791 10775531.672458 3249618.391208 0 0
2452361.545813 10586649.113873 3205099.802892 0 0
2452361.795818 10565324.819505 3201538.782042 0 0
2452362.045813 10590166.806319 3209623.436306 0 0
2452362.295788 10699391.740233 3239058.222804 0 0
2452362.795800 10874001.308456 3286499.692606 0 0
2452363.045784 10828363.440013 3276805.205849 0 0
2452363.295834 10689140.301558 3243350.894111 1 0
2452367.545813 11706075.063237 3116555.901633 0 1
2452367.796198 11353924.777806 3035023.180851 0 0
2452368.045828 11279547.234039 3017795.754811 0 0
2452368.295828 11347274.551261 3033362.854513 0 0
2452368.545822 11471229.593734 3061205.530688 0 0
2452368.795813 11416423.017913 3048500.185290 0 0
2452369.295816 11391405.729767 3042658.357455 0 0
2452369.545832 11930095.793215 3166605.488132 0 0
2452369.795846 12057288.813539 3196144.341324 0 0
2452370.045815 12033217.052758 3190541.661893 0 0
2452370.295769 12205970.934742 3230733.380398 0 0
2452370.545772 12510970.623845 3301042.290898 0 0
2452370.795752 12617992.975745 3326058.657859 0 0
2452371.045758 12476678.271983 3293081.310150 0 0
2452371.295750 12703370.224917 3346079.912654 0 0
2452371.545781 12845286.629185 3378479.362963 0 0
2452371.795785 13090552.815400 3436011.670023 0 0
2452372.045756 13031453.492450 3422212.260586 0 0
2452372.795753 13212272.060779 3463991.323446 0 0
2452373.045757 13289471.943334 3482220.286093 0 0
2452373.295765 13391687.308165 3506351.346178 0 0
2452373.795785 13106110.552996 3438611.774959 0 0
2452374.045762 13363177.976825 3499107.479505 0 0
2452374.295771 13141826.478372 3447260.247173 0 0
2452374.545773 13000374.890202 3413323.658338 0 0
2452374.795772 12767147.032491 3358869.510184 0 0
2452375.045787 12703475.109997 3344138.283984 0 0
2452375.295788 13100567.155830 3437304.135990 0 0
2452375.545775 12720781.675894 3347621.790176 0 0
2452375.795760 12738353.521578 3351913.155898 0 0
2452376.295776 12348435.739753 3261264.395840 0 0
2452376.795752 12232608.875806 3233800.181701 0 0
2452377.045771 12454870.074903 3285811.542184 0 0
2452377.295753 12434586.993639 3281304.600685 0 0
2452377.795753 12380850.680885 3268337.870233 0 0
2452378.045755 12823199.607596 3371929.785446 0 0
2452378.295765 12578126.292005 3314881.627504 0 0
2452378.545765 12387768.950865 3269800.158284 0 0
2452378.795752 12583842.168447 3315832.882910 0 0
2452379.045759 12572495.111197 3313463.710958 0 0
2452379.295752 12580847.546541 3315704.263672 0 0
2452379.545751 12836301.064379 3374815.623275 0 0
2452379.795764 12943867.826899 3400326.652403 0 0
2452380.045792 12887631.252551 3387469.791031 0 0
2452380.295760 12801422.339484 3367604.821230 0 0
2452380.580474 13189045.279690 3457933.410559 0 0
2452380.795793 12904821.813641 3391551.525414 0 0
2452381.045770 12578942.484095 3315628.991129 0 0
2452381.295789 12388728.509601 3271553.515020 0 0
2452381.545777 12307889.238758 3252119.945608 0 0
2452381.795770 12186308.912616 3224142.776517 0 0
2452382.045770 12069085.593462 3197212.280157 0 0
2452382.295749 11829841.097812 3141970.205422 0 0
2452382.545771 11654691.319153 3100815.152739 0 0
2452382.795779 11541013.527284 3074855.067851 0 0
2452383.045748 11419074.330846 3047018.003188 0 0
2452383.295749 11371423.450763 3036374.144250 0 0
2452383.545750 11374304.046602 3036534.898612 0 0
2452383.795785 11091173.827942 2971607.323765 0 0
2452384.045785 11054950.252896 2963642.423156 0 0
2452384.295768 11066648.802054 2966716.172411 0 0
2452390.545764 10860935.777421 2924790.047913 0 0
2452390.795752 10570754.775313 2858568.193612 0 0
2452391.045743 10457286.356140 2833052.259373 0 0
2452391.295765 10499711.745139 2843300.647802 0 0
2452391.545763 10688775.766281 2886457.792312 0 0
2452391.795760 10638513.631832 2875436.879207 0 0
2452392.545764 10628628.793383 2874004.557600 0 0
2452392.795766 10553377.349938 2857257.942528 0 0
2452393.045764 10530144.949486 2852478.180566 0 0
2452393.295765 10443133.462426 2833051.065963 0 0
2452393.545742 10556072.422584 2858782.776488 0 0
2452393.795776 10826460.232835 2921681.635482 0 0
2452394.045765 10695438.686709 2892045.049795 0 0
2452394.295392 10627418.535526 2876960.708795 0 0
2452394.544957 10692572.417167 2891788.772199 0 0
2452394.795003 10675075.999665 2888360.422723 0 0
2452395.044978 10661940.770521 2885941.885491 0 0
2452395.544888 10499365.743470 2848928.677696 0 0
2452395.794931 10552596.896780 2861807.689221 0 0
2452396.044944 10622171.753821 2878478.908806 0 0
2452396.234543 10757222.597876 2910157.923292 0 0
2452396.544876 10761604.178831 2911202.016194 0 0
2452396.794867 10810097.168810 2923078.446385 0 0
2452397.045003 10771955.684351 2914912.581793 0 0
2452397.294886 10895800.668547 2944272.428816 0 0
2452397.544930 11140541.557446 3001026.401544 0 0
2452397.794972 11202453.107688 3016139.999814 0 0
2452398.044902 11059925.398083 2983682.276415 0 0
2452398.295630 11122833.810983 2999029.591670 0 0
2452398.545677 11485748.859909 3083645.245201 0 0
2452398.795349 11427660.329147 3070813.598423 0 0
2452399.045338 11381935.557713 3060877.475019 0 0
2452399.295322 11625792.119506 3118702.764152 0 0
2452399.545268 11720942.867691 3141012.469890 0 0
2452399.795304 11812728.202431 3163352.652587 0 0
2452400.045298 11736774.660363 3146312.356909 0 0
2452400.295264 11751005.720770 3150455.948542 0 0
2452400.545261 11878738.670630 3180523.348960 0 0
2452400.795390 11907600.253125 3188139.544773 0 0
2452401.044865 11842467.036956 3173636.643196 0 0
2452401.295748 12134744.465198 3243370.776478 0 0
2452401.545686 11959186.124206 3202044.063947 0 0
2452401.795785 11857212.598565 3178865.319711 0 0
2452402.545586 11906852.944100 3192391.549337 0 0
2452402.795608 11910118.243649 3194031.682683 0 0
2452403.295567 11797574.659133 3169232.089036 0 0
2452403.545584 11640752.843429 3132430.382701 0 0
2452403.795610 11482905.521522 3096149.456669 0 0
2452404.045011 11440360.212437 3087003.327304 0 0
2452404.294919 11377485.820723 3073082.874980 0 0
2452404.544866 11652023.358752 3137900.236468 0 0
2452404.795016 11452368.273087 3091749.084565 0 0
2452405.044998 11458929.703534 3094174.001168 0 0
2452405.294956 11182234.573238 3029984.263531 0 0
2452405.545297 11321077.099979 3062830.264632 0 0
2452405.795337 11436549.280299 3090905.071912 0 0
2452406.045306 11334382.078609 3067735.606823 0 0
2452406.295365 11240789.137177 3046598.732458 0 0
2452406.545336 11368998.760578 3077043.725121 0 0
2452406.795281 11327888.946720 3068262.020496 0 0
2452407.544904 11471511.270373 3104284.338142 0 0
2452407.795019 11289193.554140 3062176.132150 0 0
2452408.544980 10909359.373955 2974888.474546 0 0
2452408.794925 10970513.986399 2990177.400766 0 0
2452409.087271 10758533.894446 2941412.730250 0 0
2452409.298628 10610522.085279 2907446.281645 0 0
2452409.545738 10336442.149725 2843634.002116 0 0
2452409.795740 10257110.345510 2825977.801662 0 0
2452410.045754 10207764.456978 2815326.829879 0 0
2452410.295748 10062069.970607 2782223.955411 0 0
2452410.795783 10088557.408070 2789599.029424 0 0
2452411.045654 9822490.842799 2728537.838758 0 0
2452411.295719 9741094.010005 2710482.765361 0 0
2452411.545678 9686274.531901 2698121.859855 0 0
2452411.795725 9654570.344076 2691608.394028 0 0
2452412.045700 9580977.768297 2675388.800332 0 0
2452412.295770 9498049.856743 2657020.176066 0 0
2452412.545751 9562307.071594 2672279.952364 0 0
2452412.795755 9604917.265706 2683005.258575 0 0
2452413.295620 9672704.435023 2700460.501434 0 0
2452413.545732 9670747.026949 2700430.366347 0 0
2452413.795721 9644820.031996 2695267.632427 0 0
2452414.045656 9685043.496062 2705498.675469 0 0
