# average_observation_time[JD] flux[DN/s] flux_unc[DN/s] last_data_point_before_bakeout first_data_point_after_bakeout
2450190.518066 27747769.248698 5487.921862 0 0
2450191.375772 27991992.866164 5430.265573 0 0
2450194.269759 27907330.579167 5451.003622 0 0
2450195.309157 27980960.882571 5434.347906 0 0
2450196.174143 27699117.660816 5406.180923 0 0
2450196.458477 27588041.886088 5391.693470 0 0
2450197.181455 27453786.231393 5387.574379 0 0
2450198.119561 27423630.196420 5378.280629 0 0
2450198.307371 27982874.276020 5434.603746 0 0
2450198.457697 27368513.956993 5380.469482 0 0
2450199.104713 27510144.719020 5389.820900 0 0
2450199.282530 27228891.364873 5372.826930 0 0
2450199.655457 27167448.052643 5349.691511 0 0
2450199.984149 27320766.908618 5371.877084 0 0
2450200.647513 27711155.841346 5415.816957 0 0
2450200.895822 27150380.920403 5360.556985 0 0
2450201.521834 27506124.980331 5395.601919 0 0
2450201.763889 27331440.931188 5380.426984 0 0
2450202.005902 27248354.670739 5368.743718 0 0
2450202.248108 27246610.389638 5368.176493 0 0
2450202.517573 27861716.597603 5428.382462 0 0
2450202.760403 27417082.047604 5387.367162 0 0
2450203.004049 28957635.689009 5537.500928 0 0
2450203.247173 27428161.963862 5388.496102 0 0
2450203.632106 27697783.227134 5415.019216 0 0
2450204.001798 27685917.821639 5423.334827 0 0
2450204.371411 27637987.922176 5411.119395 0 0
2450204.389907 27664343.255526 5414.155694 0 0
2450204.593020 27813494.508171 5427.232880 0 0
2450204.962764 27899197.599216 5437.742507 0 0
2450205.323003 28255434.316651 5469.554177 0 0
2450205.641655 27971037.139496 5443.943921 0 0
2450206.002929 30238407.254972 5657.767666 0 0
2450206.555423 29689625.442864 5608.407672 0 0
2450207.280855 28085180.742480 5456.250175 0 0
2450207.405861 27989850.188169 5444.367402 0 0
2450207.599468 28080220.494553 5453.524935 0 0
2450207.961413 28195557.063524 5465.846351 0 0
2450208.524812 28749052.249724 5512.057192 0 0
2450208.832048 28663561.923270 5500.891344 0 0
2450209.141505 28807919.863539 5513.774003 0 0
2450209.467639 28982643.427404 5530.905858 0 0
2450209.774369 29427595.162790 5626.065961 0 0
2450210.083523 29955019.439068 5622.497049 0 0
2450210.511085 29669135.274597 5574.816735 0 0
2450210.674854 30779777.069772 5701.360772 0 0
2450210.917141 29999191.809486 5625.490922 0 0
2450211.159512 30274464.167056 5653.307816 0 0
2450211.403548 30227190.990941 5666.316330 0 0
2450211.629113 30227356.896909 5654.012821 0 0
2450211.878233 30248956.400622 5651.221019 0 0
2450212.120248 30500238.995650 5674.096604 0 0
2450212.726943 30657462.285936 5697.114349 0 0
2450212.969736 30418198.628160 5665.014140 0 0
2450213.212536 30724439.956171 5768.082370 0 0
2450213.415047 30829495.753571 5713.661255 0 0
2450213.568810 31369627.234604 5756.344637 0 0
2450213.811127 30928400.507985 5716.573486 0 0
2450214.053530 30850674.967736 5708.178495 0 0
2450214.562209 31611415.880433 5776.514172 0 0
2450214.804340 32228879.948031 5870.474790 0 0
2450215.046349 30278608.220612 5655.377388 0 0
2450215.288430 30558288.871349 5678.237137 0 0
2450215.450474 31517983.145269 5770.465937 0 0
2450215.613314 30817850.944690 5716.832219 0 0
2450215.857625 30473036.431405 5685.175356 0 0
2450216.101774 30626886.532253 5688.930879 0 0
2450216.317580 30487405.267100 5671.331865 0 0
2450216.482079 30179793.866496 5642.009011 0 0
2450216.725074 30535684.930531 5676.364120 0 0
2450217.211929 29906436.680033 5618.008653 0 0
2450217.407243 29728018.223105 5607.439023 0 0
2450217.572524 30160925.486339 5640.845862 0 0
2450217.815066 30015404.568922 5636.120604 0 0
2450218.058904 29977916.842764 5624.098516 0 0
2450218.302880 29715989.624669 5599.890356 0 0
2450218.451464 29783856.671735 5617.615546 0 0
2450218.678587 29636884.754929 5595.825355 0 0
2450219.370539 29454604.611318 5600.998108 0 0
2450219.558401 29319712.221529 5562.160711 0 0
2450220.313835 30134064.273649 5646.174856 0 0
2450220.502419 29024067.986016 5535.401024 0 0
2450221.395427 28876446.696112 5525.388050 0 0
2450221.580770 29241863.436898 5603.022571 0 0
2450221.794922 29018586.058480 5577.354065 0 0
2450222.009394 29103441.410253 5585.916314 0 0
2450222.334618 28413700.889381 5479.242298 0 0
2450223.423158 27870360.285884 5441.098846 0 0
2450224.253069 27781049.699380 5420.118324 0 0
2450225.516759 28193690.367331 5459.493451 0 0
2450225.683761 27388192.554584 5381.858068 0 0
2450226.637992 28405911.940326 5487.238146 0 0
2450226.889562 27542048.665807 5658.130249 1 0
2450229.349408 28734631.983293 5522.746445 0 1
2450229.579518 28586010.995870 5565.428571 0 0
2450230.234315 33539112.447683 6093.995858 0 0
2450230.318847 29906080.388474 5697.549538 0 0
2450230.415105 28877835.182167 5586.955196 0 0
2450230.611350 28893854.144317 5584.708710 0 0
2450231.299934 27664651.395771 5475.068897 0 0
2450231.496140 27326202.871386 5431.275396 0 0
2450232.507763 27044357.972845 5395.666499 0 0
