# average_observation_time[JD] flux[DN/s] flux_unc[DN/s] last_data_point_before_bakeout first_data_point_after_bakeout
2452481.545768 12508712.677667 101452.370869 0 0
2452481.795747 12577295.357567 101452.866556 0 0
2452481.920747 12546379.897144 101456.586092 0 0
2452482.045746 12436649.094610 101451.620468 0 0
2452482.295739 12644542.049432 101218.725881 0 0
2452482.545735 12853168.630835 101240.901272 0 0
2452482.795747 12737314.594870 101239.954960 0 0
2452482.920771 12603104.281197 101239.302406 0 0
2452483.045739 12761660.157611 101240.353031 0 0
2452483.295757 12711852.278380 101239.928794 0 0
2452483.545734 12523992.107934 101201.792499 0 0
2452483.795757 12372615.525943 101200.632461 0 0
2452483.920737 12290740.272065 101199.997596 0 0
2452484.045735 12344045.095366 101200.177444 0 0
2452484.295737 12362718.386479 101204.161663 0 0
2452484.545739 12440844.980911 101016.451459 0 0
2452484.795739 12374921.018146 101013.296361 0 0
2452484.920735 12488384.607603 101014.163047 0 0
2452485.045756 12521561.029574 101014.175100 0 0
2452485.295764 12028689.602796 101010.135904 0 0
2452485.545764 12070520.696004 100996.982130 0 0
2452485.795734 11942520.378987 101199.166201 0 0
2452485.920733 11981814.548224 101199.720582 0 0
2452486.045757 12149287.211829 101200.645320 0 0
2452486.295734 12355045.845866 100998.694007 0 0
2452486.545735 12365767.006245 100803.744967 0 0
2452486.920756 12284428.748697 100803.338957 0 0
2452487.045745 12171941.471777 100803.862432 0 0
2452487.295764 11853644.627301 100800.634710 0 0
2452487.545747 12010806.141299 100788.335075 0 0
2452487.795734 12056093.601377 100789.172009 0 0
2452487.920749 12012647.157970 100788.953265 0 0
2452488.045739 11897113.452688 100788.579900 0 0
2452488.295757 11754302.189148 100786.823230 0 0
2452488.545747 11647517.720028 100795.772285 0 0
2452488.795744 11395892.419133 100794.715681 0 0
2452488.920766 11203302.712107 100792.321543 0 0
2452489.045753 11464066.531598 100794.298963 0 0
2452489.295748 11440026.769641 100783.213615 0 0
2452489.795743 11372109.578741 100768.243404 0 0
2452490.295747 11366848.577255 100780.038162 0 0
