# average_observation_time[JD] flux[DN/s] flux_unc[DN/s] last_data_point_before_bakeout first_data_point_after_bakeout
2450190.228552 1881296.882599 3179.768724 0 0
2450190.437762 1899771.461680 3204.515332 0 0
2450199.624815 1882345.491691 3159.471533 1 0
2450229.584587 1627144.161809 2727.925390 0 1
2450230.616413 1671087.558232 2793.274366 0 0
2450231.501208 1628206.777882 2751.323122 0 0
2450232.512828 1585571.377087 2665.736084 0 0
2450233.310861 1597346.600515 2692.371855 0 0
2450233.515804 1606511.561917 2693.858683 0 0
2450234.510055 1679472.323203 2791.352308 0 0
2450236.605078 1999978.666723 3248.797052 0 0
2450237.486227 1982795.840295 3223.761276 0 0
2450238.437262 2158554.238560 3509.342344 0 0
2450239.541179 2177900.829547 3530.359388 0 0
2450241.445346 2371655.645613 3807.788103 0 0
2450242.343074 2533313.270012 4051.925091 0 0
2450242.349190 2528499.864190 4050.723727 0 0
2450242.628790 2532851.010869 4035.850532 0 0
2450243.530751 2398532.696326 3843.834980 0 0
2450245.579265 2384925.315546 3858.283021 0 0
2450246.573789 2209149.918929 3578.693540 0 0
2450248.546451 2206672.015700 3582.131065 0 0
2450249.484727 2129607.772200 3482.862103 0 0
2450250.545739 2047746.421759 3349.099575 0 0
2450251.503907 2014695.581679 3309.828393 0 0
2450252.308926 2003699.888355 3292.298761 0 0
2450252.492536 1991077.252904 3286.167509 0 0
2450253.396022 1939220.449562 3205.831037 0 0
2450253.580692 1975354.899060 3252.355607 0 0
2450254.503419 1998113.931224 3292.974490 0 0
2450255.523872 2108046.512535 3446.121678 0 0
2450256.351376 2103671.589563 3421.723209 0 0
2450256.562648 2124312.632930 3451.924486 0 0
2450257.341357 2181250.986336 3536.584663 0 0
2450257.526541 2153504.091687 3492.775064 1 0
2450259.622919 2647322.954705 4191.777358 0 1
2450260.585762 2729308.344597 4311.586089 0 0
2450261.513895 2778765.235857 4385.746574 0 0
2450262.160511 2830821.080582 4466.698153 0 0
2450262.179528 2831600.342088 4469.022768 0 0
2450262.201926 2836944.701404 4477.375613 0 0
2450262.253459 2840347.387520 4560.795873 0 0
2450262.303064 2874239.171242 4523.300475 0 0
2450262.418020 2866680.690564 4515.441878 0 0
2450262.444837 2889665.410513 4549.307536 0 0
2450262.548190 2843852.132586 4479.496213 0 0
2450262.599730 2827404.314962 4456.209418 0 0
2450262.650172 2843869.727388 4484.992415 0 0
2450262.701756 2823705.746472 4455.198300 0 0
2450262.753068 2830678.376430 4464.572671 0 0
2450262.804581 2840566.941126 4477.301940 0 0
2450262.854546 2834778.242927 4467.722052 0 0
2450262.904697 2854814.634274 4504.608589 0 0
2450262.956427 2854432.895385 4495.164830 0 0
2450263.612024 2820643.005577 4449.022329 0 0
2450264.563522 2868938.775127 4527.161352 0 0
2450265.362082 2919587.571898 4596.866858 0 0
2450265.563609 2901845.477514 4571.533245 0 0
2450266.541301 2890923.100760 4555.269783 0 0
2450267.409073 2880039.675624 4541.220509 0 0
2450268.418056 2744774.767770 4348.152538 0 0
2450270.517657 2623058.427493 4186.276257 0 0
2450271.561156 2607200.819244 4159.772977 0 0
2450272.520184 2693702.972441 4294.444159 0 0
2450273.096046 2886104.676989 4581.753433 0 0
2450273.370901 2811885.028510 4468.819626 0 0
2450274.214617 2798267.270801 4447.569351 0 0
2450274.459941 2898235.531518 4594.910791 0 0
2450275.460615 2786263.068116 4434.788080 0 0
2450276.279258 2883674.104057 4580.336033 0 0
2450276.466387 2769264.178574 4414.483882 0 0
2450277.340543 2659781.464709 4256.650786 0 0
2450277.523517 2658535.474272 4254.332143 0 0
2450278.562574 2489403.130978 4017.387711 0 0
2450279.475759 2234206.389950 3649.245497 0 0
