# average_observation_time[JD] flux[DN/s] flux_unc[DN/s] last_data_point_before_bakeout first_data_point_after_bakeout
2450190.518066 32580125.027620 4788334.157754 0 0
2450191.375772 32847714.486960 4828040.228031 0 0
2450194.269759 32662979.034040 4819018.490407 0 0
2450195.309157 32719030.244993 4840417.909943 0 0
2450196.174143 32363516.290017 4801165.594714 0 0
2450196.458477 32227525.977828 4785951.273655 0 0
2450197.181455 32048115.119978 4772691.261983 0 0
2450198.119561 31985750.069267 4783156.626125 0 0
2450198.307371 32633880.401873 4884487.084855 0 0
2450198.457697 31914161.323977 4780288.910794 0 0
2450199.104713 32058456.864100 4817643.445069 0 0
2450199.282530 31726887.629264 4772380.470434 0 0
2450199.655457 31640620.755540 4768988.688859 0 0
2450199.984149 31812114.370379 4803885.625212 0 0
2450200.647513 32245446.725051 4888519.441001 0 0
2450200.895822 31587614.563937 4796238.220619 0 0
2450201.521834 31981309.995296 4875539.120454 0 0
2450201.763889 31773012.089883 4851668.126074 0 0
2450202.005902 31671248.892187 4844144.921294 0 0
2450202.248108 31664044.604849 4851221.071451 0 0
2450202.517573 32366311.645278 4968053.770711 0 0
2450202.760403 31844571.969203 4896548.919024 0 0
2450203.004049 33628376.391819 5180089.926358 0 0
2450203.247173 31846982.202838 4914588.664910 0 0
2450203.632106 32145132.898528 4974903.071718 0 0
2450204.001798 32123354.721415 4985859.668652 0 0
2450204.371411 32059754.698833 4990636.668702 0 0
2450204.389907 32089926.579092 4996076.347321 0 0
2450204.593020 32258477.217106 5030575.243867 0 0
2450204.962764 32349816.909717 5060167.158662 0 0
2450205.323003 32754933.181943 5139013.438268 0 0
2450205.641655 32411754.828567 5098752.614558 0 0
2450206.002929 35030573.632165 5527988.163434 0 0
2450206.555423 34375193.999594 5450885.244881 0 0
2450207.280855 32501671.701197 5187904.288376 0 0
2450207.405861 32388626.783239 5175842.722452 0 0
2450207.599468 32482600.198615 5199997.503012 0 0
2450207.961413 32608082.233475 5237898.095822 0 0
2450208.524812 33229197.963634 5366312.866053 0 0
2450208.832048 33123545.724859 5365256.208127 0 0
2450209.141505 33283444.741379 5407575.003800 0 0
2450209.467639 33477978.159166 5456823.237866 0 0
2450209.774369 33978500.771597 5555245.608339 0 0
2450210.083523 34580311.162087 5671361.932150 0 0
2450210.511085 34234086.869766 5638982.544831 0 0
2450210.674854 35511710.878411 5859327.435894 0 0
2450210.917141 34605495.461680 5724183.163775 0 0
2450211.159512 34917356.713735 5790413.838458 0 0
2450211.403548 34857126.990221 5795277.771559 0 0
2450211.629113 34845693.722900 5806998.634910 0 0
2450211.878233 34864768.279138 5825600.458012 0 0
2450212.120248 35148691.051212 5888276.291589 0 0
2450212.726943 35309215.614467 5953876.708642 0 0
2450212.969736 35027948.230348 5922119.909708 0 0
2450213.212536 35374843.967178 5996719.664485 0 0
2450213.415047 35490985.684456 6029849.771422 0 0
2450213.568810 36102780.030261 6144021.148319 0 0
2450213.811127 35589203.349552 6072938.386223 0 0
2450214.053530 35494002.970791 6073094.080695 0 0
